iterations,voters,mean,mean_bucket,std,std_bucket,simple_majority_optimal,minority_decisiveness_optimal,non_tyrannic_minority_decisiveness_optimal,minority_tyranny_optimal,expert_tyranny_optimal,minority_colluding,majority_correct,expert_correct
1000.0,9.0,0.55,,0.11,,0.0,1.0,0.78,0.22,0.004,0.21075,0.7555,0.7435
1000.0,9.0,0.55,,0.12,,0.0,1.0,0.775,0.225,0.005,0.24075,0.768,0.757
1000.0,9.0,0.6,,0.02,,0.202,0.798,0.798,0.0,0.0,0.1615,0.7585,0.649
1000.0,9.0,0.6,,0.03,,0.016,0.984,0.984,0.0,0.0,0.1655,0.7335,0.645
1000.0,9.0,0.6,,0.04,,0.007,0.993,0.981,0.012,0.0,0.18525,0.7445,0.6675
1000.0,9.0,0.6,,0.06,,0.0,1.0,0.948,0.052,0.0,0.19425,0.7465,0.681
1000.0,9.0,0.6,,0.07,,0.0,1.0,0.904,0.096,0.0,0.20525,0.742,0.7115
1000.0,9.0,0.6,,0.08,,0.0,1.0,0.899,0.101,0.0,0.22975,0.7545,0.72
1000.0,9.0,0.6,,0.1,,0.0,1.0,0.845,0.155,0.001,0.229,0.8025,0.7765
1000.0,9.0,0.6,,0.11,,0.0,1.0,0.84,0.16,0.003,0.258,0.8135,0.772
1000.0,9.0,0.6,,0.12,,0.0,1.0,0.802,0.198,0.005,0.27825,0.814,0.793
1000.0,9.0,0.7,,0.02,,0.908,0.092,0.092,0.0,0.0,0.2545,0.886,0.746
1000.0,9.0,0.7,,0.03,,0.374,0.626,0.626,0.0,0.0,0.28025,0.893,0.759
1000.0,9.0,0.7,,0.04,,0.111,0.889,0.889,0.0,0.0,0.28,0.9095,0.739
1000.0,9.0,0.7,,0.06,,0.009,0.991,0.99,0.001,0.0,0.32275,0.9015,0.7915
1000.0,9.0,0.7,,0.07,,0.004,0.996,0.993,0.003,0.0,0.33225,0.9055,0.798
1000.0,9.0,0.7,,0.08,,0.001,0.999,0.991,0.008,0.0,0.35425,0.909,0.8425
1000.0,9.0,0.7,,0.1,,0.001,0.999,0.961,0.038,0.0,0.381,0.91,0.8495
1000.0,9.0,0.7,,0.11,,0.0,1.0,0.945,0.055,0.0,0.401,0.9085,0.857
1000.0,9.0,0.7,,0.12,,0.001,0.999,0.916,0.083,0.003,0.43625,0.9115,0.8755
1000.0,9.0,0.75,,0.02,,0.978,0.022,0.022,0.0,0.0,0.34625,0.947,0.774
1000.0,9.0,0.75,,0.03,,0.578,0.422,0.422,0.0,0.0,0.35775,0.9505,0.8065
1000.0,9.0,0.75,,0.04,,0.244,0.756,0.756,0.0,0.0,0.3665,0.9485,0.7945
1000.0,9.0,0.75,,0.06,,0.023,0.977,0.977,0.0,0.0,0.40125,0.941,0.843
1000.0,9.0,0.75,,0.07,,0.01,0.99,0.989,0.001,0.0,0.414,0.954,0.8625
1000.0,9.0,0.75,,0.08,,0.003,0.997,0.996,0.001,0.0,0.42825,0.9515,0.8705
1000.0,9.0,0.75,,0.1,,0.001,0.999,0.986,0.013,0.0,0.467,0.9555,0.8925
1000.0,9.0,0.75,,0.11,,0.0,1.0,0.963,0.037,0.0,0.4815,0.95,0.8955
1000.0,9.0,0.75,,0.12,,0.0,1.0,0.953,0.047,0.001,0.5035,0.9515,0.9175
1000.0,9.0,0.8,,0.02,,0.99,0.01,0.01,0.0,0.0,0.457,0.981,0.8195
1000.0,9.0,0.8,,0.03,,0.683,0.317,0.317,0.0,0.0,0.47125,0.983,0.837
1000.0,9.0,0.8,,0.04,,0.266,0.734,0.734,0.0,0.0,0.4775,0.978,0.8725
1000.0,9.0,0.8,,0.06,,0.042,0.958,0.958,0.0,0.0,0.50925,0.976,0.8935
1000.0,9.0,0.8,,0.07,,0.009,0.991,0.99,0.001,0.0,0.5375,0.984,0.907
1000.0,9.0,0.8,,0.08,,0.005,0.995,0.995,0.0,0.0,0.55625,0.979,0.9145
1000.0,9.0,0.8,,0.1,,0.001,0.999,0.989,0.01,0.0,0.58725,0.9735,0.9265
1000.0,9.0,0.8,,0.11,,0.005,0.995,0.98,0.015,0.0,0.5825,0.978,0.9245
1000.0,9.0,0.8,,0.12,,0.0,1.0,0.979,0.021,0.0,0.595,0.9765,0.938
1000.0,9.0,0.9,,0.02,,0.942,0.058,0.058,0.0,0.0,0.70275,0.998,0.924
1000.0,9.0,0.9,,0.03,,0.505,0.495,0.495,0.0,0.0,0.7305,0.999,0.945
1000.0,9.0,0.9,,0.04,,0.165,0.835,0.835,0.0,0.0,0.741,0.9985,0.9455
1000.0,9.0,0.9,,0.06,,0.033,0.967,0.967,0.0,0.0,0.75875,0.998,0.9685
1000.0,9.0,0.9,,0.07,,0.009,0.991,0.991,0.0,0.0,0.78675,0.9975,0.9735
1000.0,9.0,0.9,,0.08,,0.006,0.994,0.994,0.0,0.0,0.77475,0.999,0.973
1000.0,9.0,0.9,,0.1,,0.0,1.0,0.999,0.001,0.0,0.7645,0.997,0.974
1000.0,9.0,0.9,,0.11,,0.001,0.999,0.994,0.005,0.0,0.7555,0.9965,0.969
1000.0,9.0,0.9,,0.12,,0.0,1.0,0.992,0.008,0.0,0.7685,0.994,0.9645
1000.0,9.0,0.95,,0.02,,0.524,0.476,0.476,0.0,0.0,0.87075,1.0,0.9805
1000.0,9.0,0.95,,0.03,,0.18,0.82,0.82,0.0,0.0,0.88125,1.0,0.9875
1000.0,9.0,0.95,,0.04,,0.058,0.942,0.942,0.0,0.0,0.8825,1.0,0.989
1000.0,9.0,0.95,,0.06,,0.01,0.99,0.99,0.0,0.0,0.8705,0.9995,0.9815
1000.0,9.0,0.95,,0.07,,0.008,0.992,0.992,0.0,0.0,0.85525,1.0,0.9855
1000.0,9.0,0.95,,0.08,,0.004,0.996,0.996,0.0,0.0,0.8505,0.9995,0.9855
1000.0,9.0,0.95,,0.1,,0.001,0.999,0.996,0.003,0.0,0.83,0.9985,0.982
1000.0,9.0,0.95,,0.11,,0.002,0.998,0.996,0.002,0.0,0.823,0.9995,0.977
1000.0,9.0,0.95,,0.12,,0.001,0.999,0.995,0.004,0.0,0.81325,0.999,0.977
1000.0,9.0,1.0,,0.02,,0.11,0.89,0.89,0.0,0.0,0.96875,1.0,0.9965
1000.0,9.0,1.0,,0.03,,0.07,0.93,0.93,0.0,0.0,0.964,1.0,0.9955
1000.0,9.0,1.0,,0.04,,0.034,0.966,0.966,0.0,0.0,0.95125,1.0,0.9975
1000.0,9.0,1.0,,0.06,,0.014,0.986,0.986,0.0,0.0,0.9285,1.0,0.9945
1000.0,9.0,1.0,,0.07,,0.015,0.985,0.985,0.0,0.0,0.90175,1.0,0.991
1000.0,9.0,1.0,,0.08,,0.004,0.996,0.996,0.0,0.0,0.90125,1.0,0.9935
1000.0,9.0,1.0,,0.1,,0.005,0.995,0.995,0.0,0.0,0.86675,0.9995,0.99
1000.0,9.0,1.0,,0.11,,0.004,0.996,0.996,0.0,0.0,0.85675,1.0,0.991
1000.0,9.0,1.0,,0.12,,0.004,0.996,0.996,0.0,0.0,0.85625,1.0,0.98
1000.0,11.0,0.5,,0.02,,0.0,1.0,0.353,0.647,0.001,0.06580000000000029,0.55,0.54
1000.0,11.0,0.5,,0.03,,0.0,1.0,0.347,0.653,0.0,0.06280000000000027,0.5765,0.572
1000.0,11.0,0.5,,0.04,,0.0,1.0,0.322,0.678,0.0,0.06180000000000027,0.5965,0.597
1000.0,11.0,0.5,,0.06,,0.0,1.0,0.311,0.689,0.001,0.08220000000000048,0.61,0.617
1000.0,11.0,0.5,,0.07,,0.0,1.0,0.346,0.654,0.0,0.08700000000000048,0.6295,0.6325
1000.0,11.0,0.5,,0.08,,0.0,1.0,0.341,0.659,0.0,0.09300000000000061,0.6675,0.6525
1000.0,11.0,0.5,,0.1,,0.0,1.0,0.312,0.688,0.001,0.1018000000000007,0.69,0.699
1000.0,11.0,0.5,,0.11,,0.0,1.0,0.322,0.678,0.0,0.1178000000000008,0.708,0.728
1000.0,11.0,0.5,,0.12,,0.0,1.0,0.345,0.655,0.001,0.12360000000000093,0.7375,0.732
1000.0,11.0,0.55,,0.02,,0.001,0.999,0.928,0.071,0.0,0.07440000000000034,0.628,0.5885
1000.0,11.0,0.55,,0.03,,0.0,1.0,0.709,0.291,0.0,0.07800000000000044,0.623,0.611
1000.0,11.0,0.55,,0.04,,0.0,1.0,0.592,0.408,0.0,0.08280000000000047,0.655,0.6035
1000.0,11.0,0.55,,0.06,,0.0,1.0,0.489,0.511,0.0,0.09240000000000063,0.7075,0.645
1000.0,11.0,0.55,,0.07,,0.0,1.0,0.432,0.568,0.0,0.09900000000000066,0.703,0.6815
1000.0,11.0,0.55,,0.08,,0.0,1.0,0.412,0.588,0.0,0.11180000000000075,0.7195,0.687
1000.0,11.0,0.55,,0.1,,0.0,1.0,0.436,0.564,0.0,0.12880000000000089,0.768,0.744
1000.0,11.0,0.55,,0.11,,0.0,1.0,0.378,0.622,0.001,0.14020000000000052,0.781,0.75
1000.0,11.0,0.55,,0.12,,0.0,1.0,0.362,0.638,0.0,0.1580000000000002,0.7885,0.783
1000.0,11.0,0.6,,0.02,,0.046,0.954,0.954,0.0,0.0,0.0996000000000006,0.751,0.6155
1000.0,11.0,0.6,,0.03,,0.001,0.999,0.997,0.002,0.0,0.09900000000000063,0.735,0.6415
1000.0,11.0,0.6,,0.04,,0.002,0.998,0.927,0.071,0.0,0.10320000000000065,0.766,0.6705
1000.0,11.0,0.6,,0.06,,0.0,1.0,0.698,0.302,0.0,0.12120000000000088,0.78,0.6945
1000.0,11.0,0.6,,0.07,,0.0,1.0,0.623,0.377,0.0,0.13500000000000076,0.7715,0.706
1000.0,11.0,0.6,,0.08,,0.0,1.0,0.564,0.436,0.0,0.13920000000000052,0.7845,0.7315
1000.0,11.0,0.6,,0.1,,0.0,1.0,0.507,0.493,0.0,0.1703999999999999,0.8095,0.7625
1000.0,11.0,0.6,,0.11,,0.0,1.0,0.467,0.533,0.0,0.1765999999999998,0.8315,0.769
1000.0,11.0,0.6,,0.12,,0.0,1.0,0.444,0.556,0.002,0.18959999999999955,0.8225,0.788
1000.0,11.0,0.7,,0.02,,0.667,0.333,0.333,0.0,0.0,0.1891999999999994,0.922,0.722
1000.0,11.0,0.7,,0.03,,0.122,0.878,0.878,0.0,0.0,0.2027999999999996,0.9185,0.7465
1000.0,11.0,0.7,,0.04,,0.019,0.981,0.981,0.0,0.0,0.21359999999999932,0.9225,0.7645
1000.0,11.0,0.7,,0.06,,0.002,0.998,0.989,0.009,0.0,0.23159999999999895,0.9185,0.807
1000.0,11.0,0.7,,0.07,,0.0,1.0,0.965,0.035,0.0,0.25339999999999907,0.927,0.804
1000.0,11.0,0.7,,0.08,,0.0,1.0,0.907,0.093,0.0,0.25499999999999884,0.9215,0.8435
1000.0,11.0,0.7,,0.1,,0.0,1.0,0.781,0.219,0.0,0.2829999999999985,0.925,0.86
1000.0,11.0,0.7,,0.11,,0.0,1.0,0.73,0.27,0.001,0.3135999999999983,0.93,0.877
1000.0,11.0,0.7,,0.12,,0.0,1.0,0.637,0.363,0.0,0.3313999999999977,0.9335,0.878
1000.0,11.0,0.75,,0.02,,0.857,0.143,0.143,0.0,0.0,0.2663999999999987,0.9605,0.7775
1000.0,11.0,0.75,,0.03,,0.274,0.726,0.726,0.0,0.0,0.26939999999999875,0.9695,0.8045
1000.0,11.0,0.75,,0.04,,0.051,0.949,0.949,0.0,0.0,0.29679999999999784,0.9715,0.819
1000.0,11.0,0.75,,0.06,,0.001,0.999,0.998,0.001,0.0,0.3243999999999984,0.955,0.8505
1000.0,11.0,0.75,,0.07,,0.0,1.0,0.998,0.002,0.0,0.34119999999999767,0.9645,0.8745
1000.0,11.0,0.75,,0.08,,0.0,1.0,0.978,0.022,0.0,0.36099999999999843,0.9595,0.8625
1000.0,11.0,0.75,,0.1,,0.0,1.0,0.869,0.131,0.0,0.4011999999999979,0.968,0.8965
1000.0,11.0,0.75,,0.11,,0.0,1.0,0.831,0.169,0.0,0.4023999999999976,0.9655,0.912
1000.0,11.0,0.75,,0.12,,0.0,1.0,0.76,0.24,0.0,0.43079999999999863,0.964,0.9265
1000.0,11.0,0.8,,0.02,,0.917,0.083,0.083,0.0,0.0,0.3701999999999978,0.985,0.828
1000.0,11.0,0.8,,0.03,,0.373,0.627,0.627,0.0,0.0,0.3853999999999975,0.9905,0.8405
1000.0,11.0,0.8,,0.04,,0.096,0.904,0.904,0.0,0.0,0.40779999999999805,0.985,0.8715
1000.0,11.0,0.8,,0.06,,0.002,0.998,0.998,0.0,0.0,0.4373999999999986,0.986,0.8685
1000.0,11.0,0.8,,0.07,,0.002,0.998,0.997,0.001,0.0,0.45539999999999875,0.9875,0.907
1000.0,11.0,0.8,,0.08,,0.0,1.0,0.988,0.012,0.0,0.4729999999999994,0.9885,0.934
1000.0,11.0,0.8,,0.1,,0.0,1.0,0.937,0.063,0.0,0.5072000000000005,0.989,0.934
1000.0,11.0,0.8,,0.11,,0.0,1.0,0.899,0.101,0.0,0.5188,0.9875,0.932
1000.0,11.0,0.8,,0.12,,0.0,1.0,0.849,0.151,0.0,0.5238000000000003,0.9825,0.9305
1000.0,11.0,0.9,,0.02,,0.769,0.231,0.231,0.0,0.0,0.656800000000001,0.9995,0.9295
1000.0,11.0,0.9,,0.03,,0.204,0.796,0.796,0.0,0.0,0.6698000000000004,1.0,0.9415
1000.0,11.0,0.9,,0.04,,0.034,0.966,0.966,0.0,0.0,0.6956000000000003,0.999,0.9615
1000.0,11.0,0.9,,0.06,,0.003,0.997,0.997,0.0,0.0,0.7245999999999992,0.9995,0.969
1000.0,11.0,0.9,,0.07,,0.0,1.0,0.998,0.002,0.0,0.7365999999999996,1.0,0.974
1000.0,11.0,0.9,,0.08,,0.0,1.0,0.994,0.006,0.0,0.7275999999999995,0.999,0.976
1000.0,11.0,0.9,,0.1,,0.0,1.0,0.962,0.038,0.0,0.7109999999999994,0.9985,0.9835
1000.0,11.0,0.9,,0.11,,0.0,1.0,0.962,0.038,0.0,0.7159999999999994,1.0,0.9815
1000.0,11.0,0.9,,0.12,,0.0,1.0,0.913,0.087,0.0,0.7001999999999992,0.9975,0.973
1000.0,11.0,0.95,,0.02,,0.232,0.768,0.768,0.0,0.0,0.8431999999999975,1.0,0.978
1000.0,11.0,0.95,,0.03,,0.038,0.962,0.962,0.0,0.0,0.8541999999999971,1.0,0.9815
1000.0,11.0,0.95,,0.04,,0.014,0.986,0.986,0.0,0.0,0.8511999999999967,1.0,0.989
1000.0,11.0,0.95,,0.06,,0.003,0.997,0.997,0.0,0.0,0.8515999999999962,1.0,0.987
1000.0,11.0,0.95,,0.07,,0.0,1.0,0.997,0.003,0.0,0.8351999999999979,1.0,0.9885
1000.0,11.0,0.95,,0.08,,0.0,1.0,0.996,0.004,0.0,0.811599999999997,0.999,0.984
1000.0,11.0,0.95,,0.1,,0.0,1.0,0.987,0.013,0.0,0.7951999999999975,1.0,0.986
1000.0,11.0,0.95,,0.11,,0.0,1.0,0.978,0.022,0.0,0.7879999999999981,0.999,0.9805
1000.0,11.0,0.95,,0.12,,0.0,1.0,0.958,0.042,0.0,0.7669999999999981,0.998,0.983
1000.0,11.0,1.0,,0.02,,0.021,0.979,0.979,0.0,0.0,0.9717999999999979,1.0,0.9965
1000.0,11.0,1.0,,0.03,,0.018,0.982,0.982,0.0,0.0,0.9455999999999972,1.0,0.998
1000.0,11.0,1.0,,0.04,,0.006,0.994,0.993,0.001,0.0,0.9369999999999964,1.0,0.9965
1000.0,11.0,1.0,,0.06,,0.001,0.999,0.998,0.001,0.0,0.9029999999999963,1.0,0.992
1000.0,11.0,1.0,,0.07,,0.0,1.0,1.0,0.0,0.0,0.8921999999999966,1.0,0.9915
1000.0,11.0,1.0,,0.08,,0.0,1.0,0.998,0.002,0.0,0.8739999999999986,1.0,0.994
1000.0,11.0,1.0,,0.1,,0.0,1.0,0.995,0.005,0.0,0.841599999999997,1.0,0.9945
1000.0,11.0,1.0,,0.11,,0.0,1.0,0.987,0.013,0.0,0.8267999999999974,1.0,0.9835
1000.0,11.0,1.0,,0.12,,0.0,1.0,0.969,0.031,0.0,0.8179999999999978,1.0,0.986
