iterations,voters,mean,mean_bucket,std,std_bucket,simple_majority_optimal,minority_decisiveness_optimal,non_tyrannic_minority_decisiveness_optimal,minority_tyranny_optimal,expert_tyranny_optimal,minority_colluding,majority_correct,expert_correct,compromise_correct
1000.0,11.0,0.9,,0.1,,0.0,1.0,0.982,0.018,0.0,0.7142,1.0,0.978,0.9995
1000.0,11.0,0.9,,0.11,,0.0,1.0,0.955,0.045,0.0,0.7098000000000004,0.999,0.9795,0.9995
1000.0,11.0,0.9,,0.12,,0.0,1.0,0.923,0.077,0.0,0.7026000000000002,0.9985,0.9725,0.9985
1000.0,11.0,0.95,,0.02,,0.24,0.76,0.76,0.0,0.0,0.8441999999999971,1.0,0.98,1.0
1000.0,11.0,0.95,,0.03,,0.05,0.95,0.95,0.0,0.0,0.8495999999999961,0.9995,0.9875,1.0
1000.0,11.0,0.95,,0.04,,0.009,0.991,0.991,0.0,0.0,0.8617999999999968,1.0,0.9865,1.0
1000.0,11.0,0.95,,0.06,,0.0,1.0,0.999,0.001,0.0,0.8463999999999969,0.9995,0.989,1.0
1000.0,11.0,0.95,,0.07,,0.0,1.0,0.997,0.003,0.0,0.8223999999999974,1.0,0.9865,1.0
1000.0,11.0,0.95,,0.08,,0.001,0.999,0.997,0.002,0.0,0.8153999999999967,1.0,0.9825,1.0
1000.0,11.0,0.95,,0.1,,0.0,1.0,0.983,0.017,0.0,0.7933999999999977,0.9995,0.9785,0.999
1000.0,11.0,0.95,,0.11,,0.0,1.0,0.977,0.023,0.0,0.7939999999999994,1.0,0.979,0.9995
1000.0,11.0,0.95,,0.12,,0.0,1.0,0.959,0.041,0.0,0.7741999999999984,0.999,0.9845,0.998
1000.0,11.0,1.0,,0.02,,0.024,0.976,0.976,0.0,0.0,0.9663999999999979,1.0,0.9995,1.0
1000.0,11.0,1.0,,0.03,,0.008,0.992,0.992,0.0,0.0,0.9501999999999972,1.0,0.9975,1.0
1000.0,11.0,1.0,,0.04,,0.005,0.995,0.994,0.001,0.0,0.9435999999999966,1.0,0.9965,1.0
1000.0,11.0,1.0,,0.06,,0.004,0.996,0.996,0.0,0.0,0.9153999999999959,1.0,0.9935,1.0
1000.0,11.0,1.0,,0.07,,0.001,0.999,0.995,0.004,0.0,0.8935999999999961,1.0,0.992,1.0
1000.0,11.0,1.0,,0.08,,0.0,1.0,0.998,0.002,0.0,0.8725999999999964,1.0,0.9915,1.0
1000.0,11.0,1.0,,0.1,,0.001,0.999,0.988,0.011,0.0,0.8357999999999967,1.0,0.9905,1.0
1000.0,11.0,1.0,,0.11,,0.0,1.0,0.986,0.014,0.0,0.8339999999999972,1.0,0.988,1.0
1000.0,11.0,1.0,,0.12,,0.0,1.0,0.972,0.028,0.0,0.8185999999999979,1.0,0.9865,0.9995
