iterations,voters,mean,std,minority_decisive,majority_correct
100.0,5.0,0.55,0.043000000000000003,0.92,1.0
100.0,5.0,0.55,0.044000000000000004,0.97,1.0
100.0,5.0,0.55,0.045,0.94,1.0
100.0,5.0,0.55,0.046,0.89,1.0
100.0,5.0,0.55,0.047,0.97,1.0
100.0,5.0,0.55,0.048,0.98,1.0
100.0,5.0,0.55,0.049,0.97,1.0
100.0,5.0,0.55,0.05,0.96,1.0
100.0,5.0,0.55,0.051000000000000004,0.97,1.0
100.0,5.0,0.55,0.052000000000000005,0.96,1.0
100.0,5.0,0.55,0.053000000000000005,0.96,1.0
100.0,5.0,0.55,0.054,0.97,1.0
100.0,5.0,0.55,0.055,0.91,1.0
100.0,5.0,0.55,0.056,0.94,1.0
100.0,5.0,0.55,0.057,0.95,1.0
100.0,5.0,0.55,0.058,0.96,1.0
100.0,5.0,0.55,0.059000000000000004,0.97,1.0
100.0,5.0,0.55,0.060000000000000005,0.95,1.0
100.0,5.0,0.55,0.061,0.97,1.0
100.0,5.0,0.55,0.062,0.98,1.0
100.0,5.0,0.55,0.063,0.94,1.0
100.0,5.0,0.55,0.064,0.93,1.0
100.0,5.0,0.55,0.065,0.98,1.0
100.0,5.0,0.55,0.066,0.95,1.0
100.0,5.0,0.55,0.067,0.97,1.0
100.0,5.0,0.55,0.068,0.97,1.0
100.0,5.0,0.55,0.069,0.96,1.0
100.0,5.0,0.55,0.07,0.99,1.0
100.0,5.0,0.55,0.07100000000000001,0.98,1.0
100.0,5.0,0.55,0.07200000000000001,0.94,1.0
100.0,5.0,0.55,0.07300000000000001,0.93,1.0
100.0,5.0,0.55,0.074,0.95,1.0
100.0,5.0,0.55,0.075,0.96,1.0
100.0,5.0,0.55,0.076,0.94,1.0
100.0,5.0,0.55,0.077,0.95,1.0
100.0,5.0,0.55,0.078,0.97,1.0
100.0,5.0,0.55,0.079,0.95,1.0
100.0,5.0,0.55,0.08,0.94,1.0
100.0,5.0,0.55,0.081,0.99,1.0
100.0,5.0,0.55,0.082,0.97,1.0
100.0,5.0,0.55,0.083,0.96,1.0
100.0,5.0,0.55,0.084,0.95,1.0
100.0,5.0,0.55,0.085,0.94,1.0
100.0,5.0,0.55,0.08600000000000001,0.94,1.0
100.0,5.0,0.55,0.08700000000000001,0.98,1.0
100.0,5.0,0.55,0.08800000000000001,0.99,1.0
100.0,5.0,0.55,0.089,0.95,1.0
100.0,5.0,0.55,0.09,0.96,1.0
100.0,5.0,0.55,0.091,0.9,1.0
100.0,5.0,0.55,0.092,0.97,1.0
100.0,5.0,0.55,0.093,0.93,1.0
100.0,5.0,0.55,0.094,0.95,1.0
100.0,5.0,0.55,0.095,0.97,1.0
100.0,5.0,0.55,0.096,0.98,1.0
100.0,5.0,0.55,0.097,0.97,1.0
100.0,5.0,0.55,0.098,0.96,1.0
100.0,5.0,0.55,0.099,0.94,1.0
100.0,5.0,0.55,0.1,0.97,1.0
100.0,5.0,0.55,0.101,0.94,1.0
100.0,5.0,0.55,0.10200000000000001,0.97,1.0
100.0,5.0,0.55,0.10300000000000001,0.96,1.0
100.0,5.0,0.55,0.10400000000000001,0.95,1.0
100.0,5.0,0.55,0.10500000000000001,0.95,1.0
100.0,5.0,0.55,0.106,0.97,1.0
100.0,5.0,0.55,0.107,0.96,1.0
100.0,5.0,0.55,0.108,0.98,1.0
100.0,5.0,0.55,0.109,0.95,1.0
100.0,5.0,0.55,0.11,0.95,1.0
100.0,5.0,0.55,0.111,0.99,1.0
100.0,5.0,0.55,0.112,0.96,1.0
100.0,5.0,0.55,0.113,0.95,1.0
100.0,5.0,0.55,0.114,0.98,1.0
100.0,5.0,0.55,0.115,0.96,1.0
100.0,5.0,0.55,0.116,0.97,1.0
100.0,5.0,0.55,0.117,0.98,1.0
100.0,5.0,0.55,0.11800000000000001,0.97,1.0
100.0,5.0,0.55,0.11900000000000001,0.98,1.0
100.0,5.0,0.55,0.12000000000000001,1.0,1.0
100.0,5.0,0.55,0.121,0.98,1.0
100.0,5.0,0.55,0.122,0.94,1.0
100.0,5.0,0.55,0.123,0.99,1.0
100.0,5.0,0.55,0.124,0.95,1.0
100.0,5.0,0.55,0.125,0.96,1.0
100.0,5.0,0.55,0.126,0.94,1.0
100.0,5.0,0.55,0.127,0.96,1.0
100.0,5.0,0.55,0.128,0.97,1.0
100.0,5.0,0.55,0.129,1.0,1.0
100.0,5.0,0.55,0.13,0.93,1.0
100.0,5.0,0.55,0.131,0.96,1.0
100.0,5.0,0.55,0.132,0.97,1.0
100.0,5.0,0.55,0.133,0.96,1.0
100.0,5.0,0.55,0.134,0.99,1.0
100.0,5.0,0.55,0.135,0.97,1.0
100.0,5.0,0.55,0.136,0.97,1.0
100.0,5.0,0.55,0.137,0.95,1.0
100.0,5.0,0.55,0.138,0.96,1.0
100.0,5.0,0.55,0.139,0.98,1.0
100.0,5.0,0.55,0.14,1.0,1.0
100.0,5.0,0.55,0.14100000000000001,0.99,1.0
100.0,5.0,0.55,0.14200000000000002,0.97,1.0
100.0,5.0,0.55,0.14300000000000002,0.97,1.0
100.0,5.0,0.55,0.14400000000000002,0.98,1.0
100.0,5.0,0.55,0.14500000000000002,0.95,1.0
100.0,5.0,0.55,0.146,0.97,1.0
100.0,5.0,0.55,0.147,1.0,1.0
100.0,5.0,0.55,0.148,0.96,1.0
100.0,5.0,0.55,0.149,0.98,1.0
100.0,5.0,0.55,0.15,0.98,1.0
100.0,5.0,0.55,0.151,0.95,1.0
100.0,5.0,0.55,0.152,0.98,1.0
100.0,5.0,0.55,0.153,0.98,1.0
100.0,5.0,0.55,0.154,0.92,1.0
100.0,5.0,0.55,0.155,0.96,1.0
100.0,5.0,0.55,0.156,0.97,1.0
100.0,5.0,0.55,0.157,0.97,1.0
100.0,5.0,0.55,0.158,0.99,1.0
100.0,5.0,0.55,0.159,0.97,1.0
100.0,5.0,0.55,0.16,1.0,1.0
100.0,5.0,0.55,0.161,0.96,1.0
100.0,5.0,0.55,0.162,0.99,1.0
100.0,5.0,0.55,0.163,1.0,1.0
100.0,5.0,0.55,0.164,0.94,1.0
100.0,5.0,0.55,0.165,0.95,1.0
100.0,5.0,0.55,0.166,0.97,1.0
100.0,5.0,0.55,0.167,0.97,1.0
100.0,5.0,0.55,0.168,0.97,1.0
100.0,5.0,0.55,0.169,1.0,1.0
100.0,5.0,0.55,0.17,0.99,1.0
100.0,5.0,0.55,0.171,0.95,1.0
100.0,5.0,0.55,0.17200000000000001,0.99,1.0
100.0,5.0,0.55,0.17300000000000001,0.98,1.0
100.0,5.0,0.55,0.17400000000000002,0.95,1.0
100.0,5.0,0.55,0.17500000000000002,0.95,1.0
100.0,5.0,0.55,0.17600000000000002,0.98,1.0
100.0,5.0,0.55,0.177,0.96,1.0
100.0,5.0,0.55,0.178,0.99,1.0
100.0,5.0,0.55,0.179,0.98,1.0
100.0,5.0,0.55,0.18,0.95,1.0
100.0,5.0,0.55,0.181,0.98,1.0
100.0,5.0,0.55,0.182,0.98,1.0
100.0,5.0,0.55,0.183,0.97,1.0
100.0,5.0,0.55,0.184,0.96,1.0
100.0,5.0,0.55,0.185,0.97,1.0
100.0,5.0,0.55,0.186,1.0,1.0
100.0,5.0,0.55,0.187,1.0,1.0
100.0,5.0,0.55,0.188,0.99,1.0
100.0,5.0,0.55,0.189,0.99,1.0
100.0,5.0,0.55,0.19,0.99,1.0
100.0,5.0,0.55,0.191,0.94,1.0
100.0,5.0,0.55,0.192,0.98,1.0
100.0,5.0,0.55,0.193,0.99,1.0
100.0,5.0,0.55,0.194,0.99,1.0
100.0,5.0,0.55,0.195,0.96,1.0
100.0,5.0,0.55,0.196,0.97,1.0
100.0,5.0,0.55,0.197,1.0,1.0
100.0,5.0,0.55,0.198,0.97,1.0
100.0,5.0,0.55,0.199,0.98,1.0
100.0,5.0,0.55,0.2,0.99,1.0
100.0,5.0,0.6,0.001,0.0,1.0
100.0,5.0,0.6,0.002,0.0,1.0
100.0,5.0,0.6,0.003,0.0,1.0
100.0,5.0,0.6,0.004,0.0,1.0
100.0,5.0,0.6,0.005,0.0,1.0
100.0,5.0,0.6,0.006,0.0,1.0
100.0,5.0,0.6,0.007,0.0,1.0
100.0,5.0,0.6,0.008,0.0,1.0
100.0,5.0,0.6,0.009000000000000001,0.0,1.0
100.0,5.0,0.6,0.010000000000000002,0.0,1.0
100.0,5.0,0.6,0.011,0.0,1.0
100.0,5.0,0.6,0.012,0.0,1.0
100.0,5.0,0.6,0.013000000000000001,0.0,1.0
100.0,5.0,0.6,0.014000000000000002,0.02,1.0
100.0,5.0,0.6,0.015,0.04,1.0
100.0,5.0,0.6,0.016,0.03,1.0
100.0,5.0,0.6,0.017,0.05,1.0
100.0,5.0,0.6,0.018000000000000002,0.09,1.0
100.0,5.0,0.6,0.019000000000000003,0.09,1.0
100.0,5.0,0.6,0.02,0.16,1.0
100.0,5.0,0.6,0.021,0.15,1.0
100.0,5.0,0.6,0.022000000000000002,0.19,1.0
100.0,5.0,0.6,0.023,0.26,1.0
100.0,5.0,0.6,0.024,0.3,1.0
100.0,5.0,0.6,0.025,0.29,1.0
100.0,5.0,0.6,0.026000000000000002,0.33,1.0
100.0,5.0,0.6,0.027000000000000003,0.43,1.0
100.0,5.0,0.6,0.028,0.41,1.0
100.0,5.0,0.6,0.029,0.47,1.0
100.0,5.0,0.6,0.030000000000000002,0.47,1.0
100.0,5.0,0.6,0.031,0.51,1.0
100.0,5.0,0.6,0.032,0.59,1.0
100.0,5.0,0.6,0.033,0.58,1.0
100.0,5.0,0.6,0.034,0.65,1.0
100.0,5.0,0.6,0.035,0.63,1.0
100.0,5.0,0.6,0.036000000000000004,0.68,1.0
100.0,5.0,0.6,0.037000000000000005,0.67,1.0
100.0,5.0,0.6,0.038,0.7,1.0
100.0,5.0,0.6,0.039,0.78,1.0
100.0,5.0,0.6,0.04,0.67,1.0
100.0,5.0,0.6,0.041,0.76,1.0
100.0,5.0,0.6,0.042,0.78,1.0
100.0,5.0,0.6,0.043000000000000003,0.74,1.0
100.0,5.0,0.6,0.044000000000000004,0.7,1.0
100.0,5.0,0.6,0.045,0.76,1.0
100.0,5.0,0.6,0.046,0.8,1.0
100.0,5.0,0.6,0.047,0.87,1.0
100.0,5.0,0.6,0.048,0.82,1.0
100.0,5.0,0.6,0.049,0.85,1.0
100.0,5.0,0.6,0.05,0.8,1.0
100.0,5.0,0.6,0.051000000000000004,0.87,1.0
100.0,5.0,0.6,0.052000000000000005,0.86,1.0
100.0,5.0,0.6,0.053000000000000005,0.84,1.0
100.0,5.0,0.6,0.054,0.81,1.0
100.0,5.0,0.6,0.055,0.85,1.0
100.0,5.0,0.6,0.056,0.92,1.0
100.0,5.0,0.6,0.057,0.85,1.0
100.0,5.0,0.6,0.058,0.87,1.0
100.0,5.0,0.6,0.059000000000000004,0.86,1.0
100.0,5.0,0.6,0.060000000000000005,0.86,1.0
100.0,5.0,0.6,0.061,0.86,1.0
100.0,5.0,0.6,0.062,0.88,1.0
100.0,5.0,0.6,0.063,0.9,1.0
100.0,5.0,0.6,0.064,0.9,1.0
100.0,5.0,0.6,0.065,0.87,1.0
100.0,5.0,0.6,0.066,0.92,1.0
100.0,5.0,0.6,0.067,0.91,1.0
100.0,5.0,0.6,0.068,0.94,1.0
100.0,5.0,0.6,0.069,0.94,1.0
100.0,5.0,0.6,0.07,0.94,1.0
100.0,5.0,0.6,0.07100000000000001,0.94,1.0
100.0,5.0,0.6,0.07200000000000001,0.88,1.0
100.0,5.0,0.6,0.07300000000000001,0.86,1.0
100.0,5.0,0.6,0.074,0.94,1.0
100.0,5.0,0.6,0.075,0.96,1.0
100.0,5.0,0.6,0.076,0.95,1.0
100.0,5.0,0.6,0.077,0.93,1.0
100.0,5.0,0.6,0.078,0.92,1.0
100.0,5.0,0.6,0.079,0.95,1.0
100.0,5.0,0.6,0.08,0.91,1.0
100.0,5.0,0.6,0.081,0.94,1.0
100.0,5.0,0.6,0.082,0.95,1.0
100.0,5.0,0.6,0.083,0.93,1.0
100.0,5.0,0.6,0.084,0.93,1.0
100.0,5.0,0.6,0.085,0.94,1.0
100.0,5.0,0.6,0.08600000000000001,0.93,1.0
100.0,5.0,0.6,0.08700000000000001,0.97,1.0
100.0,5.0,0.6,0.08800000000000001,0.92,1.0
100.0,5.0,0.6,0.089,0.92,1.0
100.0,5.0,0.6,0.09,0.96,1.0
100.0,5.0,0.6,0.091,0.96,1.0
100.0,5.0,0.6,0.092,0.97,1.0
100.0,5.0,0.6,0.093,0.89,1.0
100.0,5.0,0.6,0.094,0.9,1.0
100.0,5.0,0.6,0.095,0.93,1.0
100.0,5.0,0.6,0.096,0.94,1.0
100.0,5.0,0.6,0.097,0.95,1.0
100.0,5.0,0.6,0.098,0.94,1.0
100.0,5.0,0.6,0.099,0.95,1.0
100.0,5.0,0.6,0.1,0.98,1.0
100.0,5.0,0.6,0.101,0.97,1.0
100.0,5.0,0.6,0.10200000000000001,0.92,1.0
100.0,5.0,0.6,0.10300000000000001,0.95,1.0
100.0,5.0,0.6,0.10400000000000001,0.96,1.0
100.0,5.0,0.6,0.10500000000000001,0.97,1.0
100.0,5.0,0.6,0.106,0.92,1.0
100.0,5.0,0.6,0.107,0.96,1.0
100.0,5.0,0.6,0.108,0.92,1.0
100.0,5.0,0.6,0.109,0.98,1.0
100.0,5.0,0.6,0.11,0.95,1.0
100.0,5.0,0.6,0.111,0.95,1.0
100.0,5.0,0.6,0.112,0.95,1.0
100.0,5.0,0.6,0.113,0.98,1.0
100.0,5.0,0.6,0.114,0.98,1.0
100.0,5.0,0.6,0.115,0.98,1.0
100.0,5.0,0.6,0.116,0.97,1.0
100.0,5.0,0.6,0.117,0.93,1.0
100.0,5.0,0.6,0.11800000000000001,0.96,1.0
100.0,5.0,0.6,0.11900000000000001,0.94,1.0
100.0,5.0,0.6,0.12000000000000001,0.97,1.0
100.0,5.0,0.6,0.121,0.97,1.0
100.0,5.0,0.6,0.122,0.98,1.0
100.0,5.0,0.6,0.123,0.94,1.0
100.0,5.0,0.6,0.124,0.91,1.0
100.0,5.0,0.6,0.125,0.91,1.0
100.0,5.0,0.6,0.126,0.95,1.0
100.0,5.0,0.6,0.127,0.97,1.0
100.0,5.0,0.6,0.128,0.93,1.0
100.0,5.0,0.6,0.129,0.97,1.0
100.0,5.0,0.6,0.13,0.95,1.0
100.0,5.0,0.6,0.131,0.97,1.0
100.0,5.0,0.6,0.132,0.98,1.0
100.0,5.0,0.6,0.133,0.96,1.0
100.0,5.0,0.6,0.134,0.97,1.0
100.0,5.0,0.6,0.135,0.97,1.0
100.0,5.0,0.6,0.136,0.94,1.0
100.0,5.0,0.6,0.137,0.96,1.0
100.0,5.0,0.6,0.138,0.99,1.0
100.0,5.0,0.6,0.139,0.96,1.0
100.0,5.0,0.6,0.14,0.98,1.0
100.0,5.0,0.6,0.14100000000000001,0.97,1.0
100.0,5.0,0.6,0.14200000000000002,0.99,1.0
100.0,5.0,0.6,0.14300000000000002,0.97,1.0
100.0,5.0,0.6,0.14400000000000002,1.0,1.0
100.0,5.0,0.6,0.14500000000000002,0.96,1.0
100.0,5.0,0.6,0.146,0.96,1.0
100.0,5.0,0.6,0.147,0.98,1.0
100.0,5.0,0.6,0.148,0.96,1.0
100.0,5.0,0.6,0.149,0.96,1.0
100.0,5.0,0.6,0.15,1.0,1.0
100.0,5.0,0.6,0.151,0.96,1.0
100.0,5.0,0.6,0.152,0.95,1.0
100.0,5.0,0.6,0.153,0.98,1.0
100.0,5.0,0.6,0.154,0.97,1.0
100.0,5.0,0.6,0.155,0.96,1.0
100.0,5.0,0.6,0.156,0.98,1.0
100.0,5.0,0.6,0.157,0.98,1.0
100.0,5.0,0.6,0.158,0.97,1.0
100.0,5.0,0.6,0.159,0.98,1.0
100.0,5.0,0.6,0.16,0.98,1.0
100.0,5.0,0.6,0.161,0.98,1.0
100.0,5.0,0.6,0.162,1.0,1.0
100.0,5.0,0.6,0.163,0.97,1.0
100.0,5.0,0.6,0.164,0.98,1.0
100.0,5.0,0.6,0.165,0.98,1.0
100.0,5.0,0.6,0.166,0.96,1.0
100.0,5.0,0.6,0.167,0.95,1.0
100.0,5.0,0.6,0.168,0.98,1.0
100.0,5.0,0.6,0.169,0.99,1.0
100.0,5.0,0.6,0.17,0.94,1.0
100.0,5.0,0.6,0.171,0.96,1.0
100.0,5.0,0.6,0.17200000000000001,0.99,1.0
100.0,5.0,0.6,0.17300000000000001,0.95,1.0
100.0,5.0,0.6,0.17400000000000002,0.97,1.0
100.0,5.0,0.6,0.17500000000000002,0.99,1.0
100.0,5.0,0.6,0.17600000000000002,0.99,1.0
100.0,5.0,0.6,0.177,0.99,1.0
100.0,5.0,0.6,0.178,0.98,1.0
100.0,5.0,0.6,0.179,0.98,1.0
100.0,5.0,0.6,0.18,1.0,1.0
100.0,5.0,0.6,0.181,0.98,1.0
100.0,5.0,0.6,0.182,0.98,1.0
100.0,5.0,0.6,0.183,0.96,1.0
100.0,5.0,0.6,0.184,0.98,1.0
100.0,5.0,0.6,0.185,0.98,1.0
100.0,5.0,0.6,0.186,0.98,1.0
100.0,5.0,0.6,0.187,0.98,1.0
100.0,5.0,0.6,0.188,0.96,1.0
100.0,5.0,0.6,0.189,0.96,1.0
100.0,5.0,0.6,0.19,1.0,1.0
100.0,5.0,0.6,0.191,0.99,1.0
100.0,5.0,0.6,0.192,0.98,1.0
100.0,5.0,0.6,0.193,1.0,1.0
100.0,5.0,0.6,0.194,0.99,1.0
100.0,5.0,0.6,0.195,1.0,1.0
100.0,5.0,0.6,0.196,0.99,1.0
100.0,5.0,0.6,0.197,0.96,1.0
100.0,5.0,0.6,0.198,0.97,1.0
100.0,5.0,0.6,0.199,0.95,1.0
100.0,5.0,0.6,0.2,0.98,1.0
100.0,5.0,0.7,0.001,0.0,1.0
100.0,5.0,0.7,0.002,0.0,1.0
100.0,5.0,0.7,0.003,0.0,1.0
100.0,5.0,0.7,0.004,0.0,1.0
100.0,5.0,0.7,0.005,0.0,1.0
100.0,5.0,0.7,0.006,0.0,1.0
100.0,5.0,0.7,0.007,0.0,1.0
100.0,5.0,0.7,0.008,0.0,1.0
100.0,5.0,0.7,0.009000000000000001,0.0,1.0
100.0,5.0,0.7,0.010000000000000002,0.0,1.0
100.0,5.0,0.7,0.011,0.0,1.0
100.0,5.0,0.7,0.012,0.0,1.0
100.0,5.0,0.7,0.013000000000000001,0.0,1.0
100.0,5.0,0.7,0.014000000000000002,0.0,1.0
100.0,5.0,0.7,0.015,0.0,1.0
100.0,5.0,0.7,0.016,0.0,1.0
100.0,5.0,0.7,0.017,0.0,1.0
100.0,5.0,0.7,0.018000000000000002,0.0,1.0
100.0,5.0,0.7,0.019000000000000003,0.0,1.0
100.0,5.0,0.7,0.02,0.0,1.0
100.0,5.0,0.7,0.021,0.0,1.0
100.0,5.0,0.7,0.022000000000000002,0.0,1.0
100.0,5.0,0.7,0.023,0.0,1.0
100.0,5.0,0.7,0.024,0.02,1.0
100.0,5.0,0.7,0.025,0.0,1.0
100.0,5.0,0.7,0.026000000000000002,0.0,1.0
100.0,5.0,0.7,0.027000000000000003,0.01,1.0
100.0,5.0,0.7,0.028,0.02,1.0
100.0,5.0,0.7,0.029,0.02,1.0
100.0,5.0,0.7,0.030000000000000002,0.08,1.0
100.0,5.0,0.7,0.031,0.07,1.0
100.0,5.0,0.7,0.032,0.04,1.0
100.0,5.0,0.7,0.033,0.11,1.0
100.0,5.0,0.7,0.034,0.07,1.0
100.0,5.0,0.7,0.035,0.12,1.0
100.0,5.0,0.7,0.036000000000000004,0.15,1.0
100.0,5.0,0.7,0.037000000000000005,0.05,1.0
100.0,5.0,0.7,0.038,0.18,1.0
100.0,5.0,0.7,0.039,0.23,1.0
100.0,5.0,0.7,0.04,0.24,1.0
100.0,5.0,0.7,0.041,0.24,1.0
100.0,5.0,0.7,0.042,0.18,1.0
100.0,5.0,0.7,0.043000000000000003,0.2,1.0
100.0,5.0,0.7,0.044000000000000004,0.28,1.0
100.0,5.0,0.7,0.045,0.38,1.0
100.0,5.0,0.7,0.046,0.34,1.0
100.0,5.0,0.7,0.047,0.36,1.0
100.0,5.0,0.7,0.048,0.31,1.0
100.0,5.0,0.7,0.049,0.44,1.0
100.0,5.0,0.7,0.05,0.47,1.0
100.0,5.0,0.7,0.051000000000000004,0.51,1.0
100.0,5.0,0.7,0.052000000000000005,0.49,1.0
100.0,5.0,0.7,0.053000000000000005,0.48,1.0
100.0,5.0,0.7,0.054,0.49,1.0
100.0,5.0,0.7,0.055,0.51,1.0
100.0,5.0,0.7,0.056,0.48,1.0
100.0,5.0,0.7,0.057,0.57,1.0
100.0,5.0,0.7,0.058,0.5,1.0
100.0,5.0,0.7,0.059000000000000004,0.55,1.0
100.0,5.0,0.7,0.060000000000000005,0.57,1.0
100.0,5.0,0.7,0.061,0.56,1.0
100.0,5.0,0.7,0.062,0.59,1.0
100.0,5.0,0.7,0.063,0.64,1.0
100.0,5.0,0.7,0.064,0.57,1.0
100.0,5.0,0.7,0.065,0.7,1.0
100.0,5.0,0.7,0.066,0.7,1.0
100.0,5.0,0.7,0.067,0.66,1.0
100.0,5.0,0.7,0.068,0.65,1.0
100.0,5.0,0.7,0.069,0.76,1.0
100.0,5.0,0.7,0.07,0.69,1.0
100.0,5.0,0.7,0.07100000000000001,0.69,1.0
100.0,5.0,0.7,0.07200000000000001,0.66,1.0
100.0,5.0,0.7,0.07300000000000001,0.74,1.0
100.0,5.0,0.7,0.074,0.75,1.0
100.0,5.0,0.7,0.075,0.75,1.0
100.0,5.0,0.7,0.076,0.75,1.0
100.0,5.0,0.7,0.077,0.79,1.0
100.0,5.0,0.7,0.078,0.86,1.0
100.0,5.0,0.7,0.079,0.8,1.0
100.0,5.0,0.7,0.08,0.72,1.0
100.0,5.0,0.7,0.081,0.82,1.0
100.0,5.0,0.7,0.082,0.79,1.0
100.0,5.0,0.7,0.083,0.83,1.0
100.0,5.0,0.7,0.084,0.82,1.0
100.0,5.0,0.7,0.085,0.87,1.0
100.0,5.0,0.7,0.08600000000000001,0.76,1.0
100.0,5.0,0.7,0.08700000000000001,0.88,1.0
100.0,5.0,0.7,0.08800000000000001,0.83,1.0
100.0,5.0,0.7,0.089,0.89,1.0
100.0,5.0,0.7,0.09,0.87,1.0
100.0,5.0,0.7,0.091,0.88,1.0
100.0,5.0,0.7,0.092,0.85,1.0
100.0,5.0,0.7,0.093,0.85,1.0
100.0,5.0,0.7,0.094,0.9,1.0
100.0,5.0,0.7,0.095,0.89,1.0
100.0,5.0,0.7,0.096,0.93,1.0
100.0,5.0,0.7,0.097,0.89,1.0
100.0,5.0,0.7,0.098,0.91,1.0
100.0,5.0,0.7,0.099,0.85,1.0
100.0,5.0,0.7,0.1,0.89,1.0
100.0,5.0,0.7,0.101,0.87,1.0
100.0,5.0,0.7,0.10200000000000001,0.87,1.0
100.0,5.0,0.7,0.10300000000000001,0.88,1.0
100.0,5.0,0.7,0.10400000000000001,0.89,1.0
100.0,5.0,0.7,0.10500000000000001,0.85,1.0
100.0,5.0,0.7,0.106,0.89,1.0
100.0,5.0,0.7,0.107,0.93,1.0
100.0,5.0,0.7,0.108,0.9,1.0
100.0,5.0,0.7,0.109,0.87,1.0
100.0,5.0,0.7,0.11,0.94,1.0
100.0,5.0,0.7,0.111,0.91,1.0
100.0,5.0,0.7,0.112,0.92,1.0
100.0,5.0,0.7,0.113,0.96,1.0
100.0,5.0,0.7,0.114,0.91,1.0
100.0,5.0,0.7,0.115,0.93,1.0
100.0,5.0,0.7,0.116,0.91,1.0
100.0,5.0,0.7,0.117,0.94,1.0
100.0,5.0,0.7,0.11800000000000001,0.94,1.0
100.0,5.0,0.7,0.11900000000000001,0.93,1.0
100.0,5.0,0.7,0.12000000000000001,0.89,1.0
100.0,5.0,0.7,0.121,0.92,1.0
100.0,5.0,0.7,0.122,0.93,1.0
100.0,5.0,0.7,0.123,0.94,1.0
100.0,5.0,0.7,0.124,0.94,1.0
100.0,5.0,0.7,0.125,0.94,1.0
100.0,5.0,0.7,0.126,0.92,1.0
100.0,5.0,0.7,0.127,0.93,1.0
100.0,5.0,0.7,0.128,0.92,1.0
100.0,5.0,0.7,0.129,0.92,1.0
100.0,5.0,0.7,0.13,0.96,1.0
100.0,5.0,0.7,0.131,0.97,1.0
100.0,5.0,0.7,0.132,0.93,1.0
100.0,5.0,0.7,0.133,0.97,1.0
100.0,5.0,0.7,0.134,0.95,1.0
100.0,5.0,0.7,0.135,0.93,1.0
100.0,5.0,0.7,0.136,0.95,1.0
100.0,5.0,0.7,0.137,0.94,1.0
100.0,5.0,0.7,0.138,1.0,1.0
100.0,5.0,0.7,0.139,0.95,1.0
100.0,5.0,0.7,0.14,0.94,1.0
100.0,5.0,0.7,0.14100000000000001,0.93,1.0
100.0,5.0,0.7,0.14200000000000002,0.97,1.0
100.0,5.0,0.7,0.14300000000000002,0.9,1.0
100.0,5.0,0.7,0.14400000000000002,0.97,1.0
100.0,5.0,0.7,0.14500000000000002,0.97,1.0
100.0,5.0,0.7,0.146,0.96,1.0
100.0,5.0,0.7,0.147,0.88,1.0
100.0,5.0,0.7,0.148,0.94,1.0
100.0,5.0,0.7,0.149,0.92,1.0
100.0,5.0,0.7,0.15,0.95,1.0
100.0,5.0,0.7,0.151,0.93,1.0
100.0,5.0,0.7,0.152,0.96,1.0
100.0,5.0,0.7,0.153,0.99,1.0
100.0,5.0,0.7,0.154,0.95,1.0
100.0,5.0,0.7,0.155,0.95,1.0
100.0,5.0,0.7,0.156,0.99,1.0
