iterations,voters,mean,std,minority_decisive,majority_correct
1000.0,5.0,0.6,0.052000000000000005,0.844,1.0
1000.0,5.0,0.6,0.053000000000000005,0.844,1.0
1000.0,5.0,0.6,0.054,0.837,1.0
1000.0,5.0,0.6,0.055,0.871,1.0
1000.0,5.0,0.6,0.056,0.861,1.0
1000.0,5.0,0.6,0.057,0.871,1.0
1000.0,5.0,0.6,0.058,0.891,1.0
1000.0,5.0,0.6,0.059000000000000004,0.883,1.0
1000.0,5.0,0.6,0.060000000000000005,0.882,1.0
1000.0,5.0,0.6,0.061,0.888,1.0
1000.0,5.0,0.6,0.062,0.887,1.0
1000.0,5.0,0.6,0.063,0.896,1.0
1000.0,5.0,0.6,0.064,0.9,1.0
1000.0,5.0,0.6,0.065,0.899,1.0
1000.0,5.0,0.6,0.066,0.907,1.0
1000.0,5.0,0.6,0.067,0.901,1.0
1000.0,5.0,0.6,0.068,0.922,1.0
1000.0,5.0,0.6,0.069,0.92,1.0
1000.0,5.0,0.6,0.07,0.923,1.0
1000.0,5.0,0.6,0.07100000000000001,0.929,1.0
1000.0,5.0,0.6,0.07200000000000001,0.926,1.0
1000.0,5.0,0.6,0.07300000000000001,0.918,1.0
1000.0,5.0,0.6,0.074,0.922,1.0
1000.0,5.0,0.6,0.075,0.921,1.0
1000.0,5.0,0.6,0.076,0.927,1.0
1000.0,5.0,0.6,0.077,0.944,1.0
1000.0,5.0,0.6,0.078,0.943,1.0
1000.0,5.0,0.6,0.079,0.921,1.0
1000.0,5.0,0.6,0.08,0.932,1.0
1000.0,5.0,0.6,0.081,0.928,1.0
1000.0,5.0,0.6,0.082,0.936,1.0
1000.0,5.0,0.6,0.083,0.936,1.0
1000.0,5.0,0.6,0.084,0.94,1.0
1000.0,5.0,0.6,0.085,0.942,1.0
1000.0,5.0,0.6,0.08600000000000001,0.942,1.0
1000.0,5.0,0.6,0.08700000000000001,0.95,1.0
1000.0,5.0,0.6,0.08800000000000001,0.959,1.0
1000.0,5.0,0.6,0.089,0.95,1.0
1000.0,5.0,0.6,0.09,0.939,1.0
1000.0,5.0,0.6,0.091,0.954,1.0
1000.0,5.0,0.6,0.092,0.934,1.0
1000.0,5.0,0.6,0.093,0.951,1.0
1000.0,5.0,0.6,0.094,0.95,1.0
1000.0,5.0,0.6,0.095,0.926,1.0
1000.0,5.0,0.6,0.096,0.948,1.0
1000.0,5.0,0.6,0.097,0.954,1.0
1000.0,5.0,0.6,0.098,0.958,1.0
1000.0,5.0,0.6,0.099,0.948,1.0
1000.0,5.0,0.6,0.1,0.957,1.0
1000.0,5.0,0.6,0.101,0.947,1.0
1000.0,5.0,0.6,0.10200000000000001,0.955,1.0
1000.0,5.0,0.6,0.10300000000000001,0.963,1.0
1000.0,5.0,0.6,0.10400000000000001,0.94,1.0
1000.0,5.0,0.6,0.10500000000000001,0.964,1.0
1000.0,5.0,0.6,0.106,0.961,1.0
1000.0,5.0,0.6,0.107,0.961,1.0
1000.0,5.0,0.6,0.108,0.96,1.0
1000.0,5.0,0.6,0.109,0.966,1.0
1000.0,5.0,0.6,0.11,0.948,1.0
1000.0,5.0,0.6,0.111,0.961,1.0
1000.0,5.0,0.6,0.112,0.962,1.0
1000.0,5.0,0.6,0.113,0.956,1.0
1000.0,5.0,0.6,0.114,0.965,1.0
1000.0,5.0,0.6,0.115,0.957,1.0
1000.0,5.0,0.6,0.116,0.965,1.0
1000.0,5.0,0.6,0.117,0.946,1.0
1000.0,5.0,0.6,0.11800000000000001,0.966,1.0
1000.0,5.0,0.6,0.11900000000000001,0.965,1.0
1000.0,5.0,0.6,0.12000000000000001,0.96,1.0
1000.0,5.0,0.6,0.121,0.958,1.0
1000.0,5.0,0.6,0.122,0.955,1.0
1000.0,5.0,0.6,0.123,0.963,1.0
1000.0,5.0,0.6,0.124,0.97,1.0
1000.0,5.0,0.6,0.125,0.961,1.0
1000.0,5.0,0.6,0.126,0.963,1.0
1000.0,5.0,0.6,0.127,0.964,1.0
1000.0,5.0,0.6,0.128,0.957,1.0
1000.0,5.0,0.6,0.129,0.979,1.0
1000.0,5.0,0.6,0.13,0.971,1.0
1000.0,5.0,0.6,0.131,0.968,1.0
1000.0,5.0,0.6,0.132,0.959,1.0
1000.0,5.0,0.6,0.133,0.96,1.0
1000.0,5.0,0.6,0.134,0.965,1.0
1000.0,5.0,0.6,0.135,0.97,1.0
1000.0,5.0,0.6,0.136,0.974,1.0
1000.0,5.0,0.6,0.137,0.979,1.0
1000.0,5.0,0.6,0.138,0.96,1.0
1000.0,5.0,0.6,0.139,0.971,1.0
1000.0,5.0,0.6,0.14,0.971,1.0
1000.0,5.0,0.6,0.14100000000000001,0.979,1.0
1000.0,5.0,0.6,0.14200000000000002,0.964,1.0
1000.0,5.0,0.6,0.14300000000000002,0.96,1.0
1000.0,5.0,0.6,0.14400000000000002,0.975,1.0
1000.0,5.0,0.6,0.14500000000000002,0.965,1.0
1000.0,5.0,0.6,0.146,0.961,1.0
1000.0,5.0,0.6,0.147,0.972,1.0
1000.0,5.0,0.6,0.148,0.967,1.0
1000.0,5.0,0.6,0.149,0.978,1.0
1000.0,5.0,0.6,0.15,0.966,1.0
1000.0,5.0,0.6,0.151,0.974,1.0
1000.0,5.0,0.6,0.152,0.975,1.0
1000.0,5.0,0.6,0.153,0.974,1.0
1000.0,5.0,0.6,0.154,0.968,1.0
1000.0,5.0,0.6,0.155,0.954,1.0
1000.0,5.0,0.6,0.156,0.978,1.0
1000.0,5.0,0.6,0.157,0.961,1.0
1000.0,5.0,0.6,0.158,0.973,1.0
1000.0,5.0,0.6,0.159,0.972,1.0
1000.0,5.0,0.6,0.16,0.971,1.0
1000.0,5.0,0.6,0.161,0.967,1.0
1000.0,5.0,0.6,0.162,0.975,1.0
1000.0,5.0,0.6,0.163,0.978,1.0
1000.0,5.0,0.6,0.164,0.969,1.0
1000.0,5.0,0.6,0.165,0.971,1.0
1000.0,5.0,0.6,0.166,0.97,1.0
1000.0,5.0,0.6,0.167,0.977,1.0
1000.0,5.0,0.6,0.168,0.976,1.0
1000.0,5.0,0.6,0.169,0.964,1.0
1000.0,5.0,0.6,0.17,0.972,1.0
1000.0,5.0,0.6,0.171,0.973,1.0
1000.0,5.0,0.6,0.17200000000000001,0.976,1.0
1000.0,5.0,0.6,0.17300000000000001,0.98,1.0
1000.0,5.0,0.6,0.17400000000000002,0.97,1.0
1000.0,5.0,0.6,0.17500000000000002,0.974,1.0
1000.0,5.0,0.6,0.17600000000000002,0.976,1.0
1000.0,5.0,0.6,0.177,0.969,1.0
1000.0,5.0,0.6,0.178,0.969,1.0
1000.0,5.0,0.6,0.179,0.978,1.0
1000.0,5.0,0.6,0.18,0.975,1.0
1000.0,5.0,0.6,0.181,0.983,1.0
1000.0,5.0,0.6,0.182,0.972,1.0
1000.0,5.0,0.6,0.183,0.983,1.0
1000.0,5.0,0.6,0.184,0.977,1.0
1000.0,5.0,0.6,0.185,0.973,1.0
1000.0,5.0,0.6,0.186,0.973,1.0
1000.0,5.0,0.6,0.187,0.976,1.0
1000.0,5.0,0.6,0.188,0.978,1.0
1000.0,5.0,0.6,0.189,0.974,1.0
1000.0,5.0,0.6,0.19,0.977,1.0
1000.0,5.0,0.6,0.191,0.974,1.0
1000.0,5.0,0.6,0.192,0.971,1.0
1000.0,5.0,0.6,0.193,0.976,1.0
1000.0,5.0,0.6,0.194,0.975,1.0
1000.0,5.0,0.6,0.195,0.975,1.0
1000.0,5.0,0.6,0.196,0.975,1.0
1000.0,5.0,0.6,0.197,0.968,1.0
1000.0,5.0,0.6,0.198,0.975,1.0
1000.0,5.0,0.6,0.199,0.976,1.0
1000.0,5.0,0.6,0.2,0.978,1.0
1000.0,5.0,0.7,0.001,0.0,1.0
1000.0,5.0,0.7,0.002,0.0,1.0
1000.0,5.0,0.7,0.003,0.0,1.0
1000.0,5.0,0.7,0.004,0.0,1.0
1000.0,5.0,0.7,0.005,0.0,1.0
1000.0,5.0,0.7,0.006,0.0,1.0
1000.0,5.0,0.7,0.007,0.0,1.0
1000.0,5.0,0.7,0.008,0.0,1.0
1000.0,5.0,0.7,0.009000000000000001,0.0,1.0
1000.0,5.0,0.7,0.010000000000000002,0.0,1.0
1000.0,5.0,0.7,0.011,0.0,1.0
1000.0,5.0,0.7,0.012,0.0,1.0
1000.0,5.0,0.7,0.013000000000000001,0.0,1.0
1000.0,5.0,0.7,0.014000000000000002,0.0,1.0
1000.0,5.0,0.7,0.015,0.0,1.0
1000.0,5.0,0.7,0.016,0.0,1.0
1000.0,5.0,0.7,0.017,0.0,1.0
1000.0,5.0,0.7,0.018000000000000002,0.0,1.0
1000.0,5.0,0.7,0.019000000000000003,0.0,1.0
1000.0,5.0,0.7,0.02,0.0,1.0
1000.0,5.0,0.7,0.021,0.002,1.0
1000.0,5.0,0.7,0.022000000000000002,0.001,1.0
1000.0,5.0,0.7,0.023,0.002,1.0
1000.0,5.0,0.7,0.024,0.003,1.0
1000.0,5.0,0.7,0.025,0.006,1.0
1000.0,5.0,0.7,0.026000000000000002,0.017,1.0
1000.0,5.0,0.7,0.027000000000000003,0.015,1.0
1000.0,5.0,0.7,0.028,0.016,1.0
1000.0,5.0,0.7,0.029,0.026,1.0
1000.0,5.0,0.7,0.030000000000000002,0.027,1.0
1000.0,5.0,0.7,0.031,0.058,1.0
1000.0,5.0,0.7,0.032,0.065,1.0
1000.0,5.0,0.7,0.033,0.07,1.0
1000.0,5.0,0.7,0.034,0.085,1.0
1000.0,5.0,0.7,0.035,0.11,1.0
1000.0,5.0,0.7,0.036000000000000004,0.128,1.0
1000.0,5.0,0.7,0.037000000000000005,0.141,1.0
1000.0,5.0,0.7,0.038,0.154,1.0
1000.0,5.0,0.7,0.039,0.167,1.0
1000.0,5.0,0.7,0.04,0.214,1.0
1000.0,5.0,0.7,0.041,0.229,1.0
1000.0,5.0,0.7,0.042,0.256,1.0
1000.0,5.0,0.7,0.043000000000000003,0.254,1.0
1000.0,5.0,0.7,0.044000000000000004,0.273,1.0
1000.0,5.0,0.7,0.045,0.277,1.0
1000.0,5.0,0.7,0.046,0.339,1.0
1000.0,5.0,0.7,0.047,0.345,1.0
1000.0,5.0,0.7,0.048,0.375,1.0
1000.0,5.0,0.7,0.049,0.393,1.0
1000.0,5.0,0.7,0.05,0.43,1.0
1000.0,5.0,0.7,0.051000000000000004,0.421,1.0
1000.0,5.0,0.7,0.052000000000000005,0.425,1.0
1000.0,5.0,0.7,0.053000000000000005,0.474,1.0
1000.0,5.0,0.7,0.054,0.487,1.0
1000.0,5.0,0.7,0.055,0.498,1.0
1000.0,5.0,0.7,0.056,0.512,1.0
1000.0,5.0,0.7,0.057,0.531,1.0
1000.0,5.0,0.7,0.058,0.548,1.0
1000.0,5.0,0.7,0.059000000000000004,0.566,1.0
1000.0,5.0,0.7,0.060000000000000005,0.593,1.0
1000.0,5.0,0.7,0.061,0.614,1.0
1000.0,5.0,0.7,0.062,0.608,1.0
1000.0,5.0,0.7,0.063,0.623,1.0
1000.0,5.0,0.7,0.064,0.656,1.0
1000.0,5.0,0.7,0.065,0.64,1.0
1000.0,5.0,0.7,0.066,0.697,1.0
1000.0,5.0,0.7,0.067,0.692,1.0
1000.0,5.0,0.7,0.068,0.683,1.0
1000.0,5.0,0.7,0.069,0.708,1.0
1000.0,5.0,0.7,0.07,0.712,1.0
1000.0,5.0,0.7,0.07100000000000001,0.709,1.0
1000.0,5.0,0.7,0.07200000000000001,0.744,1.0
1000.0,5.0,0.7,0.07300000000000001,0.727,1.0
1000.0,5.0,0.7,0.074,0.74,1.0
1000.0,5.0,0.7,0.075,0.774,1.0
1000.0,5.0,0.7,0.076,0.769,1.0
1000.0,5.0,0.7,0.077,0.768,1.0
1000.0,5.0,0.7,0.078,0.771,1.0
1000.0,5.0,0.7,0.079,0.766,1.0
1000.0,5.0,0.7,0.08,0.791,1.0
1000.0,5.0,0.7,0.081,0.815,1.0
1000.0,5.0,0.7,0.082,0.819,1.0
1000.0,5.0,0.7,0.083,0.812,1.0
1000.0,5.0,0.7,0.084,0.826,1.0
1000.0,5.0,0.7,0.085,0.817,1.0
1000.0,5.0,0.7,0.08600000000000001,0.835,1.0
1000.0,5.0,0.7,0.08700000000000001,0.845,1.0
1000.0,5.0,0.7,0.08800000000000001,0.835,1.0
1000.0,5.0,0.7,0.089,0.854,1.0
1000.0,5.0,0.7,0.09,0.843,1.0
1000.0,5.0,0.7,0.091,0.84,1.0
1000.0,5.0,0.7,0.092,0.854,1.0
1000.0,5.0,0.7,0.093,0.857,1.0
1000.0,5.0,0.7,0.094,0.871,1.0
1000.0,5.0,0.7,0.095,0.877,1.0
1000.0,5.0,0.7,0.096,0.879,1.0
1000.0,5.0,0.7,0.097,0.876,1.0
1000.0,5.0,0.7,0.098,0.878,1.0
1000.0,5.0,0.7,0.099,0.869,1.0
1000.0,5.0,0.7,0.1,0.904,1.0
1000.0,5.0,0.7,0.101,0.876,1.0
1000.0,5.0,0.7,0.10200000000000001,0.877,1.0
1000.0,5.0,0.7,0.10300000000000001,0.913,1.0
1000.0,5.0,0.7,0.10400000000000001,0.893,1.0
1000.0,5.0,0.7,0.10500000000000001,0.894,1.0
1000.0,5.0,0.7,0.106,0.915,1.0
1000.0,5.0,0.7,0.107,0.894,1.0
1000.0,5.0,0.7,0.108,0.918,1.0
1000.0,5.0,0.7,0.109,0.905,1.0
1000.0,5.0,0.7,0.11,0.906,1.0
1000.0,5.0,0.7,0.111,0.911,1.0
1000.0,5.0,0.7,0.112,0.923,1.0
1000.0,5.0,0.7,0.113,0.916,1.0
1000.0,5.0,0.7,0.114,0.92,1.0
1000.0,5.0,0.7,0.115,0.923,1.0
1000.0,5.0,0.7,0.116,0.933,1.0
1000.0,5.0,0.7,0.117,0.922,1.0
1000.0,5.0,0.7,0.11800000000000001,0.912,1.0
1000.0,5.0,0.7,0.11900000000000001,0.94,1.0
1000.0,5.0,0.7,0.12000000000000001,0.923,1.0
1000.0,5.0,0.7,0.121,0.925,1.0
1000.0,5.0,0.7,0.122,0.909,1.0
1000.0,5.0,0.7,0.123,0.931,1.0
1000.0,5.0,0.7,0.124,0.923,1.0
1000.0,5.0,0.7,0.125,0.93,1.0
1000.0,5.0,0.7,0.126,0.944,1.0
1000.0,5.0,0.7,0.127,0.947,1.0
1000.0,5.0,0.7,0.128,0.924,1.0
1000.0,5.0,0.7,0.129,0.93,1.0
1000.0,5.0,0.7,0.13,0.947,1.0
1000.0,5.0,0.7,0.131,0.946,1.0
1000.0,5.0,0.7,0.132,0.941,1.0
1000.0,5.0,0.7,0.133,0.946,1.0
