iterations,voters,mean,std,minority_decisive,expert_decisive,majority_correct
1000.0,5.0,0.8,0.156,,0.072,
1000.0,5.0,0.8,0.158,,0.053,
1000.0,5.0,0.8,0.16,,0.085,
1000.0,5.0,0.8,0.162,,0.087,
1000.0,5.0,0.8,0.164,,0.075,
1000.0,5.0,0.8,0.166,,0.088,
1000.0,5.0,0.8,0.168,,0.083,
1000.0,5.0,0.8,0.17,,0.085,
1000.0,5.0,0.8,0.17200000000000001,,0.1,
1000.0,5.0,0.8,0.17400000000000002,,0.087,
1000.0,5.0,0.8,0.17600000000000002,,0.095,
1000.0,5.0,0.8,0.178,,0.101,
1000.0,5.0,0.8,0.18,,0.095,
1000.0,5.0,0.8,0.182,,0.102,
1000.0,5.0,0.8,0.184,,0.082,
1000.0,5.0,0.8,0.186,,0.093,
1000.0,5.0,0.8,0.188,,0.104,
1000.0,5.0,0.8,0.19,,0.1,
1000.0,5.0,0.8,0.192,,0.094,
1000.0,5.0,0.8,0.194,,0.11,
1000.0,5.0,0.8,0.196,,0.112,
1000.0,5.0,0.8,0.198,,0.103,
1000.0,5.0,0.85,0.002,,0.0,
1000.0,5.0,0.85,0.004,,0.0,
1000.0,5.0,0.85,0.006,,0.0,
1000.0,5.0,0.85,0.008,,0.0,
1000.0,5.0,0.85,0.01,,0.0,
1000.0,5.0,0.85,0.012,,0.0,
1000.0,5.0,0.85,0.014,,0.0,
1000.0,5.0,0.85,0.016,,0.0,
1000.0,5.0,0.85,0.018000000000000002,,0.0,
1000.0,5.0,0.85,0.020000000000000004,,0.0,
1000.0,5.0,0.85,0.022,,0.0,
1000.0,5.0,0.85,0.024,,0.0,
1000.0,5.0,0.85,0.026000000000000002,,0.0,
1000.0,5.0,0.85,0.028000000000000004,,0.0,
1000.0,5.0,0.85,0.03,,0.0,
1000.0,5.0,0.85,0.032,,0.0,
1000.0,5.0,0.85,0.034,,0.0,
1000.0,5.0,0.85,0.036000000000000004,,0.0,
1000.0,5.0,0.85,0.038000000000000006,,0.0,
1000.0,5.0,0.85,0.04,,0.0,
1000.0,5.0,0.85,0.042,,0.0,
1000.0,5.0,0.85,0.044000000000000004,,0.0,
1000.0,5.0,0.85,0.046,,0.0,
1000.0,5.0,0.85,0.048,,0.0,
1000.0,5.0,0.85,0.05,,0.0,
1000.0,5.0,0.85,0.052000000000000005,,0.002,
1000.0,5.0,0.85,0.054000000000000006,,0.001,
1000.0,5.0,0.85,0.056,,0.0,
1000.0,5.0,0.85,0.058,,0.004,
1000.0,5.0,0.85,0.060000000000000005,,0.001,
1000.0,5.0,0.85,0.062,,0.003,
1000.0,5.0,0.85,0.064,,0.001,
1000.0,5.0,0.85,0.066,,0.0,
1000.0,5.0,0.85,0.068,,0.005,
1000.0,5.0,0.85,0.07,,0.004,
1000.0,5.0,0.85,0.07200000000000001,,0.004,
1000.0,5.0,0.85,0.07400000000000001,,0.006,
1000.0,5.0,0.85,0.076,,0.006,
1000.0,5.0,0.85,0.078,,0.002,
1000.0,5.0,0.85,0.08,,0.006,
1000.0,5.0,0.85,0.082,,0.009,
1000.0,5.0,0.85,0.084,,0.002,
1000.0,5.0,0.85,0.08600000000000001,,0.005,
1000.0,5.0,0.85,0.08800000000000001,,0.013,
1000.0,5.0,0.85,0.09,,0.012,
1000.0,5.0,0.85,0.092,,0.009,
1000.0,5.0,0.85,0.094,,0.014,
1000.0,5.0,0.85,0.096,,0.017,
1000.0,5.0,0.85,0.098,,0.014,
1000.0,5.0,0.85,0.1,,0.016,
1000.0,5.0,0.85,0.10200000000000001,,0.012,
1000.0,5.0,0.85,0.10400000000000001,,0.016,
1000.0,5.0,0.85,0.10600000000000001,,0.014,
1000.0,5.0,0.85,0.108,,0.023,
1000.0,5.0,0.85,0.11,,0.018,
1000.0,5.0,0.85,0.112,,0.019,
1000.0,5.0,0.85,0.114,,0.022,
1000.0,5.0,0.85,0.116,,0.015,
1000.0,5.0,0.85,0.11800000000000001,,0.025,
1000.0,5.0,0.85,0.12000000000000001,,0.026,
1000.0,5.0,0.85,0.122,,0.045,
1000.0,5.0,0.85,0.124,,0.028,
1000.0,5.0,0.85,0.126,,0.032,
1000.0,5.0,0.85,0.128,,0.033,
1000.0,5.0,0.85,0.13,,0.031,
1000.0,5.0,0.85,0.132,,0.04,
1000.0,5.0,0.85,0.134,,0.039,
1000.0,5.0,0.85,0.136,,0.039,
1000.0,5.0,0.85,0.138,,0.037,
1000.0,5.0,0.85,0.14,,0.044,
1000.0,5.0,0.85,0.14200000000000002,,0.049,
1000.0,5.0,0.85,0.14400000000000002,,0.035,
1000.0,5.0,0.85,0.14600000000000002,,0.044,
1000.0,5.0,0.85,0.148,,0.053,
1000.0,5.0,0.85,0.15,,0.05,
1000.0,5.0,0.85,0.152,,0.037,
1000.0,5.0,0.85,0.154,,0.046,
1000.0,5.0,0.85,0.156,,0.05,
1000.0,5.0,0.85,0.158,,0.061,
1000.0,5.0,0.85,0.16,,0.052,
1000.0,5.0,0.85,0.162,,0.058,
1000.0,5.0,0.85,0.164,,0.068,
1000.0,5.0,0.85,0.166,,0.052,
1000.0,5.0,0.85,0.168,,0.06,
1000.0,5.0,0.85,0.17,,0.071,
1000.0,5.0,0.85,0.17200000000000001,,0.086,
1000.0,5.0,0.85,0.17400000000000002,,0.071,
1000.0,5.0,0.85,0.17600000000000002,,0.064,
1000.0,5.0,0.85,0.178,,0.056,
1000.0,5.0,0.85,0.18,,0.066,
1000.0,5.0,0.85,0.182,,0.079,
1000.0,5.0,0.85,0.184,,0.071,
1000.0,5.0,0.85,0.186,,0.067,
1000.0,5.0,0.85,0.188,,0.081,
1000.0,5.0,0.85,0.19,,0.086,
1000.0,5.0,0.85,0.192,,0.081,
1000.0,5.0,0.85,0.194,,0.096,
1000.0,5.0,0.85,0.196,,0.114,
1000.0,5.0,0.85,0.198,,0.088,
1000.0,5.0,0.9,0.002,,0.0,
1000.0,5.0,0.9,0.004,,0.0,
1000.0,5.0,0.9,0.006,,0.0,
1000.0,5.0,0.9,0.008,,0.0,
1000.0,5.0,0.9,0.01,,0.0,
1000.0,5.0,0.9,0.012,,0.0,
1000.0,5.0,0.9,0.014,,0.0,
1000.0,5.0,0.9,0.016,,0.0,
1000.0,5.0,0.9,0.018000000000000002,,0.0,
1000.0,5.0,0.9,0.020000000000000004,,0.0,
1000.0,5.0,0.9,0.022,,0.0,
1000.0,5.0,0.9,0.024,,0.0,
1000.0,5.0,0.9,0.026000000000000002,,0.0,
1000.0,5.0,0.9,0.028000000000000004,,0.001,
1000.0,5.0,0.9,0.03,,0.0,
1000.0,5.0,0.9,0.032,,0.001,
1000.0,5.0,0.9,0.034,,0.0,
1000.0,5.0,0.9,0.036000000000000004,,0.0,
1000.0,5.0,0.9,0.038000000000000006,,0.0,
1000.0,5.0,0.9,0.04,,0.001,
1000.0,5.0,0.9,0.042,,0.002,
1000.0,5.0,0.9,0.044000000000000004,,0.001,
1000.0,5.0,0.9,0.046,,0.002,
1000.0,5.0,0.9,0.048,,0.0,
1000.0,5.0,0.9,0.05,,0.002,
1000.0,5.0,0.9,0.052000000000000005,,0.0,
1000.0,5.0,0.9,0.054000000000000006,,0.0,
1000.0,5.0,0.9,0.056,,0.002,
1000.0,5.0,0.9,0.058,,0.001,
1000.0,5.0,0.9,0.060000000000000005,,0.003,
1000.0,5.0,0.9,0.062,,0.002,
1000.0,5.0,0.9,0.064,,0.002,
1000.0,5.0,0.9,0.066,,0.004,
1000.0,5.0,0.9,0.068,,0.003,
1000.0,5.0,0.9,0.07,,0.001,
1000.0,5.0,0.9,0.07200000000000001,,0.003,
1000.0,5.0,0.9,0.07400000000000001,,0.005,
1000.0,5.0,0.9,0.076,,0.005,
1000.0,5.0,0.9,0.078,,0.001,
1000.0,5.0,0.9,0.08,,0.005,
1000.0,5.0,0.9,0.082,,0.004,
1000.0,5.0,0.9,0.084,,0.007,
1000.0,5.0,0.9,0.08600000000000001,,0.004,
1000.0,5.0,0.9,0.08800000000000001,,0.006,
1000.0,5.0,0.9,0.09,,0.009,
1000.0,5.0,0.9,0.092,,0.007,
1000.0,5.0,0.9,0.094,,0.007,
1000.0,5.0,0.9,0.096,,0.005,
1000.0,5.0,0.9,0.098,,0.012,
1000.0,5.0,0.9,0.1,,0.01,
1000.0,5.0,0.9,0.10200000000000001,,0.006,
1000.0,5.0,0.9,0.10400000000000001,,0.011,
1000.0,5.0,0.9,0.10600000000000001,,0.008,
1000.0,5.0,0.9,0.108,,0.011,
1000.0,5.0,0.9,0.11,,0.012,
1000.0,5.0,0.9,0.112,,0.02,
1000.0,5.0,0.9,0.114,,0.012,
1000.0,5.0,0.9,0.116,,0.013,
1000.0,5.0,0.9,0.11800000000000001,,0.015,
1000.0,5.0,0.9,0.12000000000000001,,0.019,
1000.0,5.0,0.9,0.122,,0.03,
1000.0,5.0,0.9,0.124,,0.01,
1000.0,5.0,0.9,0.126,,0.011,
1000.0,5.0,0.9,0.128,,0.02,
1000.0,5.0,0.9,0.13,,0.027,
1000.0,5.0,0.9,0.132,,0.016,
1000.0,5.0,0.9,0.134,,0.011,
1000.0,5.0,0.9,0.136,,0.025,
1000.0,5.0,0.9,0.138,,0.029,
1000.0,5.0,0.9,0.14,,0.02,
1000.0,5.0,0.9,0.14200000000000002,,0.019,
1000.0,5.0,0.9,0.14400000000000002,,0.037,
1000.0,5.0,0.9,0.14600000000000002,,0.025,
1000.0,5.0,0.9,0.148,,0.028,
1000.0,5.0,0.9,0.15,,0.04,
1000.0,5.0,0.9,0.152,,0.038,
1000.0,5.0,0.9,0.154,,0.031,
1000.0,5.0,0.9,0.156,,0.037,
1000.0,5.0,0.9,0.158,,0.035,
1000.0,5.0,0.9,0.16,,0.042,
1000.0,5.0,0.9,0.162,,0.035,
1000.0,5.0,0.9,0.164,,0.042,
1000.0,5.0,0.9,0.166,,0.044,
1000.0,5.0,0.9,0.168,,0.043,
1000.0,5.0,0.9,0.17,,0.044,
1000.0,5.0,0.9,0.17200000000000001,,0.034,
1000.0,5.0,0.9,0.17400000000000002,,0.047,
1000.0,5.0,0.9,0.17600000000000002,,0.05,
1000.0,5.0,0.9,0.178,,0.04,
1000.0,5.0,0.9,0.18,,0.056,
1000.0,5.0,0.9,0.182,,0.051,
1000.0,5.0,0.9,0.184,,0.06,
1000.0,5.0,0.9,0.186,,0.053,
1000.0,5.0,0.9,0.188,,0.076,
1000.0,5.0,0.9,0.19,,0.064,
1000.0,5.0,0.9,0.192,,0.069,
1000.0,5.0,0.9,0.194,,0.06,
1000.0,5.0,0.9,0.196,,0.051,
1000.0,5.0,0.9,0.198,,0.063,
1000.0,5.0,0.95,0.002,,0.0,
1000.0,5.0,0.95,0.004,,0.0,
1000.0,5.0,0.95,0.006,,0.0,
1000.0,5.0,0.95,0.008,,0.0,
1000.0,5.0,0.95,0.01,,0.0,
1000.0,5.0,0.95,0.012,,0.0,
1000.0,5.0,0.95,0.014,,0.0,
1000.0,5.0,0.95,0.016,,0.0,
1000.0,5.0,0.95,0.018000000000000002,,0.0,
1000.0,5.0,0.95,0.020000000000000004,,0.0,
1000.0,5.0,0.95,0.022,,0.0,
1000.0,5.0,0.95,0.024,,0.001,
1000.0,5.0,0.95,0.026000000000000002,,0.001,
1000.0,5.0,0.95,0.028000000000000004,,0.0,
1000.0,5.0,0.95,0.03,,0.0,
1000.0,5.0,0.95,0.032,,0.001,
1000.0,5.0,0.95,0.034,,0.003,
1000.0,5.0,0.95,0.036000000000000004,,0.0,
1000.0,5.0,0.95,0.038000000000000006,,0.0,
1000.0,5.0,0.95,0.04,,0.0,
1000.0,5.0,0.95,0.042,,0.0,
1000.0,5.0,0.95,0.044000000000000004,,0.001,
1000.0,5.0,0.95,0.046,,0.0,
1000.0,5.0,0.95,0.048,,0.0,
1000.0,5.0,0.95,0.05,,0.001,
1000.0,5.0,0.95,0.052000000000000005,,0.0,
1000.0,5.0,0.95,0.054000000000000006,,0.001,
1000.0,5.0,0.95,0.056,,0.0,
1000.0,5.0,0.95,0.058,,0.001,
1000.0,5.0,0.95,0.060000000000000005,,0.001,
1000.0,5.0,0.95,0.062,,0.0,
1000.0,5.0,0.95,0.064,,0.001,
1000.0,5.0,0.95,0.066,,0.003,
1000.0,5.0,0.95,0.068,,0.001,
1000.0,5.0,0.95,0.07,,0.0,
1000.0,5.0,0.95,0.07200000000000001,,0.001,
1000.0,5.0,0.95,0.07400000000000001,,0.0,
1000.0,5.0,0.95,0.076,,0.003,
1000.0,5.0,0.95,0.078,,0.001,
1000.0,5.0,0.95,0.08,,0.002,
1000.0,5.0,0.95,0.082,,0.002,
1000.0,5.0,0.95,0.084,,0.004,
1000.0,5.0,0.95,0.08600000000000001,,0.002,
1000.0,5.0,0.95,0.08800000000000001,,0.005,
1000.0,5.0,0.95,0.09,,0.001,
1000.0,5.0,0.95,0.092,,0.006,
1000.0,5.0,0.95,0.094,,0.001,
1000.0,5.0,0.95,0.096,,0.007,
1000.0,5.0,0.95,0.098,,0.004,
1000.0,5.0,0.95,0.1,,0.007,
1000.0,5.0,0.95,0.10200000000000001,,0.007,
1000.0,5.0,0.95,0.10400000000000001,,0.006,
1000.0,5.0,0.95,0.10600000000000001,,0.007,
1000.0,5.0,0.95,0.108,,0.004,
1000.0,5.0,0.95,0.11,,0.007,
1000.0,5.0,0.95,0.112,,0.006,
1000.0,5.0,0.95,0.114,,0.009,
1000.0,5.0,0.95,0.116,,0.009,
1000.0,5.0,0.95,0.11800000000000001,,0.007,
1000.0,5.0,0.95,0.12000000000000001,,0.012,
1000.0,5.0,0.95,0.122,,0.009,
1000.0,5.0,0.95,0.124,,0.011,
1000.0,5.0,0.95,0.126,,0.008,
1000.0,5.0,0.95,0.128,,0.009,
1000.0,5.0,0.95,0.13,,0.01,
1000.0,5.0,0.95,0.132,,0.012,
1000.0,5.0,0.95,0.134,,0.014,
1000.0,5.0,0.95,0.136,,0.019,
1000.0,5.0,0.95,0.138,,0.014,
1000.0,5.0,0.95,0.14,,0.022,
1000.0,5.0,0.95,0.14200000000000002,,0.018,
1000.0,5.0,0.95,0.14400000000000002,,0.02,
1000.0,5.0,0.95,0.14600000000000002,,0.024,
1000.0,5.0,0.95,0.148,,0.017,
1000.0,5.0,0.95,0.15,,0.027,
1000.0,5.0,0.95,0.152,,0.024,
1000.0,5.0,0.95,0.154,,0.027,
1000.0,5.0,0.95,0.156,,0.02,
1000.0,5.0,0.95,0.158,,0.027,
1000.0,5.0,0.95,0.16,,0.02,
1000.0,5.0,0.95,0.162,,0.029,
1000.0,5.0,0.95,0.164,,0.027,
1000.0,5.0,0.95,0.166,,0.023,
1000.0,5.0,0.95,0.168,,0.034,
1000.0,5.0,0.95,0.17,,0.038,
1000.0,5.0,0.95,0.17200000000000001,,0.027,
1000.0,5.0,0.95,0.17400000000000002,,0.041,
1000.0,5.0,0.95,0.17600000000000002,,0.026,
1000.0,5.0,0.95,0.178,,0.032,
1000.0,5.0,0.95,0.18,,0.034,
1000.0,5.0,0.95,0.182,,0.025,
1000.0,5.0,0.95,0.184,,0.033,
1000.0,5.0,0.95,0.186,,0.042,
1000.0,5.0,0.95,0.188,,0.04,
1000.0,5.0,0.95,0.19,,0.036,
1000.0,5.0,0.95,0.192,,0.045,
1000.0,5.0,0.95,0.194,,0.047,
1000.0,5.0,0.95,0.196,,0.054,
1000.0,5.0,0.95,0.198,,0.046,
1000.0,7.0,0.55,0.002,,0.0,
1000.0,7.0,0.55,0.004,,0.0,
1000.0,7.0,0.55,0.006,,0.0,
1000.0,7.0,0.55,0.008,,0.0,
1000.0,7.0,0.55,0.01,,0.0,
1000.0,7.0,0.55,0.012,,0.0,
1000.0,7.0,0.55,0.014,,0.0,
1000.0,7.0,0.55,0.016,,0.0,
1000.0,7.0,0.55,0.018000000000000002,,0.0,
1000.0,7.0,0.55,0.020000000000000004,,0.0,
1000.0,7.0,0.55,0.022,,0.0,
1000.0,7.0,0.55,0.024,,0.0,
1000.0,7.0,0.55,0.026000000000000002,,0.0,
1000.0,7.0,0.55,0.028000000000000004,,0.0,
1000.0,7.0,0.55,0.03,,0.0,
1000.0,7.0,0.55,0.032,,0.0,
1000.0,7.0,0.55,0.034,,0.0,
1000.0,7.0,0.55,0.036000000000000004,,0.001,
1000.0,7.0,0.55,0.038000000000000006,,0.001,
1000.0,7.0,0.55,0.04,,0.004,
1000.0,7.0,0.55,0.042,,0.001,
1000.0,7.0,0.55,0.044000000000000004,,0.001,
1000.0,7.0,0.55,0.046,,0.001,
1000.0,7.0,0.55,0.048,,0.0,
1000.0,7.0,0.55,0.05,,0.004,
1000.0,7.0,0.55,0.052000000000000005,,0.004,
1000.0,7.0,0.55,0.054000000000000006,,0.005,
1000.0,7.0,0.55,0.056,,0.005,
1000.0,7.0,0.55,0.058,,0.01,
1000.0,7.0,0.55,0.060000000000000005,,0.003,
1000.0,7.0,0.55,0.062,,0.006,
1000.0,7.0,0.55,0.064,,0.007,
1000.0,7.0,0.55,0.066,,0.005,
1000.0,7.0,0.55,0.068,,0.005,
1000.0,7.0,0.55,0.07,,0.009,
1000.0,7.0,0.55,0.07200000000000001,,0.01,
1000.0,7.0,0.55,0.07400000000000001,,0.01,
1000.0,7.0,0.55,0.076,,0.01,
1000.0,7.0,0.55,0.078,,0.009,
1000.0,7.0,0.55,0.08,,0.01,
1000.0,7.0,0.55,0.082,,0.014,
1000.0,7.0,0.55,0.084,,0.009,
1000.0,7.0,0.55,0.08600000000000001,,0.012,
1000.0,7.0,0.55,0.08800000000000001,,0.011,
1000.0,7.0,0.55,0.09,,0.019,
1000.0,7.0,0.55,0.092,,0.008,
1000.0,7.0,0.55,0.094,,0.009,
1000.0,7.0,0.55,0.096,,0.021,
1000.0,7.0,0.55,0.098,,0.024,
1000.0,7.0,0.55,0.1,,0.016,
1000.0,7.0,0.55,0.10200000000000001,,0.017,
1000.0,7.0,0.55,0.10400000000000001,,0.021,
1000.0,7.0,0.55,0.10600000000000001,,0.017,
1000.0,7.0,0.55,0.108,,0.029,
1000.0,7.0,0.55,0.11,,0.028,
1000.0,7.0,0.55,0.112,,0.018,
1000.0,7.0,0.55,0.114,,0.014,
1000.0,7.0,0.55,0.116,,0.017,
1000.0,7.0,0.55,0.11800000000000001,,0.015,
1000.0,7.0,0.55,0.12000000000000001,,0.025,
1000.0,7.0,0.55,0.122,,0.019,
1000.0,7.0,0.55,0.124,,0.027,
1000.0,7.0,0.55,0.126,,0.035,
1000.0,7.0,0.55,0.128,,0.039,
1000.0,7.0,0.55,0.13,,0.026,
1000.0,7.0,0.55,0.132,,0.036,
1000.0,7.0,0.55,0.134,,0.029,
1000.0,7.0,0.55,0.136,,0.031,
1000.0,7.0,0.55,0.138,,0.033,
1000.0,7.0,0.55,0.14,,0.027,
1000.0,7.0,0.55,0.14200000000000002,,0.034,
1000.0,7.0,0.55,0.14400000000000002,,0.034,
1000.0,7.0,0.55,0.14600000000000002,,0.032,
1000.0,7.0,0.55,0.148,,0.043,
1000.0,7.0,0.55,0.15,,0.039,
1000.0,7.0,0.55,0.152,,0.043,
1000.0,7.0,0.55,0.154,,0.051,
1000.0,7.0,0.55,0.156,,0.043,
1000.0,7.0,0.55,0.158,,0.038,
1000.0,7.0,0.55,0.16,,0.046,
1000.0,7.0,0.55,0.162,,0.042,
1000.0,7.0,0.55,0.164,,0.05,
1000.0,7.0,0.55,0.166,,0.041,
1000.0,7.0,0.55,0.168,,0.052,
1000.0,7.0,0.55,0.17,,0.046,
1000.0,7.0,0.55,0.17200000000000001,,0.067,
1000.0,7.0,0.55,0.17400000000000002,,0.06,
1000.0,7.0,0.55,0.17600000000000002,,0.058,
1000.0,7.0,0.55,0.178,,0.048,
1000.0,7.0,0.55,0.18,,0.068,
1000.0,7.0,0.55,0.182,,0.068,
1000.0,7.0,0.55,0.184,,0.056,
1000.0,7.0,0.55,0.186,,0.06,
1000.0,7.0,0.55,0.188,,0.059,
1000.0,7.0,0.55,0.19,,0.054,
1000.0,7.0,0.55,0.192,,0.088,
1000.0,7.0,0.55,0.194,,0.077,
1000.0,7.0,0.55,0.196,,0.065,
1000.0,7.0,0.55,0.198,,0.071,
1000.0,7.0,0.6,0.002,,0.0,
1000.0,7.0,0.6,0.004,,0.0,
1000.0,7.0,0.6,0.006,,0.0,
1000.0,7.0,0.6,0.008,,0.0,
1000.0,7.0,0.6,0.01,,0.0,
1000.0,7.0,0.6,0.012,,0.0,
1000.0,7.0,0.6,0.014,,0.0,
1000.0,7.0,0.6,0.016,,0.0,
1000.0,7.0,0.6,0.018000000000000002,,0.0,
1000.0,7.0,0.6,0.020000000000000004,,0.0,
1000.0,7.0,0.6,0.022,,0.0,
1000.0,7.0,0.6,0.024,,0.0,
1000.0,7.0,0.6,0.026000000000000002,,0.0,
1000.0,7.0,0.6,0.028000000000000004,,0.0,
1000.0,7.0,0.6,0.03,,0.0,
1000.0,7.0,0.6,0.032,,0.0,
1000.0,7.0,0.6,0.034,,0.0,
1000.0,7.0,0.6,0.036000000000000004,,0.0,
1000.0,7.0,0.6,0.038000000000000006,,0.0,
1000.0,7.0,0.6,0.04,,0.0,
1000.0,7.0,0.6,0.042,,0.0,
1000.0,7.0,0.6,0.044000000000000004,,0.0,
1000.0,7.0,0.6,0.046,,0.0,
1000.0,7.0,0.6,0.048,,0.0,
1000.0,7.0,0.6,0.05,,0.0,
1000.0,7.0,0.6,0.052000000000000005,,0.0,
1000.0,7.0,0.6,0.054000000000000006,,0.0,
1000.0,7.0,0.6,0.056,,0.0,
1000.0,7.0,0.6,0.058,,0.001,
1000.0,7.0,0.6,0.060000000000000005,,0.0,
1000.0,7.0,0.6,0.062,,0.001,
1000.0,7.0,0.6,0.064,,0.001,
1000.0,7.0,0.6,0.066,,0.0,
1000.0,7.0,0.6,0.068,,0.003,
1000.0,7.0,0.6,0.07,,0.002,
1000.0,7.0,0.6,0.07200000000000001,,0.0,
1000.0,7.0,0.6,0.07400000000000001,,0.0,
1000.0,7.0,0.6,0.076,,0.004,
1000.0,7.0,0.6,0.078,,0.004,
1000.0,7.0,0.6,0.08,,0.007,
1000.0,7.0,0.6,0.082,,0.005,
1000.0,7.0,0.6,0.084,,0.003,
1000.0,7.0,0.6,0.08600000000000001,,0.003,
1000.0,7.0,0.6,0.08800000000000001,,0.004,
1000.0,7.0,0.6,0.09,,0.004,
1000.0,7.0,0.6,0.092,,0.004,
1000.0,7.0,0.6,0.094,,0.008,
1000.0,7.0,0.6,0.096,,0.006,
1000.0,7.0,0.6,0.098,,0.01,
1000.0,7.0,0.6,0.1,,0.011,
1000.0,7.0,0.6,0.10200000000000001,,0.012,
1000.0,7.0,0.6,0.10400000000000001,,0.011,
1000.0,7.0,0.6,0.10600000000000001,,0.011,
1000.0,7.0,0.6,0.108,,0.012,
1000.0,7.0,0.6,0.11,,0.012,
1000.0,7.0,0.6,0.112,,0.018,
1000.0,7.0,0.6,0.114,,0.014,
1000.0,7.0,0.6,0.116,,0.017,
1000.0,7.0,0.6,0.11800000000000001,,0.016,
1000.0,7.0,0.6,0.12000000000000001,,0.02,
1000.0,7.0,0.6,0.122,,0.022,
1000.0,7.0,0.6,0.124,,0.023,
1000.0,7.0,0.6,0.126,,0.026,
1000.0,7.0,0.6,0.128,,0.017,
1000.0,7.0,0.6,0.13,,0.022,
1000.0,7.0,0.6,0.132,,0.02,
1000.0,7.0,0.6,0.134,,0.023,
1000.0,7.0,0.6,0.136,,0.03,
1000.0,7.0,0.6,0.138,,0.031,
1000.0,7.0,0.6,0.14,,0.03,
1000.0,7.0,0.6,0.14200000000000002,,0.025,
1000.0,7.0,0.6,0.14400000000000002,,0.031,
1000.0,7.0,0.6,0.14600000000000002,,0.029,
1000.0,7.0,0.6,0.148,,0.039,
1000.0,7.0,0.6,0.15,,0.043,
1000.0,7.0,0.6,0.152,,0.038,
1000.0,7.0,0.6,0.154,,0.03,
1000.0,7.0,0.6,0.156,,0.05,
1000.0,7.0,0.6,0.158,,0.05,
1000.0,7.0,0.6,0.16,,0.039,
1000.0,7.0,0.6,0.162,,0.048,
1000.0,7.0,0.6,0.164,,0.043,
1000.0,7.0,0.6,0.166,,0.05,
1000.0,7.0,0.6,0.168,,0.052,
1000.0,7.0,0.6,0.17,,0.046,
1000.0,7.0,0.6,0.17200000000000001,,0.051,
1000.0,7.0,0.6,0.17400000000000002,,0.04,
1000.0,7.0,0.6,0.17600000000000002,,0.037,
1000.0,7.0,0.6,0.178,,0.046,
1000.0,7.0,0.6,0.18,,0.037,
1000.0,7.0,0.6,0.182,,0.039,
1000.0,7.0,0.6,0.184,,0.054,
1000.0,7.0,0.6,0.186,,0.057,
1000.0,7.0,0.6,0.188,,0.057,
1000.0,7.0,0.6,0.19,,0.053,
1000.0,7.0,0.6,0.192,,0.048,
1000.0,7.0,0.6,0.194,,0.058,
1000.0,7.0,0.6,0.196,,0.057,
1000.0,7.0,0.6,0.198,,0.062,
1000.0,7.0,0.65,0.002,,0.0,
1000.0,7.0,0.65,0.004,,0.0,
1000.0,7.0,0.65,0.006,,0.0,
1000.0,7.0,0.65,0.008,,0.0,
1000.0,7.0,0.65,0.01,,0.0,
1000.0,7.0,0.65,0.012,,0.0,
1000.0,7.0,0.65,0.014,,0.0,
1000.0,7.0,0.65,0.016,,0.0,
1000.0,7.0,0.65,0.018000000000000002,,0.0,
1000.0,7.0,0.65,0.020000000000000004,,0.0,
1000.0,7.0,0.65,0.022,,0.0,
1000.0,7.0,0.65,0.024,,0.0,
1000.0,7.0,0.65,0.026000000000000002,,0.0,
1000.0,7.0,0.65,0.028000000000000004,,0.0,
1000.0,7.0,0.65,0.03,,0.0,
1000.0,7.0,0.65,0.032,,0.0,
1000.0,7.0,0.65,0.034,,0.0,
1000.0,7.0,0.65,0.036000000000000004,,0.0,
1000.0,7.0,0.65,0.038000000000000006,,0.0,
1000.0,7.0,0.65,0.04,,0.0,
1000.0,7.0,0.65,0.042,,0.0,
1000.0,7.0,0.65,0.044000000000000004,,0.0,
1000.0,7.0,0.65,0.046,,0.0,
1000.0,7.0,0.65,0.048,,0.0,
1000.0,7.0,0.65,0.05,,0.0,
1000.0,7.0,0.65,0.052000000000000005,,0.0,
1000.0,7.0,0.65,0.054000000000000006,,0.0,
1000.0,7.0,0.65,0.056,,0.0,
1000.0,7.0,0.65,0.058,,0.0,
1000.0,7.0,0.65,0.060000000000000005,,0.0,
1000.0,7.0,0.65,0.062,,0.0,
1000.0,7.0,0.65,0.064,,0.0,
1000.0,7.0,0.65,0.066,,0.0,
1000.0,7.0,0.65,0.068,,0.0,
1000.0,7.0,0.65,0.07,,0.0,
1000.0,7.0,0.65,0.07200000000000001,,0.0,
1000.0,7.0,0.65,0.07400000000000001,,0.0,
1000.0,7.0,0.65,0.076,,0.0,
1000.0,7.0,0.65,0.078,,0.002,
1000.0,7.0,0.65,0.08,,0.0,
1000.0,7.0,0.65,0.082,,0.0,
1000.0,7.0,0.65,0.084,,0.002,
1000.0,7.0,0.65,0.08600000000000001,,0.0,
1000.0,7.0,0.65,0.08800000000000001,,0.001,
1000.0,7.0,0.65,0.09,,0.0,
1000.0,7.0,0.65,0.092,,0.001,
1000.0,7.0,0.65,0.094,,0.006,
1000.0,7.0,0.65,0.096,,0.006,
1000.0,7.0,0.65,0.098,,0.007,
1000.0,7.0,0.65,0.1,,0.005,
1000.0,7.0,0.65,0.10200000000000001,,0.005,
1000.0,7.0,0.65,0.10400000000000001,,0.008,
1000.0,7.0,0.65,0.10600000000000001,,0.007,
1000.0,7.0,0.65,0.108,,0.007,
1000.0,7.0,0.65,0.11,,0.011,
1000.0,7.0,0.65,0.112,,0.01,
1000.0,7.0,0.65,0.114,,0.009,
1000.0,7.0,0.65,0.116,,0.015,
