iterations,voters,mean,mean_bucket,std,std_bucket,simple_majority_optimal,minority_decisiveness_optimal,non_tyrannic_minority_decisiveness_optimal,minority_tyranny_optimal,expert_tyranny_optimal,minority_colluding,majority_correct,expert_correct,compromise_correct
1000.0,3.0,0.5,,0.02,,0.34,0.66,0.0,0.66,0.66,1.0,0.523,0.511,0.5075
1000.0,3.0,0.5,,0.03,,0.365,0.635,0.0,0.635,0.635,1.0,0.5565,0.5325,0.5255
1000.0,3.0,0.5,,0.04,,0.35,0.65,0.0,0.65,0.65,1.0,0.5515,0.5455,0.559
1000.0,3.0,0.5,,0.06,,0.329,0.671,0.0,0.671,0.671,1.0,0.574,0.596,0.585
1000.0,3.0,0.5,,0.07,,0.357,0.643,0.0,0.643,0.643,1.0,0.587,0.603,0.593
1000.0,3.0,0.5,,0.08,,0.368,0.632,0.0,0.632,0.632,1.0,0.591,0.6035,0.6045
1000.0,3.0,0.5,,0.1,,0.313,0.687,0.0,0.687,0.687,1.0,0.6305,0.632,0.6415
