iterations,voters,mean,mean_bucket,std,std_bucket,optimal_is_strong_democracy,optimal_is_weak_democracy,optimal_is_weak_epistocracy,optimal_is_strong_epistocracy,optimal_is_expert_rule,minority_colluding,optimal_agrees_majority
1000.0,9.0,0.55,,0.08,,0.0,0.8740000000000001,0.124,0.002,0.001,0.185,0.841
1000.0,9.0,0.55,,0.09,,0.0,0.845,0.154,0.001,0.001,0.203,0.845
1000.0,9.0,0.55,,0.12,,0.0,0.8170000000000001,0.17800000000000002,0.005,0.005,0.23199999999999998,0.845
1000.0,9.0,0.55,,0.13,,0.0,0.85,0.14400000000000002,0.006,0.006,0.268,0.87
1000.0,9.0,0.55,,0.14,,0.0,0.8320000000000001,0.156,0.012,0.012,0.272,0.866
1000.0,9.0,0.6,,0.02,,0.168,0.8320000000000001,0.0,0.0,0.0,0.156,0.977
1000.0,9.0,0.6,,0.03,,0.028999999999999998,0.9670000000000001,0.004,0.0,0.0,0.162,0.9540000000000001
1000.0,9.0,0.6,,0.04,,0.006,0.973,0.021,0.0,0.0,0.185,0.912
1000.0,9.0,0.6,,0.07,,0.0,0.934,0.066,0.0,0.0,0.20199999999999999,0.888
1000.0,9.0,0.6,,0.08,,0.0,0.92,0.08,0.0,0.0,0.21100000000000002,0.87
1000.0,9.0,0.6,,0.09,,0.0,0.893,0.105,0.002,0.001,0.21899999999999997,0.875
1000.0,9.0,0.6,,0.12,,0.0,0.8740000000000001,0.12,0.006,0.002,0.27699999999999997,0.8759999999999999
1000.0,9.0,0.6,,0.13,,0.0,0.8420000000000001,0.156,0.002,0.002,0.28300000000000003,0.879
1000.0,9.0,0.6,,0.14,,0.0,0.8490000000000001,0.146,0.005,0.005,0.315,0.894
1000.0,9.0,0.65,,0.02,,0.654,0.34600000000000003,0.0,0.0,0.0,0.213,0.997
1000.0,9.0,0.65,,0.03,,0.151,0.8490000000000001,0.0,0.0,0.0,0.218,0.982
1000.0,9.0,0.65,,0.04,,0.032,0.9670000000000001,0.001,0.0,0.0,0.237,0.956
1000.0,9.0,0.65,,0.07,,0.002,0.977,0.021,0.0,0.0,0.27399999999999997,0.9159999999999999
1000.0,9.0,0.65,,0.08,,0.0,0.946,0.054000000000000006,0.0,0.0,0.27699999999999997,0.9229999999999999
1000.0,9.0,0.65,,0.09,,0.0,0.941,0.057999999999999996,0.001,0.001,0.28800000000000003,0.919
1000.0,9.0,0.65,,0.12,,0.0,0.902,0.09699999999999999,0.001,0.001,0.337,0.91
1000.0,9.0,0.65,,0.13,,0.0,0.88,0.115,0.005,0.004,0.342,0.919
1000.0,9.0,0.65,,0.14,,0.0,0.8590000000000001,0.134,0.006999999999999999,0.006999999999999999,0.382,0.9259999999999999
1000.0,9.0,0.7,,0.02,,0.91,0.09,0.0,0.0,0.0,0.263,1.0
1000.0,9.0,0.7,,0.03,,0.375,0.625,0.0,0.0,0.0,0.308,0.9940000000000001
1000.0,9.0,0.7,,0.04,,0.132,0.868,0.0,0.0,0.0,0.284,0.9840000000000001
1000.0,9.0,0.7,,0.07,,0.002,0.9890000000000001,0.009000000000000001,0.0,0.0,0.33399999999999996,0.963
1000.0,9.0,0.7,,0.08,,0.002,0.975,0.023,0.0,0.0,0.358,0.945
1000.0,9.0,0.7,,0.09,,0.001,0.963,0.036000000000000004,0.0,0.0,0.35700000000000004,0.9420000000000001
1000.0,9.0,0.7,,0.12,,0.0,0.9229999999999999,0.07200000000000001,0.005,0.004,0.43200000000000005,0.937
1000.0,9.0,0.7,,0.13,,0.0,0.9059999999999999,0.09,0.004,0.004,0.428,0.95
1000.0,9.0,0.7,,0.14,,0.0,0.9079999999999999,0.08800000000000001,0.004,0.004,0.43200000000000005,0.9420000000000001
1000.0,9.0,0.75,,0.02,,0.972,0.027999999999999997,0.0,0.0,0.0,0.345,1.0
1000.0,9.0,0.75,,0.03,,0.584,0.41600000000000004,0.0,0.0,0.0,0.374,0.9990000000000001
1000.0,9.0,0.75,,0.04,,0.221,0.779,0.0,0.0,0.0,0.384,0.9940000000000001
1000.0,9.0,0.75,,0.07,,0.012,0.9840000000000001,0.004,0.0,0.0,0.429,0.971
1000.0,9.0,0.75,,0.08,,0.003,0.99,0.006999999999999999,0.0,0.0,0.445,0.978
1000.0,9.0,0.75,,0.09,,0.001,0.987,0.012,0.0,0.0,0.467,0.973
1000.0,9.0,0.75,,0.12,,0.0,0.9540000000000001,0.044000000000000004,0.002,0.002,0.483,0.966
1000.0,9.0,0.75,,0.13,,0.0,0.943,0.057,0.0,0.0,0.496,0.9640000000000001
1000.0,9.0,0.75,,0.14,,0.0,0.934,0.062,0.004,0.004,0.516,0.963
1000.0,9.0,0.8,,0.02,,0.988,0.012,0.0,0.0,0.0,0.42200000000000004,1.0
1000.0,9.0,0.8,,0.03,,0.691,0.309,0.0,0.0,0.0,0.456,1.0
1000.0,9.0,0.8,,0.04,,0.281,0.7190000000000001,0.0,0.0,0.0,0.47100000000000003,1.0
1000.0,9.0,0.8,,0.07,,0.016,0.982,0.002,0.0,0.0,0.5479999999999999,0.9940000000000001
1000.0,9.0,0.8,,0.08,,0.003,0.996,0.001,0.0,0.0,0.564,0.991
1000.0,9.0,0.8,,0.09,,0.002,0.9940000000000001,0.004,0.0,0.0,0.581,0.9890000000000001
1000.0,9.0,0.8,,0.12,,0.0,0.9740000000000001,0.026000000000000002,0.0,0.0,0.61,0.983
1000.0,9.0,0.8,,0.13,,0.0,0.965,0.035,0.0,0.0,0.638,0.9790000000000001
1000.0,9.0,0.8,,0.14,,0.001,0.965,0.034,0.0,0.0,0.6,0.977
1000.0,9.0,0.85,,0.02,,0.9840000000000001,0.016,0.0,0.0,0.0,0.5710000000000001,1.0
1000.0,9.0,0.85,,0.03,,0.674,0.326,0.0,0.0,0.0,0.563,1.0
1000.0,9.0,0.85,,0.04,,0.273,0.727,0.0,0.0,0.0,0.606,0.9990000000000001
1000.0,9.0,0.85,,0.07,,0.023,0.977,0.0,0.0,0.0,0.6659999999999999,0.998
1000.0,9.0,0.85,,0.08,,0.008,0.991,0.001,0.0,0.0,0.677,0.9940000000000001
1000.0,9.0,0.85,,0.09,,0.002,0.995,0.003,0.0,0.0,0.685,0.998
1000.0,9.0,0.85,,0.12,,0.0,0.985,0.013999999999999999,0.001,0.001,0.698,0.9840000000000001
1000.0,9.0,0.85,,0.13,,0.0,0.977,0.022000000000000002,0.001,0.001,0.674,0.997
1000.0,9.0,0.85,,0.14,,0.001,0.976,0.022000000000000002,0.001,0.001,0.6779999999999999,0.992
1000.0,9.0,0.9,,0.02,,0.92,0.08,0.0,0.0,0.0,0.71,1.0
1000.0,9.0,0.9,,0.03,,0.493,0.507,0.0,0.0,0.0,0.7190000000000001,1.0
1000.0,9.0,0.9,,0.04,,0.16899999999999998,0.831,0.0,0.0,0.0,0.738,0.9990000000000001
1000.0,9.0,0.9,,0.07,,0.013999999999999999,0.985,0.001,0.0,0.0,0.7609999999999999,1.0
1000.0,9.0,0.9,,0.08,,0.008,0.992,0.0,0.0,0.0,0.782,0.996
1000.0,9.0,0.9,,0.09,,0.008,0.99,0.002,0.0,0.0,0.77,0.997
1000.0,9.0,0.9,,0.12,,0.001,0.9940000000000001,0.005,0.0,0.0,0.767,0.996
1000.0,9.0,0.9,,0.13,,0.0,0.993,0.006999999999999999,0.0,0.0,0.733,0.9990000000000001
1000.0,9.0,0.9,,0.14,,0.0,0.9890000000000001,0.011000000000000001,0.0,0.0,0.747,0.995
1000.0,9.0,0.95,,0.02,,0.52,0.48,0.0,0.0,0.0,0.88,1.0
1000.0,9.0,0.95,,0.03,,0.158,0.8420000000000001,0.0,0.0,0.0,0.866,1.0
1000.0,9.0,0.95,,0.04,,0.076,0.9229999999999999,0.001,0.0,0.0,0.883,1.0
1000.0,9.0,0.95,,0.07,,0.008,0.992,0.0,0.0,0.0,0.856,1.0
1000.0,9.0,0.95,,0.08,,0.006999999999999999,0.993,0.0,0.0,0.0,0.85,1.0
1000.0,9.0,0.95,,0.09,,0.006,0.9940000000000001,0.0,0.0,0.0,0.835,1.0
1000.0,9.0,0.95,,0.12,,0.0,0.997,0.003,0.0,0.0,0.8240000000000001,0.997
1000.0,9.0,0.95,,0.13,,0.001,0.993,0.006,0.0,0.0,0.8029999999999999,0.998
1000.0,9.0,0.95,,0.14,,0.0,0.993,0.006999999999999999,0.0,0.0,0.8109999999999999,0.997
1000.0,11.0,0.55,,0.02,,0.0,0.991,0.009000000000000001,0.0,0.0,0.069,0.919
1000.0,11.0,0.55,,0.03,,0.0,0.98,0.02,0.0,0.0,0.07200000000000001,0.887
1000.0,11.0,0.55,,0.04,,0.0,0.965,0.035,0.0,0.0,0.086,0.858
1000.0,11.0,0.55,,0.07,,0.0,0.9470000000000001,0.053,0.0,0.0,0.09300000000000001,0.83
1000.0,11.0,0.55,,0.08,,0.0,0.945,0.055,0.0,0.0,0.11599999999999999,0.85
1000.0,11.0,0.55,,0.09,,0.0,0.9490000000000001,0.051,0.0,0.0,0.131,0.8320000000000001
1000.0,11.0,0.55,,0.12,,0.0,0.953,0.047,0.0,0.0,0.153,0.852
1000.0,11.0,0.55,,0.13,,0.0,0.935,0.063,0.002,0.002,0.156,0.8690000000000001
1000.0,11.0,0.55,,0.14,,0.0,0.9259999999999999,0.07400000000000001,0.0,0.0,0.171,0.885
1000.0,11.0,0.6,,0.02,,0.052000000000000005,0.948,0.0,0.0,0.0,0.115,0.971
1000.0,11.0,0.6,,0.03,,0.002,0.998,0.0,0.0,0.0,0.11,0.943
1000.0,11.0,0.6,,0.04,,0.0,0.997,0.003,0.0,0.0,0.10800000000000001,0.9309999999999999
1000.0,11.0,0.6,,0.07,,0.0,0.97,0.03,0.0,0.0,0.142,0.8740000000000001
1000.0,11.0,0.6,,0.08,,0.0,0.965,0.035,0.0,0.0,0.126,0.894
1000.0,11.0,0.6,,0.09,,0.0,0.956,0.044000000000000004,0.0,0.0,0.165,0.883
1000.0,11.0,0.6,,0.12,,0.0,0.9440000000000001,0.055999999999999994,0.0,0.0,0.191,0.8859999999999999
1000.0,11.0,0.6,,0.13,,0.0,0.941,0.057,0.002,0.002,0.243,0.893
1000.0,11.0,0.6,,0.14,,0.0,0.943,0.053,0.004,0.004,0.23800000000000002,0.8909999999999999
1000.0,11.0,0.65,,0.02,,0.32299999999999995,0.677,0.0,0.0,0.0,0.13,0.995
1000.0,11.0,0.65,,0.03,,0.031,0.9690000000000001,0.0,0.0,0.0,0.122,0.977
1000.0,11.0,0.65,,0.04,,0.005,0.995,0.0,0.0,0.0,0.141,0.965
1000.0,11.0,0.65,,0.07,,0.0,0.983,0.017,0.0,0.0,0.20199999999999999,0.93
1000.0,11.0,0.65,,0.08,,0.0,0.988,0.012,0.0,0.0,0.19,0.922
1000.0,11.0,0.65,,0.09,,0.0,0.9790000000000001,0.021,0.0,0.0,0.201,0.9279999999999999
1000.0,11.0,0.65,,0.12,,0.0,0.9570000000000001,0.043,0.0,0.0,0.257,0.9259999999999999
1000.0,11.0,0.65,,0.13,,0.0,0.9540000000000001,0.046,0.0,0.0,0.264,0.924
1000.0,11.0,0.65,,0.14,,0.0,0.941,0.057999999999999996,0.001,0.001,0.294,0.929
1000.0,11.0,0.7,,0.02,,0.669,0.331,0.0,0.0,0.0,0.182,1.0
1000.0,11.0,0.7,,0.03,,0.125,0.875,0.0,0.0,0.0,0.187,0.995
1000.0,11.0,0.7,,0.04,,0.019,0.981,0.0,0.0,0.0,0.209,0.981
1000.0,11.0,0.7,,0.07,,0.0,0.996,0.004,0.0,0.0,0.262,0.961
1000.0,11.0,0.7,,0.08,,0.001,0.997,0.002,0.0,0.0,0.297,0.963
1000.0,11.0,0.7,,0.09,,0.0,0.991,0.009000000000000001,0.0,0.0,0.295,0.963
1000.0,11.0,0.7,,0.12,,0.0,0.978,0.02,0.002,0.002,0.354,0.958
1000.0,11.0,0.7,,0.13,,0.0,0.963,0.037000000000000005,0.0,0.0,0.38,0.9540000000000001
1000.0,11.0,0.7,,0.14,,0.0,0.963,0.037000000000000005,0.0,0.0,0.361,0.9540000000000001
1000.0,11.0,0.75,,0.02,,0.8540000000000001,0.146,0.0,0.0,0.0,0.29100000000000004,1.0
1000.0,11.0,0.75,,0.03,,0.264,0.736,0.0,0.0,0.0,0.278,0.998
1000.0,11.0,0.75,,0.04,,0.067,0.9329999999999999,0.0,0.0,0.0,0.28300000000000003,0.991
1000.0,11.0,0.75,,0.07,,0.001,0.9990000000000001,0.0,0.0,0.0,0.33899999999999997,0.983
1000.0,11.0,0.75,,0.08,,0.001,0.9990000000000001,0.0,0.0,0.0,0.365,0.982
1000.0,11.0,0.75,,0.09,,0.0,0.998,0.002,0.0,0.0,0.379,0.9790000000000001
1000.0,11.0,0.75,,0.12,,0.0,0.988,0.012,0.0,0.0,0.42200000000000004,0.9690000000000001
1000.0,11.0,0.75,,0.13,,0.0,0.977,0.023,0.0,0.0,0.428,0.982
1000.0,11.0,0.75,,0.14,,0.0,0.9670000000000001,0.033,0.0,0.0,0.44,0.9590000000000001
1000.0,11.0,0.8,,0.02,,0.909,0.091,0.0,0.0,0.0,0.363,1.0
1000.0,11.0,0.8,,0.03,,0.353,0.647,0.0,0.0,0.0,0.39899999999999997,1.0
1000.0,11.0,0.8,,0.04,,0.077,0.9229999999999999,0.0,0.0,0.0,0.406,0.997
1000.0,11.0,0.8,,0.07,,0.001,0.9990000000000001,0.0,0.0,0.0,0.447,0.991
1000.0,11.0,0.8,,0.08,,0.0,1.0,0.0,0.0,0.0,0.47700000000000004,0.9940000000000001
1000.0,11.0,0.8,,0.09,,0.0,0.998,0.002,0.0,0.0,0.517,0.991
1000.0,11.0,0.8,,0.12,,0.0,0.99,0.01,0.0,0.0,0.531,0.985
1000.0,11.0,0.8,,0.13,,0.0,0.9890000000000001,0.011000000000000001,0.0,0.0,0.547,0.985
1000.0,11.0,0.8,,0.14,,0.0,0.9840000000000001,0.016,0.0,0.0,0.527,0.995
1000.0,11.0,0.85,,0.02,,0.929,0.071,0.0,0.0,0.0,0.484,1.0
1000.0,11.0,0.85,,0.03,,0.324,0.6759999999999999,0.0,0.0,0.0,0.509,1.0
1000.0,11.0,0.85,,0.04,,0.086,0.914,0.0,0.0,0.0,0.561,0.998
1000.0,11.0,0.85,,0.07,,0.0,1.0,0.0,0.0,0.0,0.578,0.998
1000.0,11.0,0.85,,0.08,,0.0,1.0,0.0,0.0,0.0,0.602,0.995
1000.0,11.0,0.85,,0.09,,0.0,0.9990000000000001,0.001,0.0,0.0,0.63,0.997
1000.0,11.0,0.85,,0.12,,0.0,0.998,0.002,0.0,0.0,0.618,0.9940000000000001
1000.0,11.0,0.85,,0.13,,0.0,0.997,0.003,0.0,0.0,0.594,0.993
1000.0,11.0,0.85,,0.14,,0.0,0.991,0.009000000000000001,0.0,0.0,0.628,0.9940000000000001
1000.0,11.0,0.9,,0.02,,0.7929999999999999,0.207,0.0,0.0,0.0,0.6459999999999999,1.0
1000.0,11.0,0.9,,0.03,,0.198,0.802,0.0,0.0,0.0,0.6829999999999999,1.0
1000.0,11.0,0.9,,0.04,,0.035,0.9640000000000001,0.001,0.0,0.0,0.6940000000000001,1.0
1000.0,11.0,0.9,,0.07,,0.0,1.0,0.0,0.0,0.0,0.7290000000000001,1.0
1000.0,11.0,0.9,,0.08,,0.0,1.0,0.0,0.0,0.0,0.7290000000000001,0.9990000000000001
1000.0,11.0,0.9,,0.09,,0.0,1.0,0.0,0.0,0.0,0.735,0.9990000000000001
1000.0,11.0,0.9,,0.12,,0.0,0.9990000000000001,0.001,0.0,0.0,0.7190000000000001,1.0
1000.0,11.0,0.9,,0.13,,0.0,0.991,0.009000000000000001,0.0,0.0,0.71,0.996
1000.0,11.0,0.9,,0.14,,0.0,0.998,0.002,0.0,0.0,0.71,0.993
1000.0,11.0,0.95,,0.02,,0.24600000000000002,0.754,0.0,0.0,0.0,0.833,1.0
1000.0,11.0,0.95,,0.03,,0.036000000000000004,0.9640000000000001,0.0,0.0,0.0,0.875,1.0
1000.0,11.0,0.95,,0.04,,0.013000000000000001,0.987,0.0,0.0,0.0,0.841,1.0
1000.0,11.0,0.95,,0.07,,0.0,1.0,0.0,0.0,0.0,0.826,1.0
1000.0,11.0,0.95,,0.08,,0.0,1.0,0.0,0.0,0.0,0.826,1.0
1000.0,11.0,0.95,,0.09,,0.0,1.0,0.0,0.0,0.0,0.8170000000000001,1.0
1000.0,11.0,0.95,,0.12,,0.0,0.998,0.002,0.0,0.0,0.769,0.9990000000000001
1000.0,11.0,0.95,,0.13,,0.0,0.9990000000000001,0.001,0.0,0.0,0.754,0.998
1000.0,11.0,0.95,,0.14,,0.0,0.998,0.002,0.0,0.0,0.75,0.997
100.0,21.0,0.55,,0.02,,0.0,1.0,0.0,0.0,0.0,0.01,0.95
100.0,21.0,0.55,,0.03,,0.0,1.0,0.0,0.0,0.0,0.0,0.85
100.0,21.0,0.55,,0.04,,0.0,1.0,0.0,0.0,0.0,0.0,0.9
100.0,21.0,0.55,,0.07,,0.0,1.0,0.0,0.0,0.0,0.0,0.87
100.0,21.0,0.55,,0.08,,0.0,1.0,0.0,0.0,0.0,0.02,0.84
100.0,21.0,0.55,,0.09,,0.0,1.0,0.0,0.0,0.0,0.01,0.85
100.0,21.0,0.55,,0.12,,0.0,1.0,0.0,0.0,0.0,0.01,0.94
100.0,21.0,0.55,,0.13,,0.0,1.0,0.0,0.0,0.0,0.04,0.92
100.0,21.0,0.55,,0.14,,0.0,1.0,0.0,0.0,0.0,0.02,0.87
100.0,21.0,0.6,,0.02,,0.0,1.0,0.0,0.0,0.0,0.0,0.98
100.0,21.0,0.6,,0.03,,0.0,1.0,0.0,0.0,0.0,0.02,0.97
100.0,21.0,0.6,,0.04,,0.0,1.0,0.0,0.0,0.0,0.0,0.88
100.0,21.0,0.6,,0.07,,0.0,1.0,0.0,0.0,0.0,0.01,0.91
100.0,21.0,0.6,,0.08,,0.0,1.0,0.0,0.0,0.0,0.03,0.92
100.0,21.0,0.6,,0.09,,0.0,1.0,0.0,0.0,0.0,0.02,0.92
100.0,21.0,0.6,,0.12,,0.0,1.0,0.0,0.0,0.0,0.07,0.99
100.0,21.0,0.6,,0.13,,0.0,1.0,0.0,0.0,0.0,0.07,0.96
100.0,21.0,0.6,,0.14,,0.0,1.0,0.0,0.0,0.0,0.04,0.94
100.0,21.0,0.65,,0.02,,0.0,1.0,0.0,0.0,0.0,0.03,0.99
100.0,21.0,0.65,,0.03,,0.0,1.0,0.0,0.0,0.0,0.01,0.99
100.0,21.0,0.65,,0.04,,0.0,1.0,0.0,0.0,0.0,0.01,1.0
100.0,21.0,0.65,,0.07,,0.0,1.0,0.0,0.0,0.0,0.04,0.97
100.0,21.0,0.65,,0.08,,0.0,1.0,0.0,0.0,0.0,0.0,0.97
100.0,21.0,0.65,,0.09,,0.0,1.0,0.0,0.0,0.0,0.04,0.95
100.0,21.0,0.65,,0.12,,0.0,1.0,0.0,0.0,0.0,0.05,0.97
100.0,21.0,0.65,,0.13,,0.0,1.0,0.0,0.0,0.0,0.1,0.96
100.0,21.0,0.65,,0.14,,0.0,1.0,0.0,0.0,0.0,0.06,0.95
100.0,21.0,0.7,,0.02,,0.0,1.0,0.0,0.0,0.0,0.04,1.0
100.0,21.0,0.7,,0.03,,0.0,1.0,0.0,0.0,0.0,0.09,1.0
100.0,21.0,0.7,,0.04,,0.0,1.0,0.0,0.0,0.0,0.03,0.99
100.0,21.0,0.7,,0.07,,0.0,1.0,0.0,0.0,0.0,0.06,1.0
100.0,21.0,0.7,,0.08,,0.0,1.0,0.0,0.0,0.0,0.03,0.96
100.0,21.0,0.7,,0.09,,0.0,1.0,0.0,0.0,0.0,0.13,0.99
100.0,21.0,0.7,,0.12,,0.0,1.0,0.0,0.0,0.0,0.12,0.99
100.0,21.0,0.7,,0.13,,0.0,1.0,0.0,0.0,0.0,0.13,0.98
100.0,21.0,0.7,,0.14,,0.0,1.0,0.0,0.0,0.0,0.1,0.98
100.0,21.0,0.75,,0.02,,0.01,0.99,0.0,0.0,0.0,0.07,1.0
100.0,21.0,0.75,,0.03,,0.0,1.0,0.0,0.0,0.0,0.11,1.0
100.0,21.0,0.75,,0.04,,0.0,1.0,0.0,0.0,0.0,0.16,0.99
100.0,21.0,0.75,,0.07,,0.0,1.0,0.0,0.0,0.0,0.14,0.98
100.0,21.0,0.75,,0.08,,0.0,1.0,0.0,0.0,0.0,0.1,1.0
100.0,21.0,0.75,,0.09,,0.0,1.0,0.0,0.0,0.0,0.14,0.99
100.0,21.0,0.75,,0.12,,0.0,1.0,0.0,0.0,0.0,0.19,1.0
100.0,21.0,0.75,,0.13,,0.0,1.0,0.0,0.0,0.0,0.11,1.0
100.0,21.0,0.75,,0.14,,0.0,1.0,0.0,0.0,0.0,0.14,0.99
100.0,21.0,0.8,,0.02,,0.0,1.0,0.0,0.0,0.0,0.09,1.0
100.0,21.0,0.8,,0.03,,0.0,1.0,0.0,0.0,0.0,0.15,1.0
100.0,21.0,0.8,,0.04,,0.0,1.0,0.0,0.0,0.0,0.14,1.0
100.0,21.0,0.8,,0.07,,0.0,1.0,0.0,0.0,0.0,0.18,1.0
100.0,21.0,0.8,,0.08,,0.0,1.0,0.0,0.0,0.0,0.23,1.0
100.0,21.0,0.8,,0.09,,0.0,1.0,0.0,0.0,0.0,0.21,1.0
100.0,21.0,0.8,,0.12,,0.0,1.0,0.0,0.0,0.0,0.23,1.0
100.0,21.0,0.8,,0.13,,0.0,1.0,0.0,0.0,0.0,0.31,1.0
100.0,21.0,0.8,,0.14,,0.0,1.0,0.0,0.0,0.0,0.21,1.0
100.0,21.0,0.85,,0.02,,0.02,0.98,0.0,0.0,0.0,0.3,1.0
100.0,21.0,0.85,,0.03,,0.0,1.0,0.0,0.0,0.0,0.22,1.0
100.0,21.0,0.85,,0.04,,0.0,1.0,0.0,0.0,0.0,0.25,1.0
100.0,21.0,0.85,,0.07,,0.0,1.0,0.0,0.0,0.0,0.29,1.0
100.0,21.0,0.85,,0.08,,0.0,1.0,0.0,0.0,0.0,0.44,1.0
100.0,21.0,0.85,,0.09,,0.0,1.0,0.0,0.0,0.0,0.36,1.0
100.0,21.0,0.85,,0.12,,0.0,1.0,0.0,0.0,0.0,0.37,1.0
100.0,21.0,0.85,,0.13,,0.0,1.0,0.0,0.0,0.0,0.45,1.0
100.0,21.0,0.85,,0.14,,0.0,1.0,0.0,0.0,0.0,0.33,1.0
100.0,21.0,0.9,,0.02,,0.01,0.99,0.0,0.0,0.0,0.42,1.0
100.0,21.0,0.9,,0.03,,0.0,1.0,0.0,0.0,0.0,0.41,1.0
100.0,21.0,0.9,,0.04,,0.0,1.0,0.0,0.0,0.0,0.45,1.0
100.0,21.0,0.9,,0.07,,0.0,1.0,0.0,0.0,0.0,0.59,1.0
100.0,21.0,0.9,,0.08,,0.0,1.0,0.0,0.0,0.0,0.53,1.0
100.0,21.0,0.9,,0.09,,0.0,1.0,0.0,0.0,0.0,0.43,1.0
100.0,21.0,0.9,,0.12,,0.0,1.0,0.0,0.0,0.0,0.49,1.0
100.0,21.0,0.9,,0.13,,0.0,1.0,0.0,0.0,0.0,0.47,1.0
100.0,21.0,0.9,,0.14,,0.0,1.0,0.0,0.0,0.0,0.41,1.0
100.0,21.0,0.95,,0.02,,0.0,1.0,0.0,0.0,0.0,0.7,1.0
100.0,21.0,0.95,,0.03,,0.0,1.0,0.0,0.0,0.0,0.74,1.0
100.0,21.0,0.95,,0.04,,0.0,1.0,0.0,0.0,0.0,0.76,1.0
100.0,21.0,0.95,,0.07,,0.0,1.0,0.0,0.0,0.0,0.71,1.0
100.0,21.0,0.95,,0.08,,0.0,1.0,0.0,0.0,0.0,0.68,1.0
100.0,21.0,0.95,,0.09,,0.0,1.0,0.0,0.0,0.0,0.69,1.0
100.0,21.0,0.95,,0.12,,0.0,1.0,0.0,0.0,0.0,0.54,1.0
100.0,21.0,0.95,,0.13,,0.0,1.0,0.0,0.0,0.0,0.62,1.0
100.0,21.0,0.95,,0.14,,0.0,1.0,0.0,0.0,0.0,0.58,1.0
