iterations,voters,mean,mean_bucket,std,std_bucket,optimal_is_strong_democracy,optimal_is_weak_democracy,optimal_is_weak_epistocracy,optimal_is_strong_epistocracy,optimal_is_expert_rule,optimal_agrees_majority
1000.0,9.0,0.95,,0.07,,0.0,0.997,0.003,0.0,0.0,1.0
1000.0,9.0,0.95,,0.08,,0.002,0.963,0.029,0.008,0.006,1.0
1000.0,9.0,0.95,,0.09,,0.012,0.93,0.048,0.022,0.009,1.0
1000.0,9.0,0.95,,0.12,,0.689,0.211,0.096,0.693,0.001,1.0
1000.0,9.0,0.95,,0.13,,0.953,0.024,0.021,0.955,0.0,1.0
1000.0,9.0,0.95,,0.14,,0.998,0.0,0.001,0.999,0.001,1.0
1000.0,11.0,0.55,,0.02,,0.0,1.0,0.0,0.0,0.0,0.897
1000.0,11.0,0.55,,0.03,,0.0,0.997,0.003,0.0,0.0,0.855
1000.0,11.0,0.55,,0.04,,0.0,0.969,0.031,0.0,0.0,0.81
1000.0,11.0,0.55,,0.07,,0.0,0.214,0.529,0.257,0.162,0.737
1000.0,11.0,0.55,,0.08,,0.0,0.066,0.489,0.445,0.302,0.725
1000.0,11.0,0.55,,0.09,,0.0,0.022,0.32,0.658,0.436,0.669
1000.0,11.0,0.55,,0.12,,0.0,0.0,0.028,0.972,0.826,0.688
1000.0,11.0,0.55,,0.13,,0.0,0.0,0.003,0.997,0.922,0.695
1000.0,11.0,0.55,,0.14,,0.007,0.0,0.0,1.0,0.942,0.687
1000.0,11.0,0.6,,0.02,,0.038,0.962,0.0,0.0,0.0,0.98
1000.0,11.0,0.6,,0.03,,0.003,0.997,0.0,0.0,0.0,0.939
1000.0,11.0,0.6,,0.04,,0.0,1.0,0.0,0.0,0.0,0.929
1000.0,11.0,0.6,,0.07,,0.0,0.967,0.031,0.002,0.001,0.847
1000.0,11.0,0.6,,0.08,,0.0,0.897,0.099,0.004,0.0,0.836
1000.0,11.0,0.6,,0.09,,0.0,0.805,0.184,0.011,0.008,0.841
1000.0,11.0,0.6,,0.12,,0.0,0.212,0.584,0.204,0.135,0.773
1000.0,11.0,0.6,,0.13,,0.0,0.108,0.552,0.34,0.198,0.774
1000.0,11.0,0.6,,0.14,,0.0,0.041,0.411,0.548,0.313,0.768
1000.0,11.0,0.65,,0.02,,0.297,0.703,0.0,0.0,0.0,0.997
1000.0,11.0,0.65,,0.03,,0.031,0.969,0.0,0.0,0.0,0.985
1000.0,11.0,0.65,,0.04,,0.002,0.998,0.0,0.0,0.0,0.961
1000.0,11.0,0.65,,0.07,,0.0,1.0,0.0,0.0,0.0,0.922
1000.0,11.0,0.65,,0.08,,0.0,0.998,0.002,0.0,0.0,0.911
1000.0,11.0,0.65,,0.09,,0.0,0.99,0.01,0.0,0.0,0.921
1000.0,11.0,0.65,,0.12,,0.0,0.817,0.173,0.01,0.007,0.877
1000.0,11.0,0.65,,0.13,,0.0,0.684,0.292,0.024,0.016,0.867
1000.0,11.0,0.65,,0.14,,0.0,0.479,0.447,0.074,0.053,0.874
1000.0,11.0,0.7,,0.02,,0.665,0.335,0.0,0.0,0.0,0.999
1000.0,11.0,0.7,,0.03,,0.111,0.889,0.0,0.0,0.0,0.991
1000.0,11.0,0.7,,0.04,,0.022,0.978,0.0,0.0,0.0,0.986
1000.0,11.0,0.7,,0.07,,0.0,1.0,0.0,0.0,0.0,0.974
1000.0,11.0,0.7,,0.08,,0.0,1.0,0.0,0.0,0.0,0.946
1000.0,11.0,0.7,,0.09,,0.0,0.999,0.001,0.0,0.0,0.952
1000.0,11.0,0.7,,0.12,,0.0,0.975,0.025,0.0,0.0,0.945
1000.0,11.0,0.7,,0.13,,0.0,0.922,0.077,0.001,0.001,0.935
1000.0,11.0,0.7,,0.14,,0.0,0.832,0.161,0.007,0.005,0.921
1000.0,11.0,0.75,,0.02,,0.831,0.169,0.0,0.0,0.0,1.0
1000.0,11.0,0.75,,0.03,,0.268,0.732,0.0,0.0,0.0,0.996
1000.0,11.0,0.75,,0.04,,0.046,0.954,0.0,0.0,0.0,0.995
1000.0,11.0,0.75,,0.07,,0.001,0.999,0.0,0.0,0.0,0.976
1000.0,11.0,0.75,,0.08,,0.0,1.0,0.0,0.0,0.0,0.981
1000.0,11.0,0.75,,0.09,,0.0,1.0,0.0,0.0,0.0,0.971
1000.0,11.0,0.75,,0.12,,0.0,0.991,0.009,0.0,0.0,0.975
1000.0,11.0,0.75,,0.13,,0.0,0.973,0.026,0.001,0.001,0.979
1000.0,11.0,0.75,,0.14,,0.0,0.956,0.043,0.001,0.001,0.972
1000.0,11.0,0.8,,0.02,,0.915,0.085,0.0,0.0,0.0,1.0
1000.0,11.0,0.8,,0.03,,0.358,0.642,0.0,0.0,0.0,0.999
1000.0,11.0,0.8,,0.04,,0.07,0.93,0.0,0.0,0.0,0.996
1000.0,11.0,0.8,,0.07,,0.001,0.999,0.0,0.0,0.0,0.999
1000.0,11.0,0.8,,0.08,,0.0,1.0,0.0,0.0,0.0,0.984
1000.0,11.0,0.8,,0.09,,0.001,0.999,0.0,0.0,0.0,0.995
1000.0,11.0,0.8,,0.12,,0.0,0.995,0.005,0.0,0.0,0.993
1000.0,11.0,0.8,,0.13,,0.0,0.987,0.012,0.001,0.001,0.991
1000.0,11.0,0.8,,0.14,,0.0,0.974,0.026,0.0,0.0,0.991
1000.0,11.0,0.85,,0.02,,0.92,0.08,0.0,0.0,0.0,1.0
1000.0,11.0,0.85,,0.03,,0.335,0.665,0.0,0.0,0.0,1.0
1000.0,11.0,0.85,,0.04,,0.069,0.931,0.0,0.0,0.0,0.999
1000.0,11.0,0.85,,0.07,,0.003,0.997,0.0,0.0,0.0,0.999
1000.0,11.0,0.85,,0.08,,0.0,1.0,0.0,0.0,0.0,0.997
1000.0,11.0,0.85,,0.09,,0.0,1.0,0.0,0.0,0.0,0.999
1000.0,11.0,0.85,,0.12,,0.0,0.998,0.002,0.0,0.0,0.998
1000.0,11.0,0.85,,0.13,,0.0,0.99,0.01,0.0,0.0,0.996
1000.0,11.0,0.85,,0.14,,0.0,0.966,0.034,0.0,0.0,0.997
1000.0,11.0,0.9,,0.02,,0.822,0.178,0.0,0.0,0.0,1.0
1000.0,11.0,0.9,,0.03,,0.209,0.791,0.0,0.0,0.0,1.0
1000.0,11.0,0.9,,0.04,,0.037,0.963,0.0,0.0,0.0,1.0
1000.0,11.0,0.9,,0.07,,0.001,0.999,0.0,0.0,0.0,1.0
1000.0,11.0,0.9,,0.08,,0.0,1.0,0.0,0.0,0.0,0.998
1000.0,11.0,0.9,,0.09,,0.0,1.0,0.0,0.0,0.0,1.0
1000.0,11.0,0.9,,0.12,,0.0,0.976,0.024,0.0,0.0,0.999
1000.0,11.0,0.9,,0.13,,0.001,0.944,0.052,0.004,0.003,0.998
1000.0,11.0,0.9,,0.14,,0.003,0.872,0.114,0.014,0.01,1.0
1000.0,11.0,0.95,,0.02,,0.26,0.74,0.0,0.0,0.0,1.0
1000.0,11.0,0.95,,0.03,,0.024,0.976,0.0,0.0,0.0,1.0
1000.0,11.0,0.95,,0.04,,0.001,0.999,0.0,0.0,0.0,1.0
1000.0,11.0,0.95,,0.07,,0.0,1.0,0.0,0.0,0.0,1.0
1000.0,11.0,0.95,,0.08,,0.002,0.997,0.001,0.002,0.0,1.0
1000.0,11.0,0.95,,0.09,,0.024,0.967,0.008,0.025,0.001,1.0
1000.0,11.0,0.95,,0.12,,0.761,0.18,0.059,0.761,0.0,1.0
1000.0,11.0,0.95,,0.13,,0.975,0.012,0.012,0.976,0.0,1.0
1000.0,11.0,0.95,,0.14,,1.0,0.0,0.0,1.0,0.0,1.0
1000.0,21.0,0.55,,0.02,,0.0,1.0,0.0,0.0,0.0,0.897
1000.0,21.0,0.55,,0.03,,0.0,1.0,0.0,0.0,0.0,0.855
1000.0,21.0,0.55,,0.04,,0.0,1.0,0.0,0.0,0.0,0.767
1000.0,21.0,0.55,,0.07,,0.0,0.739,0.249,0.012,0.011,0.755
1000.0,21.0,0.55,,0.08,,0.0,0.361,0.604,0.035,0.028,0.72
1000.0,21.0,0.55,,0.09,,0.0,0.101,0.748,0.151,0.083,0.736
1000.0,21.0,0.55,,0.12,,0.0,0.0,0.052,0.948,0.527,0.675
1000.0,21.0,0.55,,0.13,,0.0,0.0,0.008,0.992,0.692,0.704
1000.0,21.0,0.55,,0.14,,0.02,0.0,0.0,1.0,0.771,0.711
1000.0,21.0,0.6,,0.02,,0.0,1.0,0.0,0.0,0.0,0.958
1000.0,21.0,0.6,,0.03,,0.0,1.0,0.0,0.0,0.0,0.939
1000.0,21.0,0.6,,0.04,,0.0,1.0,0.0,0.0,0.0,0.919
1000.0,21.0,0.6,,0.07,,0.0,1.0,0.0,0.0,0.0,0.874
1000.0,21.0,0.6,,0.08,,0.0,1.0,0.0,0.0,0.0,0.88
1000.0,21.0,0.6,,0.09,,0.0,0.997,0.003,0.0,0.0,0.867
1000.0,21.0,0.6,,0.12,,0.0,0.739,0.256,0.005,0.005,0.822
1000.0,21.0,0.6,,0.13,,0.0,0.52,0.468,0.012,0.011,0.84
1000.0,21.0,0.6,,0.14,,0.0,0.23,0.715,0.055,0.029,0.842
1000.0,21.0,0.65,,0.02,,0.0,1.0,0.0,0.0,0.0,0.992
1000.0,21.0,0.65,,0.03,,0.0,1.0,0.0,0.0,0.0,0.973
1000.0,21.0,0.65,,0.04,,0.0,1.0,0.0,0.0,0.0,0.98
1000.0,21.0,0.65,,0.07,,0.0,1.0,0.0,0.0,0.0,0.952
1000.0,21.0,0.65,,0.08,,0.0,1.0,0.0,0.0,0.0,0.947
1000.0,21.0,0.65,,0.09,,0.0,1.0,0.0,0.0,0.0,0.935
1000.0,21.0,0.65,,0.12,,0.0,0.995,0.005,0.0,0.0,0.928
1000.0,21.0,0.65,,0.13,,0.0,0.988,0.012,0.0,0.0,0.94
1000.0,21.0,0.65,,0.14,,0.0,0.941,0.057,0.002,0.002,0.928
1000.0,21.0,0.7,,0.02,,0.001,0.999,0.0,0.0,0.0,0.999
1000.0,21.0,0.7,,0.03,,0.0,1.0,0.0,0.0,0.0,0.994
1000.0,21.0,0.7,,0.04,,0.0,1.0,0.0,0.0,0.0,0.987
1000.0,21.0,0.7,,0.07,,0.0,1.0,0.0,0.0,0.0,0.984
1000.0,21.0,0.7,,0.08,,0.0,1.0,0.0,0.0,0.0,0.991
1000.0,21.0,0.7,,0.09,,0.0,1.0,0.0,0.0,0.0,0.978
1000.0,21.0,0.7,,0.12,,0.0,1.0,0.0,0.0,0.0,0.975
1000.0,21.0,0.7,,0.13,,0.0,1.0,0.0,0.0,0.0,0.979
1000.0,21.0,0.7,,0.14,,0.0,1.0,0.0,0.0,0.0,0.981
1000.0,21.0,0.75,,0.02,,0.014,0.986,0.0,0.0,0.0,1.0
1000.0,21.0,0.75,,0.03,,0.0,1.0,0.0,0.0,0.0,1.0
1000.0,21.0,0.75,,0.04,,0.0,1.0,0.0,0.0,0.0,0.996
1000.0,21.0,0.75,,0.07,,0.0,1.0,0.0,0.0,0.0,0.997
1000.0,21.0,0.75,,0.08,,0.0,1.0,0.0,0.0,0.0,0.994
1000.0,21.0,0.75,,0.09,,0.0,1.0,0.0,0.0,0.0,0.994
1000.0,21.0,0.75,,0.12,,0.0,1.0,0.0,0.0,0.0,0.997
1000.0,21.0,0.75,,0.13,,0.0,1.0,0.0,0.0,0.0,0.991
1000.0,21.0,0.75,,0.14,,0.0,0.999,0.001,0.0,0.0,0.992
1000.0,21.0,0.8,,0.02,,0.03,0.97,0.0,0.0,0.0,1.0
1000.0,21.0,0.8,,0.03,,0.0,1.0,0.0,0.0,0.0,1.0
1000.0,21.0,0.8,,0.04,,0.0,1.0,0.0,0.0,0.0,1.0
1000.0,21.0,0.8,,0.07,,0.0,1.0,0.0,0.0,0.0,1.0
1000.0,21.0,0.8,,0.08,,0.0,1.0,0.0,0.0,0.0,0.999
1000.0,21.0,0.8,,0.09,,0.0,1.0,0.0,0.0,0.0,0.997
1000.0,21.0,0.8,,0.12,,0.0,1.0,0.0,0.0,0.0,1.0
1000.0,21.0,0.8,,0.13,,0.0,1.0,0.0,0.0,0.0,0.999
1000.0,21.0,0.8,,0.14,,0.0,1.0,0.0,0.0,0.0,1.0
1000.0,21.0,0.85,,0.02,,0.024,0.976,0.0,0.0,0.0,1.0
1000.0,21.0,0.85,,0.03,,0.0,1.0,0.0,0.0,0.0,1.0
1000.0,21.0,0.85,,0.04,,0.0,1.0,0.0,0.0,0.0,1.0
1000.0,21.0,0.85,,0.07,,0.0,1.0,0.0,0.0,0.0,0.999
1000.0,21.0,0.85,,0.08,,0.0,1.0,0.0,0.0,0.0,1.0
1000.0,21.0,0.85,,0.09,,0.0,1.0,0.0,0.0,0.0,1.0
1000.0,21.0,0.85,,0.12,,0.0,1.0,0.0,0.0,0.0,1.0
1000.0,21.0,0.85,,0.13,,0.0,1.0,0.0,0.0,0.0,1.0
1000.0,21.0,0.85,,0.14,,0.0,1.0,0.0,0.0,0.0,1.0
1000.0,21.0,0.9,,0.02,,0.007,0.993,0.0,0.0,0.0,1.0
1000.0,21.0,0.9,,0.03,,0.0,1.0,0.0,0.0,0.0,1.0
1000.0,21.0,0.9,,0.04,,0.0,1.0,0.0,0.0,0.0,1.0
1000.0,21.0,0.9,,0.07,,0.0,1.0,0.0,0.0,0.0,1.0
1000.0,21.0,0.9,,0.08,,0.0,1.0,0.0,0.0,0.0,1.0
1000.0,21.0,0.9,,0.09,,0.0,1.0,0.0,0.0,0.0,1.0
1000.0,21.0,0.9,,0.12,,0.001,0.999,0.0,0.001,0.0,1.0
1000.0,21.0,0.9,,0.13,,0.0,0.999,0.001,0.0,0.0,1.0
1000.0,21.0,0.9,,0.14,,0.012,0.988,0.0,0.012,0.0,1.0
1000.0,21.0,0.95,,0.02,,0.0,1.0,0.0,0.0,0.0,1.0
1000.0,21.0,0.95,,0.03,,0.0,1.0,0.0,0.0,0.0,1.0
1000.0,21.0,0.95,,0.04,,0.0,1.0,0.0,0.0,0.0,1.0
1000.0,21.0,0.95,,0.07,,0.0,1.0,0.0,0.0,0.0,1.0
1000.0,21.0,0.95,,0.08,,0.004,0.996,0.0,0.004,0.0,1.0
1000.0,21.0,0.95,,0.09,,0.03,0.97,0.0,0.03,0.0,1.0
1000.0,21.0,0.95,,0.12,,0.944,0.056,0.0,0.944,0.0,1.0
1000.0,21.0,0.95,,0.13,,1.0,0.0,0.0,1.0,0.0,1.0
1000.0,21.0,0.95,,0.14,,1.0,0.0,0.0,1.0,0.0,1.0
100.0,31.0,0.55,,0.02,,0.0,0.0,0.0,0.0,0.0,0.93
100.0,31.0,0.55,,0.03,,0.0,0.0,0.0,0.0,0.0,0.88
100.0,31.0,0.55,,0.04,,0.0,0.0,0.0,0.0,0.0,0.77
100.0,31.0,0.55,,0.07,,0.0,0.0,0.0,0.0,0.0,0.72
100.0,31.0,0.55,,0.08,,0.0,0.0,0.0,0.0,0.0,0.66
100.0,31.0,0.55,,0.09,,0.0,0.0,0.0,0.0,0.0,0.71
100.0,31.0,0.55,,0.12,,0.0,0.0,0.0,0.0,0.0,0.77
100.0,31.0,0.55,,0.13,,0.0,0.0,0.0,0.0,0.0,0.74
100.0,31.0,0.55,,0.14,,0.0,0.0,0.0,0.0,0.0,0.67
100.0,31.0,0.6,,0.02,,0.0,0.0,0.0,0.0,0.0,0.99
100.0,31.0,0.6,,0.03,,0.0,0.0,0.0,0.0,0.0,0.97
100.0,31.0,0.6,,0.04,,0.0,0.0,0.0,0.0,0.0,0.93
100.0,31.0,0.6,,0.07,,0.0,0.0,0.0,0.0,0.0,0.84
100.0,31.0,0.6,,0.08,,0.0,0.0,0.0,0.0,0.0,0.88
100.0,31.0,0.6,,0.09,,0.0,0.0,0.0,0.0,0.0,0.9
100.0,31.0,0.6,,0.12,,0.0,0.0,0.0,0.0,0.0,0.87
100.0,31.0,0.6,,0.13,,0.0,0.0,0.0,0.0,0.0,0.91
100.0,31.0,0.6,,0.14,,0.0,0.0,0.0,0.0,0.0,0.87
100.0,31.0,0.65,,0.02,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,31.0,0.65,,0.03,,0.0,0.0,0.0,0.0,0.0,0.98
100.0,31.0,0.65,,0.04,,0.0,0.0,0.0,0.0,0.0,0.96
100.0,31.0,0.65,,0.07,,0.0,0.0,0.0,0.0,0.0,0.95
100.0,31.0,0.65,,0.08,,0.0,0.0,0.0,0.0,0.0,0.97
100.0,31.0,0.65,,0.09,,0.0,0.0,0.0,0.0,0.0,0.99
100.0,31.0,0.65,,0.12,,0.0,0.0,0.0,0.0,0.0,0.97
100.0,31.0,0.65,,0.13,,0.0,0.0,0.0,0.0,0.0,0.94
100.0,31.0,0.65,,0.14,,0.0,0.0,0.0,0.0,0.0,0.97
100.0,31.0,0.7,,0.02,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,31.0,0.7,,0.03,,0.0,0.0,0.0,0.0,0.0,0.99
100.0,31.0,0.7,,0.04,,0.0,0.0,0.0,0.0,0.0,0.98
100.0,31.0,0.7,,0.07,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,31.0,0.7,,0.08,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,31.0,0.7,,0.09,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,31.0,0.7,,0.12,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,31.0,0.7,,0.13,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,31.0,0.7,,0.14,,0.0,0.0,0.0,0.0,0.0,0.99
100.0,31.0,0.75,,0.02,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,31.0,0.75,,0.03,,0.0,0.0,0.0,0.0,0.0,0.99
100.0,31.0,0.75,,0.04,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,31.0,0.75,,0.07,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,31.0,0.75,,0.08,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,31.0,0.75,,0.09,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,31.0,0.75,,0.12,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,31.0,0.75,,0.13,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,31.0,0.75,,0.14,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,31.0,0.8,,0.02,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,31.0,0.8,,0.03,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,31.0,0.8,,0.04,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,31.0,0.8,,0.07,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,31.0,0.8,,0.08,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,31.0,0.8,,0.09,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,31.0,0.8,,0.12,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,31.0,0.8,,0.13,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,31.0,0.8,,0.14,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,31.0,0.85,,0.02,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,31.0,0.85,,0.03,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,31.0,0.85,,0.04,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,31.0,0.85,,0.07,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,31.0,0.85,,0.08,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,31.0,0.85,,0.09,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,31.0,0.85,,0.12,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,31.0,0.85,,0.13,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,31.0,0.85,,0.14,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,31.0,0.9,,0.02,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,31.0,0.9,,0.03,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,31.0,0.9,,0.04,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,31.0,0.9,,0.07,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,31.0,0.9,,0.08,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,31.0,0.9,,0.09,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,31.0,0.9,,0.12,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,31.0,0.9,,0.13,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,31.0,0.9,,0.14,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,31.0,0.95,,0.02,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,31.0,0.95,,0.03,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,31.0,0.95,,0.04,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,31.0,0.95,,0.07,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,31.0,0.95,,0.08,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,31.0,0.95,,0.09,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,31.0,0.95,,0.12,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,31.0,0.95,,0.13,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,31.0,0.95,,0.14,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,41.0,0.55,,0.02,,0.0,0.0,0.0,0.0,0.0,0.91
100.0,41.0,0.55,,0.03,,0.0,0.0,0.0,0.0,0.0,0.8
100.0,41.0,0.55,,0.04,,0.0,0.0,0.0,0.0,0.0,0.87
100.0,41.0,0.55,,0.07,,0.0,0.0,0.0,0.0,0.0,0.84
100.0,41.0,0.55,,0.08,,0.0,0.0,0.0,0.0,0.0,0.76
100.0,41.0,0.55,,0.09,,0.0,0.0,0.0,0.0,0.0,0.78
100.0,41.0,0.55,,0.12,,0.0,0.0,0.0,0.0,0.0,0.75
100.0,41.0,0.55,,0.13,,0.0,0.0,0.0,0.0,0.0,0.72
100.0,41.0,0.55,,0.14,,0.0,0.0,0.0,0.0,0.0,0.77
100.0,41.0,0.6,,0.02,,0.0,0.0,0.0,0.0,0.0,0.99
100.0,41.0,0.6,,0.03,,0.0,0.0,0.0,0.0,0.0,0.98
100.0,41.0,0.6,,0.04,,0.0,0.0,0.0,0.0,0.0,0.95
100.0,41.0,0.6,,0.07,,0.0,0.0,0.0,0.0,0.0,0.91
100.0,41.0,0.6,,0.08,,0.0,0.0,0.0,0.0,0.0,0.95
100.0,41.0,0.6,,0.09,,0.0,0.0,0.0,0.0,0.0,0.94
100.0,41.0,0.6,,0.12,,0.0,0.0,0.0,0.0,0.0,0.92
100.0,41.0,0.6,,0.13,,0.0,0.0,0.0,0.0,0.0,0.9
100.0,41.0,0.6,,0.14,,0.0,0.0,0.0,0.0,0.0,0.87
100.0,41.0,0.65,,0.02,,0.0,0.0,0.0,0.0,0.0,0.99
100.0,41.0,0.65,,0.03,,0.0,0.0,0.0,0.0,0.0,0.99
100.0,41.0,0.65,,0.04,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,41.0,0.65,,0.07,,0.0,0.0,0.0,0.0,0.0,0.99
100.0,41.0,0.65,,0.08,,0.0,0.0,0.0,0.0,0.0,0.98
100.0,41.0,0.65,,0.09,,0.0,0.0,0.0,0.0,0.0,0.99
100.0,41.0,0.65,,0.12,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,41.0,0.65,,0.13,,0.0,0.0,0.0,0.0,0.0,0.95
100.0,41.0,0.65,,0.14,,0.0,0.0,0.0,0.0,0.0,0.96
100.0,41.0,0.7,,0.02,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,41.0,0.7,,0.03,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,41.0,0.7,,0.04,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,41.0,0.7,,0.07,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,41.0,0.7,,0.08,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,41.0,0.7,,0.09,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,41.0,0.7,,0.12,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,41.0,0.7,,0.13,,0.0,0.0,0.0,0.0,0.0,0.99
100.0,41.0,0.7,,0.14,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,41.0,0.75,,0.02,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,41.0,0.75,,0.03,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,41.0,0.75,,0.04,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,41.0,0.75,,0.07,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,41.0,0.75,,0.08,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,41.0,0.75,,0.09,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,41.0,0.75,,0.12,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,41.0,0.75,,0.13,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,41.0,0.75,,0.14,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,41.0,0.8,,0.02,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,41.0,0.8,,0.03,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,41.0,0.8,,0.04,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,41.0,0.8,,0.07,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,41.0,0.8,,0.08,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,41.0,0.8,,0.09,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,41.0,0.8,,0.12,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,41.0,0.8,,0.13,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,41.0,0.8,,0.14,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,41.0,0.85,,0.02,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,41.0,0.85,,0.03,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,41.0,0.85,,0.04,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,41.0,0.85,,0.07,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,41.0,0.85,,0.08,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,41.0,0.85,,0.09,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,41.0,0.85,,0.12,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,41.0,0.85,,0.13,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,41.0,0.85,,0.14,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,41.0,0.9,,0.02,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,41.0,0.9,,0.03,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,41.0,0.9,,0.04,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,41.0,0.9,,0.07,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,41.0,0.9,,0.08,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,41.0,0.9,,0.09,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,41.0,0.9,,0.12,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,41.0,0.9,,0.13,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,41.0,0.9,,0.14,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,41.0,0.95,,0.02,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,41.0,0.95,,0.03,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,41.0,0.95,,0.04,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,41.0,0.95,,0.07,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,41.0,0.95,,0.08,,0.0,0.0,0.0,0.0,0.0,1.0
