iterations,voters,mean,mean_bucket,std,std_bucket,optimal_is_strong_democracy,optimal_is_weak_democracy,optimal_is_weak_epistocracy,optimal_is_strong_epistocracy,optimal_is_expert_rule,optimal_agrees_majority
1000.0,5.0,0.85,,0.08,,0.31,0.596,0.093,0.001,0.001,0.986
1000.0,5.0,0.85,,0.09,,0.191,0.646,0.157,0.006,0.006,0.981
1000.0,5.0,0.85,,0.12,,0.056,0.573,0.301,0.07,0.07,0.991
1000.0,5.0,0.85,,0.13,,0.038,0.517,0.33,0.115,0.115,0.984
1000.0,5.0,0.85,,0.14,,0.034,0.44,0.357,0.169,0.169,0.979
1000.0,5.0,0.9,,0.02,,1.0,0.0,0.0,0.0,0.0,1.0
1000.0,5.0,0.9,,0.03,,0.981,0.019,0.0,0.0,0.0,1.0
1000.0,5.0,0.9,,0.04,,0.859,0.139,0.002,0.0,0.0,0.999
1000.0,5.0,0.9,,0.07,,0.327,0.583,0.089,0.001,0.001,0.997
1000.0,5.0,0.9,,0.08,,0.188,0.673,0.129,0.01,0.01,0.993
1000.0,5.0,0.9,,0.09,,0.127,0.666,0.189,0.018,0.018,0.994
1000.0,5.0,0.9,,0.12,,0.038,0.493,0.321,0.148,0.148,0.997
1000.0,5.0,0.9,,0.13,,0.017,0.439,0.345,0.199,0.199,0.99
1000.0,5.0,0.9,,0.14,,0.011,0.382,0.344,0.266,0.263,0.99
1000.0,5.0,0.95,,0.02,,0.988,0.012,0.0,0.0,0.0,1.0
1000.0,5.0,0.95,,0.03,,0.797,0.196,0.007,0.0,0.0,1.0
1000.0,5.0,0.95,,0.04,,0.504,0.459,0.037,0.0,0.0,1.0
1000.0,5.0,0.95,,0.07,,0.087,0.618,0.227,0.068,0.068,0.999
1000.0,5.0,0.95,,0.08,,0.061,0.566,0.262,0.112,0.111,1.0
1000.0,5.0,0.95,,0.09,,0.028,0.502,0.296,0.18,0.174,0.999
1000.0,5.0,0.95,,0.12,,0.487,0.169,0.239,0.584,0.105,0.997
1000.0,5.0,0.95,,0.13,,0.784,0.059,0.111,0.827,0.046,0.999
1000.0,5.0,0.95,,0.14,,0.984,0.003,0.009,0.987,0.004,0.999
1000.0,7.0,0.55,,0.02,,0.044,0.939,0.017,0.0,0.0,0.912
1000.0,7.0,0.55,,0.03,,0.002,0.899,0.094,0.005,0.004,0.851
1000.0,7.0,0.55,,0.04,,0.002,0.68,0.26,0.058,0.042,0.812
1000.0,7.0,0.55,,0.07,,0.0,0.095,0.349,0.556,0.431,0.726
1000.0,7.0,0.55,,0.08,,0.0,0.035,0.265,0.7,0.58,0.725
1000.0,7.0,0.55,,0.09,,0.0,0.008,0.173,0.819,0.697,0.696
1000.0,7.0,0.55,,0.12,,0.0,0.0,0.033,0.967,0.916,0.668
1000.0,7.0,0.55,,0.13,,0.0,0.0,0.008,0.992,0.961,0.659
1000.0,7.0,0.55,,0.14,,0.024,0.0,0.002,0.998,0.959,0.697
1000.0,7.0,0.6,,0.02,,0.5,0.499,0.001,0.0,0.0,0.985
1000.0,7.0,0.6,,0.03,,0.116,0.875,0.009,0.0,0.0,0.95
1000.0,7.0,0.6,,0.04,,0.031,0.951,0.018,0.0,0.0,0.917
1000.0,7.0,0.6,,0.07,,0.0,0.767,0.207,0.026,0.017,0.83
1000.0,7.0,0.6,,0.08,,0.0,0.618,0.311,0.071,0.045,0.837
1000.0,7.0,0.6,,0.09,,0.0,0.425,0.4,0.175,0.122,0.792
1000.0,7.0,0.6,,0.12,,0.0,0.107,0.355,0.538,0.435,0.763
1000.0,7.0,0.6,,0.13,,0.0,0.05,0.296,0.654,0.535,0.753
1000.0,7.0,0.6,,0.14,,0.0,0.018,0.251,0.731,0.598,0.728
1000.0,7.0,0.65,,0.02,,0.91,0.09,0.0,0.0,0.0,1.0
1000.0,7.0,0.65,,0.03,,0.463,0.537,0.0,0.0,0.0,0.99
1000.0,7.0,0.65,,0.04,,0.183,0.816,0.001,0.0,0.0,0.968
1000.0,7.0,0.65,,0.07,,0.015,0.915,0.07,0.0,0.0,0.919
1000.0,7.0,0.65,,0.08,,0.001,0.911,0.083,0.005,0.001,0.899
1000.0,7.0,0.65,,0.09,,0.003,0.792,0.187,0.018,0.01,0.887
1000.0,7.0,0.65,,0.12,,0.0,0.466,0.385,0.149,0.104,0.848
1000.0,7.0,0.65,,0.13,,0.0,0.336,0.447,0.217,0.16,0.855
1000.0,7.0,0.65,,0.14,,0.0,0.246,0.448,0.306,0.224,0.835
1000.0,7.0,0.7,,0.02,,0.989,0.011,0.0,0.0,0.0,1.0
1000.0,7.0,0.7,,0.03,,0.74,0.26,0.0,0.0,0.0,0.996
1000.0,7.0,0.7,,0.04,,0.37,0.63,0.0,0.0,0.0,0.983
1000.0,7.0,0.7,,0.07,,0.026,0.956,0.018,0.0,0.0,0.945
1000.0,7.0,0.7,,0.08,,0.015,0.944,0.041,0.0,0.0,0.938
1000.0,7.0,0.7,,0.09,,0.005,0.917,0.077,0.001,0.001,0.938
1000.0,7.0,0.7,,0.12,,0.0,0.727,0.237,0.036,0.023,0.92
1000.0,7.0,0.7,,0.13,,0.0,0.605,0.316,0.079,0.057,0.908
1000.0,7.0,0.7,,0.14,,0.0,0.511,0.376,0.113,0.075,0.896
1000.0,7.0,0.75,,0.02,,1.0,0.0,0.0,0.0,0.0,1.0
1000.0,7.0,0.75,,0.03,,0.889,0.111,0.0,0.0,0.0,1.0
1000.0,7.0,0.75,,0.04,,0.538,0.462,0.0,0.0,0.0,0.996
1000.0,7.0,0.75,,0.07,,0.064,0.927,0.009,0.0,0.0,0.968
1000.0,7.0,0.75,,0.08,,0.043,0.931,0.026,0.0,0.0,0.972
1000.0,7.0,0.75,,0.09,,0.017,0.95,0.033,0.0,0.0,0.965
1000.0,7.0,0.75,,0.12,,0.001,0.83,0.159,0.01,0.008,0.942
1000.0,7.0,0.75,,0.13,,0.001,0.763,0.209,0.027,0.021,0.951
1000.0,7.0,0.75,,0.14,,0.001,0.676,0.28,0.043,0.029,0.943
1000.0,7.0,0.8,,0.02,,0.999,0.001,0.0,0.0,0.0,1.0
1000.0,7.0,0.8,,0.03,,0.926,0.074,0.0,0.0,0.0,1.0
1000.0,7.0,0.8,,0.04,,0.642,0.357,0.001,0.0,0.0,0.999
1000.0,7.0,0.8,,0.07,,0.107,0.889,0.004,0.0,0.0,0.987
1000.0,7.0,0.8,,0.08,,0.038,0.949,0.013,0.0,0.0,0.986
1000.0,7.0,0.8,,0.09,,0.029,0.947,0.024,0.0,0.0,0.984
1000.0,7.0,0.8,,0.12,,0.004,0.858,0.132,0.006,0.006,0.978
1000.0,7.0,0.8,,0.13,,0.003,0.793,0.186,0.018,0.014,0.968
1000.0,7.0,0.8,,0.14,,0.001,0.742,0.226,0.031,0.022,0.97
1000.0,7.0,0.85,,0.02,,0.999,0.001,0.0,0.0,0.0,1.0
1000.0,7.0,0.85,,0.03,,0.931,0.069,0.0,0.0,0.0,1.0
1000.0,7.0,0.85,,0.04,,0.627,0.373,0.0,0.0,0.0,1.0
1000.0,7.0,0.85,,0.07,,0.097,0.895,0.008,0.0,0.0,0.996
1000.0,7.0,0.85,,0.08,,0.048,0.939,0.013,0.0,0.0,0.995
1000.0,7.0,0.85,,0.09,,0.028,0.953,0.019,0.0,0.0,0.992
1000.0,7.0,0.85,,0.12,,0.002,0.869,0.118,0.011,0.007,0.99
1000.0,7.0,0.85,,0.13,,0.001,0.797,0.18,0.022,0.017,0.991
1000.0,7.0,0.85,,0.14,,0.0,0.703,0.257,0.04,0.03,0.991
1000.0,7.0,0.9,,0.02,,0.994,0.006,0.0,0.0,0.0,1.0
1000.0,7.0,0.9,,0.03,,0.845,0.155,0.0,0.0,0.0,1.0
1000.0,7.0,0.9,,0.04,,0.518,0.482,0.0,0.0,0.0,0.999
1000.0,7.0,0.9,,0.07,,0.035,0.957,0.008,0.0,0.0,0.998
1000.0,7.0,0.9,,0.08,,0.016,0.953,0.031,0.0,0.0,0.995
1000.0,7.0,0.9,,0.09,,0.011,0.947,0.04,0.002,0.001,0.998
1000.0,7.0,0.9,,0.12,,0.002,0.736,0.222,0.04,0.032,0.997
1000.0,7.0,0.9,,0.13,,0.002,0.641,0.281,0.077,0.064,0.999
1000.0,7.0,0.9,,0.14,,0.003,0.555,0.32,0.125,0.096,0.996
1000.0,7.0,0.95,,0.02,,0.889,0.111,0.0,0.0,0.0,1.0
1000.0,7.0,0.95,,0.03,,0.418,0.582,0.0,0.0,0.0,1.0
1000.0,7.0,0.95,,0.04,,0.132,0.863,0.005,0.0,0.0,0.999
1000.0,7.0,0.95,,0.07,,0.002,0.938,0.05,0.01,0.009,1.0
1000.0,7.0,0.95,,0.08,,0.003,0.851,0.113,0.033,0.029,1.0
1000.0,7.0,0.95,,0.09,,0.013,0.778,0.175,0.046,0.03,1.0
1000.0,7.0,0.95,,0.12,,0.598,0.195,0.176,0.629,0.01,1.0
1000.0,7.0,0.95,,0.13,,0.882,0.049,0.054,0.897,0.007,1.0
1000.0,7.0,0.95,,0.14,,0.995,0.001,0.003,0.996,0.0,1.0
1000.0,9.0,0.55,,0.02,,0.001,0.999,0.0,0.0,0.0,0.914
1000.0,9.0,0.55,,0.03,,0.001,0.981,0.018,0.0,0.0,0.863
1000.0,9.0,0.55,,0.04,,0.0,0.877,0.115,0.008,0.004,0.799
1000.0,9.0,0.55,,0.07,,0.0,0.134,0.449,0.417,0.282,0.683
1000.0,9.0,0.55,,0.08,,0.0,0.043,0.363,0.594,0.439,0.727
1000.0,9.0,0.55,,0.09,,0.0,0.008,0.244,0.748,0.551,0.705
1000.0,9.0,0.55,,0.12,,0.0,0.0,0.02,0.98,0.87,0.666
1000.0,9.0,0.55,,0.13,,0.0,0.0,0.002,0.998,0.938,0.674
1000.0,9.0,0.55,,0.14,,0.013,0.0,0.001,0.999,0.961,0.665
1000.0,9.0,0.6,,0.02,,0.149,0.851,0.0,0.0,0.0,0.976
1000.0,9.0,0.6,,0.03,,0.023,0.976,0.001,0.0,0.0,0.939
1000.0,9.0,0.6,,0.04,,0.001,0.998,0.001,0.0,0.0,0.92
1000.0,9.0,0.6,,0.07,,0.0,0.896,0.102,0.002,0.002,0.838
1000.0,9.0,0.6,,0.08,,0.0,0.814,0.178,0.008,0.006,0.83
1000.0,9.0,0.6,,0.09,,0.0,0.63,0.315,0.055,0.037,0.781
1000.0,9.0,0.6,,0.12,,0.0,0.142,0.528,0.33,0.226,0.784
1000.0,9.0,0.6,,0.13,,0.0,0.055,0.422,0.523,0.341,0.762
1000.0,9.0,0.6,,0.14,,0.0,0.026,0.356,0.618,0.428,0.784
1000.0,9.0,0.65,,0.02,,0.634,0.366,0.0,0.0,0.0,0.995
1000.0,9.0,0.65,,0.03,,0.144,0.856,0.0,0.0,0.0,0.98
1000.0,9.0,0.65,,0.04,,0.02,0.98,0.0,0.0,0.0,0.958
1000.0,9.0,0.65,,0.07,,0.0,0.991,0.009,0.0,0.0,0.926
1000.0,9.0,0.65,,0.08,,0.0,0.985,0.015,0.0,0.0,0.9
1000.0,9.0,0.65,,0.09,,0.0,0.937,0.062,0.001,0.001,0.894
1000.0,9.0,0.65,,0.12,,0.0,0.64,0.313,0.047,0.027,0.856
1000.0,9.0,0.65,,0.13,,0.0,0.498,0.417,0.085,0.054,0.863
1000.0,9.0,0.65,,0.14,,0.0,0.352,0.504,0.144,0.092,0.851
1000.0,9.0,0.7,,0.02,,0.883,0.117,0.0,0.0,0.0,0.999
1000.0,9.0,0.7,,0.03,,0.359,0.641,0.0,0.0,0.0,0.991
1000.0,9.0,0.7,,0.04,,0.112,0.888,0.0,0.0,0.0,0.986
1000.0,9.0,0.7,,0.07,,0.002,0.997,0.001,0.0,0.0,0.952
1000.0,9.0,0.7,,0.08,,0.001,0.997,0.002,0.0,0.0,0.948
1000.0,9.0,0.7,,0.09,,0.001,0.99,0.009,0.0,0.0,0.942
1000.0,9.0,0.7,,0.12,,0.0,0.896,0.098,0.006,0.005,0.919
1000.0,9.0,0.7,,0.13,,0.0,0.79,0.191,0.019,0.015,0.923
1000.0,9.0,0.7,,0.14,,0.0,0.667,0.297,0.036,0.022,0.924
1000.0,9.0,0.75,,0.02,,0.983,0.017,0.0,0.0,0.0,1.0
1000.0,9.0,0.75,,0.03,,0.582,0.418,0.0,0.0,0.0,0.999
1000.0,9.0,0.75,,0.04,,0.217,0.783,0.0,0.0,0.0,0.997
1000.0,9.0,0.75,,0.07,,0.003,0.997,0.0,0.0,0.0,0.978
1000.0,9.0,0.75,,0.08,,0.002,0.998,0.0,0.0,0.0,0.966
1000.0,9.0,0.75,,0.09,,0.001,0.994,0.005,0.0,0.0,0.973
1000.0,9.0,0.75,,0.12,,0.0,0.955,0.045,0.0,0.0,0.968
1000.0,9.0,0.75,,0.13,,0.0,0.916,0.083,0.001,0.0,0.953
1000.0,9.0,0.75,,0.14,,0.0,0.854,0.142,0.004,0.003,0.959
1000.0,9.0,0.8,,0.02,,0.992,0.008,0.0,0.0,0.0,1.0
1000.0,9.0,0.8,,0.03,,0.669,0.331,0.0,0.0,0.0,0.997
1000.0,9.0,0.8,,0.04,,0.277,0.723,0.0,0.0,0.0,0.999
1000.0,9.0,0.8,,0.07,,0.012,0.988,0.0,0.0,0.0,0.993
1000.0,9.0,0.8,,0.08,,0.005,0.995,0.0,0.0,0.0,0.991
1000.0,9.0,0.8,,0.09,,0.002,0.995,0.003,0.0,0.0,0.985
1000.0,9.0,0.8,,0.12,,0.0,0.972,0.028,0.0,0.0,0.979
1000.0,9.0,0.8,,0.13,,0.0,0.943,0.055,0.002,0.002,0.984
1000.0,9.0,0.8,,0.14,,0.0,0.904,0.091,0.005,0.005,0.979
1000.0,9.0,0.85,,0.02,,0.99,0.01,0.0,0.0,0.0,1.0
1000.0,9.0,0.85,,0.03,,0.689,0.311,0.0,0.0,0.0,1.0
1000.0,9.0,0.85,,0.04,,0.275,0.725,0.0,0.0,0.0,1.0
1000.0,9.0,0.85,,0.07,,0.012,0.987,0.001,0.0,0.0,1.0
1000.0,9.0,0.85,,0.08,,0.008,0.992,0.0,0.0,0.0,0.996
1000.0,9.0,0.85,,0.09,,0.001,0.998,0.001,0.0,0.0,0.992
1000.0,9.0,0.85,,0.12,,0.0,0.964,0.034,0.002,0.002,0.992
1000.0,9.0,0.85,,0.13,,0.0,0.938,0.058,0.004,0.003,0.992
1000.0,9.0,0.85,,0.14,,0.0,0.864,0.13,0.006,0.006,0.988
1000.0,9.0,0.9,,0.02,,0.972,0.028,0.0,0.0,0.0,1.0
1000.0,9.0,0.9,,0.03,,0.485,0.515,0.0,0.0,0.0,1.0
1000.0,9.0,0.9,,0.04,,0.174,0.826,0.0,0.0,0.0,1.0
1000.0,9.0,0.9,,0.07,,0.004,0.996,0.0,0.0,0.0,0.999
1000.0,9.0,0.9,,0.08,,0.002,0.998,0.0,0.0,0.0,0.999
1000.0,9.0,0.9,,0.09,,0.001,0.993,0.006,0.0,0.0,1.0
1000.0,9.0,0.9,,0.12,,0.0,0.925,0.07,0.005,0.005,1.0
1000.0,9.0,0.9,,0.13,,0.0,0.854,0.133,0.013,0.011,0.999
1000.0,9.0,0.9,,0.14,,0.002,0.712,0.261,0.027,0.018,0.999
1000.0,9.0,0.95,,0.02,,0.586,0.414,0.0,0.0,0.0,1.0
1000.0,9.0,0.95,,0.03,,0.108,0.892,0.0,0.0,0.0,1.0
1000.0,9.0,0.95,,0.04,,0.022,0.977,0.001,0.0,0.0,1.0
