iterations,voters,mean,std,minority_decisive,majority_correct
1000.0,5.0,0.65,0.058,0.706,0.753
1000.0,5.0,0.65,0.060000000000000005,0.744,0.7745
1000.0,5.0,0.65,0.062,0.769,0.7665
1000.0,5.0,0.65,0.064,0.808,0.766
1000.0,5.0,0.65,0.066,0.804,0.771
1000.0,5.0,0.65,0.068,0.801,0.7725
1000.0,5.0,0.65,0.07,0.833,0.774
1000.0,5.0,0.65,0.07200000000000001,0.851,0.781
1000.0,5.0,0.65,0.07400000000000001,0.854,0.743
1000.0,5.0,0.65,0.076,0.851,0.771
1000.0,5.0,0.65,0.078,0.849,0.7755
1000.0,5.0,0.65,0.08,0.856,0.7775
1000.0,5.0,0.65,0.082,0.871,0.7735
1000.0,5.0,0.65,0.084,0.892,0.769
1000.0,5.0,0.65,0.08600000000000001,0.88,0.797
1000.0,5.0,0.65,0.08800000000000001,0.888,0.7865
1000.0,5.0,0.65,0.09,0.913,0.789
1000.0,5.0,0.65,0.092,0.911,0.7925
1000.0,5.0,0.65,0.094,0.925,0.7855
1000.0,5.0,0.65,0.096,0.891,0.784
1000.0,5.0,0.65,0.098,0.933,0.794
1000.0,5.0,0.65,0.1,0.933,0.7805
1000.0,5.0,0.65,0.10200000000000001,0.917,0.794
1000.0,5.0,0.65,0.10400000000000001,0.92,0.783
1000.0,5.0,0.65,0.10600000000000001,0.941,0.807
1000.0,5.0,0.65,0.108,0.917,0.7975
1000.0,5.0,0.65,0.11,0.933,0.7855
1000.0,5.0,0.65,0.112,0.947,0.7825
1000.0,5.0,0.65,0.114,0.938,0.792
1000.0,5.0,0.65,0.116,0.944,0.8
1000.0,5.0,0.65,0.11800000000000001,0.941,0.786
1000.0,5.0,0.65,0.12000000000000001,0.929,0.813
1000.0,5.0,0.65,0.122,0.95,0.803
1000.0,5.0,0.65,0.124,0.952,0.8205
1000.0,5.0,0.65,0.126,0.955,0.813
1000.0,5.0,0.65,0.128,0.953,0.8025
1000.0,5.0,0.65,0.13,0.951,0.8
1000.0,5.0,0.65,0.132,0.945,0.8115
1000.0,5.0,0.65,0.134,0.947,0.8055
1000.0,5.0,0.65,0.136,0.946,0.813
1000.0,5.0,0.65,0.138,0.95,0.8215
1000.0,5.0,0.65,0.14,0.953,0.8165
1000.0,5.0,0.65,0.14200000000000002,0.958,0.8145
1000.0,5.0,0.65,0.14400000000000002,0.966,0.8155
1000.0,5.0,0.65,0.14600000000000002,0.966,0.838
1000.0,5.0,0.65,0.148,0.96,0.819
1000.0,5.0,0.65,0.15,0.968,0.832
1000.0,5.0,0.65,0.152,0.958,0.829
1000.0,5.0,0.65,0.154,0.969,0.827
1000.0,5.0,0.65,0.156,0.95,0.837
1000.0,5.0,0.65,0.158,0.969,0.846
1000.0,5.0,0.65,0.16,0.978,0.838
1000.0,5.0,0.65,0.162,0.955,0.8165
1000.0,5.0,0.65,0.164,0.975,0.8295
1000.0,5.0,0.65,0.166,0.969,0.844
1000.0,5.0,0.65,0.168,0.969,0.833
1000.0,5.0,0.65,0.17,0.973,0.841
1000.0,5.0,0.65,0.17200000000000001,0.97,0.82
1000.0,5.0,0.65,0.17400000000000002,0.964,0.8395
1000.0,5.0,0.65,0.17600000000000002,0.968,0.84
1000.0,5.0,0.65,0.178,0.969,0.852
1000.0,5.0,0.65,0.18,0.977,0.826
1000.0,5.0,0.65,0.182,0.964,0.831
1000.0,5.0,0.65,0.184,0.976,0.836
1000.0,5.0,0.65,0.186,0.98,0.835
1000.0,5.0,0.65,0.188,0.965,0.834
1000.0,5.0,0.65,0.19,0.964,0.8385
1000.0,5.0,0.65,0.192,0.967,0.84
1000.0,5.0,0.65,0.194,0.971,0.831
1000.0,5.0,0.65,0.196,0.97,0.8475
1000.0,5.0,0.65,0.198,0.978,0.8425
1000.0,5.0,0.7,0.002,0.0,0.8375
1000.0,5.0,0.7,0.004,0.0,0.842
1000.0,5.0,0.7,0.006,0.0,0.8245
1000.0,5.0,0.7,0.008,0.0,0.849
1000.0,5.0,0.7,0.01,0.0,0.833
1000.0,5.0,0.7,0.012,0.0,0.842
1000.0,5.0,0.7,0.014,0.0,0.827
1000.0,5.0,0.7,0.016,0.0,0.827
1000.0,5.0,0.7,0.018000000000000002,0.0,0.8335
1000.0,5.0,0.7,0.020000000000000004,0.001,0.833
1000.0,5.0,0.7,0.022,0.001,0.841
1000.0,5.0,0.7,0.024,0.005,0.834
1000.0,5.0,0.7,0.026000000000000002,0.015,0.8485
1000.0,5.0,0.7,0.028000000000000004,0.021,0.8485
1000.0,5.0,0.7,0.03,0.044,0.829
1000.0,5.0,0.7,0.032,0.055,0.834
1000.0,5.0,0.7,0.034,0.09,0.8265
1000.0,5.0,0.7,0.036000000000000004,0.114,0.85
1000.0,5.0,0.7,0.038000000000000006,0.173,0.831
1000.0,5.0,0.7,0.04,0.192,0.843
1000.0,5.0,0.7,0.042,0.224,0.8385
1000.0,5.0,0.7,0.044000000000000004,0.269,0.837
1000.0,5.0,0.7,0.046,0.348,0.8465
1000.0,5.0,0.7,0.048,0.379,0.8425
1000.0,5.0,0.7,0.05,0.399,0.8325
1000.0,5.0,0.7,0.052000000000000005,0.462,0.8425
1000.0,5.0,0.7,0.054000000000000006,0.483,0.844
1000.0,5.0,0.7,0.056,0.49,0.821
1000.0,5.0,0.7,0.058,0.571,0.8395
1000.0,5.0,0.7,0.060000000000000005,0.554,0.8495
1000.0,5.0,0.7,0.062,0.613,0.8185
1000.0,5.0,0.7,0.064,0.661,0.836
1000.0,5.0,0.7,0.066,0.664,0.8495
1000.0,5.0,0.7,0.068,0.698,0.8315
1000.0,5.0,0.7,0.07,0.725,0.835
1000.0,5.0,0.7,0.07200000000000001,0.752,0.8365
1000.0,5.0,0.7,0.07400000000000001,0.735,0.837
1000.0,5.0,0.7,0.076,0.739,0.8365
1000.0,5.0,0.7,0.078,0.792,0.843
1000.0,5.0,0.7,0.08,0.791,0.833
1000.0,5.0,0.7,0.082,0.795,0.837
1000.0,5.0,0.7,0.084,0.814,0.828
1000.0,5.0,0.7,0.08600000000000001,0.832,0.8185
1000.0,5.0,0.7,0.08800000000000001,0.825,0.831
1000.0,5.0,0.7,0.09,0.858,0.854
1000.0,5.0,0.7,0.092,0.852,0.8395
1000.0,5.0,0.7,0.094,0.87,0.8485
1000.0,5.0,0.7,0.096,0.884,0.855
1000.0,5.0,0.7,0.098,0.88,0.8425
1000.0,5.0,0.7,0.1,0.886,0.8435
1000.0,5.0,0.7,0.10200000000000001,0.887,0.8525
1000.0,5.0,0.7,0.10400000000000001,0.865,0.853
1000.0,5.0,0.7,0.10600000000000001,0.919,0.8605
1000.0,5.0,0.7,0.108,0.922,0.856
1000.0,5.0,0.7,0.11,0.918,0.844
1000.0,5.0,0.7,0.112,0.908,0.842
1000.0,5.0,0.7,0.114,0.921,0.845
1000.0,5.0,0.7,0.116,0.919,0.8515
1000.0,5.0,0.7,0.11800000000000001,0.923,0.8555
1000.0,5.0,0.7,0.12000000000000001,0.934,0.8425
1000.0,5.0,0.7,0.122,0.937,0.855
1000.0,5.0,0.7,0.124,0.93,0.8455
1000.0,5.0,0.7,0.126,0.925,0.858
1000.0,5.0,0.7,0.128,0.938,0.849
1000.0,5.0,0.7,0.13,0.94,0.8545
1000.0,5.0,0.7,0.132,0.935,0.8535
1000.0,5.0,0.7,0.134,0.934,0.848
1000.0,5.0,0.7,0.136,0.937,0.857
1000.0,5.0,0.7,0.138,0.938,0.8485
1000.0,5.0,0.7,0.14,0.942,0.857
1000.0,5.0,0.7,0.14200000000000002,0.945,0.845
1000.0,5.0,0.7,0.14400000000000002,0.941,0.85
1000.0,5.0,0.7,0.14600000000000002,0.956,0.8635
1000.0,5.0,0.7,0.148,0.953,0.862
1000.0,5.0,0.7,0.15,0.963,0.866
1000.0,5.0,0.7,0.152,0.958,0.8755
1000.0,5.0,0.7,0.154,0.963,0.872
1000.0,5.0,0.7,0.156,0.95,0.8565
1000.0,5.0,0.7,0.158,0.962,0.862
1000.0,5.0,0.7,0.16,0.964,0.8555
1000.0,5.0,0.7,0.162,0.954,0.856
1000.0,5.0,0.7,0.164,0.962,0.861
1000.0,5.0,0.7,0.166,0.957,0.8615
1000.0,5.0,0.7,0.168,0.96,0.869
1000.0,5.0,0.7,0.17,0.958,0.875
1000.0,5.0,0.7,0.17200000000000001,0.968,0.8695
1000.0,5.0,0.7,0.17400000000000002,0.967,0.866
1000.0,5.0,0.7,0.17600000000000002,0.962,0.874
1000.0,5.0,0.7,0.178,0.958,0.8705
1000.0,5.0,0.7,0.18,0.963,0.8705
1000.0,5.0,0.7,0.182,0.948,0.8675
1000.0,5.0,0.7,0.184,0.959,0.867
1000.0,5.0,0.7,0.186,0.961,0.86
1000.0,5.0,0.7,0.188,0.967,0.871
1000.0,5.0,0.7,0.19,0.97,0.868
1000.0,5.0,0.7,0.192,0.964,0.884
1000.0,5.0,0.7,0.194,0.969,0.881
1000.0,5.0,0.7,0.196,0.968,0.861
1000.0,5.0,0.7,0.198,0.965,0.872
1000.0,5.0,0.75,0.002,0.0,0.9015
1000.0,5.0,0.75,0.004,0.0,0.896
1000.0,5.0,0.75,0.006,0.0,0.891
1000.0,5.0,0.75,0.008,0.0,0.9
1000.0,5.0,0.75,0.01,0.0,0.905
1000.0,5.0,0.75,0.012,0.0,0.895
1000.0,5.0,0.75,0.014,0.0,0.9055
1000.0,5.0,0.75,0.016,0.0,0.8975
1000.0,5.0,0.75,0.018000000000000002,0.0,0.8955
1000.0,5.0,0.75,0.020000000000000004,0.0,0.895
1000.0,5.0,0.75,0.022,0.0,0.886
1000.0,5.0,0.75,0.024,0.002,0.898
1000.0,5.0,0.75,0.026000000000000002,0.002,0.8885
1000.0,5.0,0.75,0.028000000000000004,0.003,0.8895
1000.0,5.0,0.75,0.03,0.007,0.89
1000.0,5.0,0.75,0.032,0.021,0.8985
1000.0,5.0,0.75,0.034,0.035,0.902
1000.0,5.0,0.75,0.036000000000000004,0.064,0.902
1000.0,5.0,0.75,0.038000000000000006,0.068,0.8935
1000.0,5.0,0.75,0.04,0.101,0.901
1000.0,5.0,0.75,0.042,0.147,0.901
1000.0,5.0,0.75,0.044000000000000004,0.174,0.8945
1000.0,5.0,0.75,0.046,0.215,0.892
1000.0,5.0,0.75,0.048,0.23,0.892
1000.0,5.0,0.75,0.05,0.25,0.9045
1000.0,5.0,0.75,0.052000000000000005,0.309,0.897
1000.0,5.0,0.75,0.054000000000000006,0.36,0.904
1000.0,5.0,0.75,0.056,0.385,0.901
1000.0,5.0,0.75,0.058,0.43,0.889
1000.0,5.0,0.75,0.060000000000000005,0.468,0.895
1000.0,5.0,0.75,0.062,0.503,0.9045
1000.0,5.0,0.75,0.064,0.537,0.8925
1000.0,5.0,0.75,0.066,0.541,0.899
1000.0,5.0,0.75,0.068,0.574,0.889
1000.0,5.0,0.75,0.07,0.579,0.9
1000.0,5.0,0.75,0.07200000000000001,0.637,0.9125
1000.0,5.0,0.75,0.07400000000000001,0.669,0.8945
1000.0,5.0,0.75,0.076,0.675,0.9
1000.0,5.0,0.75,0.078,0.712,0.8895
1000.0,5.0,0.75,0.08,0.712,0.893
1000.0,5.0,0.75,0.082,0.73,0.8955
1000.0,5.0,0.75,0.084,0.74,0.8995
1000.0,5.0,0.75,0.08600000000000001,0.762,0.884
1000.0,5.0,0.75,0.08800000000000001,0.746,0.897
1000.0,5.0,0.75,0.09,0.773,0.905
1000.0,5.0,0.75,0.092,0.804,0.904
1000.0,5.0,0.75,0.094,0.819,0.897
1000.0,5.0,0.75,0.096,0.82,0.8825
1000.0,5.0,0.75,0.098,0.818,0.894
1000.0,5.0,0.75,0.1,0.826,0.899
1000.0,5.0,0.75,0.10200000000000001,0.851,0.886
1000.0,5.0,0.75,0.10400000000000001,0.827,0.8985
1000.0,5.0,0.75,0.10600000000000001,0.873,0.8855
1000.0,5.0,0.75,0.108,0.864,0.8955
1000.0,5.0,0.75,0.11,0.867,0.8925
1000.0,5.0,0.75,0.112,0.889,0.91
1000.0,5.0,0.75,0.114,0.879,0.8875
1000.0,5.0,0.75,0.116,0.898,0.902
1000.0,5.0,0.75,0.11800000000000001,0.899,0.8945
1000.0,5.0,0.75,0.12000000000000001,0.889,0.908
1000.0,5.0,0.75,0.122,0.908,0.913
1000.0,5.0,0.75,0.124,0.906,0.9005
1000.0,5.0,0.75,0.126,0.906,0.903
1000.0,5.0,0.75,0.128,0.916,0.888
1000.0,5.0,0.75,0.13,0.924,0.8905
1000.0,5.0,0.75,0.132,0.931,0.895
1000.0,5.0,0.75,0.134,0.929,0.894
1000.0,5.0,0.75,0.136,0.935,0.888
1000.0,5.0,0.75,0.138,0.932,0.8985
1000.0,5.0,0.75,0.14,0.944,0.903
1000.0,5.0,0.75,0.14200000000000002,0.949,0.8905
1000.0,5.0,0.75,0.14400000000000002,0.928,0.8985
1000.0,5.0,0.75,0.14600000000000002,0.947,0.8915
1000.0,5.0,0.75,0.148,0.936,0.903
1000.0,5.0,0.75,0.15,0.952,0.91
1000.0,5.0,0.75,0.152,0.935,0.904
1000.0,5.0,0.75,0.154,0.958,0.8995
1000.0,5.0,0.75,0.156,0.946,0.901
1000.0,5.0,0.75,0.158,0.939,0.897
1000.0,5.0,0.75,0.16,0.937,0.9105
1000.0,5.0,0.75,0.162,0.947,0.9045
1000.0,5.0,0.75,0.164,0.951,0.907
1000.0,5.0,0.75,0.166,0.927,0.883
1000.0,5.0,0.75,0.168,0.948,0.895
1000.0,5.0,0.75,0.17,0.955,0.8935
1000.0,5.0,0.75,0.17200000000000001,0.947,0.9075
1000.0,5.0,0.75,0.17400000000000002,0.946,0.904
1000.0,5.0,0.75,0.17600000000000002,0.952,0.898
1000.0,5.0,0.75,0.178,0.947,0.893
1000.0,5.0,0.75,0.18,0.961,0.8955
1000.0,5.0,0.75,0.182,0.97,0.9
1000.0,5.0,0.75,0.184,0.96,0.9015
1000.0,5.0,0.75,0.186,0.947,0.9015
1000.0,5.0,0.75,0.188,0.953,0.898
1000.0,5.0,0.75,0.19,0.972,0.8985
1000.0,5.0,0.75,0.192,0.961,0.897
1000.0,5.0,0.75,0.194,0.955,0.913
1000.0,5.0,0.75,0.196,0.97,0.8935
1000.0,5.0,0.75,0.198,0.964,0.894
1000.0,5.0,0.8,0.002,0.0,0.934
1000.0,5.0,0.8,0.004,0.0,0.9355
1000.0,5.0,0.8,0.006,0.0,0.9475
1000.0,5.0,0.8,0.008,0.0,0.942
1000.0,5.0,0.8,0.01,0.0,0.9405
1000.0,5.0,0.8,0.012,0.0,0.939
1000.0,5.0,0.8,0.014,0.0,0.9395
1000.0,5.0,0.8,0.016,0.0,0.951
1000.0,5.0,0.8,0.018000000000000002,0.0,0.9445
1000.0,5.0,0.8,0.020000000000000004,0.0,0.9495
1000.0,5.0,0.8,0.022,0.0,0.945
1000.0,5.0,0.8,0.024,0.002,0.9515
1000.0,5.0,0.8,0.026000000000000002,0.001,0.9555
1000.0,5.0,0.8,0.028000000000000004,0.001,0.944
1000.0,5.0,0.8,0.03,0.007,0.945
1000.0,5.0,0.8,0.032,0.008,0.933
1000.0,5.0,0.8,0.034,0.012,0.9405
1000.0,5.0,0.8,0.036000000000000004,0.04,0.93
1000.0,5.0,0.8,0.038000000000000006,0.05,0.946
1000.0,5.0,0.8,0.04,0.064,0.942
1000.0,5.0,0.8,0.042,0.086,0.9315
1000.0,5.0,0.8,0.044000000000000004,0.128,0.9375
1000.0,5.0,0.8,0.046,0.166,0.9495
1000.0,5.0,0.8,0.048,0.189,0.9405
1000.0,5.0,0.8,0.05,0.233,0.9475
