iterations,voters,mean,std,simple_majority,minority_decisive,minority_decisive_not_tyrannic,minority_tyranny,expert_tyranny,majority_correct,expert_correct
1000,7,0.9,0.15,0.005,0.995,0.995,0.007,0.005,0.982,0.958
1000,7,0.9,0.152,0.008,0.992,0.992,0.001,0,0.9865,0.9595
1000,7,0.9,0.154,0.017,0.983,0.983,0.004,0.003,0.979,0.954
1000,7,0.9,0.156,0.009,0.991,0.991,0.003,0.002,0.9805,0.97
1000,7,0.9,0.158,0.011,0.989,0.989,0.003,0.003,0.9815,0.9625
1000,7,0.9,0.16,0.006,0.994,0.994,0.003,0.003,0.984,0.9605
1000,7,0.9,0.162,0.006,0.994,0.994,0.005,0.002,0.9825,0.954
1000,7,0.9,0.164,0.006,0.994,0.994,0.008,0.005,0.9805,0.9555
1000,7,0.9,0.166,0.002,0.998,0.998,0.006,0.005,0.978,0.958
1000,7,0.9,0.168,0.005,0.995,0.995,0.001,0.001,0.9795,0.9545
1000,7,0.9,0.17,0.005,0.995,0.995,0.005,0.003,0.972,0.958
1000,7,0.9,0.172,0.004,0.996,0.996,0.004,0.004,0.9825,0.956
1000,7,0.9,0.174,0.002,0.998,0.998,0.01,0.007,0.98,0.962
1000,7,0.9,0.176,0.007,0.993,0.993,0.004,0.004,0.97,0.9585
1000,7,0.9,0.178,0.004,0.996,0.996,0.008,0.007,0.975,0.954
1000,7,0.9,0.18,0.005,0.995,0.995,0.006,0.005,0.9755,0.9605
1000,7,0.9,0.182,0.005,0.995,0.995,0.009,0.008,0.9795,0.965
1000,7,0.9,0.184,0.009,0.991,0.991,0.005,0.005,0.981,0.9575
1000,7,0.9,0.186,0.004,0.996,0.996,0.01,0.006,0.9775,0.958
1000,7,0.9,0.188,0.008,0.992,0.992,0.01,0.008,0.9745,0.957
1000,7,0.9,0.19,0.006,0.994,0.994,0.006,0.004,0.9745,0.9615
1000,7,0.9,0.192,0.008,0.992,0.992,0.01,0.008,0.9705,0.948
1000,7,0.9,0.194,0.003,0.997,0.997,0.007,0.005,0.9725,0.955
1000,7,0.9,0.196,0.003,0.997,0.997,0.007,0.004,0.9715,0.9565
1000,7,0.9,0.198,0.004,0.996,0.996,0.003,0.001,0.9735,0.955
1000,7,0.95,0.002,1,0,0,0,0,0.9995,0.949
1000,7,0.95,0.004,1,0,0,0,0,1,0.9635
1000,7,0.95,0.006,1,0,0,0,0,0.9995,0.96
1000,7,0.95,0.008,1,0,0,0,0,1,0.9665
1000,7,0.95,0.01,1,0,0,0,0,0.9995,0.9605
1000,7,0.95,0.012,0.998,0.002,0.002,0,0,1,0.966
1000,7,0.95,0.014,0.969,0.031,0.031,0,0,1,0.9635
1000,7,0.95,0.016,0.922,0.078,0.078,0,0,1,0.9655
1000,7,0.95,0.018,0.889,0.111,0.111,0,0,0.9995,0.974
1000,7,0.95,0.02,0.783,0.217,0.217,0,0,0.999,0.9745
1000,7,0.95,0.022,0.696,0.304,0.304,0,0,1,0.9805
1000,7,0.95,0.024,0.645,0.355,0.355,0,0,1,0.9745
1000,7,0.95,0.026,0.597,0.403,0.403,0,0,1,0.9785
1000,7,0.95,0.028,0.526,0.474,0.474,0,0,1,0.978
1000,7,0.95,0.03,0.438,0.562,0.562,0,0,1,0.978
1000,7,0.95,0.032,0.396,0.604,0.604,0,0,1,0.9805
1000,7,0.95,0.034,0.374,0.626,0.626,0,0,0.9995,0.9835
1000,7,0.95,0.036,0.333,0.667,0.667,0,0,1,0.981
1000,7,0.95,0.038,0.319,0.681,0.681,0,0,0.9995,0.9825
1000,7,0.95,0.04,0.256,0.744,0.744,0,0,0.9995,0.9855
1000,7,0.95,0.042,0.23,0.77,0.77,0,0,0.9995,0.982
1000,7,0.95,0.044,0.254,0.746,0.746,0,0,0.9995,0.98
1000,7,0.95,0.046,0.218,0.782,0.782,0,0,1,0.9835
1000,7,0.95,0.048,0.204,0.796,0.796,0,0,1,0.983
1000,7,0.95,0.05,0.197,0.803,0.803,0,0,1,0.985
1000,7,0.95,0.052,0.155,0.845,0.845,0,0,0.9995,0.984
1000,7,0.95,0.054,0.145,0.855,0.855,0,0,0.9985,0.981
1000,7,0.95,0.056,0.16,0.84,0.84,0,0,1,0.977
1000,7,0.95,0.058,0.144,0.856,0.856,0,0,0.9995,0.985
1000,7,0.95,0.06,0.136,0.864,0.864,0,0,0.9985,0.9805
1000,7,0.95,0.062,0.112,0.888,0.888,0,0,0.999,0.978
1000,7,0.95,0.064,0.105,0.895,0.895,0,0,0.9985,0.985
1000,7,0.95,0.066,0.1,0.9,0.9,0,0,0.998,0.9795
1000,7,0.95,0.068,0.115,0.885,0.885,0,0,0.9985,0.9795
1000,7,0.95,0.07,0.087,0.913,0.913,0,0,0.998,0.9775
1000,7,0.95,0.072,0.079,0.921,0.921,0,0,0.9985,0.978
1000,7,0.95,0.074,0.081,0.919,0.919,0,0,0.998,0.977
1000,7,0.95,0.076,0.068,0.932,0.932,0,0,0.998,0.984
1000,7,0.95,0.078,0.069,0.931,0.931,0,0,0.9975,0.9805
1000,7,0.95,0.08,0.065,0.935,0.935,0.001,0.001,0.999,0.9815
1000,7,0.95,0.082,0.06,0.94,0.94,0.001,0.001,0.998,0.9845
1000,7,0.95,0.084,0.06,0.94,0.94,0,0,0.996,0.9775
1000,7,0.95,0.086,0.055,0.945,0.945,0,0,0.9975,0.9795
1000,7,0.95,0.088,0.066,0.934,0.934,0,0,0.9995,0.9775
1000,7,0.95,0.09,0.05,0.95,0.95,0,0,0.998,0.9785
1000,7,0.95,0.092,0.064,0.936,0.936,0,0,0.998,0.9795
1000,7,0.95,0.094,0.061,0.939,0.939,0,0,0.998,0.98
1000,7,0.95,0.096,0.053,0.947,0.947,0,0,0.997,0.979
1000,7,0.95,0.098,0.037,0.963,0.963,0,0,0.996,0.9735
1000,7,0.95,0.1,0.038,0.962,0.962,0,0,0.999,0.979
1000,7,0.95,0.102,0.026,0.974,0.974,0,0,0.9945,0.98
1000,7,0.95,0.104,0.04,0.96,0.96,0,0,0.997,0.9775
1000,7,0.95,0.106,0.035,0.965,0.965,0,0,0.996,0.968
1000,7,0.95,0.108,0.032,0.968,0.968,0,0,0.993,0.9705
1000,7,0.95,0.11,0.034,0.966,0.966,0,0,0.996,0.978
1000,7,0.95,0.112,0.026,0.974,0.974,0,0,0.995,0.981
1000,7,0.95,0.114,0.038,0.962,0.962,0.001,0.001,0.996,0.973
1000,7,0.95,0.116,0.029,0.971,0.971,0,0,0.995,0.977
1000,7,0.95,0.118,0.031,0.969,0.969,0,0,0.9955,0.9755
1000,7,0.95,0.12,0.02,0.98,0.98,0,0,0.9965,0.9795
1000,7,0.95,0.122,0.023,0.977,0.977,0,0,0.9915,0.9695
1000,7,0.95,0.124,0.028,0.972,0.972,0,0,0.9935,0.977
1000,7,0.95,0.126,0.016,0.984,0.984,0,0,0.9935,0.971
1000,7,0.95,0.128,0.024,0.976,0.976,0.002,0.001,0.996,0.983
1000,7,0.95,0.13,0.024,0.976,0.976,0,0,0.993,0.972
1000,7,0.95,0.132,0.015,0.985,0.985,0,0,0.996,0.9695
1000,7,0.95,0.134,0.014,0.986,0.986,0.001,0.001,0.993,0.981
1000,7,0.95,0.136,0.019,0.981,0.981,0,0,0.9945,0.9755
1000,7,0.95,0.138,0.014,0.986,0.986,0.002,0.002,0.9955,0.9645
1000,7,0.95,0.14,0.018,0.982,0.982,0,0,0.992,0.971
1000,7,0.95,0.142,0.014,0.986,0.986,0.001,0.001,0.9945,0.973
1000,7,0.95,0.144,0.014,0.986,0.986,0,0,0.993,0.9755
1000,7,0.95,0.146,0.019,0.981,0.981,0.001,0,0.9925,0.9735
1000,7,0.95,0.148,0.011,0.989,0.989,0.003,0.002,0.994,0.972
1000,7,0.95,0.15,0.012,0.988,0.988,0,0,0.9895,0.9675
1000,7,0.95,0.152,0.01,0.99,0.99,0,0,0.989,0.9675
1000,7,0.95,0.154,0.015,0.985,0.985,0,0,0.992,0.975
1000,7,0.95,0.156,0.012,0.988,0.988,0,0,0.9915,0.9755
1000,7,0.95,0.158,0.005,0.995,0.995,0.003,0.001,0.9885,0.972
1000,7,0.95,0.16,0.009,0.991,0.991,0.002,0.001,0.988,0.969
1000,7,0.95,0.162,0.013,0.987,0.987,0.003,0.002,0.99,0.973
1000,7,0.95,0.164,0.011,0.989,0.989,0.002,0.001,0.987,0.9685
1000,7,0.95,0.166,0.009,0.991,0.991,0,0,0.982,0.9695
1000,7,0.95,0.168,0.008,0.992,0.992,0.003,0.003,0.988,0.9595
1000,7,0.95,0.17,0.012,0.988,0.988,0.001,0.001,0.99,0.9645
1000,7,0.95,0.172,0.013,0.987,0.987,0.001,0.001,0.989,0.9685
1000,7,0.95,0.174,0.008,0.992,0.992,0.004,0.003,0.99,0.968
1000,7,0.95,0.176,0.013,0.987,0.987,0,0,0.9865,0.968
1000,7,0.95,0.178,0.003,0.997,0.997,0.003,0.002,0.9875,0.9645
1000,7,0.95,0.18,0.008,0.992,0.992,0.003,0.003,0.977,0.9605
1000,7,0.95,0.182,0.005,0.995,0.995,0.002,0,0.984,0.969
1000,7,0.95,0.184,0.011,0.989,0.989,0,0,0.9835,0.9675
1000,7,0.95,0.186,0.006,0.994,0.994,0.007,0.004,0.9855,0.967
1000,7,0.95,0.188,0.011,0.989,0.989,0.003,0.003,0.9785,0.959
1000,7,0.95,0.19,0.005,0.995,0.995,0.003,0.003,0.9845,0.957
1000,7,0.95,0.192,0.004,0.996,0.996,0.004,0.003,0.982,0.967
1000,7,0.95,0.194,0.004,0.996,0.996,0.008,0.007,0.9835,0.9665
1000,7,0.95,0.196,0.003,0.997,0.997,0.003,0.001,0.981,0.969
1000,7,0.95,0.198,0.004,0.996,0.996,0.006,0.005,0.9745,0.9635
1000,9,0.55,0.002,1,0,0,0,0,0.633,0.569
1000,9,0.55,0.004,0.999,0.001,0.001,0,0,0.6225,0.5605
1000,9,0.55,0.006,0.848,0.152,0.152,0,0,0.631,0.56
1000,9,0.55,0.008,0.455,0.545,0.545,0,0,0.6395,0.565
1000,9,0.55,0.01,0.185,0.815,0.815,0,0,0.603,0.5705
1000,9,0.55,0.012,0.081,0.919,0.919,0,0,0.619,0.5735
1000,9,0.55,0.014,0.043,0.957,0.957,0,0,0.6185,0.579
1000,9,0.55,0.016,0.016,0.984,0.984,0,0,0.6425,0.569
1000,9,0.55,0.018,0.007,0.993,0.993,0.001,0,0.603,0.5555
1000,9,0.55,0.02,0.008,0.992,0.992,0.006,0,0.631,0.5805
1000,9,0.55,0.022,0.004,0.996,0.996,0.019,0,0.636,0.584
1000,9,0.55,0.024,0.001,0.999,0.999,0.019,0,0.6425,0.5925
1000,9,0.55,0.026,0.002,0.998,0.998,0.028,0,0.6145,0.5825
1000,9,0.55,0.028,0,1,1,0.042,0,0.64,0.611
1000,9,0.55,0.03,0,1,1,0.039,0,0.6155,0.609
1000,9,0.55,0.032,0,1,1,0.062,0,0.6275,0.614
1000,9,0.55,0.034,0,1,1,0.065,0,0.6405,0.592
1000,9,0.55,0.036,0,1,1,0.077,0,0.643,0.6045
1000,9,0.55,0.038,0,1,1,0.079,0,0.639,0.5875
1000,9,0.55,0.04,0,1,1,0.114,0,0.647,0.588
1000,9,0.55,0.042,0,1,1,0.13,0,0.6235,0.615
1000,9,0.55,0.044,0,1,1,0.119,0,0.646,0.6405
1000,9,0.55,0.046,0.001,0.999,0.999,0.116,0,0.641,0.6255
1000,9,0.55,0.048,0,1,1,0.152,0.001,0.649,0.6075
1000,9,0.55,0.05,0,1,1,0.145,0,0.655,0.6325
1000,9,0.55,0.052,0,1,1,0.155,0,0.654,0.623
1000,9,0.55,0.054,0,1,1,0.16,0,0.673,0.619
1000,9,0.55,0.056,0,1,1,0.162,0,0.6695,0.644
1000,9,0.55,0.058,0,1,1,0.158,0,0.677,0.6295
1000,9,0.55,0.06,0,1,1,0.162,0,0.6775,0.6465
1000,9,0.55,0.062,0,1,1,0.169,0,0.6705,0.646
1000,9,0.55,0.064,0,1,1,0.168,0,0.682,0.6675
1000,9,0.55,0.066,0,1,1,0.185,0.001,0.6785,0.6525
1000,9,0.55,0.068,0,1,1,0.185,0,0.6735,0.657
1000,9,0.55,0.07,0,1,1,0.188,0,0.6785,0.673
1000,9,0.55,0.072,0,1,1,0.185,0,0.711,0.681
1000,9,0.55,0.074,0,1,1,0.183,0.003,0.672,0.665
1000,9,0.55,0.076,0,1,1,0.173,0.002,0.7025,0.672
1000,9,0.55,0.078,0,1,1,0.2,0,0.707,0.7
1000,9,0.55,0.08,0,1,1,0.192,0,0.718,0.6615
1000,9,0.55,0.082,0,1,1,0.196,0.001,0.6895,0.6735
1000,9,0.55,0.084,0,1,1,0.198,0.001,0.7155,0.676
1000,9,0.55,0.086,0,1,1,0.21,0.001,0.691,0.6795
1000,9,0.55,0.088,0,1,1,0.227,0.001,0.7155,0.7055
1000,9,0.55,0.09,0,1,1,0.205,0.001,0.719,0.6805
1000,9,0.55,0.092,0,1,1,0.205,0.001,0.7145,0.6995
1000,9,0.55,0.094,0,1,1,0.192,0.005,0.7355,0.697
1000,9,0.55,0.096,0,1,1,0.218,0.002,0.724,0.7085
1000,9,0.55,0.098,0,1,1,0.228,0.002,0.733,0.7265
1000,9,0.55,0.1,0,1,1,0.25,0.002,0.736,0.7165
1000,9,0.55,0.102,0,1,1,0.226,0,0.729,0.731
1000,9,0.55,0.104,0,1,1,0.221,0.003,0.7565,0.7405
1000,9,0.55,0.106,0,1,1,0.239,0.003,0.7595,0.7445
1000,9,0.55,0.108,0,1,1,0.231,0.006,0.7515,0.731
1000,9,0.55,0.11,0,1,1,0.248,0.001,0.752,0.7285
1000,9,0.55,0.112,0,1,1,0.218,0.005,0.745,0.7405
1000,9,0.55,0.114,0,1,1,0.233,0.006,0.7475,0.738
1000,9,0.55,0.116,0,1,1,0.234,0.002,0.7615,0.753
1000,9,0.55,0.118,0,1,1,0.226,0.004,0.761,0.7705
1000,9,0.55,0.12,0,1,1,0.233,0.004,0.764,0.7485
1000,9,0.55,0.122,0,1,1,0.239,0.005,0.7645,0.7555
1000,9,0.55,0.124,0,1,1,0.237,0.002,0.7725,0.7555
1000,9,0.55,0.126,0,1,1,0.25,0.01,0.773,0.7805
1000,9,0.55,0.128,0,1,1,0.222,0.008,0.7945,0.7815
1000,9,0.55,0.13,0,1,1,0.224,0.009,0.768,0.766
1000,9,0.55,0.132,0,1,1,0.229,0.003,0.7805,0.7775
1000,9,0.55,0.134,0,1,1,0.291,0.012,0.7805,0.7835
1000,9,0.55,0.136,0,1,1,0.272,0.01,0.771,0.764
1000,9,0.55,0.138,0,1,1,0.245,0.006,0.7895,0.7885
1000,9,0.55,0.14,0,1,1,0.282,0.008,0.795,0.7935
1000,9,0.55,0.142,0,1,1,0.245,0.006,0.803,0.798
1000,9,0.55,0.144,0,1,1,0.249,0.011,0.809,0.788
1000,9,0.55,0.146,0,1,1,0.267,0.01,0.8055,0.786
1000,9,0.55,0.148,0,1,1,0.244,0.014,0.803,0.797
1000,9,0.55,0.15,0,1,1,0.272,0.012,0.7965,0.803
1000,9,0.55,0.152,0,1,1,0.28,0.012,0.809,0.8105
1000,9,0.55,0.154,0,1,1,0.281,0.016,0.8275,0.819
1000,9,0.55,0.156,0,1,1,0.259,0.015,0.82,0.7965
1000,9,0.55,0.158,0,1,1,0.274,0.011,0.82,0.8165
1000,9,0.55,0.16,0,1,1,0.277,0.013,0.8185,0.8
1000,9,0.55,0.162,0,1,1,0.288,0.02,0.8105,0.8155
1000,9,0.55,0.164,0,1,1,0.256,0.014,0.817,0.8155
1000,9,0.55,0.166,0,1,1,0.253,0.016,0.818,0.829
1000,9,0.55,0.168,0,1,1,0.273,0.022,0.8325,0.827
1000,9,0.55,0.17,0,1,1,0.277,0.019,0.818,0.839
1000,9,0.55,0.172,0,1,1,0.286,0.014,0.8355,0.8345
1000,9,0.55,0.174,0,1,1,0.273,0.018,0.8355,0.8475
1000,9,0.55,0.176,0,1,1,0.274,0.02,0.843,0.839
1000,9,0.55,0.178,0,1,1,0.268,0.016,0.8445,0.835
1000,9,0.55,0.18,0,1,1,0.326,0.015,0.825,0.8445
1000,9,0.55,0.182,0,1,1,0.295,0.021,0.847,0.8465
1000,9,0.55,0.184,0,1,1,0.335,0.024,0.8395,0.844
1000,9,0.55,0.186,0,1,1,0.297,0.017,0.853,0.8505
1000,9,0.55,0.188,0,1,1,0.287,0.011,0.859,0.858
1000,9,0.55,0.19,0,1,1,0.277,0.019,0.847,0.853
1000,9,0.55,0.192,0,1,1,0.273,0.018,0.857,0.8545
1000,9,0.55,0.194,0,1,1,0.299,0.023,0.855,0.861
1000,9,0.55,0.196,0,1,1,0.275,0.021,0.86,0.861
1000,9,0.55,0.198,0,1,1,0.301,0.013,0.859,0.871
1000,9,0.6,0.002,1,0,0,0,0,0.737,0.609
1000,9,0.6,0.004,1,0,0,0,0,0.7305,0.605
1000,9,0.6,0.006,1,0,0,0,0,0.726,0.6065
1000,9,0.6,0.008,0.995,0.005,0.005,0,0,0.7365,0.6235
1000,9,0.6,0.01,0.952,0.048,0.048,0,0,0.7365,0.6265
1000,9,0.6,0.012,0.824,0.176,0.176,0,0,0.7225,0.6365
1000,9,0.6,0.014,0.595,0.405,0.405,0,0,0.7305,0.616
1000,9,0.6,0.016,0.418,0.582,0.582,0,0,0.734,0.6095
1000,9,0.6,0.018,0.295,0.705,0.705,0,0,0.7395,0.6225
1000,9,0.6,0.02,0.176,0.824,0.824,0,0,0.7565,0.6085
1000,9,0.6,0.022,0.121,0.879,0.879,0,0,0.734,0.6425
1000,9,0.6,0.024,0.072,0.928,0.928,0,0,0.7355,0.635
1000,9,0.6,0.026,0.062,0.938,0.938,0,0,0.7235,0.6505
1000,9,0.6,0.028,0.029,0.971,0.971,0,0,0.736,0.641
1000,9,0.6,0.03,0.021,0.979,0.979,0,0,0.7405,0.636
1000,9,0.6,0.032,0.015,0.985,0.985,0.001,0,0.721,0.6685
1000,9,0.6,0.034,0.008,0.992,0.992,0.003,0,0.7375,0.659
1000,9,0.6,0.036,0.006,0.994,0.994,0,0,0.7305,0.643
1000,9,0.6,0.038,0.004,0.996,0.996,0.005,0,0.7275,0.6635
1000,9,0.6,0.04,0.003,0.997,0.997,0.005,0,0.7395,0.6625
1000,9,0.6,0.042,0.002,0.998,0.998,0.005,0,0.7335,0.6695
1000,9,0.6,0.044,0.001,0.999,0.999,0.005,0,0.731,0.664
1000,9,0.6,0.046,0.001,0.999,0.999,0.013,0,0.72,0.655
1000,9,0.6,0.048,0,1,1,0.022,0,0.739,0.684
1000,9,0.6,0.05,0,1,1,0.028,0,0.724,0.6745
1000,9,0.6,0.052,0.001,0.999,0.999,0.038,0,0.734,0.679
1000,9,0.6,0.054,0.002,0.998,0.998,0.051,0,0.7135,0.6985
1000,9,0.6,0.056,0.001,0.999,0.999,0.052,0,0.7535,0.6945
1000,9,0.6,0.058,0.001,0.999,0.999,0.045,0,0.7395,0.665
1000,9,0.6,0.06,0,1,1,0.062,0,0.749,0.702
1000,9,0.6,0.062,0.001,0.999,0.999,0.068,0,0.7615,0.692
1000,9,0.6,0.064,0.001,0.999,0.999,0.068,0,0.762,0.6965
1000,9,0.6,0.066,0,1,1,0.07,0,0.7605,0.7015
1000,9,0.6,0.068,0,1,1,0.077,0,0.751,0.7245
1000,9,0.6,0.07,0,1,1,0.08,0,0.7555,0.702
1000,9,0.6,0.072,0,1,1,0.105,0,0.7615,0.699
1000,9,0.6,0.074,0,1,1,0.095,0,0.7565,0.713
1000,9,0.6,0.076,0.001,0.999,0.999,0.106,0.002,0.753,0.7215
1000,9,0.6,0.078,0,1,1,0.115,0,0.7635,0.7285
1000,9,0.6,0.08,0.002,0.998,0.998,0.118,0.001,0.768,0.725
1000,9,0.6,0.082,0,1,1,0.124,0,0.7615,0.719
1000,9,0.6,0.084,0,1,1,0.111,0,0.7585,0.7265
1000,9,0.6,0.086,0,1,1,0.122,0,0.777,0.7415
1000,9,0.6,0.088,0,1,1,0.135,0.001,0.7705,0.741
1000,9,0.6,0.09,0,1,1,0.117,0,0.765,0.7345
1000,9,0.6,0.092,0,1,1,0.119,0.002,0.769,0.7315
1000,9,0.6,0.094,0,1,1,0.147,0.003,0.7935,0.7575
1000,9,0.6,0.096,0,1,1,0.137,0.003,0.7825,0.7545
1000,9,0.6,0.098,0,1,1,0.146,0.002,0.793,0.77
1000,9,0.6,0.1,0,1,1,0.136,0,0.795,0.7595
1000,9,0.6,0.102,0,1,1,0.164,0.002,0.791,0.7615
1000,9,0.6,0.104,0,1,1,0.146,0.002,0.786,0.7645
1000,9,0.6,0.106,0,1,1,0.178,0.003,0.7885,0.7605
1000,9,0.6,0.108,0,1,1,0.174,0.005,0.792,0.776
1000,9,0.6,0.11,0,1,1,0.178,0.002,0.809,0.7825
1000,9,0.6,0.112,0,1,1,0.174,0.004,0.8035,0.765
1000,9,0.6,0.114,0,1,1,0.165,0.002,0.8265,0.7935
1000,9,0.6,0.116,0,1,1,0.171,0.002,0.8085,0.7845
1000,9,0.6,0.118,0,1,1,0.196,0.004,0.824,0.7985
1000,9,0.6,0.12,0,1,1,0.187,0.003,0.801,0.7955
1000,9,0.6,0.122,0,1,1,0.199,0.006,0.807,0.805
1000,9,0.6,0.124,0,1,1,0.194,0.003,0.819,0.798
1000,9,0.6,0.126,0,1,1,0.201,0.006,0.8205,0.7795
1000,9,0.6,0.128,0,1,1,0.193,0.005,0.816,0.797
1000,9,0.6,0.13,0,1,1,0.208,0.003,0.8315,0.813
1000,9,0.6,0.132,0,1,1,0.204,0.009,0.8315,0.794
1000,9,0.6,0.134,0,1,1,0.207,0.008,0.829,0.8165
1000,9,0.6,0.136,0,1,1,0.202,0.006,0.831,0.808
1000,9,0.6,0.138,0,1,1,0.216,0.008,0.828,0.8125
1000,9,0.6,0.14,0.001,0.999,0.999,0.229,0.007,0.826,0.8195
1000,9,0.6,0.142,0,1,1,0.215,0.007,0.838,0.8345
1000,9,0.6,0.144,0,1,1,0.213,0.011,0.8395,0.8115
1000,9,0.6,0.146,0,1,1,0.227,0.007,0.8415,0.845
1000,9,0.6,0.148,0,1,1,0.211,0.006,0.8425,0.816
1000,9,0.6,0.15,0,1,1,0.201,0.008,0.854,0.8515
1000,9,0.6,0.152,0,1,1,0.211,0.009,0.8455,0.8295
1000,9,0.6,0.154,0,1,1,0.227,0.009,0.853,0.8405
1000,9,0.6,0.156,0,1,1,0.221,0.016,0.877,0.841
1000,9,0.6,0.158,0,1,1,0.254,0.016,0.8615,0.85
1000,9,0.6,0.16,0,1,1,0.253,0.014,0.858,0.852
1000,9,0.6,0.162,0,1,1,0.23,0.016,0.858,0.8555
1000,9,0.6,0.164,0,1,1,0.223,0.016,0.855,0.8445
1000,9,0.6,0.166,0,1,1,0.241,0.008,0.865,0.866
1000,9,0.6,0.168,0,1,1,0.262,0.008,0.8685,0.8495
1000,9,0.6,0.17,0,1,1,0.257,0.014,0.8685,0.8645
1000,9,0.6,0.172,0,1,1,0.254,0.012,0.8665,0.857
1000,9,0.6,0.174,0.001,0.999,0.999,0.228,0.008,0.882,0.8675
1000,9,0.6,0.176,0,1,1,0.239,0.006,0.875,0.852
1000,9,0.6,0.178,0,1,1,0.262,0.012,0.887,0.8635
1000,9,0.6,0.18,0,1,1,0.252,0.01,0.871,0.8515
1000,9,0.6,0.182,0,1,1,0.227,0.012,0.863,0.8755
1000,9,0.6,0.184,0,1,1,0.263,0.014,0.885,0.8535
1000,9,0.6,0.186,0,1,1,0.249,0.014,0.8765,0.8715
1000,9,0.6,0.188,0,1,1,0.235,0.012,0.899,0.876
1000,9,0.6,0.19,0,1,1,0.271,0.02,0.887,0.889
1000,9,0.6,0.192,0,1,1,0.285,0.014,0.8805,0.894
1000,9,0.6,0.194,0,1,1,0.267,0.015,0.875,0.881
1000,9,0.6,0.196,0,1,1,0.268,0.02,0.883,0.889
1000,9,0.6,0.198,0,1,1,0.26,0.015,0.8905,0.8775
1000,9,0.65,0.002,1,0,0,0,0,0.8285,0.634
1000,9,0.65,0.004,1,0,0,0,0,0.832,0.653
1000,9,0.65,0.006,1,0,0,0,0,0.8405,0.642
1000,9,0.65,0.008,1,0,0,0,0,0.821,0.672
1000,9,0.65,0.01,0.998,0.002,0.002,0,0,0.825,0.673
1000,9,0.65,0.012,0.997,0.003,0.003,0,0,0.839,0.688
1000,9,0.65,0.014,0.972,0.028,0.028,0,0,0.8335,0.6885
1000,9,0.65,0.016,0.89,0.11,0.11,0,0,0.835,0.6665
1000,9,0.65,0.018,0.753,0.247,0.247,0,0,0.8145,0.6875
1000,9,0.65,0.02,0.632,0.368,0.368,0,0,0.8275,0.6795
1000,9,0.65,0.022,0.494,0.506,0.506,0,0,0.8345,0.667
1000,9,0.65,0.024,0.387,0.613,0.613,0,0,0.83,0.695
1000,9,0.65,0.026,0.251,0.749,0.749,0,0,0.8275,0.6885
1000,9,0.65,0.028,0.218,0.782,0.782,0,0,0.8275,0.701
1000,9,0.65,0.03,0.144,0.856,0.856,0,0,0.843,0.685
1000,9,0.65,0.032,0.098,0.902,0.902,0,0,0.838,0.7
1000,9,0.65,0.034,0.091,0.909,0.909,0,0,0.8175,0.7015
1000,9,0.65,0.036,0.069,0.931,0.931,0,0,0.8365,0.6925
1000,9,0.65,0.038,0.041,0.959,0.959,0,0,0.833,0.714
1000,9,0.65,0.04,0.038,0.962,0.962,0,0,0.8305,0.708
1000,9,0.65,0.042,0.024,0.976,0.976,0,0,0.828,0.697
1000,9,0.65,0.044,0.017,0.983,0.983,0,0,0.823,0.719
1000,9,0.65,0.046,0.006,0.994,0.994,0,0,0.8335,0.711
1000,9,0.65,0.048,0.007,0.993,0.993,0,0,0.8265,0.742
1000,9,0.65,0.05,0.009,0.991,0.991,0.001,0,0.827,0.726
1000,9,0.65,0.052,0.007,0.993,0.993,0.002,0,0.8295,0.7245
1000,9,0.65,0.054,0.006,0.994,0.994,0,0,0.822,0.722
1000,9,0.65,0.056,0.01,0.99,0.99,0.004,0,0.8315,0.7355
1000,9,0.65,0.058,0,1,1,0.003,0,0.851,0.75
1000,9,0.65,0.06,0.001,0.999,0.999,0.007,0,0.8365,0.7485
1000,9,0.65,0.062,0.001,0.999,0.999,0.01,0,0.8245,0.7335
1000,9,0.65,0.064,0.001,0.999,0.999,0.005,0,0.8375,0.724
1000,9,0.65,0.066,0.003,0.997,0.997,0.014,0,0.8425,0.747
1000,9,0.65,0.068,0.005,0.995,0.995,0.022,0,0.8235,0.75
1000,9,0.65,0.07,0.001,0.999,0.999,0.01,0,0.825,0.7505
1000,9,0.65,0.072,0,1,1,0.023,0,0.8305,0.752
1000,9,0.65,0.074,0.003,0.997,0.997,0.032,0,0.834,0.7515
1000,9,0.65,0.076,0.001,0.999,0.999,0.024,0,0.856,0.772
1000,9,0.65,0.078,0,1,1,0.036,0,0.8255,0.7615
1000,9,0.65,0.08,0,1,1,0.038,0,0.8495,0.7665
1000,9,0.65,0.082,0,1,1,0.047,0,0.8375,0.761
1000,9,0.65,0.084,0,1,1,0.043,0,0.8405,0.781
1000,9,0.65,0.086,0.001,0.999,0.999,0.052,0,0.8315,0.776
1000,9,0.65,0.088,0,1,1,0.04,0,0.846,0.7985
1000,9,0.65,0.09,0.002,0.998,0.998,0.063,0,0.8415,0.7915
1000,9,0.65,0.092,0.001,0.999,0.999,0.078,0.001,0.8345,0.788
1000,9,0.65,0.094,0,1,1,0.077,0,0.856,0.7975
1000,9,0.65,0.096,0,1,1,0.079,0.002,0.831,0.8065
1000,9,0.65,0.098,0,1,1,0.068,0,0.8355,0.7835
1000,9,0.65,0.1,0.001,0.999,0.999,0.086,0.001,0.8445,0.8045
1000,9,0.65,0.102,0,1,1,0.077,0,0.852,0.7895
