iterations,voters,mean,std,simple_majority,minority_decisive,minority_decisive_not_tyrannic,minority_tyranny,expert_tyranny,majority_correct,expert_correct
1000,5,0.95,0.036,0.684,0.316,0.316,0.001,0.001,0.999,0.9815
1000,5,0.95,0.038,0.64,0.36,0.36,0,0,0.9995,0.975
1000,5,0.95,0.04,0.642,0.358,0.358,0,0,0.999,0.979
1000,5,0.95,0.042,0.632,0.368,0.368,0.001,0.001,0.998,0.9795
1000,5,0.95,0.044,0.608,0.392,0.392,0.001,0.001,0.996,0.978
1000,5,0.95,0.046,0.614,0.386,0.386,0.002,0.002,0.9965,0.974
1000,5,0.95,0.048,0.553,0.447,0.447,0,0,0.9985,0.98
1000,5,0.95,0.05,0.569,0.431,0.431,0,0,0.998,0.9745
1000,5,0.95,0.052,0.542,0.458,0.458,0,0,0.9985,0.9745
1000,5,0.95,0.054,0.511,0.489,0.489,0.002,0.002,0.9955,0.972
1000,5,0.95,0.056,0.5,0.5,0.5,0.001,0.001,0.9965,0.971
1000,5,0.95,0.058,0.471,0.529,0.529,0.003,0.003,0.9965,0.9825
1000,5,0.95,0.06,0.477,0.523,0.523,0,0,0.998,0.979
1000,5,0.95,0.062,0.457,0.543,0.543,0.001,0.001,0.996,0.9745
1000,5,0.95,0.064,0.431,0.569,0.569,0.002,0.002,0.996,0.98
1000,5,0.95,0.066,0.415,0.585,0.585,0.001,0.001,0.997,0.9755
1000,5,0.95,0.068,0.436,0.564,0.564,0.003,0.003,0.998,0.9735
1000,5,0.95,0.07,0.417,0.583,0.583,0,0,0.9955,0.9735
1000,5,0.95,0.072,0.387,0.613,0.613,0,0,0.996,0.974
1000,5,0.95,0.074,0.389,0.611,0.611,0.001,0.001,0.995,0.97
1000,5,0.95,0.076,0.389,0.611,0.611,0.006,0.006,0.995,0.9745
1000,5,0.95,0.078,0.363,0.637,0.637,0.005,0.005,0.993,0.9795
1000,5,0.95,0.08,0.358,0.642,0.642,0.002,0.002,0.994,0.9655
1000,5,0.95,0.082,0.388,0.612,0.612,0.001,0.001,0.992,0.9755
1000,5,0.95,0.084,0.33,0.67,0.67,0.006,0.006,0.9945,0.974
1000,5,0.95,0.086,0.315,0.685,0.685,0.001,0.001,0.9955,0.9655
1000,5,0.95,0.088,0.29,0.71,0.71,0.002,0.002,0.994,0.965
1000,5,0.95,0.09,0.308,0.692,0.692,0.001,0.001,0.9915,0.9735
1000,5,0.95,0.092,0.333,0.667,0.667,0.007,0.007,0.993,0.9635
1000,5,0.95,0.094,0.287,0.713,0.713,0.004,0.004,0.994,0.9735
1000,5,0.95,0.096,0.296,0.704,0.704,0.002,0.002,0.989,0.9715
1000,5,0.95,0.098,0.288,0.712,0.712,0.004,0.004,0.9945,0.9675
1000,5,0.95,0.1,0.256,0.744,0.744,0.004,0.004,0.9915,0.9705
1000,5,0.95,0.102,0.278,0.722,0.722,0.008,0.008,0.993,0.9755
1000,5,0.95,0.104,0.236,0.764,0.764,0.005,0.005,0.9875,0.97
1000,5,0.95,0.106,0.244,0.756,0.756,0.006,0.006,0.988,0.9665
1000,5,0.95,0.108,0.236,0.764,0.764,0.007,0.007,0.992,0.9665
1000,5,0.95,0.11,0.257,0.743,0.743,0.006,0.006,0.9885,0.9675
1000,5,0.95,0.112,0.216,0.784,0.784,0.006,0.006,0.9885,0.96
1000,5,0.95,0.114,0.236,0.764,0.764,0.008,0.008,0.987,0.963
1000,5,0.95,0.116,0.234,0.766,0.766,0.009,0.009,0.987,0.9675
1000,5,0.95,0.118,0.224,0.776,0.776,0.004,0.004,0.9875,0.9635
1000,5,0.95,0.12,0.19,0.81,0.81,0.009,0.009,0.984,0.966
1000,5,0.95,0.122,0.182,0.818,0.818,0.009,0.009,0.987,0.9655
1000,5,0.95,0.124,0.203,0.797,0.797,0.009,0.009,0.987,0.965
1000,5,0.95,0.126,0.197,0.803,0.803,0.005,0.005,0.9905,0.9685
1000,5,0.95,0.128,0.194,0.806,0.806,0.009,0.009,0.9885,0.958
1000,5,0.95,0.13,0.174,0.826,0.826,0.017,0.017,0.9785,0.959
1000,5,0.95,0.132,0.182,0.818,0.818,0.016,0.016,0.9835,0.9615
1000,5,0.95,0.134,0.191,0.809,0.809,0.019,0.019,0.988,0.965
1000,5,0.95,0.136,0.144,0.856,0.856,0.014,0.014,0.981,0.9615
1000,5,0.95,0.138,0.17,0.83,0.83,0.015,0.015,0.985,0.9615
1000,5,0.95,0.14,0.172,0.828,0.828,0.016,0.016,0.981,0.9555
1000,5,0.95,0.142,0.165,0.835,0.835,0.013,0.013,0.9805,0.961
1000,5,0.95,0.144,0.143,0.857,0.857,0.024,0.024,0.9785,0.9655
1000,5,0.95,0.146,0.148,0.852,0.852,0.024,0.024,0.9815,0.963
1000,5,0.95,0.148,0.134,0.866,0.866,0.017,0.017,0.9755,0.972
1000,5,0.95,0.15,0.141,0.859,0.859,0.018,0.018,0.982,0.96
1000,5,0.95,0.152,0.134,0.866,0.866,0.014,0.014,0.9825,0.9635
1000,5,0.95,0.154,0.15,0.85,0.85,0.017,0.017,0.979,0.962
1000,5,0.95,0.156,0.144,0.856,0.856,0.02,0.02,0.979,0.9675
1000,5,0.95,0.158,0.144,0.856,0.856,0.021,0.021,0.9735,0.9565
1000,5,0.95,0.16,0.134,0.866,0.866,0.022,0.022,0.968,0.953
1000,5,0.95,0.162,0.116,0.884,0.884,0.026,0.026,0.9775,0.9625
1000,5,0.95,0.164,0.136,0.864,0.864,0.017,0.017,0.973,0.952
1000,5,0.95,0.166,0.096,0.904,0.904,0.023,0.023,0.961,0.959
1000,5,0.95,0.168,0.116,0.884,0.884,0.04,0.04,0.9735,0.955
1000,5,0.95,0.17,0.121,0.879,0.879,0.032,0.032,0.969,0.9585
1000,5,0.95,0.172,0.125,0.875,0.875,0.033,0.033,0.9715,0.9535
1000,5,0.95,0.174,0.113,0.887,0.887,0.03,0.03,0.9675,0.95
1000,5,0.95,0.176,0.092,0.908,0.908,0.04,0.04,0.9685,0.955
1000,5,0.95,0.178,0.114,0.886,0.886,0.04,0.04,0.9675,0.958
1000,5,0.95,0.18,0.1,0.9,0.9,0.038,0.038,0.966,0.9445
1000,5,0.95,0.182,0.102,0.898,0.898,0.046,0.046,0.963,0.956
1000,5,0.95,0.184,0.097,0.903,0.903,0.033,0.033,0.965,0.95
1000,5,0.95,0.186,0.101,0.899,0.899,0.042,0.042,0.967,0.9555
1000,5,0.95,0.188,0.093,0.907,0.907,0.04,0.04,0.972,0.951
1000,5,0.95,0.19,0.098,0.902,0.902,0.03,0.03,0.959,0.9495
1000,5,0.95,0.192,0.081,0.919,0.919,0.043,0.043,0.959,0.952
1000,5,0.95,0.194,0.083,0.917,0.917,0.043,0.043,0.964,0.9535
1000,5,0.95,0.196,0.095,0.905,0.905,0.046,0.046,0.9675,0.9535
1000,5,0.95,0.198,0.069,0.931,0.931,0.05,0.05,0.9655,0.9565
1000,7,0.55,0.002,1,0,0,0,0,0.605,0.556
1000,7,0.55,0.004,1,0,0,0,0,0.6155,0.5645
1000,7,0.55,0.006,0.979,0.021,0.021,0,0,0.6095,0.561
1000,7,0.55,0.008,0.787,0.213,0.213,0,0,0.597,0.57
1000,7,0.55,0.01,0.548,0.452,0.452,0,0,0.596,0.573
1000,7,0.55,0.012,0.317,0.683,0.683,0,0,0.615,0.5725
1000,7,0.55,0.014,0.2,0.8,0.8,0,0,0.618,0.5825
1000,7,0.55,0.016,0.107,0.893,0.893,0,0,0.6065,0.56
1000,7,0.55,0.018,0.09,0.91,0.91,0,0,0.601,0.572
1000,7,0.55,0.02,0.061,0.939,0.939,0,0,0.6025,0.5795
1000,7,0.55,0.022,0.029,0.971,0.971,0.002,0,0.617,0.5965
1000,7,0.55,0.024,0.023,0.977,0.977,0,0,0.6035,0.593
1000,7,0.55,0.026,0.023,0.977,0.977,0,0,0.609,0.6035
1000,7,0.55,0.028,0.008,0.992,0.992,0.003,0,0.6435,0.5765
1000,7,0.55,0.03,0.011,0.989,0.989,0.003,0.001,0.6175,0.603
1000,7,0.55,0.032,0.013,0.987,0.987,0.003,0,0.6225,0.6065
1000,7,0.55,0.034,0.008,0.992,0.992,0.004,0.002,0.612,0.591
1000,7,0.55,0.036,0.01,0.99,0.99,0.005,0,0.6275,0.581
1000,7,0.55,0.038,0.007,0.993,0.993,0.01,0.002,0.607,0.5975
1000,7,0.55,0.04,0.005,0.995,0.995,0.006,0.001,0.6285,0.62
1000,7,0.55,0.042,0.003,0.997,0.997,0.012,0.002,0.6535,0.601
1000,7,0.55,0.044,0.004,0.996,0.996,0.003,0,0.6225,0.597
1000,7,0.55,0.046,0.003,0.997,0.997,0.013,0.003,0.6245,0.609
1000,7,0.55,0.048,0.002,0.998,0.998,0.013,0.004,0.6435,0.626
1000,7,0.55,0.05,0.001,0.999,0.999,0.004,0.002,0.6435,0.6235
1000,7,0.55,0.052,0.003,0.997,0.997,0.014,0.004,0.6515,0.6355
1000,7,0.55,0.054,0.004,0.996,0.996,0.011,0.002,0.6435,0.633
1000,7,0.55,0.056,0.002,0.998,0.998,0.015,0.004,0.666,0.639
1000,7,0.55,0.058,0.002,0.998,0.998,0.022,0.006,0.6635,0.631
1000,7,0.55,0.06,0,1,1,0.02,0.006,0.628,0.667
1000,7,0.55,0.062,0.002,0.998,0.998,0.02,0.003,0.6615,0.6395
1000,7,0.55,0.064,0.001,0.999,0.999,0.018,0.004,0.66,0.649
1000,7,0.55,0.066,0,1,1,0.015,0.006,0.6765,0.652
1000,7,0.55,0.068,0.001,0.999,0.999,0.02,0.008,0.659,0.6465
1000,7,0.55,0.07,0.002,0.998,0.998,0.024,0.012,0.676,0.6595
1000,7,0.55,0.072,0.002,0.998,0.998,0.03,0.007,0.6765,0.6545
1000,7,0.55,0.074,0.002,0.998,0.998,0.013,0.006,0.6505,0.643
1000,7,0.55,0.076,0,1,1,0.021,0.009,0.671,0.6625
1000,7,0.55,0.078,0.001,0.999,0.999,0.025,0.014,0.6675,0.657
1000,7,0.55,0.08,0.001,0.999,0.999,0.033,0.018,0.6855,0.688
1000,7,0.55,0.082,0.001,0.999,0.999,0.025,0.012,0.6845,0.666
1000,7,0.55,0.084,0,1,1,0.036,0.017,0.69,0.6825
1000,7,0.55,0.086,0.001,0.999,0.999,0.033,0.023,0.693,0.682
1000,7,0.55,0.088,0.003,0.997,0.997,0.02,0.01,0.6845,0.6945
1000,7,0.55,0.09,0.002,0.998,0.998,0.024,0.011,0.684,0.677
1000,7,0.55,0.092,0.001,0.999,0.999,0.038,0.014,0.701,0.67
1000,7,0.55,0.094,0,1,1,0.021,0.01,0.7225,0.697
1000,7,0.55,0.096,0,1,1,0.025,0.015,0.708,0.704
1000,7,0.55,0.098,0,1,1,0.03,0.019,0.7055,0.7195
1000,7,0.55,0.1,0.001,0.999,0.999,0.03,0.02,0.7,0.712
1000,7,0.55,0.102,0.001,0.999,0.999,0.035,0.013,0.7255,0.7275
1000,7,0.55,0.104,0.003,0.997,0.997,0.025,0.014,0.7035,0.6945
1000,7,0.55,0.106,0,1,1,0.032,0.018,0.7275,0.7065
1000,7,0.55,0.108,0.002,0.998,0.998,0.033,0.024,0.7435,0.7185
1000,7,0.55,0.11,0.004,0.996,0.996,0.034,0.016,0.725,0.734
1000,7,0.55,0.112,0.001,0.999,0.999,0.039,0.024,0.738,0.726
1000,7,0.55,0.114,0,1,1,0.042,0.027,0.7135,0.718
1000,7,0.55,0.116,0.001,0.999,0.999,0.034,0.023,0.734,0.7345
1000,7,0.55,0.118,0.003,0.997,0.997,0.043,0.032,0.73,0.7205
1000,7,0.55,0.12,0.001,0.999,0.999,0.036,0.022,0.749,0.734
1000,7,0.55,0.122,0,1,1,0.043,0.028,0.7355,0.757
1000,7,0.55,0.124,0,1,1,0.038,0.022,0.745,0.7165
1000,7,0.55,0.126,0,1,1,0.044,0.026,0.754,0.7545
1000,7,0.55,0.128,0.001,0.999,0.999,0.049,0.031,0.7385,0.769
1000,7,0.55,0.13,0.001,0.999,0.999,0.048,0.036,0.7595,0.753
1000,7,0.55,0.132,0,1,1,0.053,0.035,0.756,0.754
1000,7,0.55,0.134,0.001,0.999,0.999,0.067,0.048,0.7565,0.781
1000,7,0.55,0.136,0.002,0.998,0.998,0.06,0.035,0.7745,0.761
1000,7,0.55,0.138,0.001,0.999,0.999,0.044,0.033,0.771,0.7635
1000,7,0.55,0.14,0.001,0.999,0.999,0.064,0.046,0.7705,0.7845
1000,7,0.55,0.142,0,1,1,0.057,0.045,0.773,0.7795
1000,7,0.55,0.144,0,1,1,0.056,0.045,0.769,0.7865
1000,7,0.55,0.146,0.001,0.999,0.999,0.057,0.042,0.7655,0.773
1000,7,0.55,0.148,0.001,0.999,0.999,0.052,0.038,0.7685,0.783
1000,7,0.55,0.15,0.001,0.999,0.999,0.072,0.042,0.7765,0.7935
1000,7,0.55,0.152,0,1,1,0.061,0.047,0.799,0.807
1000,7,0.55,0.154,0.002,0.998,0.998,0.052,0.033,0.7835,0.7895
1000,7,0.55,0.156,0.001,0.999,0.999,0.082,0.065,0.7805,0.8
1000,7,0.55,0.158,0,1,1,0.071,0.05,0.798,0.8075
1000,7,0.55,0.16,0.002,0.998,0.998,0.072,0.042,0.79,0.799
1000,7,0.55,0.162,0.001,0.999,0.999,0.066,0.049,0.8055,0.7805
1000,7,0.55,0.164,0,1,1,0.05,0.036,0.7835,0.8085
1000,7,0.55,0.166,0,1,1,0.061,0.046,0.8045,0.8175
1000,7,0.55,0.168,0,1,1,0.073,0.061,0.8235,0.8205
1000,7,0.55,0.17,0.002,0.998,0.998,0.072,0.054,0.809,0.809
1000,7,0.55,0.172,0.002,0.998,0.998,0.075,0.066,0.8135,0.8315
1000,7,0.55,0.174,0.002,0.998,0.998,0.071,0.06,0.812,0.8155
1000,7,0.55,0.176,0,1,1,0.079,0.055,0.818,0.821
1000,7,0.55,0.178,0,1,1,0.063,0.048,0.8225,0.835
1000,7,0.55,0.18,0,1,1,0.074,0.058,0.8045,0.8245
1000,7,0.55,0.182,0,1,1,0.071,0.052,0.8175,0.823
1000,7,0.55,0.184,0,1,1,0.067,0.049,0.802,0.8265
1000,7,0.55,0.186,0.001,0.999,0.999,0.083,0.07,0.8255,0.827
1000,7,0.55,0.188,0,1,1,0.064,0.05,0.818,0.842
1000,7,0.55,0.19,0.001,0.999,0.999,0.083,0.066,0.8185,0.841
1000,7,0.55,0.192,0,1,1,0.095,0.079,0.828,0.8395
1000,7,0.55,0.194,0.001,0.999,0.999,0.085,0.061,0.832,0.854
1000,7,0.55,0.196,0.001,0.999,0.999,0.07,0.056,0.8265,0.8415
1000,7,0.55,0.198,0,1,1,0.073,0.057,0.8415,0.8545
1000,7,0.6,0.002,1,0,0,0,0,0.7035,0.6045
1000,7,0.6,0.004,1,0,0,0,0,0.712,0.613
1000,7,0.6,0.006,1,0,0,0,0,0.727,0.609
1000,7,0.6,0.008,1,0,0,0,0,0.7,0.6055
1000,7,0.6,0.01,0.99,0.01,0.01,0,0,0.709,0.61
1000,7,0.6,0.012,0.969,0.031,0.031,0,0,0.708,0.62
1000,7,0.6,0.014,0.889,0.111,0.111,0,0,0.7,0.609
1000,7,0.6,0.016,0.761,0.239,0.239,0,0,0.7265,0.6205
1000,7,0.6,0.018,0.649,0.351,0.351,0,0,0.7105,0.6325
1000,7,0.6,0.02,0.503,0.497,0.497,0,0,0.7,0.642
1000,7,0.6,0.022,0.389,0.611,0.611,0,0,0.7205,0.653
1000,7,0.6,0.024,0.295,0.705,0.705,0,0,0.7035,0.6295
1000,7,0.6,0.026,0.238,0.762,0.762,0,0,0.726,0.623
1000,7,0.6,0.028,0.174,0.826,0.826,0,0,0.688,0.6575
1000,7,0.6,0.03,0.139,0.861,0.861,0,0,0.7085,0.6525
1000,7,0.6,0.032,0.113,0.887,0.887,0,0,0.687,0.633
1000,7,0.6,0.034,0.098,0.902,0.902,0,0,0.7125,0.6395
1000,7,0.6,0.036,0.069,0.931,0.931,0,0,0.736,0.658
1000,7,0.6,0.038,0.058,0.942,0.942,0,0,0.703,0.641
1000,7,0.6,0.04,0.042,0.958,0.958,0,0,0.714,0.6545
1000,7,0.6,0.042,0.041,0.959,0.959,0,0,0.705,0.653
1000,7,0.6,0.044,0.029,0.971,0.971,0,0,0.7125,0.6455
1000,7,0.6,0.046,0.024,0.976,0.976,0,0,0.7125,0.673
1000,7,0.6,0.048,0.015,0.985,0.985,0,0,0.7235,0.6635
1000,7,0.6,0.05,0.02,0.98,0.98,0.003,0,0.707,0.686
1000,7,0.6,0.052,0.016,0.984,0.984,0,0,0.733,0.673
1000,7,0.6,0.054,0.009,0.991,0.991,0.003,0.002,0.72,0.686
1000,7,0.6,0.056,0.015,0.985,0.985,0,0,0.734,0.683
1000,7,0.6,0.058,0.014,0.986,0.986,0.004,0,0.7165,0.67
1000,7,0.6,0.06,0.011,0.989,0.989,0.001,0.001,0.727,0.6885
1000,7,0.6,0.062,0.007,0.993,0.993,0.001,0,0.72,0.703
1000,7,0.6,0.064,0.002,0.998,0.998,0.006,0.001,0.729,0.682
1000,7,0.6,0.066,0.008,0.992,0.992,0.002,0,0.739,0.6775
1000,7,0.6,0.068,0.005,0.995,0.995,0.007,0.001,0.7485,0.71
1000,7,0.6,0.07,0.008,0.992,0.992,0.004,0.002,0.7335,0.6805
1000,7,0.6,0.072,0.004,0.996,0.996,0.004,0,0.738,0.6935
1000,7,0.6,0.074,0.005,0.995,0.995,0.007,0,0.731,0.6975
1000,7,0.6,0.076,0.004,0.996,0.996,0.005,0,0.7485,0.699
1000,7,0.6,0.078,0.003,0.997,0.997,0.009,0.003,0.744,0.7145
1000,7,0.6,0.08,0.006,0.994,0.994,0.004,0.002,0.73,0.7105
1000,7,0.6,0.082,0.005,0.995,0.995,0.007,0.002,0.743,0.718
1000,7,0.6,0.084,0.005,0.995,0.995,0.007,0.004,0.7415,0.7335
1000,7,0.6,0.086,0.002,0.998,0.998,0.009,0.006,0.7605,0.729
1000,7,0.6,0.088,0.004,0.996,0.996,0.01,0.006,0.7365,0.729
1000,7,0.6,0.09,0.006,0.994,0.994,0.017,0.006,0.7405,0.7225
1000,7,0.6,0.092,0.001,0.999,0.999,0.01,0.006,0.7585,0.75
1000,7,0.6,0.094,0.005,0.995,0.995,0.013,0.008,0.757,0.735
1000,7,0.6,0.096,0,1,1,0.02,0.009,0.7565,0.745
1000,7,0.6,0.098,0.002,0.998,0.998,0.015,0.008,0.7685,0.733
1000,7,0.6,0.1,0.003,0.997,0.997,0.021,0.013,0.758,0.741
1000,7,0.6,0.102,0.006,0.994,0.994,0.028,0.017,0.769,0.746
1000,7,0.6,0.104,0.001,0.999,0.999,0.018,0.009,0.758,0.757
1000,7,0.6,0.106,0.003,0.997,0.997,0.013,0.007,0.765,0.738
1000,7,0.6,0.108,0.002,0.998,0.998,0.014,0.008,0.771,0.759
1000,7,0.6,0.11,0.001,0.999,0.999,0.021,0.01,0.7865,0.7665
1000,7,0.6,0.112,0.001,0.999,0.999,0.022,0.014,0.7945,0.7605
1000,7,0.6,0.114,0.002,0.998,0.998,0.021,0.014,0.7885,0.7745
1000,7,0.6,0.116,0.003,0.997,0.997,0.019,0.012,0.776,0.772
1000,7,0.6,0.118,0,1,1,0.02,0.013,0.803,0.783
1000,7,0.6,0.12,0.001,0.999,0.999,0.035,0.019,0.7825,0.7485
1000,7,0.6,0.122,0.001,0.999,0.999,0.029,0.016,0.786,0.779
1000,7,0.6,0.124,0.003,0.997,0.997,0.022,0.014,0.803,0.7825
1000,7,0.6,0.126,0,1,1,0.023,0.017,0.7795,0.7965
1000,7,0.6,0.128,0.002,0.998,0.998,0.041,0.024,0.7995,0.783
1000,7,0.6,0.13,0.002,0.998,0.998,0.036,0.02,0.8105,0.7945
1000,7,0.6,0.132,0,1,1,0.047,0.031,0.794,0.8015
1000,7,0.6,0.134,0.002,0.998,0.998,0.037,0.022,0.8095,0.8
1000,7,0.6,0.136,0,1,1,0.043,0.033,0.8025,0.8145
1000,7,0.6,0.138,0.001,0.999,0.999,0.047,0.032,0.793,0.7985
1000,7,0.6,0.14,0.001,0.999,0.999,0.04,0.029,0.7975,0.8035
1000,7,0.6,0.142,0.001,0.999,0.999,0.046,0.033,0.803,0.804
1000,7,0.6,0.144,0,1,1,0.041,0.03,0.8045,0.8105
1000,7,0.6,0.146,0,1,1,0.044,0.029,0.798,0.812
1000,7,0.6,0.148,0,1,1,0.047,0.036,0.7975,0.812
1000,7,0.6,0.15,0.001,0.999,0.999,0.054,0.032,0.829,0.8335
1000,7,0.6,0.152,0,1,1,0.038,0.026,0.82,0.83
1000,7,0.6,0.154,0.002,0.998,0.998,0.052,0.039,0.8355,0.8285
1000,7,0.6,0.156,0,1,1,0.051,0.041,0.8225,0.8295
1000,7,0.6,0.158,0.001,0.999,0.999,0.051,0.042,0.821,0.8325
1000,7,0.6,0.16,0.001,0.999,0.999,0.042,0.034,0.8395,0.82
1000,7,0.6,0.162,0.001,0.999,0.999,0.054,0.04,0.828,0.851
1000,7,0.6,0.164,0.001,0.999,0.999,0.059,0.039,0.8285,0.8375
1000,7,0.6,0.166,0.001,0.999,0.999,0.052,0.035,0.832,0.831
1000,7,0.6,0.168,0,1,1,0.074,0.053,0.8475,0.8545
1000,7,0.6,0.17,0.002,0.998,0.998,0.064,0.051,0.843,0.839
1000,7,0.6,0.172,0.002,0.998,0.998,0.063,0.048,0.8315,0.8285
1000,7,0.6,0.174,0.001,0.999,0.999,0.055,0.039,0.8305,0.831
1000,7,0.6,0.176,0.002,0.998,0.998,0.063,0.05,0.8525,0.847
1000,7,0.6,0.178,0,1,1,0.072,0.051,0.83,0.853
1000,7,0.6,0.18,0.002,0.998,0.998,0.07,0.049,0.837,0.853
1000,7,0.6,0.182,0,1,1,0.069,0.055,0.8425,0.869
1000,7,0.6,0.184,0,1,1,0.07,0.051,0.845,0.8395
1000,7,0.6,0.186,0.001,0.999,0.999,0.06,0.045,0.845,0.846
1000,7,0.6,0.188,0,1,1,0.061,0.042,0.849,0.8555
1000,7,0.6,0.19,0,1,1,0.077,0.064,0.8545,0.85
1000,7,0.6,0.192,0,1,1,0.066,0.05,0.8605,0.871
1000,7,0.6,0.194,0,1,1,0.062,0.047,0.8575,0.868
1000,7,0.6,0.196,0.001,0.999,0.999,0.062,0.041,0.8585,0.8585
1000,7,0.6,0.198,0,1,1,0.072,0.058,0.866,0.871
1000,7,0.65,0.002,1,0,0,0,0,0.8085,0.6665
1000,7,0.65,0.004,1,0,0,0,0,0.7945,0.651
1000,7,0.65,0.006,1,0,0,0,0,0.821,0.6785
1000,7,0.65,0.008,1,0,0,0,0,0.785,0.68
1000,7,0.65,0.01,1,0,0,0,0,0.7975,0.6755
1000,7,0.65,0.012,1,0,0,0,0,0.7975,0.672
1000,7,0.65,0.014,0.999,0.001,0.001,0,0,0.7925,0.6825
1000,7,0.65,0.016,0.986,0.014,0.014,0,0,0.8135,0.68
1000,7,0.65,0.018,0.953,0.047,0.047,0,0,0.8,0.6695
1000,7,0.65,0.02,0.896,0.104,0.104,0,0,0.797,0.67
1000,7,0.65,0.022,0.817,0.183,0.183,0,0,0.802,0.6725
1000,7,0.65,0.024,0.72,0.28,0.28,0,0,0.796,0.684
1000,7,0.65,0.026,0.64,0.36,0.36,0,0,0.801,0.6815
1000,7,0.65,0.028,0.545,0.455,0.455,0,0,0.8155,0.674
1000,7,0.65,0.03,0.481,0.519,0.519,0,0,0.811,0.6915
1000,7,0.65,0.032,0.379,0.621,0.621,0,0,0.8055,0.703
1000,7,0.65,0.034,0.341,0.659,0.659,0,0,0.7725,0.7085
1000,7,0.65,0.036,0.241,0.759,0.759,0,0,0.795,0.695
1000,7,0.65,0.038,0.219,0.781,0.781,0,0,0.7935,0.6925
1000,7,0.65,0.04,0.178,0.822,0.822,0,0,0.792,0.7195
1000,7,0.65,0.042,0.132,0.868,0.868,0,0,0.787,0.692
1000,7,0.65,0.044,0.136,0.864,0.864,0,0,0.7875,0.7155
1000,7,0.65,0.046,0.096,0.904,0.904,0,0,0.8025,0.729
1000,7,0.65,0.048,0.103,0.897,0.897,0,0,0.8025,0.721
1000,7,0.65,0.05,0.068,0.932,0.932,0,0,0.809,0.7245
1000,7,0.65,0.052,0.062,0.938,0.938,0,0,0.795,0.7265
1000,7,0.65,0.054,0.059,0.941,0.941,0,0,0.8115,0.7355
1000,7,0.65,0.056,0.053,0.947,0.947,0,0,0.8125,0.715
1000,7,0.65,0.058,0.038,0.962,0.962,0,0,0.791,0.7145
1000,7,0.65,0.06,0.035,0.965,0.965,0,0,0.7925,0.7365
1000,7,0.65,0.062,0.031,0.969,0.969,0,0,0.809,0.729
1000,7,0.65,0.064,0.023,0.977,0.977,0,0,0.787,0.7255
1000,7,0.65,0.066,0.025,0.975,0.975,0.001,0,0.7895,0.7245
1000,7,0.65,0.068,0.023,0.977,0.977,0,0,0.8035,0.748
1000,7,0.65,0.07,0.018,0.982,0.982,0,0,0.794,0.733
1000,7,0.65,0.072,0.011,0.989,0.989,0,0,0.82,0.7395
1000,7,0.65,0.074,0.016,0.984,0.984,0.002,0,0.8105,0.749
1000,7,0.65,0.076,0.012,0.988,0.988,0.002,0,0.8105,0.758
1000,7,0.65,0.078,0.013,0.987,0.987,0.001,0,0.803,0.743
1000,7,0.65,0.08,0.009,0.991,0.991,0.001,0,0.8115,0.747
1000,7,0.65,0.082,0.01,0.99,0.99,0.002,0,0.804,0.7685
1000,7,0.65,0.084,0.01,0.99,0.99,0.004,0.001,0.796,0.778
1000,7,0.65,0.086,0.007,0.993,0.993,0.003,0,0.814,0.759
1000,7,0.65,0.088,0.007,0.993,0.993,0.004,0.001,0.8335,0.7645
1000,7,0.65,0.09,0.01,0.99,0.99,0.006,0.004,0.809,0.773
1000,7,0.65,0.092,0.007,0.993,0.993,0.009,0.006,0.818,0.7775
1000,7,0.65,0.094,0.005,0.995,0.995,0.006,0.003,0.824,0.7815
1000,7,0.65,0.096,0.002,0.998,0.998,0.003,0.002,0.815,0.7845
1000,7,0.65,0.098,0.009,0.991,0.991,0.009,0.006,0.8255,0.7885
1000,7,0.65,0.1,0.005,0.995,0.995,0.013,0.008,0.82,0.7825
1000,7,0.65,0.102,0.009,0.991,0.991,0.01,0.008,0.82,0.7885
1000,7,0.65,0.104,0.004,0.996,0.996,0.013,0.008,0.8245,0.764
1000,7,0.65,0.106,0.007,0.993,0.993,0.006,0.004,0.8195,0.778
1000,7,0.65,0.108,0.008,0.992,0.992,0.013,0.008,0.819,0.803
1000,7,0.65,0.11,0.002,0.998,0.998,0.012,0.006,0.8235,0.809
1000,7,0.65,0.112,0.004,0.996,0.996,0.016,0.012,0.836,0.818
1000,7,0.65,0.114,0.001,0.999,0.999,0.012,0.008,0.835,0.8085
1000,7,0.65,0.116,0.003,0.997,0.997,0.014,0.011,0.8395,0.816
1000,7,0.65,0.118,0.002,0.998,0.998,0.022,0.013,0.8305,0.8145
1000,7,0.65,0.12,0.004,0.996,0.996,0.025,0.017,0.838,0.8305
1000,7,0.65,0.122,0.003,0.997,0.997,0.023,0.016,0.83,0.8275
1000,7,0.65,0.124,0.001,0.999,0.999,0.015,0.01,0.8415,0.8225
1000,7,0.65,0.126,0.002,0.998,0.998,0.022,0.013,0.8425,0.8225
1000,7,0.65,0.128,0.002,0.998,0.998,0.024,0.018,0.849,0.8285
1000,7,0.65,0.13,0.004,0.996,0.996,0.018,0.014,0.837,0.8325
1000,7,0.65,0.132,0.003,0.997,0.997,0.033,0.023,0.838,0.837
1000,7,0.65,0.134,0.003,0.997,0.997,0.026,0.017,0.8575,0.8265
1000,7,0.65,0.136,0.002,0.998,0.998,0.039,0.026,0.8605,0.8395
