iterations,voters,mean,mean_bucket,std,std_bucket,simple_majority_optimal,minority_decisiveness_optimal,non_tyrannic_minority_decisiveness_optimal,minority_tyranny_optimal,expert_tyranny_optimal,minority_colluding,majority_correct,expert_correct
1000.0,3.0,0.7,,0.003,,1.0,0.0,0.0,0.0,0.0,1.0,0.7785,0.7105
1000.0,3.0,0.7,,0.005,,1.0,0.0,0.0,0.0,0.0,1.0,0.794,0.694
1000.0,3.0,0.7,,0.007,,1.0,0.0,0.0,0.0,0.0,1.0,0.7855,0.6885
1000.0,3.0,0.7,,0.009,,1.0,0.0,0.0,0.0,0.0,1.0,0.785,0.698
1000.0,3.0,0.7,,0.01,,1.0,0.0,0.0,0.0,0.0,1.0,0.7775,0.7015
1000.0,3.0,0.7,,0.03,,0.999,0.001,0.0,0.001,0.001,1.0,0.7925,0.7265
1000.0,3.0,0.7,,0.05,,0.941,0.059,0.0,0.059,0.059,1.0,0.804,0.748
1000.0,3.0,0.7,,0.07,,0.796,0.204,0.0,0.204,0.204,1.0,0.791,0.7495
1000.0,3.0,0.7,,0.09,,0.641,0.359,0.0,0.359,0.359,1.0,0.772,0.7895
1000.0,3.0,0.7,,0.1,,0.584,0.416,0.0,0.416,0.416,1.0,0.786,0.7955
1000.0,3.0,0.7,,0.3,,0.34,0.66,0.0,0.66,0.66,1.0,0.83,0.8655
1000.0,3.0,0.7,,0.5,,0.314,0.686,0.0,0.686,0.686,1.0,0.828,0.857
1000.0,3.0,0.7,,0.7,,0.33,0.67,0.0,0.67,0.67,1.0,0.853,0.8815
1000.0,3.0,0.7,,0.9,,0.319,0.681,0.0,0.681,0.681,1.0,0.842,0.8755
1000.0,3.0,0.75,,0.001,,1.0,0.0,0.0,0.0,0.0,1.0,0.8525,0.753
1000.0,3.0,0.75,,0.003,,1.0,0.0,0.0,0.0,0.0,1.0,0.851,0.7405
1000.0,3.0,0.75,,0.005,,1.0,0.0,0.0,0.0,0.0,1.0,0.8345,0.762
1000.0,3.0,0.75,,0.007,,1.0,0.0,0.0,0.0,0.0,1.0,0.8425,0.746
1000.0,3.0,0.75,,0.009,,1.0,0.0,0.0,0.0,0.0,1.0,0.849,0.745
1000.0,3.0,0.75,,0.01,,1.0,0.0,0.0,0.0,0.0,1.0,0.852,0.74
1000.0,3.0,0.75,,0.03,,1.0,0.0,0.0,0.0,0.0,1.0,0.836,0.777
1000.0,3.0,0.75,,0.05,,0.98,0.02,0.0,0.02,0.02,1.0,0.855,0.791
1000.0,3.0,0.75,,0.07,,0.864,0.136,0.0,0.136,0.136,1.0,0.8415,0.8085
1000.0,3.0,0.75,,0.09,,0.724,0.276,0.0,0.276,0.276,1.0,0.839,0.8215
1000.0,3.0,0.75,,0.1,,0.654,0.346,0.0,0.346,0.346,1.0,0.838,0.8435
1000.0,3.0,0.75,,0.3,,0.364,0.636,0.0,0.636,0.636,1.0,0.827,0.862
1000.0,3.0,0.75,,0.5,,0.326,0.674,0.0,0.674,0.674,1.0,0.838,0.87
1000.0,3.0,0.75,,0.7,,0.325,0.675,0.0,0.675,0.675,1.0,0.829,0.8775
1000.0,3.0,0.75,,0.9,,0.329,0.671,0.0,0.671,0.671,1.0,0.849,0.8735
1000.0,3.0,0.8,,0.001,,1.0,0.0,0.0,0.0,0.0,1.0,0.8915,0.8115
1000.0,3.0,0.8,,0.003,,1.0,0.0,0.0,0.0,0.0,1.0,0.8865,0.7955
1000.0,3.0,0.8,,0.005,,1.0,0.0,0.0,0.0,0.0,1.0,0.9075,0.8185
1000.0,3.0,0.8,,0.007,,1.0,0.0,0.0,0.0,0.0,1.0,0.898,0.812
1000.0,3.0,0.8,,0.009,,1.0,0.0,0.0,0.0,0.0,1.0,0.9,0.8075
1000.0,3.0,0.8,,0.01,,1.0,0.0,0.0,0.0,0.0,1.0,0.9045,0.796
1000.0,3.0,0.8,,0.03,,0.999,0.001,0.0,0.001,0.001,1.0,0.9045,0.8255
1000.0,3.0,0.8,,0.05,,0.975,0.025,0.0,0.025,0.025,1.0,0.8915,0.849
1000.0,3.0,0.8,,0.07,,0.878,0.122,0.0,0.122,0.122,1.0,0.8975,0.852
1000.0,3.0,0.8,,0.09,,0.759,0.241,0.0,0.241,0.241,1.0,0.8995,0.8905
1000.0,3.0,0.8,,0.1,,0.681,0.319,0.0,0.319,0.319,1.0,0.9,0.879
1000.0,3.0,0.8,,0.3,,0.383,0.617,0.0,0.617,0.617,1.0,0.8565,0.87
1000.0,3.0,0.8,,0.5,,0.325,0.675,0.0,0.675,0.675,1.0,0.8525,0.877
1000.0,3.0,0.8,,0.7,,0.333,0.667,0.0,0.667,0.667,1.0,0.8535,0.8665
1000.0,3.0,0.8,,0.9,,0.342,0.658,0.0,0.658,0.658,1.0,0.8535,0.8775
1000.0,3.0,0.9,,0.001,,1.0,0.0,0.0,0.0,0.0,1.0,0.968,0.899
1000.0,3.0,0.9,,0.003,,1.0,0.0,0.0,0.0,0.0,1.0,0.9685,0.913
1000.0,3.0,0.9,,0.005,,1.0,0.0,0.0,0.0,0.0,1.0,0.974,0.899
1000.0,3.0,0.9,,0.007,,1.0,0.0,0.0,0.0,0.0,1.0,0.973,0.905
1000.0,3.0,0.9,,0.009,,1.0,0.0,0.0,0.0,0.0,1.0,0.97,0.907
1000.0,3.0,0.9,,0.01,,1.0,0.0,0.0,0.0,0.0,1.0,0.974,0.8955
1000.0,3.0,0.9,,0.03,,0.995,0.005,0.0,0.005,0.005,1.0,0.9655,0.9245
1000.0,3.0,0.9,,0.05,,0.938,0.062,0.0,0.062,0.062,1.0,0.9605,0.933
1000.0,3.0,0.9,,0.07,,0.863,0.137,0.0,0.137,0.137,1.0,0.9685,0.9455
1000.0,3.0,0.9,,0.09,,0.787,0.213,0.0,0.213,0.213,1.0,0.962,0.934
1000.0,3.0,0.9,,0.1,,0.748,0.252,0.0,0.252,0.252,1.0,0.955,0.939
1000.0,3.0,0.9,,0.3,,0.393,0.607,0.0,0.607,0.607,1.0,0.8585,0.905
1000.0,3.0,0.9,,0.5,,0.313,0.687,0.0,0.687,0.687,1.0,0.8435,0.9025
1000.0,3.0,0.9,,0.7,,0.325,0.675,0.0,0.675,0.675,1.0,0.8535,0.8795
1000.0,3.0,0.9,,0.9,,0.327,0.673,0.0,0.673,0.673,1.0,0.841,0.8755
1000.0,3.0,0.95,,0.001,,1.0,0.0,0.0,0.0,0.0,1.0,0.9925,0.9525
1000.0,3.0,0.95,,0.003,,1.0,0.0,0.0,0.0,0.0,1.0,0.9915,0.956
1000.0,3.0,0.95,,0.005,,1.0,0.0,0.0,0.0,0.0,1.0,0.9865,0.9575
1000.0,3.0,0.95,,0.007,,1.0,0.0,0.0,0.0,0.0,1.0,0.993,0.955
1000.0,3.0,0.95,,0.009,,1.0,0.0,0.0,0.0,0.0,1.0,0.9915,0.9565
1000.0,3.0,0.95,,0.01,,1.0,0.0,0.0,0.0,0.0,1.0,0.9905,0.9635
1000.0,3.0,0.95,,0.03,,0.966,0.034,0.0,0.034,0.034,1.0,0.992,0.9645
1000.0,3.0,0.95,,0.05,,0.898,0.102,0.0,0.102,0.102,1.0,0.988,0.9585
1000.0,3.0,0.95,,0.07,,0.852,0.148,0.0,0.148,0.148,1.0,0.9815,0.9565
1000.0,3.0,0.95,,0.09,,0.82,0.18,0.0,0.18,0.18,1.0,0.977,0.9625
1000.0,3.0,0.95,,0.1,,0.78,0.22,0.0,0.22,0.22,1.0,0.9625,0.965
1000.0,3.0,0.95,,0.3,,0.396,0.604,0.0,0.604,0.604,1.0,0.8885,0.9005
1000.0,3.0,0.95,,0.5,,0.348,0.652,0.0,0.652,0.652,1.0,0.8605,0.8905
1000.0,3.0,0.95,,0.7,,0.335,0.665,0.0,0.665,0.665,1.0,0.857,0.866
1000.0,3.0,0.95,,0.9,,0.342,0.658,0.0,0.658,0.658,1.0,0.858,0.8855
1000.0,3.0,1.0,,0.001,,0.998,0.002,0.0,0.002,0.002,1.0,1.0,1.0
1000.0,3.0,1.0,,0.003,,0.995,0.005,0.0,0.005,0.005,1.0,1.0,0.9985
1000.0,3.0,1.0,,0.005,,0.993,0.007,0.0,0.007,0.007,1.0,1.0,0.9995
1000.0,3.0,1.0,,0.007,,0.99,0.01,0.0,0.01,0.01,1.0,0.9995,0.9955
1000.0,3.0,1.0,,0.009,,0.991,0.009,0.0,0.009,0.009,1.0,1.0,0.9975
1000.0,3.0,1.0,,0.01,,0.986,0.014,0.0,0.014,0.014,1.0,0.9995,0.9965
1000.0,3.0,1.0,,0.03,,0.946,0.054,0.0,0.054,0.054,1.0,0.9995,0.9925
1000.0,3.0,1.0,,0.05,,0.925,0.075,0.0,0.075,0.075,1.0,0.993,0.9755
1000.0,3.0,1.0,,0.07,,0.873,0.127,0.0,0.127,0.127,1.0,0.99,0.977
1000.0,3.0,1.0,,0.09,,0.818,0.182,0.0,0.182,0.182,1.0,0.9795,0.975
1000.0,3.0,1.0,,0.1,,0.81,0.19,0.0,0.19,0.19,1.0,0.9805,0.976
1000.0,3.0,1.0,,0.3,,0.418,0.582,0.0,0.582,0.582,1.0,0.9025,0.916
1000.0,3.0,1.0,,0.5,,0.378,0.622,0.0,0.622,0.622,1.0,0.8805,0.8905
1000.0,3.0,1.0,,0.7,,0.334,0.666,0.0,0.666,0.666,1.0,0.8575,0.8845
1000.0,3.0,1.0,,0.9,,0.323,0.677,0.0,0.677,0.677,1.0,0.85,0.8825
1000.0,5.0,0.5,,0.001,,0.03,0.97,0.823,0.147,0.147,0.5005,0.5135,0.475
1000.0,5.0,0.5,,0.003,,0.033,0.967,0.826,0.141,0.141,0.5155,0.4915,0.51
1000.0,5.0,0.5,,0.005,,0.021,0.979,0.824,0.155,0.155,0.503,0.5315,0.515
1000.0,5.0,0.5,,0.007,,0.023,0.977,0.825,0.152,0.152,0.515,0.495,0.499
1000.0,5.0,0.5,,0.009,,0.022,0.978,0.834,0.144,0.144,0.5065,0.5195,0.5225
1000.0,5.0,0.5,,0.01,,0.026,0.974,0.835,0.139,0.139,0.5115,0.5125,0.511
1000.0,5.0,0.5,,0.03,,0.022,0.978,0.836,0.142,0.142,0.4835,0.553,0.5495
1000.0,5.0,0.5,,0.05,,0.021,0.979,0.834,0.145,0.145,0.512,0.5515,0.597
1000.0,5.0,0.5,,0.07,,0.032,0.968,0.806,0.162,0.162,0.527,0.5935,0.624
1000.0,5.0,0.5,,0.09,,0.03,0.97,0.813,0.157,0.157,0.5265,0.62,0.6325
1000.0,5.0,0.5,,0.1,,0.026,0.974,0.807,0.167,0.167,0.5555,0.6525,0.654
1000.0,5.0,0.5,,0.3,,0.015,0.985,0.738,0.247,0.247,0.693,0.8405,0.871
1000.0,5.0,0.5,,0.5,,0.019,0.981,0.748,0.233,0.233,0.748,0.8765,0.902
1000.0,5.0,0.5,,0.7,,0.017,0.983,0.789,0.194,0.194,0.766,0.89,0.911
1000.0,5.0,0.5,,0.9,,0.019,0.981,0.769,0.212,0.212,0.7695,0.887,0.911
1000.0,5.0,0.55,,0.001,,1.0,0.0,0.0,0.0,0.0,0.508,0.6,0.541
1000.0,5.0,0.55,,0.003,,1.0,0.0,0.0,0.0,0.0,0.5155,0.6095,0.536
1000.0,5.0,0.55,,0.005,,1.0,0.0,0.0,0.0,0.0,0.526,0.6115,0.5505
1000.0,5.0,0.55,,0.007,,0.991,0.009,0.009,0.0,0.0,0.4905,0.575,0.562
1000.0,5.0,0.55,,0.009,,0.936,0.064,0.064,0.0,0.0,0.498,0.605,0.551
1000.0,5.0,0.55,,0.01,,0.884,0.116,0.116,0.0,0.0,0.533,0.5895,0.555
1000.0,5.0,0.55,,0.03,,0.121,0.879,0.864,0.015,0.015,0.5185,0.605,0.57
1000.0,5.0,0.55,,0.05,,0.059,0.941,0.88,0.061,0.061,0.503,0.6215,0.6105
1000.0,5.0,0.55,,0.07,,0.039,0.961,0.88,0.081,0.081,0.5135,0.6455,0.6565
1000.0,5.0,0.55,,0.09,,0.031,0.969,0.869,0.1,0.1,0.557,0.679,0.671
1000.0,5.0,0.55,,0.1,,0.024,0.976,0.855,0.121,0.121,0.5395,0.6695,0.6965
1000.0,5.0,0.55,,0.3,,0.016,0.984,0.746,0.238,0.238,0.701,0.8485,0.8635
1000.0,5.0,0.55,,0.5,,0.021,0.979,0.744,0.235,0.235,0.751,0.8855,0.911
1000.0,5.0,0.55,,0.7,,0.016,0.984,0.77,0.214,0.214,0.7645,0.893,0.9175
1000.0,5.0,0.55,,0.9,,0.022,0.978,0.758,0.22,0.22,0.7905,0.897,0.915
1000.0,5.0,0.6,,0.001,,1.0,0.0,0.0,0.0,0.0,0.519,0.6645,0.5975
1000.0,5.0,0.6,,0.003,,1.0,0.0,0.0,0.0,0.0,0.5195,0.6635,0.6045
1000.0,5.0,0.6,,0.005,,1.0,0.0,0.0,0.0,0.0,0.5205,0.682,0.595
1000.0,5.0,0.6,,0.007,,1.0,0.0,0.0,0.0,0.0,0.534,0.6875,0.5995
1000.0,5.0,0.6,,0.009,,1.0,0.0,0.0,0.0,0.0,0.5275,0.677,0.603
1000.0,5.0,0.6,,0.01,,1.0,0.0,0.0,0.0,0.0,0.526,0.663,0.5975
1000.0,5.0,0.6,,0.03,,0.502,0.498,0.498,0.0,0.0,0.544,0.67,0.6275
1000.0,5.0,0.6,,0.05,,0.183,0.817,0.813,0.004,0.004,0.5445,0.716,0.6375
1000.0,5.0,0.6,,0.07,,0.093,0.907,0.872,0.035,0.035,0.571,0.6885,0.667
1000.0,5.0,0.6,,0.09,,0.057,0.943,0.871,0.072,0.072,0.569,0.728,0.6905
1000.0,5.0,0.6,,0.1,,0.055,0.945,0.861,0.084,0.084,0.5955,0.716,0.732
1000.0,5.0,0.6,,0.3,,0.023,0.977,0.769,0.208,0.208,0.7395,0.851,0.8855
1000.0,5.0,0.6,,0.5,,0.016,0.984,0.783,0.201,0.201,0.7695,0.8785,0.908
1000.0,5.0,0.6,,0.7,,0.016,0.984,0.777,0.207,0.207,0.7795,0.891,0.911
1000.0,5.0,0.6,,0.9,,0.015,0.985,0.788,0.197,0.197,0.786,0.89,0.9115
1000.0,5.0,0.7,,0.001,,1.0,0.0,0.0,0.0,0.0,0.584,0.8375,0.6995
1000.0,5.0,0.7,,0.003,,1.0,0.0,0.0,0.0,0.0,0.586,0.8395,0.7105
1000.0,5.0,0.7,,0.005,,1.0,0.0,0.0,0.0,0.0,0.573,0.8315,0.6935
1000.0,5.0,0.7,,0.007,,1.0,0.0,0.0,0.0,0.0,0.5715,0.8405,0.7005
1000.0,5.0,0.7,,0.009,,1.0,0.0,0.0,0.0,0.0,0.5755,0.8455,0.6865
1000.0,5.0,0.7,,0.01,,1.0,0.0,0.0,0.0,0.0,0.6045,0.8265,0.7295
1000.0,5.0,0.7,,0.03,,0.963,0.037,0.037,0.0,0.0,0.6195,0.83,0.727
1000.0,5.0,0.7,,0.05,,0.597,0.403,0.403,0.0,0.0,0.611,0.84,0.766
1000.0,5.0,0.7,,0.07,,0.279,0.721,0.716,0.005,0.005,0.649,0.846,0.7785
1000.0,5.0,0.7,,0.09,,0.158,0.842,0.826,0.016,0.016,0.661,0.837,0.7995
1000.0,5.0,0.7,,0.1,,0.105,0.895,0.857,0.038,0.038,0.6555,0.8515,0.8245
1000.0,5.0,0.7,,0.3,,0.021,0.979,0.785,0.194,0.194,0.778,0.884,0.91
1000.0,5.0,0.7,,0.5,,0.022,0.978,0.784,0.194,0.194,0.7765,0.9,0.9205
1000.0,5.0,0.7,,0.7,,0.014,0.986,0.799,0.187,0.187,0.776,0.9005,0.922
1000.0,5.0,0.7,,0.9,,0.019,0.981,0.769,0.212,0.212,0.7745,0.8925,0.915
1000.0,5.0,0.75,,0.001,,1.0,0.0,0.0,0.0,0.0,0.6535,0.9,0.7445
1000.0,5.0,0.75,,0.003,,1.0,0.0,0.0,0.0,0.0,0.6305,0.9075,0.7535
1000.0,5.0,0.75,,0.005,,1.0,0.0,0.0,0.0,0.0,0.6265,0.901,0.753
1000.0,5.0,0.75,,0.007,,1.0,0.0,0.0,0.0,0.0,0.625,0.887,0.764
1000.0,5.0,0.75,,0.009,,1.0,0.0,0.0,0.0,0.0,0.615,0.8985,0.7565
1000.0,5.0,0.75,,0.01,,1.0,0.0,0.0,0.0,0.0,0.6545,0.907,0.769
1000.0,5.0,0.75,,0.03,,0.988,0.012,0.012,0.0,0.0,0.657,0.9075,0.781
1000.0,5.0,0.75,,0.05,,0.73,0.27,0.27,0.0,0.0,0.662,0.897,0.791
1000.0,5.0,0.75,,0.07,,0.374,0.626,0.626,0.0,0.0,0.6925,0.8985,0.841
1000.0,5.0,0.75,,0.09,,0.214,0.786,0.769,0.017,0.017,0.714,0.8885,0.8495
1000.0,5.0,0.75,,0.1,,0.154,0.846,0.828,0.018,0.018,0.7095,0.891,0.862
1000.0,5.0,0.75,,0.3,,0.021,0.979,0.82,0.159,0.159,0.7735,0.8935,0.9135
1000.0,5.0,0.75,,0.5,,0.019,0.981,0.807,0.174,0.174,0.793,0.8995,0.926
1000.0,5.0,0.75,,0.7,,0.024,0.976,0.781,0.195,0.195,0.789,0.898,0.9195
1000.0,5.0,0.75,,0.9,,0.024,0.976,0.772,0.204,0.204,0.755,0.896,0.907
1000.0,5.0,0.8,,0.001,,1.0,0.0,0.0,0.0,0.0,0.6685,0.951,0.798
1000.0,5.0,0.8,,0.003,,1.0,0.0,0.0,0.0,0.0,0.6885,0.9375,0.798
1000.0,5.0,0.8,,0.005,,1.0,0.0,0.0,0.0,0.0,0.68,0.946,0.8105
1000.0,5.0,0.8,,0.007,,1.0,0.0,0.0,0.0,0.0,0.6985,0.9345,0.795
1000.0,5.0,0.8,,0.009,,1.0,0.0,0.0,0.0,0.0,0.684,0.939,0.8135
1000.0,5.0,0.8,,0.01,,1.0,0.0,0.0,0.0,0.0,0.6805,0.9375,0.801
1000.0,5.0,0.8,,0.03,,0.994,0.006,0.006,0.0,0.0,0.6925,0.943,0.8295
1000.0,5.0,0.8,,0.05,,0.79,0.21,0.21,0.0,0.0,0.736,0.936,0.859
1000.0,5.0,0.8,,0.07,,0.444,0.556,0.555,0.001,0.001,0.745,0.937,0.8665
1000.0,5.0,0.8,,0.09,,0.27,0.73,0.721,0.009,0.009,0.784,0.944,0.8935
1000.0,5.0,0.8,,0.1,,0.219,0.781,0.755,0.026,0.026,0.785,0.939,0.897
1000.0,5.0,0.8,,0.3,,0.038,0.962,0.824,0.138,0.138,0.7805,0.8955,0.913
1000.0,5.0,0.8,,0.5,,0.032,0.968,0.773,0.195,0.195,0.804,0.8985,0.905
1000.0,5.0,0.8,,0.7,,0.019,0.981,0.788,0.193,0.193,0.803,0.8925,0.924
1000.0,5.0,0.8,,0.9,,0.026,0.974,0.795,0.179,0.179,0.811,0.904,0.913
1000.0,5.0,0.9,,0.001,,1.0,0.0,0.0,0.0,0.0,0.817,0.992,0.8955
1000.0,5.0,0.9,,0.003,,1.0,0.0,0.0,0.0,0.0,0.8115,0.985,0.892
1000.0,5.0,0.9,,0.005,,1.0,0.0,0.0,0.0,0.0,0.809,0.9915,0.9025
1000.0,5.0,0.9,,0.007,,1.0,0.0,0.0,0.0,0.0,0.8235,0.9915,0.911
1000.0,5.0,0.9,,0.009,,1.0,0.0,0.0,0.0,0.0,0.8415,0.9885,0.918
1000.0,5.0,0.9,,0.01,,1.0,0.0,0.0,0.0,0.0,0.8095,0.9935,0.908
1000.0,5.0,0.9,,0.03,,0.963,0.037,0.037,0.0,0.0,0.859,0.9915,0.941
1000.0,5.0,0.9,,0.05,,0.642,0.358,0.358,0.0,0.0,0.8785,0.9895,0.957
1000.0,5.0,0.9,,0.07,,0.425,0.575,0.571,0.004,0.004,0.8805,0.986,0.9575
1000.0,5.0,0.9,,0.09,,0.29,0.71,0.705,0.005,0.005,0.886,0.9805,0.954
1000.0,5.0,0.9,,0.1,,0.237,0.763,0.75,0.013,0.013,0.892,0.987,0.9535
1000.0,5.0,0.9,,0.3,,0.041,0.959,0.82,0.139,0.139,0.8155,0.93,0.9275
1000.0,5.0,0.9,,0.5,,0.024,0.976,0.819,0.157,0.157,0.8125,0.9025,0.9335
1000.0,5.0,0.9,,0.7,,0.029,0.971,0.789,0.182,0.182,0.7945,0.9015,0.91
1000.0,5.0,0.9,,0.9,,0.023,0.977,0.781,0.196,0.196,0.782,0.8985,0.9235
1000.0,5.0,0.95,,0.001,,1.0,0.0,0.0,0.0,0.0,0.916,0.9995,0.9435
1000.0,5.0,0.95,,0.003,,1.0,0.0,0.0,0.0,0.0,0.907,0.998,0.9545
1000.0,5.0,0.95,,0.005,,1.0,0.0,0.0,0.0,0.0,0.906,1.0,0.952
1000.0,5.0,0.95,,0.007,,1.0,0.0,0.0,0.0,0.0,0.908,0.9995,0.9575
1000.0,5.0,0.95,,0.009,,1.0,0.0,0.0,0.0,0.0,0.9235,0.9985,0.9605
1000.0,5.0,0.95,,0.01,,1.0,0.0,0.0,0.0,0.0,0.9165,0.998,0.951
1000.0,5.0,0.95,,0.03,,0.769,0.231,0.231,0.0,0.0,0.9375,0.999,0.9785
1000.0,5.0,0.95,,0.05,,0.546,0.454,0.454,0.0,0.0,0.9355,0.997,0.974
1000.0,5.0,0.95,,0.07,,0.442,0.558,0.557,0.001,0.001,0.9205,0.9965,0.9745
1000.0,5.0,0.95,,0.09,,0.327,0.673,0.67,0.003,0.003,0.92,0.991,0.9705
1000.0,5.0,0.95,,0.1,,0.267,0.733,0.728,0.005,0.005,0.911,0.9905,0.968
1000.0,5.0,0.95,,0.3,,0.038,0.962,0.847,0.115,0.115,0.8265,0.9425,0.9395
1000.0,5.0,0.95,,0.5,,0.034,0.966,0.805,0.161,0.161,0.7945,0.9075,0.93
1000.0,5.0,0.95,,0.7,,0.026,0.974,0.797,0.177,0.177,0.7905,0.918,0.9135
1000.0,5.0,0.95,,0.9,,0.027,0.973,0.782,0.191,0.191,0.7985,0.904,0.935
1000.0,5.0,1.0,,0.001,,0.975,0.025,0.025,0.0,0.0,0.9995,1.0,1.0
1000.0,5.0,1.0,,0.003,,0.939,0.061,0.061,0.0,0.0,0.999,1.0,0.9995
1000.0,5.0,1.0,,0.005,,0.926,0.074,0.074,0.0,0.0,0.9955,1.0,0.9975
1000.0,5.0,1.0,,0.007,,0.903,0.097,0.097,0.0,0.0,0.9965,1.0,0.9995
1000.0,5.0,1.0,,0.009,,0.881,0.119,0.119,0.0,0.0,0.9945,1.0,0.9985
1000.0,5.0,1.0,,0.01,,0.856,0.144,0.144,0.0,0.0,0.996,1.0,0.9985
1000.0,5.0,1.0,,0.03,,0.683,0.317,0.317,0.0,0.0,0.9845,1.0,0.993
1000.0,5.0,1.0,,0.05,,0.531,0.469,0.469,0.0,0.0,0.96,0.9995,0.987
