voters,mean,std,true_mean,true_std,majority_correct,d_majority_correct_d_voters,majority_correct_minus_true_mean,optimal_correct,optimal_correct_minus_majority_correct
21,0.75,0.02,0.75,0.02,0.991,0.012,0.241,0.991,0.0
31,0.75,0.02,0.75,0.02,0.997,0.003,0.247,0.997,0.0
41,0.75,0.02,0.75,0.02,1.0,0.002,0.25,1.0,0.0
51,0.75,0.02,0.75,0.02,0.999,-0.001,0.249,1.0,0.001
3,0.75,0.04,0.7499999999385702,0.0399999998087999,0.847,0.0,0.097,0.848,0.001
5,0.75,0.04,0.7499999999385702,0.0399999998087999,0.91,0.032,0.16,0.911,0.001
7,0.75,0.04,0.7499999999385702,0.0399999998087999,0.925,0.008,0.175,0.926,0.001
9,0.75,0.04,0.7499999999385702,0.0399999998087999,0.962,0.018,0.212,0.961,-0.001
11,0.75,0.04,0.7499999999385702,0.0399999998087999,0.961,-0.001,0.211,0.96,-0.001
21,0.75,0.04,0.7499999999385702,0.0399999998087999,0.999,0.019,0.249,0.998,-0.001
31,0.75,0.04,0.7499999999385702,0.0399999998087999,0.999,0.0,0.249,0.999,0.0
41,0.75,0.04,0.7499999999385702,0.0399999998087999,1.0,0.001,0.25,0.999,-0.001
51,0.75,0.04,0.7499999999385702,0.0399999998087999,1.0,0.0,0.25,1.0,0.0
3,0.75,0.08,0.7497483741565512,0.0796070464809249,0.839,0.0,0.089,0.848,0.009
5,0.75,0.08,0.7497483741565512,0.0796070464809249,0.899,0.03,0.149,0.914,0.015
7,0.75,0.08,0.7497483741565512,0.0796070464809249,0.921,0.011,0.171,0.936,0.015
9,0.75,0.08,0.7497483741565512,0.0796070464809249,0.955,0.017,0.205,0.961,0.006
11,0.75,0.08,0.7497483741565512,0.0796070464809249,0.969,0.007,0.219,0.975,0.006
21,0.75,0.08,0.7497483741565512,0.0796070464809249,0.996,0.014,0.246,0.997,0.001
31,0.75,0.08,0.7497483741565512,0.0796070464809249,1.0,0.002,0.25,1.0,0.0
41,0.75,0.08,0.7497483741565512,0.0796070464809249,1.0,0.0,0.25,1.0,0.0
51,0.75,0.08,0.7497483741565512,0.0796070464809249,1.0,0.0,0.25,1.0,0.0
3,0.75,0.16,0.7297751958636265,0.1419640790945204,0.803,0.0,0.073,0.866,0.063
5,0.75,0.16,0.7297751958636265,0.1419640790945204,0.883,0.04,0.153,0.922,0.039
7,0.75,0.16,0.7297751958636265,0.1419640790945204,0.895,0.006,0.165,0.945,0.05
9,0.75,0.16,0.7297751958636265,0.1419640790945204,0.929,0.017,0.199,0.975,0.046
11,0.75,0.16,0.7297751958636265,0.1419640790945204,0.942,0.006,0.212,0.983,0.041
21,0.75,0.16,0.7297751958636265,0.1419640790945204,0.989,0.024,0.259,0.996,0.007
31,0.75,0.16,0.7297751958636265,0.1419640790945204,0.999,0.005,0.269,1.0,0.001
41,0.75,0.16,0.7297751958636265,0.1419640790945204,0.998,-0.001,0.268,1.0,0.002
51,0.75,0.16,0.7297751958636265,0.1419640790945204,1.0,0.001,0.27,1.0,0.0
3,0.75,0.32,0.6385337571747727,0.227063364800983,0.73,0.0,0.091,0.866,0.136
5,0.75,0.32,0.6385337571747727,0.227063364800983,0.742,0.006,0.103,0.922,0.18
7,0.75,0.32,0.6385337571747727,0.227063364800983,0.791,0.025,0.152,0.952,0.161
9,0.75,0.32,0.6385337571747727,0.227063364800983,0.788,-0.002,0.149,0.962,0.174
11,0.75,0.32,0.6385337571747727,0.227063364800983,0.811,0.012,0.172,0.975,0.164
21,0.75,0.32,0.6385337571747727,0.227063364800983,0.895,0.042,0.256,0.999,0.104
31,0.75,0.32,0.6385337571747727,0.227063364800983,0.935,0.02,0.296,1.0,0.065
41,0.75,0.32,0.6385337571747727,0.227063364800983,0.966,0.015,0.327,1.0,0.034
51,0.75,0.32,0.6385337571747727,0.227063364800983,0.979,0.007,0.34,1.0,0.021
3,0.75,0.64,0.5464311734952103,0.274363478600564,0.579,0.0,0.033,0.876,0.297
5,0.75,0.64,0.5464311734952103,0.274363478600564,0.596,0.009,0.05,0.92,0.324
7,0.75,0.64,0.5464311734952103,0.274363478600564,0.587,-0.005,0.041,0.96,0.373
9,0.75,0.64,0.5464311734952103,0.274363478600564,0.6,0.007,0.054,0.973,0.373
11,0.75,0.64,0.5464311734952103,0.274363478600564,0.602,0.001,0.056,0.981,0.379
21,0.75,0.64,0.5464311734952103,0.274363478600564,0.656,0.027,0.11,1.0,0.344
31,0.75,0.64,0.5464311734952103,0.274363478600564,0.713,0.028,0.167,1.0,0.287
41,0.75,0.64,0.5464311734952103,0.274363478600564,0.734,0.011,0.188,1.0,0.266
51,0.75,0.64,0.5464311734952103,0.274363478600564,0.757,0.012,0.211,1.0,0.243
3,0.75,1.28,0.5124054686409275,0.2850263410111577,0.503,0.0,-0.009,0.875,0.372
5,0.75,1.28,0.5124054686409275,0.2850263410111577,0.525,0.011,0.013,0.931,0.406
7,0.75,1.28,0.5124054686409275,0.2850263410111577,0.553,0.014,0.041,0.966,0.413
9,0.75,1.28,0.5124054686409275,0.2850263410111577,0.537,-0.008,0.025,0.979,0.442
11,0.75,1.28,0.5124054686409275,0.2850263410111577,0.557,0.01,0.045,0.984,0.427
21,0.75,1.28,0.5124054686409275,0.2850263410111577,0.532,-0.013,0.02,0.999,0.467
31,0.75,1.28,0.5124054686409275,0.2850263410111577,0.556,0.012,0.044,1.0,0.444
41,0.75,1.28,0.5124054686409275,0.2850263410111577,0.576,0.01,0.064,1.0,0.424
51,0.75,1.28,0.5124054686409275,0.2850263410111577,0.604,0.014,0.092,1.0,0.396
3,0.75,2.56,0.5031501253270607,0.2873581274239671,0.539,0.0,0.036,0.906,0.367
5,0.75,2.56,0.5031501253270607,0.2873581274239671,0.508,-0.016,0.005,0.928,0.42
7,0.75,2.56,0.5031501253270607,0.2873581274239671,0.49,-0.009,-0.013,0.965,0.475
9,0.75,2.56,0.5031501253270607,0.2873581274239671,0.506,0.008,0.003,0.984,0.478
11,0.75,2.56,0.5031501253270607,0.2873581274239671,0.538,0.016,0.035,0.984,0.446
21,0.75,2.56,0.5031501253270607,0.2873581274239671,0.495,-0.022,-0.008,1.0,0.505
31,0.75,2.56,0.5031501253270607,0.2873581274239671,0.518,0.012,0.015,0.999,0.481
41,0.75,2.56,0.5031501253270607,0.2873581274239671,0.478,-0.02,-0.025,1.0,0.522
51,0.75,2.56,0.5031501253270607,0.2873581274239671,0.483,0.003,-0.02,1.0,0.517
3,0.8,0.02,0.8,0.02,0.883,0.0,0.083,0.883,0.0
5,0.8,0.02,0.8,0.02,0.93,0.024,0.13,0.93,0.0
7,0.8,0.02,0.8,0.02,0.969,0.019,0.169,0.969,0.0
9,0.8,0.02,0.8,0.02,0.981,0.006,0.181,0.981,0.0
11,0.8,0.02,0.8,0.02,0.988,0.004,0.188,0.988,0.0
21,0.8,0.02,0.8,0.02,0.999,0.006,0.199,0.999,0.0
31,0.8,0.02,0.8,0.02,1.0,0.001,0.2,1.0,0.0
41,0.8,0.02,0.8,0.02,1.0,0.0,0.2,1.0,0.0
51,0.8,0.02,0.8,0.02,1.0,0.0,0.2,1.0,0.0
3,0.8,0.04,0.7999999326340764,0.0399998324268573,0.88,0.0,0.08,0.88,0.0
5,0.8,0.04,0.7999999326340764,0.0399998324268573,0.931,0.026,0.131,0.931,0.0
7,0.8,0.04,0.7999999326340764,0.0399998324268573,0.962,0.015,0.162,0.964,0.002
9,0.8,0.04,0.7999999326340764,0.0399998324268573,0.978,0.008,0.178,0.979,0.001
11,0.8,0.04,0.7999999326340764,0.0399998324268573,0.993,0.008,0.193,0.992,-0.001
21,0.8,0.04,0.7999999326340764,0.0399998324268573,0.999,0.003,0.199,0.999,0.0
31,0.8,0.04,0.7999999326340764,0.0399998324268573,1.0,0.001,0.2,1.0,0.0
41,0.8,0.04,0.7999999326340764,0.0399998324268573,1.0,0.0,0.2,1.0,0.0
51,0.8,0.04,0.7999999326340764,0.0399998324268573,1.0,0.0,0.2,1.0,0.0
3,0.8,0.08,0.7985439708429357,0.0781545275517545,0.89,0.0,0.091,0.903,0.013
5,0.8,0.08,0.7985439708429357,0.0781545275517545,0.948,0.029,0.149,0.955,0.007
7,0.8,0.08,0.7985439708429357,0.0781545275517545,0.967,0.01,0.168,0.97,0.003
9,0.8,0.08,0.7985439708429357,0.0781545275517545,0.974,0.004,0.175,0.982,0.008
11,0.8,0.08,0.7985439708429357,0.0781545275517545,0.985,0.006,0.186,0.994,0.009
21,0.8,0.08,0.7985439708429357,0.0781545275517545,0.999,0.007,0.2,0.999,0.0
31,0.8,0.08,0.7985439708429357,0.0781545275517545,1.0,0.001,0.201,1.0,0.0
41,0.8,0.08,0.7985439708429357,0.0781545275517545,1.0,0.0,0.201,1.0,0.0
51,0.8,0.08,0.7985439708429357,0.0781545275517545,1.0,0.0,0.201,1.0,0.0
3,0.8,0.16,0.7670262991644978,0.1339802014154996,0.875,0.0,0.108,0.903,0.028
5,0.8,0.16,0.7670262991644978,0.1339802014154996,0.916,0.021,0.149,0.944,0.028
7,0.8,0.16,0.7670262991644978,0.1339802014154996,0.933,0.009,0.166,0.96,0.027
9,0.8,0.16,0.7670262991644978,0.1339802014154996,0.966,0.016,0.199,0.989,0.023
11,0.8,0.16,0.7670262991644978,0.1339802014154996,0.97,0.002,0.203,0.991,0.021
21,0.8,0.16,0.7670262991644978,0.1339802014154996,0.994,0.012,0.227,1.0,0.006
31,0.8,0.16,0.7670262991644978,0.1339802014154996,1.0,0.003,0.233,1.0,0.0
41,0.8,0.16,0.7670262991644978,0.1339802014154996,1.0,0.0,0.233,1.0,0.0
51,0.8,0.16,0.7670262991644978,0.1339802014154996,1.0,0.0,0.233,1.0,0.0
3,0.8,0.32,0.662996996694915,0.2204616900085354,0.729,0.0,0.066,0.867,0.138
5,0.8,0.32,0.662996996694915,0.2204616900085354,0.798,0.035,0.135,0.922,0.124
7,0.8,0.32,0.662996996694915,0.2204616900085354,0.828,0.015,0.165,0.957,0.129
9,0.8,0.32,0.662996996694915,0.2204616900085354,0.832,0.002,0.169,0.962,0.13
11,0.8,0.32,0.662996996694915,0.2204616900085354,0.881,0.025,0.218,0.989,0.108
21,0.8,0.32,0.662996996694915,0.2204616900085354,0.941,0.03,0.278,1.0,0.059
31,0.8,0.32,0.662996996694915,0.2204616900085354,0.966,0.013,0.303,1.0,0.034
41,0.8,0.32,0.662996996694915,0.2204616900085354,0.984,0.009,0.321,1.0,0.016
51,0.8,0.32,0.662996996694915,0.2204616900085354,0.993,0.005,0.33,1.0,0.007
3,0.8,0.64,0.5555893318240682,0.273417648249734,0.623,0.0,0.067,0.886,0.263
5,0.8,0.64,0.5555893318240682,0.273417648249734,0.588,-0.018,0.032,0.924,0.336
7,0.8,0.64,0.5555893318240682,0.273417648249734,0.639,0.026,0.083,0.959,0.32
9,0.8,0.64,0.5555893318240682,0.273417648249734,0.626,-0.007,0.07,0.974,0.348
11,0.8,0.64,0.5555893318240682,0.273417648249734,0.648,0.011,0.092,0.986,0.338
21,0.8,0.64,0.5555893318240682,0.273417648249734,0.687,0.02,0.131,0.999,0.312
31,0.8,0.64,0.5555893318240682,0.273417648249734,0.736,0.024,0.18,1.0,0.264
41,0.8,0.64,0.5555893318240682,0.273417648249734,0.752,0.008,0.196,1.0,0.248
51,0.8,0.64,0.5555893318240682,0.273417648249734,0.791,0.02,0.235,1.0,0.209
3,0.8,1.28,0.5148841272485516,0.2849564048726705,0.516,0.0,0.001,0.884,0.368
5,0.8,1.28,0.5148841272485516,0.2849564048726705,0.516,0.0,0.001,0.949,0.433
7,0.8,1.28,0.5148841272485516,0.2849564048726705,0.538,0.011,0.023,0.969,0.431
9,0.8,1.28,0.5148841272485516,0.2849564048726705,0.529,-0.005,0.014,0.98,0.451
11,0.8,1.28,0.5148841272485516,0.2849564048726705,0.558,0.015,0.043,0.989,0.431
21,0.8,1.28,0.5148841272485516,0.2849564048726705,0.571,0.006,0.056,0.999,0.428
31,0.8,1.28,0.5148841272485516,0.2849564048726705,0.549,-0.011,0.034,1.0,0.451
41,0.8,1.28,0.5148841272485516,0.2849564048726705,0.583,0.017,0.068,1.0,0.417
51,0.8,1.28,0.5148841272485516,0.2849564048726705,0.581,-0.001,0.066,1.0,0.419
3,0.8,2.56,0.5037801105934989,0.2873535892871249,0.501,0.0,-0.003,0.875,0.374
5,0.8,2.56,0.5037801105934989,0.2873535892871249,0.484,-0.009,-0.02,0.939,0.455
7,0.8,2.56,0.5037801105934989,0.2873535892871249,0.539,0.028,0.035,0.958,0.419
9,0.8,2.56,0.5037801105934989,0.2873535892871249,0.511,-0.014,0.007,0.979,0.468
11,0.8,2.56,0.5037801105934989,0.2873535892871249,0.508,-0.002,0.004,0.991,0.483
21,0.8,2.56,0.5037801105934989,0.2873535892871249,0.52,0.006,0.016,1.0,0.48
31,0.8,2.56,0.5037801105934989,0.2873535892871249,0.514,-0.003,0.01,1.0,0.486
41,0.8,2.56,0.5037801105934989,0.2873535892871249,0.508,-0.003,0.004,1.0,0.492
51,0.8,2.56,0.5037801105934989,0.2873535892871249,0.521,0.007,0.017,1.0,0.479
3,0.85,0.02,0.8499999999999929,0.0199999999999736,0.945,0.0,0.095,0.945,0.0
5,0.85,0.02,0.8499999999999929,0.0199999999999736,0.965,0.01,0.115,0.965,0.0
7,0.85,0.02,0.8499999999999929,0.0199999999999736,0.997,0.016,0.147,0.997,0.0
9,0.85,0.02,0.8499999999999929,0.0199999999999736,0.995,-0.001,0.145,0.995,0.0
11,0.85,0.02,0.8499999999999929,0.0199999999999736,0.994,-0.001,0.144,0.994,0.0
21,0.85,0.02,0.8499999999999929,0.0199999999999736,1.0,0.003,0.15,1.0,0.0
31,0.85,0.02,0.8499999999999929,0.0199999999999736,1.0,0.0,0.15,1.0,0.0
41,0.85,0.02,0.8499999999999929,0.0199999999999736,1.0,0.0,0.15,1.0,0.0
51,0.85,0.02,0.8499999999999929,0.0199999999999736,1.0,0.0,0.15,1.0,0.0
3,0.85,0.04,0.8499845133035432,0.0399711426205227,0.932,0.0,0.082,0.932,0.0
5,0.85,0.04,0.8499845133035432,0.0399711426205227,0.979,0.023,0.129,0.979,0.0
7,0.85,0.04,0.8499845133035432,0.0399711426205227,0.986,0.004,0.136,0.988,0.002
9,0.85,0.04,0.8499845133035432,0.0399711426205227,0.993,0.004,0.143,0.993,0.0
11,0.85,0.04,0.8499845133035432,0.0399711426205227,0.998,0.003,0.148,0.998,0.0
21,0.85,0.04,0.8499845133035432,0.0399711426205227,0.999,0.001,0.149,0.999,0.0
31,0.85,0.04,0.8499845133035432,0.0399711426205227,1.0,0.001,0.15,1.0,0.0
41,0.85,0.04,0.8499845133035432,0.0399711426205227,1.0,0.0,0.15,1.0,0.0
51,0.85,0.04,0.8499845133035432,0.0399711426205227,1.0,0.0,0.15,1.0,0.0
3,0.85,0.08,0.844185234117554,0.0741605581238969,0.94,0.0,0.096,0.942,0.002
5,0.85,0.08,0.844185234117554,0.0741605581238969,0.969,0.015,0.125,0.972,0.003
7,0.85,0.08,0.844185234117554,0.0741605581238969,0.981,0.006,0.137,0.986,0.005
9,0.85,0.08,0.844185234117554,0.0741605581238969,0.993,0.006,0.149,0.994,0.001
11,0.85,0.08,0.844185234117554,0.0741605581238969,0.998,0.003,0.154,0.999,0.001
21,0.85,0.08,0.844185234117554,0.0741605581238969,1.0,0.001,0.156,1.0,0.0
31,0.85,0.08,0.844185234117554,0.0741605581238969,1.0,0.0,0.156,1.0,0.0
41,0.85,0.08,0.844185234117554,0.0741605581238969,1.0,0.0,0.156,1.0,0.0
51,0.85,0.08,0.844185234117554,0.0741605581238969,1.0,0.0,0.156,1.0,0.0
3,0.85,0.16,0.7997988303159214,0.1248991946991058,0.892,0.0,0.092,0.919,0.027
5,0.85,0.16,0.7997988303159214,0.1248991946991058,0.948,0.028,0.148,0.966,0.018
7,0.85,0.16,0.7997988303159214,0.1248991946991058,0.963,0.008,0.163,0.978,0.015
9,0.85,0.16,0.7997988303159214,0.1248991946991058,0.978,0.008,0.178,0.992,0.014
11,0.85,0.16,0.7997988303159214,0.1248991946991058,0.983,0.003,0.183,0.998,0.015
21,0.85,0.16,0.7997988303159214,0.1248991946991058,0.999,0.008,0.199,1.0,0.001
31,0.85,0.16,0.7997988303159214,0.1248991946991058,1.0,0.001,0.2,1.0,0.0
41,0.85,0.16,0.7997988303159214,0.1248991946991058,1.0,0.0,0.2,1.0,0.0
51,0.85,0.16,0.7997988303159214,0.1248991946991058,1.0,0.0,0.2,1.0,0.0
3,0.85,0.32,0.6859681938940367,0.213226599978182,0.763,0.0,0.077,0.886,0.123
5,0.85,0.32,0.6859681938940367,0.213226599978182,0.813,0.025,0.127,0.932,0.119
7,0.85,0.32,0.6859681938940367,0.213226599978182,0.865,0.026,0.179,0.964,0.099
9,0.85,0.32,0.6859681938940367,0.213226599978182,0.889,0.012,0.203,0.973,0.084
11,0.85,0.32,0.6859681938940367,0.213226599978182,0.917,0.014,0.231,0.989,0.072
21,0.85,0.32,0.6859681938940367,0.213226599978182,0.964,0.023,0.278,0.999,0.035
31,0.85,0.32,0.6859681938940367,0.213226599978182,0.987,0.012,0.301,1.0,0.013
41,0.85,0.32,0.6859681938940367,0.213226599978182,0.994,0.004,0.308,1.0,0.006
51,0.85,0.32,0.6859681938940367,0.213226599978182,0.999,0.003,0.313,1.0,0.001
3,0.85,0.64,0.5646789129374159,0.2723091992651656,0.572,0.0,0.007,0.864,0.292
5,0.85,0.64,0.5646789129374159,0.2723091992651656,0.625,0.027,0.06,0.935,0.31
7,0.85,0.64,0.5646789129374159,0.2723091992651656,0.641,0.008,0.076,0.958,0.317
9,0.85,0.64,0.5646789129374159,0.2723091992651656,0.686,0.023,0.121,0.979,0.293
11,0.85,0.64,0.5646789129374159,0.2723091992651656,0.678,-0.004,0.113,0.991,0.313
21,0.85,0.64,0.5646789129374159,0.2723091992651656,0.711,0.016,0.146,0.999,0.288
31,0.85,0.64,0.5646789129374159,0.2723091992651656,0.802,0.046,0.237,1.0,0.198
41,0.85,0.64,0.5646789129374159,0.2723091992651656,0.796,-0.003,0.231,1.0,0.204
51,0.85,0.64,0.5646789129374159,0.2723091992651656,0.828,0.016,0.263,1.0,0.172
3,0.85,1.28,0.5173614593274731,0.2848738014802637,0.519,0.0,0.002,0.88,0.361
5,0.85,1.28,0.5173614593274731,0.2848738014802637,0.565,0.023,0.048,0.935,0.37
7,0.85,1.28,0.5173614593274731,0.2848738014802637,0.539,-0.013,0.022,0.96,0.421
9,0.85,1.28,0.5173614593274731,0.2848738014802637,0.536,-0.002,0.019,0.985,0.449
11,0.85,1.28,0.5173614593274731,0.2848738014802637,0.553,0.009,0.036,0.986,0.433
21,0.85,1.28,0.5173614593274731,0.2848738014802637,0.567,0.007,0.05,0.998,0.431
31,0.85,1.28,0.5173614593274731,0.2848738014802637,0.605,0.019,0.088,1.0,0.395
41,0.85,1.28,0.5173614593274731,0.2848738014802637,0.578,-0.014,0.061,1.0,0.422
51,0.85,1.28,0.5173614593274731,0.2848738014802637,0.57,-0.004,0.053,1.0,0.43
3,0.85,2.56,0.5044100741532065,0.2873482262357409,0.523,0.0,0.019,0.896,0.373
5,0.85,2.56,0.5044100741532065,0.2873482262357409,0.554,0.016,0.05,0.937,0.383
7,0.85,2.56,0.5044100741532065,0.2873482262357409,0.526,-0.014,0.022,0.965,0.439
9,0.85,2.56,0.5044100741532065,0.2873482262357409,0.531,0.003,0.027,0.976,0.445
11,0.85,2.56,0.5044100741532065,0.2873482262357409,0.494,-0.019,-0.01,0.992,0.498
21,0.85,2.56,0.5044100741532065,0.2873482262357409,0.532,0.019,0.028,1.0,0.468
31,0.85,2.56,0.5044100741532065,0.2873482262357409,0.533,0.001,0.029,1.0,0.467
41,0.85,2.56,0.5044100741532065,0.2873482262357409,0.532,-0.001,0.028,1.0,0.468
51,0.85,2.56,0.5044100741532065,0.2873482262357409,0.509,-0.012,0.005,1.0,0.491
3,0.9,0.02,0.8999999618679678,0.0199999056229612,0.975,0.0,0.075,0.975,0.0
5,0.9,0.02,0.8999999618679678,0.0199999056229612,0.99,0.008,0.09,0.99,0.0
7,0.9,0.02,0.8999999618679678,0.0199999056229612,0.992,0.001,0.092,0.992,0.0
9,0.9,0.02,0.8999999618679678,0.0199999056229612,0.999,0.004,0.099,0.999,0.0
11,0.9,0.02,0.8999999618679678,0.0199999056229612,1.0,0.001,0.1,1.0,0.0
21,0.9,0.02,0.8999999618679678,0.0199999056229612,1.0,0.0,0.1,1.0,0.0
31,0.9,0.02,0.8999999618679678,0.0199999056229612,1.0,0.0,0.1,1.0,0.0
41,0.9,0.02,0.8999999618679678,0.0199999056229612,1.0,0.0,0.1,1.0,0.0
51,0.9,0.02,0.8999999618679678,0.0199999056229612,1.0,0.0,0.1,1.0,0.0
3,0.9,0.04,0.8992488782186222,0.0390522055678438,0.972,0.0,0.073,0.972,0.0
5,0.9,0.04,0.8992488782186222,0.0390522055678438,0.992,0.01,0.093,0.993,0.001
7,0.9,0.04,0.8992488782186222,0.0390522055678438,0.996,0.002,0.097,0.995,-0.001
9,0.9,0.04,0.8992488782186222,0.0390522055678438,1.0,0.002,0.101,1.0,0.0
11,0.9,0.04,0.8992488782186222,0.0390522055678438,0.999,-0.001,0.1,0.999,0.0
21,0.9,0.04,0.8992488782186222,0.0390522055678438,1.0,0.001,0.101,1.0,0.0
31,0.9,0.04,0.8992488782186222,0.0390522055678438,1.0,0.0,0.101,1.0,0.0
41,0.9,0.04,0.8992488782186222,0.0390522055678438,1.0,0.0,0.101,1.0,0.0
51,0.9,0.04,0.8992488782186222,0.0390522055678438,1.0,0.0,0.101,1.0,0.0
3,0.9,0.08,0.8833631698837304,0.0669041829945759,0.961,0.0,0.078,0.96,-0.001
5,0.9,0.08,0.8833631698837304,0.0669041829945759,0.983,0.011,0.1,0.98,-0.003
7,0.9,0.08,0.8833631698837304,0.0669041829945759,0.994,0.006,0.111,0.997,0.003
9,0.9,0.08,0.8833631698837304,0.0669041829945759,0.997,0.002,0.114,0.999,0.002
11,0.9,0.08,0.8833631698837304,0.0669041829945759,1.0,0.002,0.117,0.999,-0.001
21,0.9,0.08,0.8833631698837304,0.0669041829945759,1.0,0.0,0.117,1.0,0.0
31,0.9,0.08,0.8833631698837304,0.0669041829945759,1.0,0.0,0.117,1.0,0.0
41,0.9,0.08,0.8833631698837304,0.0669041829945759,1.0,0.0,0.117,1.0,0.0
51,0.9,0.08,0.8833631698837304,0.0669041829945759,1.0,0.0,0.117,1.0,0.0
3,0.9,0.16,0.8279875166234255,0.1152603758563003,0.921,0.0,0.093,0.933,0.012
5,0.9,0.16,0.8279875166234255,0.1152603758563003,0.956,0.017,0.128,0.968,0.012
7,0.9,0.16,0.8279875166234255,0.1152603758563003,0.981,0.013,0.153,0.991,0.01
9,0.9,0.16,0.8279875166234255,0.1152603758563003,0.99,0.005,0.162,0.997,0.007
11,0.9,0.16,0.8279875166234255,0.1152603758563003,0.994,0.002,0.166,0.997,0.003
21,0.9,0.16,0.8279875166234255,0.1152603758563003,1.0,0.003,0.172,1.0,0.0
31,0.9,0.16,0.8279875166234255,0.1152603758563003,1.0,0.0,0.172,1.0,0.0
41,0.9,0.16,0.8279875166234255,0.1152603758563003,1.0,0.0,0.172,1.0,0.0
51,0.9,0.16,0.8279875166234255,0.1152603758563003,1.0,0.0,0.172,1.0,0.0
3,0.9,0.32,0.7073848450875848,0.2055545456826431,0.776,0.0,0.069,0.87,0.094
5,0.9,0.32,0.7073848450875848,0.2055545456826431,0.867,0.045,0.16,0.941,0.074
7,0.9,0.32,0.7073848450875848,0.2055545456826431,0.898,0.016,0.191,0.969,0.071
9,0.9,0.32,0.7073848450875848,0.2055545456826431,0.926,0.014,0.219,0.985,0.059
11,0.9,0.32,0.7073848450875848,0.2055545456826431,0.943,0.008,0.236,0.992,0.049
21,0.9,0.32,0.7073848450875848,0.2055545456826431,0.978,0.018,0.271,0.999,0.021
31,0.9,0.32,0.7073848450875848,0.2055545456826431,0.987,0.005,0.28,0.999,0.012
41,0.9,0.32,0.7073848450875848,0.2055545456826431,0.999,0.006,0.292,1.0,0.001
51,0.9,0.32,0.7073848450875848,0.2055545456826431,0.999,0.0,0.292,1.0,0.001
3,0.9,0.64,0.5736895316294779,0.2710426422008533,0.627,0.0,0.053,0.884,0.257
5,0.9,0.64,0.5736895316294779,0.2710426422008533,0.635,0.004,0.061,0.932,0.297
7,0.9,0.64,0.5736895316294779,0.2710426422008533,0.664,0.015,0.09,0.963,0.299
9,0.9,0.64,0.5736895316294779,0.2710426422008533,0.692,0.014,0.118,0.971,0.279
11,0.9,0.64,0.5736895316294779,0.2710426422008533,0.683,-0.004,0.109,0.983,0.3
21,0.9,0.64,0.5736895316294779,0.2710426422008533,0.771,0.044,0.197,1.0,0.229
31,0.9,0.64,0.5736895316294779,0.2710426422008533,0.807,0.018,0.233,1.0,0.193
41,0.9,0.64,0.5736895316294779,0.2710426422008533,0.834,0.013,0.26,1.0,0.166
51,0.9,0.64,0.5736895316294779,0.2710426422008533,0.851,0.009,0.277,1.0,0.149
3,0.9,1.28,0.5198372452196577,0.2847785549781354,0.521,0.0,0.001,0.878,0.357
5,0.9,1.28,0.5198372452196577,0.2847785549781354,0.513,-0.004,-0.007,0.955,0.442
7,0.9,1.28,0.5198372452196577,0.2847785549781354,0.561,0.024,0.041,0.963,0.402
9,0.9,1.28,0.5198372452196577,0.2847785549781354,0.569,0.004,0.049,0.974,0.405
11,0.9,1.28,0.5198372452196577,0.2847785549781354,0.56,-0.004,0.04,0.989,0.429
21,0.9,1.28,0.5198372452196577,0.2847785549781354,0.562,0.001,0.042,1.0,0.438
31,0.9,1.28,0.5198372452196577,0.2847785549781354,0.549,-0.007,0.029,0.999,0.45
41,0.9,1.28,0.5198372452196577,0.2847785549781354,0.607,0.029,0.087,1.0,0.393
51,0.9,1.28,0.5198372452196577,0.2847785549781354,0.611,0.002,0.091,1.0,0.389
3,0.9,2.56,0.5050400123898999,0.2873420383704211,0.505,0.0,-0.0,0.868,0.363
5,0.9,2.56,0.5050400123898999,0.2873420383704211,0.494,-0.006,-0.011,0.926,0.432
7,0.9,2.56,0.5050400123898999,0.2873420383704211,0.5,0.003,-0.005,0.973,0.473
9,0.9,2.56,0.5050400123898999,0.2873420383704211,0.496,-0.002,-0.009,0.984,0.488
11,0.9,2.56,0.5050400123898999,0.2873420383704211,0.492,-0.002,-0.013,0.988,0.496
21,0.9,2.56,0.5050400123898999,0.2873420383704211,0.509,0.009,0.004,0.998,0.489
31,0.9,2.56,0.5050400123898999,0.2873420383704211,0.511,0.001,0.006,1.0,0.489
41,0.9,2.56,0.5050400123898999,0.2873420383704211,0.547,0.018,0.042,1.0,0.453
51,0.9,2.56,0.5050400123898999,0.2873420383704211,0.524,-0.012,0.019,1.0,0.476
3,0.95,0.02,0.949600398635246,0.0195002526105777,0.993,0.0,0.043,0.993,0.0
5,0.95,0.02,0.949600398635246,0.0195002526105777,0.998,0.003,0.048,0.998,0.0
7,0.95,0.02,0.949600398635246,0.0195002526105777,1.0,0.001,0.05,1.0,0.0
9,0.95,0.02,0.949600398635246,0.0195002526105777,1.0,0.0,0.05,1.0,0.0
11,0.95,0.02,0.949600398635246,0.0195002526105777,1.0,0.0,0.05,1.0,0.0
21,0.95,0.02,0.949600398635246,0.0195002526105777,1.0,0.0,0.05,1.0,0.0
31,0.95,0.02,0.949600398635246,0.0195002526105777,1.0,0.0,0.05,1.0,0.0
41,0.95,0.02,0.949600398635246,0.0195002526105777,1.0,0.0,0.05,1.0,0.0
51,0.95,0.02,0.949600398635246,0.0195002526105777,1.0,0.0,0.05,1.0,0.0
