voters,distribution,mean,std,iterations,true_mean,optimal_correct,optimal_correct_minus_mean,optimal_correct_minus_true_mean,majority_correct,majority_correct_minus_mean,majority_correct_minus_true_mean,optimal_correct_minus_majority_correct
31,uniform,0.75,0.1385640646055101,1000,0.75,1.0,0.25,0.25,0.999,0.249,0.249,0.001
41,uniform,0.75,0.1385640646055101,1000,0.75,1.0,0.25,0.25,1.0,0.25,0.25,0.0
51,uniform,0.75,0.1385640646055101,1000,0.75,1.0,0.25,0.25,1.0,0.25,0.25,0.0
3,uniform,0.65,0.0288675134594812,1000,0.65,0.71,0.0599999999999999,0.0599999999999999,0.71,0.0599999999999999,0.0599999999999999,0.0
5,uniform,0.65,0.0288675134594812,1000,0.65,0.755,0.1049999999999999,0.1049999999999999,0.755,0.1049999999999999,0.1049999999999999,0.0
7,uniform,0.65,0.0288675134594812,1000,0.65,0.797,0.147,0.147,0.799,0.149,0.149,-0.002
9,uniform,0.65,0.0288675134594812,1000,0.65,0.821,0.1709999999999999,0.1709999999999999,0.82,0.1699999999999999,0.1699999999999999,0.001
11,uniform,0.65,0.0288675134594812,1000,0.65,0.831,0.1809999999999999,0.1809999999999999,0.824,0.1739999999999999,0.1739999999999999,0.007
21,uniform,0.65,0.0288675134594812,1000,0.65,0.93,0.28,0.28,0.929,0.279,0.279,0.001
31,uniform,0.65,0.0288675134594812,1000,0.65,0.955,0.3049999999999999,0.3049999999999999,0.954,0.3039999999999999,0.3039999999999999,0.001
41,uniform,0.65,0.0288675134594812,1000,0.65,0.984,0.3339999999999999,0.3339999999999999,0.984,0.3339999999999999,0.3339999999999999,0.0
51,uniform,0.65,0.0288675134594812,1000,0.65,0.987,0.3369999999999999,0.3369999999999999,0.986,0.3359999999999999,0.3359999999999999,0.001
3,uniform,0.75,0.0866025403784438,1000,0.75,0.834,0.0839999999999999,0.0839999999999999,0.836,0.0859999999999999,0.0859999999999999,-0.002
5,uniform,0.75,0.0866025403784438,1000,0.75,0.923,0.173,0.173,0.913,0.163,0.163,0.01
7,uniform,0.75,0.0866025403784438,1000,0.75,0.94,0.1899999999999999,0.1899999999999999,0.926,0.176,0.176,0.014
9,uniform,0.75,0.0866025403784438,1000,0.75,0.966,0.2159999999999999,0.2159999999999999,0.957,0.2069999999999999,0.2069999999999999,0.009
11,uniform,0.75,0.0866025403784438,1000,0.75,0.977,0.2269999999999999,0.2269999999999999,0.969,0.2189999999999999,0.2189999999999999,0.008
21,uniform,0.75,0.0866025403784438,1000,0.75,1.0,0.25,0.25,0.997,0.247,0.247,0.003
31,uniform,0.75,0.0866025403784438,1000,0.75,1.0,0.25,0.25,0.999,0.249,0.249,0.001
41,uniform,0.75,0.0866025403784438,1000,0.75,1.0,0.25,0.25,1.0,0.25,0.25,0.0
51,uniform,0.75,0.0866025403784438,1000,0.75,1.0,0.25,0.25,1.0,0.25,0.25,0.0
3,uniform,0.8,0.112583302491977,1000,0.8,0.927,0.127,0.127,0.897,0.0969999999999999,0.0969999999999999,0.03
5,uniform,0.8,0.112583302491977,1000,0.8,0.953,0.1529999999999999,0.1529999999999999,0.942,0.1419999999999999,0.1419999999999999,0.011
7,uniform,0.8,0.112583302491977,1000,0.8,0.99,0.1899999999999999,0.1899999999999999,0.975,0.1749999999999999,0.1749999999999999,0.015
9,uniform,0.8,0.112583302491977,1000,0.8,0.988,0.1879999999999999,0.1879999999999999,0.977,0.1769999999999999,0.1769999999999999,0.011
11,uniform,0.8,0.112583302491977,1000,0.8,0.999,0.1989999999999999,0.1989999999999999,0.987,0.1869999999999999,0.1869999999999999,0.012
21,uniform,0.8,0.112583302491977,1000,0.8,1.0,0.1999999999999999,0.1999999999999999,1.0,0.1999999999999999,0.1999999999999999,0.0
31,uniform,0.8,0.112583302491977,1000,0.8,1.0,0.1999999999999999,0.1999999999999999,1.0,0.1999999999999999,0.1999999999999999,0.0
41,uniform,0.8,0.112583302491977,1000,0.8,1.0,0.1999999999999999,0.1999999999999999,1.0,0.1999999999999999,0.1999999999999999,0.0
51,uniform,0.8,0.112583302491977,1000,0.8,1.0,0.1999999999999999,0.1999999999999999,1.0,0.1999999999999999,0.1999999999999999,0.0
3,uniform,0.75,0.0288675134594813,1000,0.75,0.831,0.0809999999999999,0.0809999999999999,0.831,0.0809999999999999,0.0809999999999999,0.0
5,uniform,0.75,0.0288675134594813,1000,0.75,0.902,0.152,0.152,0.902,0.152,0.152,0.0
7,uniform,0.75,0.0288675134594813,1000,0.75,0.937,0.187,0.187,0.938,0.1879999999999999,0.1879999999999999,-0.001
9,uniform,0.75,0.0288675134594813,1000,0.75,0.955,0.2049999999999999,0.2049999999999999,0.955,0.2049999999999999,0.2049999999999999,0.0
11,uniform,0.75,0.0288675134594813,1000,0.75,0.957,0.2069999999999999,0.2069999999999999,0.957,0.2069999999999999,0.2069999999999999,0.0
21,uniform,0.75,0.0288675134594813,1000,0.75,0.995,0.245,0.245,0.995,0.245,0.245,0.0
31,uniform,0.75,0.0288675134594813,1000,0.75,0.999,0.249,0.249,0.998,0.248,0.248,0.001
41,uniform,0.75,0.0288675134594813,1000,0.75,1.0,0.25,0.25,1.0,0.25,0.25,0.0
51,uniform,0.75,0.0288675134594813,1000,0.75,1.0,0.25,0.25,1.0,0.25,0.25,0.0
3,uniform,0.84,0.0837157890324957,1000,0.84,0.935,0.095,0.095,0.932,0.092,0.092,0.003
5,uniform,0.84,0.0837157890324957,1000,0.84,0.979,0.139,0.139,0.973,0.133,0.133,0.006
7,uniform,0.84,0.0837157890324957,1000,0.84,0.992,0.152,0.152,0.987,0.147,0.147,0.005
9,uniform,0.84,0.0837157890324957,1000,0.84,0.998,0.158,0.158,0.994,0.154,0.154,0.004
11,uniform,0.84,0.0837157890324957,1000,0.84,0.998,0.158,0.158,0.996,0.156,0.156,0.002
21,uniform,0.84,0.0837157890324957,1000,0.84,1.0,0.16,0.16,0.999,0.159,0.159,0.001
31,uniform,0.84,0.0837157890324957,1000,0.84,1.0,0.16,0.16,1.0,0.16,0.16,0.0
41,uniform,0.84,0.0837157890324957,1000,0.84,1.0,0.16,0.16,1.0,0.16,0.16,0.0
51,uniform,0.84,0.0837157890324957,1000,0.84,1.0,0.16,0.16,1.0,0.16,0.16,0.0
3,uniform,0.85,0.0288675134594812,1000,0.85,0.937,0.087,0.087,0.937,0.087,0.087,0.0
5,uniform,0.85,0.0288675134594812,1000,0.85,0.97,0.12,0.12,0.97,0.12,0.12,0.0
7,uniform,0.85,0.0288675134594812,1000,0.85,0.981,0.131,0.131,0.981,0.131,0.131,0.0
9,uniform,0.85,0.0288675134594812,1000,0.85,0.995,0.145,0.145,0.995,0.145,0.145,0.0
11,uniform,0.85,0.0288675134594812,1000,0.85,0.998,0.148,0.148,0.998,0.148,0.148,0.0
21,uniform,0.85,0.0288675134594812,1000,0.85,1.0,0.15,0.15,1.0,0.15,0.15,0.0
31,uniform,0.85,0.0288675134594812,1000,0.85,1.0,0.15,0.15,1.0,0.15,0.15,0.0
41,uniform,0.85,0.0288675134594812,1000,0.85,1.0,0.15,0.15,1.0,0.15,0.15,0.0
51,uniform,0.85,0.0288675134594812,1000,0.85,1.0,0.15,0.15,1.0,0.15,0.15,0.0
3,uniform,0.9,0.0548482755730144,1000,0.9,0.97,0.0699999999999999,0.0699999999999999,0.967,0.0669999999999999,0.0669999999999999,0.003
5,uniform,0.9,0.0548482755730144,1000,0.9,0.994,0.0939999999999999,0.0939999999999999,0.991,0.0909999999999999,0.0909999999999999,0.003
7,uniform,0.9,0.0548482755730144,1000,0.9,0.999,0.0989999999999999,0.0989999999999999,0.999,0.0989999999999999,0.0989999999999999,0.0
9,uniform,0.9,0.0548482755730144,1000,0.9,0.999,0.0989999999999999,0.0989999999999999,0.998,0.0979999999999999,0.0979999999999999,0.001
11,uniform,0.9,0.0548482755730144,1000,0.9,1.0,0.0999999999999999,0.0999999999999999,1.0,0.0999999999999999,0.0999999999999999,0.0
21,uniform,0.9,0.0548482755730144,1000,0.9,1.0,0.0999999999999999,0.0999999999999999,1.0,0.0999999999999999,0.0999999999999999,0.0
31,uniform,0.9,0.0548482755730144,1000,0.9,1.0,0.0999999999999999,0.0999999999999999,1.0,0.0999999999999999,0.0999999999999999,0.0
41,uniform,0.9,0.0548482755730144,1000,0.9,1.0,0.0999999999999999,0.0999999999999999,1.0,0.0999999999999999,0.0999999999999999,0.0
51,uniform,0.9,0.0548482755730144,1000,0.9,1.0,0.0999999999999999,0.0999999999999999,1.0,0.0999999999999999,0.0999999999999999,0.0
3,uniform,0.94,0.0259807621135331,1000,0.94,0.987,0.047,0.047,0.987,0.047,0.047,0.0
5,uniform,0.94,0.0259807621135331,1000,0.94,0.999,0.059,0.059,0.999,0.059,0.059,0.0
7,uniform,0.94,0.0259807621135331,1000,0.94,1.0,0.06,0.06,1.0,0.06,0.06,0.0
9,uniform,0.94,0.0259807621135331,1000,0.94,1.0,0.06,0.06,1.0,0.06,0.06,0.0
11,uniform,0.94,0.0259807621135331,1000,0.94,1.0,0.06,0.06,1.0,0.06,0.06,0.0
21,uniform,0.94,0.0259807621135331,1000,0.94,1.0,0.06,0.06,1.0,0.06,0.06,0.0
31,uniform,0.94,0.0259807621135331,1000,0.94,1.0,0.06,0.06,1.0,0.06,0.06,0.0
41,uniform,0.94,0.0259807621135331,1000,0.94,1.0,0.06,0.06,1.0,0.06,0.06,0.0
51,uniform,0.94,0.0259807621135331,1000,0.94,1.0,0.06,0.06,1.0,0.06,0.06,0.0
3,uniform,0.55,0.025980762113533153,1000,0.55,0.603,0.052999999999999936,0.052999999999999936,0.582,0.03199999999999992,0.03199999999999992,0.021
5,uniform,0.55,0.025980762113533153,1000,0.55,0.613,0.06299999999999994,0.06299999999999994,0.584,0.03399999999999992,0.03399999999999992,0.029
7,uniform,0.55,0.025980762113533153,1000,0.55,0.589,0.038999999999999924,0.038999999999999924,0.581,0.030999999999999917,0.030999999999999917,0.008
9,uniform,0.55,0.025980762113533153,1000,0.55,0.631,0.08099999999999996,0.08099999999999996,0.626,0.07599999999999996,0.07599999999999996,0.005
11,uniform,0.55,0.025980762113533153,1000,0.55,0.631,0.08099999999999996,0.08099999999999996,0.604,0.05399999999999994,0.05399999999999994,0.027
21,uniform,0.55,0.025980762113533153,1000,0.55,0.69,0.1399999999999999,0.1399999999999999,0.68,0.13,0.13,0.01
31,uniform,0.55,0.025980762113533153,1000,0.55,0.74,0.18999999999999995,0.18999999999999995,0.718,0.16799999999999993,0.16799999999999993,0.022
41,uniform,0.55,0.025980762113533153,1000,0.55,0.75,0.19999999999999996,0.19999999999999996,0.723,0.17299999999999993,0.17299999999999993,0.027
51,uniform,0.55,0.025980762113533153,1000,0.55,0.799,0.249,0.249,0.764,0.21399999999999997,0.21399999999999997,0.035
3,uniform,0.6,0.054848275573014436,1000,0.6,0.655,0.05500000000000005,0.05500000000000005,0.651,0.051000000000000045,0.051000000000000045,0.004
5,uniform,0.6,0.054848275573014436,1000,0.6,0.691,0.09099999999999997,0.09099999999999997,0.691,0.09099999999999997,0.09099999999999997,0.0
7,uniform,0.6,0.054848275573014436,1000,0.6,0.726,0.126,0.126,0.711,0.11099999999999999,0.11099999999999999,0.015
9,uniform,0.6,0.054848275573014436,1000,0.6,0.759,0.15900000000000003,0.15900000000000003,0.733,0.133,0.133,0.026
11,uniform,0.6,0.054848275573014436,1000,0.6,0.786,0.18600000000000005,0.18600000000000005,0.75,0.15000000000000002,0.15000000000000002,0.036
21,uniform,0.6,0.054848275573014436,1000,0.6,0.839,0.239,0.239,0.806,0.20600000000000007,0.20600000000000007,0.033
31,uniform,0.6,0.054848275573014436,1000,0.6,0.896,0.29600000000000004,0.29600000000000004,0.87,0.27,0.27,0.026
41,uniform,0.6,0.054848275573014436,1000,0.6,0.924,0.32400000000000007,0.32400000000000007,0.9,0.30000000000000004,0.30000000000000004,0.024
51,uniform,0.6,0.054848275573014436,1000,0.6,0.948,0.348,0.348,0.927,0.32700000000000007,0.32700000000000007,0.021
3,uniform,0.66,0.08371578903249575,1000,0.66,0.747,0.08699999999999997,0.08699999999999997,0.739,0.07899999999999996,0.07899999999999996,0.008
5,uniform,0.66,0.08371578903249575,1000,0.66,0.822,0.16199999999999992,0.16199999999999992,0.787,0.127,0.127,0.035
7,uniform,0.66,0.08371578903249575,1000,0.66,0.835,0.17499999999999993,0.17499999999999993,0.819,0.15899999999999992,0.15899999999999992,0.016
9,uniform,0.66,0.08371578903249575,1000,0.66,0.883,0.22299999999999998,0.22299999999999998,0.853,0.19299999999999995,0.19299999999999995,0.03
11,uniform,0.66,0.08371578903249575,1000,0.66,0.906,0.246,0.246,0.875,0.21499999999999997,0.21499999999999997,0.031
21,uniform,0.66,0.08371578903249575,1000,0.66,0.963,0.30299999999999994,0.30299999999999994,0.944,0.2839999999999999,0.2839999999999999,0.019
31,uniform,0.66,0.08371578903249575,1000,0.66,0.98,0.31999999999999995,0.31999999999999995,0.965,0.30499999999999994,0.30499999999999994,0.015
41,uniform,0.66,0.08371578903249575,1000,0.66,0.992,0.33199999999999996,0.33199999999999996,0.984,0.32399999999999995,0.32399999999999995,0.008
51,uniform,0.66,0.08371578903249575,1000,0.66,0.996,0.33599999999999997,0.33599999999999997,0.991,0.33099999999999996,0.33099999999999996,0.005
3,uniform,0.7,0.11258330249197704,1000,0.7,0.801,0.10100000000000009,0.10100000000000009,0.786,0.08600000000000008,0.08600000000000008,0.015
5,uniform,0.7,0.11258330249197704,1000,0.7,0.863,0.16300000000000003,0.16300000000000003,0.814,0.11399999999999999,0.11399999999999999,0.049
7,uniform,0.7,0.11258330249197704,1000,0.7,0.915,0.21500000000000008,0.21500000000000008,0.87,0.17000000000000004,0.17000000000000004,0.045
9,uniform,0.7,0.11258330249197704,1000,0.7,0.935,0.2350000000000001,0.2350000000000001,0.903,0.20300000000000007,0.20300000000000007,0.032
11,uniform,0.7,0.11258330249197704,1000,0.7,0.957,0.257,0.257,0.925,0.2250000000000001,0.2250000000000001,0.032
21,uniform,0.7,0.11258330249197704,1000,0.7,0.988,0.28800000000000003,0.28800000000000003,0.972,0.272,0.272,0.016
31,uniform,0.7,0.11258330249197704,1000,0.7,0.999,0.29900000000000004,0.29900000000000004,0.987,0.28700000000000003,0.28700000000000003,0.012
41,uniform,0.7,0.11258330249197704,1000,0.7,0.998,0.29800000000000004,0.29800000000000004,0.991,0.29100000000000004,0.29100000000000004,0.007
51,uniform,0.7,0.11258330249197704,1000,0.7,1.0,0.30000000000000004,0.30000000000000004,0.999,0.29900000000000004,0.29900000000000004,0.001
3,uniform,0.75,0.13856406460551018,1000,0.75,0.883,0.133,0.133,0.85,0.09999999999999998,0.09999999999999998,0.033
5,uniform,0.75,0.13856406460551018,1000,0.75,0.932,0.18200000000000005,0.18200000000000005,0.892,0.14200000000000002,0.14200000000000002,0.04
7,uniform,0.75,0.13856406460551018,1000,0.75,0.968,0.21799999999999997,0.21799999999999997,0.927,0.17700000000000005,0.17700000000000005,0.041
9,uniform,0.75,0.13856406460551018,1000,0.75,0.976,0.22599999999999998,0.22599999999999998,0.945,0.19499999999999995,0.19499999999999995,0.031
11,uniform,0.75,0.13856406460551018,1000,0.75,0.987,0.237,0.237,0.958,0.20799999999999996,0.20799999999999996,0.029
21,uniform,0.75,0.13856406460551018,1000,0.75,0.997,0.247,0.247,0.988,0.238,0.238,0.009
31,uniform,0.75,0.13856406460551018,1000,0.75,1.0,0.25,0.25,0.996,0.246,0.246,0.004
41,uniform,0.75,0.13856406460551018,1000,0.75,1.0,0.25,0.25,0.999,0.249,0.249,0.001
51,uniform,0.75,0.13856406460551018,1000,0.75,1.0,0.25,0.25,1.0,0.25,0.25,0.0
3,uniform,0.65,0.028867513459481284,1000,0.65,0.687,0.03700000000000003,0.03700000000000003,0.687,0.03700000000000003,0.03700000000000003,0.0
5,uniform,0.65,0.028867513459481284,1000,0.65,0.756,0.10599999999999998,0.10599999999999998,0.756,0.10599999999999998,0.10599999999999998,0.0
7,uniform,0.65,0.028867513459481284,1000,0.65,0.826,0.17599999999999993,0.17599999999999993,0.828,0.17799999999999994,0.17799999999999994,-0.002
9,uniform,0.65,0.028867513459481284,1000,0.65,0.839,0.18899999999999995,0.18899999999999995,0.835,0.18499999999999994,0.18499999999999994,0.004
11,uniform,0.65,0.028867513459481284,1000,0.65,0.843,0.19299999999999995,0.19299999999999995,0.836,0.18599999999999994,0.18599999999999994,0.007
21,uniform,0.65,0.028867513459481284,1000,0.65,0.933,0.28300000000000003,0.28300000000000003,0.928,0.278,0.278,0.005
31,uniform,0.65,0.028867513459481284,1000,0.65,0.971,0.32099999999999995,0.32099999999999995,0.97,0.31999999999999995,0.31999999999999995,0.001
41,uniform,0.65,0.028867513459481284,1000,0.65,0.975,0.32499999999999996,0.32499999999999996,0.97,0.31999999999999995,0.31999999999999995,0.005
51,uniform,0.65,0.028867513459481284,1000,0.65,0.981,0.33099999999999996,0.33099999999999996,0.98,0.32999999999999996,0.32999999999999996,0.001
3,uniform,0.75,0.08660254037844388,1000,0.75,0.851,0.10099999999999998,0.10099999999999998,0.842,0.09199999999999997,0.09199999999999997,0.009
5,uniform,0.75,0.08660254037844388,1000,0.75,0.923,0.17300000000000004,0.17300000000000004,0.906,0.15600000000000003,0.15600000000000003,0.017
7,uniform,0.75,0.08660254037844388,1000,0.75,0.94,0.18999999999999995,0.18999999999999995,0.92,0.17000000000000004,0.17000000000000004,0.02
9,uniform,0.75,0.08660254037844388,1000,0.75,0.959,0.20899999999999996,0.20899999999999996,0.947,0.19699999999999995,0.19699999999999995,0.012
11,uniform,0.75,0.08660254037844388,1000,0.75,0.972,0.22199999999999998,0.22199999999999998,0.966,0.21599999999999997,0.21599999999999997,0.006
21,uniform,0.75,0.08660254037844388,1000,0.75,0.994,0.244,0.244,0.989,0.239,0.239,0.005
31,uniform,0.75,0.08660254037844388,1000,0.75,1.0,0.25,0.25,1.0,0.25,0.25,0.0
41,uniform,0.75,0.08660254037844388,1000,0.75,1.0,0.25,0.25,1.0,0.25,0.25,0.0
51,uniform,0.75,0.08660254037844388,1000,0.75,1.0,0.25,0.25,1.0,0.25,0.25,0.0
3,uniform,0.8,0.11258330249197704,1000,0.8,0.914,0.11399999999999999,0.11399999999999999,0.891,0.09099999999999997,0.09099999999999997,0.023
5,uniform,0.8,0.11258330249197704,1000,0.8,0.959,0.15899999999999992,0.15899999999999992,0.939,0.1389999999999999,0.1389999999999999,0.02
7,uniform,0.8,0.11258330249197704,1000,0.8,0.978,0.17799999999999994,0.17799999999999994,0.951,0.1509999999999999,0.1509999999999999,0.027
9,uniform,0.8,0.11258330249197704,1000,0.8,0.99,0.18999999999999995,0.18999999999999995,0.985,0.18499999999999994,0.18499999999999994,0.005
11,uniform,0.8,0.11258330249197704,1000,0.8,0.997,0.19699999999999995,0.19699999999999995,0.992,0.19199999999999995,0.19199999999999995,0.005
21,uniform,0.8,0.11258330249197704,1000,0.8,0.999,0.19899999999999995,0.19899999999999995,0.999,0.19899999999999995,0.19899999999999995,0.0
31,uniform,0.8,0.11258330249197704,1000,0.8,1.0,0.19999999999999996,0.19999999999999996,1.0,0.19999999999999996,0.19999999999999996,0.0
41,uniform,0.8,0.11258330249197704,1000,0.8,1.0,0.19999999999999996,0.19999999999999996,1.0,0.19999999999999996,0.19999999999999996,0.0
51,uniform,0.8,0.11258330249197704,1000,0.8,1.0,0.19999999999999996,0.19999999999999996,1.0,0.19999999999999996,0.19999999999999996,0.0
3,uniform,0.75,0.028867513459481315,1000,0.75,0.852,0.10199999999999998,0.10199999999999998,0.852,0.10199999999999998,0.10199999999999998,0.0
5,uniform,0.75,0.028867513459481315,1000,0.75,0.899,0.14900000000000002,0.14900000000000002,0.899,0.14900000000000002,0.14900000000000002,0.0
7,uniform,0.75,0.028867513459481315,1000,0.75,0.946,0.19599999999999995,0.19599999999999995,0.946,0.19599999999999995,0.19599999999999995,0.0
9,uniform,0.75,0.028867513459481315,1000,0.75,0.942,0.19199999999999995,0.19199999999999995,0.943,0.19299999999999995,0.19299999999999995,-0.001
11,uniform,0.75,0.028867513459481315,1000,0.75,0.968,0.21799999999999997,0.21799999999999997,0.968,0.21799999999999997,0.21799999999999997,0.0
21,uniform,0.75,0.028867513459481315,1000,0.75,0.994,0.244,0.244,0.994,0.244,0.244,0.0
31,uniform,0.75,0.028867513459481315,1000,0.75,0.998,0.248,0.248,0.997,0.247,0.247,0.001
41,uniform,0.75,0.028867513459481315,1000,0.75,0.999,0.249,0.249,0.999,0.249,0.249,0.0
51,uniform,0.75,0.028867513459481315,1000,0.75,1.0,0.25,0.25,1.0,0.25,0.25,0.0
3,uniform,0.84,0.08371578903249575,1000,0.84,0.937,0.09700000000000009,0.09700000000000009,0.922,0.08200000000000007,0.08200000000000007,0.015
5,uniform,0.84,0.08371578903249575,1000,0.84,0.97,0.13,0.13,0.968,0.128,0.128,0.002
7,uniform,0.84,0.08371578903249575,1000,0.84,0.991,0.15100000000000002,0.15100000000000002,0.984,0.14400000000000002,0.14400000000000002,0.007
9,uniform,0.84,0.08371578903249575,1000,0.84,0.992,0.15200000000000002,0.15200000000000002,0.991,0.15100000000000002,0.15100000000000002,0.001
11,uniform,0.84,0.08371578903249575,1000,0.84,0.998,0.15800000000000003,0.15800000000000003,0.994,0.15400000000000003,0.15400000000000003,0.004
21,uniform,0.84,0.08371578903249575,1000,0.84,1.0,0.16000000000000003,0.16000000000000003,1.0,0.16000000000000003,0.16000000000000003,0.0
31,uniform,0.84,0.08371578903249575,1000,0.84,1.0,0.16000000000000003,0.16000000000000003,1.0,0.16000000000000003,0.16000000000000003,0.0
41,uniform,0.84,0.08371578903249575,1000,0.84,1.0,0.16000000000000003,0.16000000000000003,1.0,0.16000000000000003,0.16000000000000003,0.0
51,uniform,0.84,0.08371578903249575,1000,0.84,1.0,0.16000000000000003,0.16000000000000003,1.0,0.16000000000000003,0.16000000000000003,0.0
3,uniform,0.85,0.028867513459481284,1000,0.85,0.946,0.09599999999999997,0.09599999999999997,0.946,0.09599999999999997,0.09599999999999997,0.0
5,uniform,0.85,0.028867513459481284,1000,0.85,0.968,0.118,0.118,0.968,0.118,0.118,0.0
7,uniform,0.85,0.028867513459481284,1000,0.85,0.985,0.135,0.135,0.985,0.135,0.135,0.0
9,uniform,0.85,0.028867513459481284,1000,0.85,0.987,0.137,0.137,0.986,0.136,0.136,0.001
11,uniform,0.85,0.028867513459481284,1000,0.85,0.999,0.14900000000000002,0.14900000000000002,0.999,0.14900000000000002,0.14900000000000002,0.0
21,uniform,0.85,0.028867513459481284,1000,0.85,1.0,0.15000000000000002,0.15000000000000002,1.0,0.15000000000000002,0.15000000000000002,0.0
31,uniform,0.85,0.028867513459481284,1000,0.85,1.0,0.15000000000000002,0.15000000000000002,1.0,0.15000000000000002,0.15000000000000002,0.0
41,uniform,0.85,0.028867513459481284,1000,0.85,1.0,0.15000000000000002,0.15000000000000002,1.0,0.15000000000000002,0.15000000000000002,0.0
51,uniform,0.85,0.028867513459481284,1000,0.85,1.0,0.15000000000000002,0.15000000000000002,1.0,0.15000000000000002,0.15000000000000002,0.0
3,uniform,0.9,0.054848275573014436,1000,0.9,0.961,0.06099999999999994,0.06099999999999994,0.964,0.06399999999999995,0.06399999999999995,-0.003
5,uniform,0.9,0.054848275573014436,1000,0.9,0.994,0.09399999999999997,0.09399999999999997,0.994,0.09399999999999997,0.09399999999999997,0.0
7,uniform,0.9,0.054848275573014436,1000,0.9,0.998,0.09799999999999998,0.09799999999999998,0.997,0.09699999999999998,0.09699999999999998,0.001
9,uniform,0.9,0.054848275573014436,1000,0.9,0.999,0.09899999999999998,0.09899999999999998,0.999,0.09899999999999998,0.09899999999999998,0.0
11,uniform,0.9,0.054848275573014436,1000,0.9,1.0,0.09999999999999998,0.09999999999999998,1.0,0.09999999999999998,0.09999999999999998,0.0
21,uniform,0.9,0.054848275573014436,1000,0.9,1.0,0.09999999999999998,0.09999999999999998,1.0,0.09999999999999998,0.09999999999999998,0.0
31,uniform,0.9,0.054848275573014436,1000,0.9,1.0,0.09999999999999998,0.09999999999999998,1.0,0.09999999999999998,0.09999999999999998,0.0
41,uniform,0.9,0.054848275573014436,1000,0.9,1.0,0.09999999999999998,0.09999999999999998,1.0,0.09999999999999998,0.09999999999999998,0.0
51,uniform,0.9,0.054848275573014436,1000,0.9,1.0,0.09999999999999998,0.09999999999999998,1.0,0.09999999999999998,0.09999999999999998,0.0
3,uniform,0.94,0.025980762113533153,1000,0.94,0.989,0.049000000000000044,0.049000000000000044,0.989,0.049000000000000044,0.049000000000000044,0.0
5,uniform,0.94,0.025980762113533153,1000,0.94,0.996,0.05600000000000005,0.05600000000000005,0.996,0.05600000000000005,0.05600000000000005,0.0
7,uniform,0.94,0.025980762113533153,1000,0.94,1.0,0.06000000000000005,0.06000000000000005,1.0,0.06000000000000005,0.06000000000000005,0.0
9,uniform,0.94,0.025980762113533153,1000,0.94,1.0,0.06000000000000005,0.06000000000000005,1.0,0.06000000000000005,0.06000000000000005,0.0
11,uniform,0.94,0.025980762113533153,1000,0.94,1.0,0.06000000000000005,0.06000000000000005,1.0,0.06000000000000005,0.06000000000000005,0.0
21,uniform,0.94,0.025980762113533153,1000,0.94,1.0,0.06000000000000005,0.06000000000000005,1.0,0.06000000000000005,0.06000000000000005,0.0
31,uniform,0.94,0.025980762113533153,1000,0.94,1.0,0.06000000000000005,0.06000000000000005,1.0,0.06000000000000005,0.06000000000000005,0.0
41,uniform,0.94,0.025980762113533153,1000,0.94,1.0,0.06000000000000005,0.06000000000000005,1.0,0.06000000000000005,0.06000000000000005,0.0
51,uniform,0.94,0.025980762113533153,1000,0.94,1.0,0.06000000000000005,0.06000000000000005,1.0,0.06000000000000005,0.06000000000000005,0.0
