voters,mean,std,distribution,iterations,true_mean,true_std,optimal_correct,optimal_correct_minus_mean,optimal_correct_minus_true_mean,majority_correct,majority_correct_minus_mean,majority_correct_minus_true_mean,optimal_correct_minus_majority_correct,d_majority_correct_d_voters,d_optimal_correct_d_voters,ratio_difference_to_mean,ratio_derivative_by_n,ratio_correct
21,0.8,0.08,"TruncNorm[0.501,0.999]",1000,0.7985735878490882,0.0780979656281642,1.0,0.2,0.201,0.999,0.199,0.2,0.001,0.008,0.007,0.995,1.143,0.999
31,0.8,0.08,"TruncNorm[0.501,0.999]",1000,0.7985735878490882,0.0780979656281642,1.0,0.2,0.201,1.0,0.2,0.201,0.0,0.001,0.0,1.0,inf,1.0
41,0.8,0.08,"TruncNorm[0.501,0.999]",1000,0.7985735878490882,0.0780979656281642,1.0,0.2,0.201,1.0,0.2,0.201,0.0,0.0,0.0,1.0,,1.0
51,0.8,0.08,"TruncNorm[0.501,0.999]",1000,0.7985735878490882,0.0780979656281642,1.0,0.2,0.201,1.0,0.2,0.201,0.0,0.0,0.0,1.0,,1.0
3,0.8,0.16,"TruncNorm[0.501,0.999]",1000,0.7787596396297577,0.1203812682978136,0.907,0.107,0.128,0.876,0.076,0.097,0.031,0.0,0.0,0.758,,0.966
5,0.8,0.16,"TruncNorm[0.501,0.999]",1000,0.7787596396297577,0.1203812682978136,0.942,0.142,0.163,0.914,0.114,0.135,0.028,0.019,0.017,0.828,1.118,0.97
7,0.8,0.16,"TruncNorm[0.501,0.999]",1000,0.7787596396297577,0.1203812682978136,0.967,0.167,0.188,0.95,0.15,0.171,0.017,0.018,0.013,0.91,1.385,0.982
9,0.8,0.16,"TruncNorm[0.501,0.999]",1000,0.7787596396297577,0.1203812682978136,0.979,0.179,0.2,0.967,0.167,0.188,0.012,0.009,0.006,0.94,1.5,0.988
11,0.8,0.16,"TruncNorm[0.501,0.999]",1000,0.7787596396297577,0.1203812682978136,0.991,0.191,0.212,0.973,0.173,0.194,0.018,0.003,0.006,0.915,0.5,0.982
21,0.8,0.16,"TruncNorm[0.501,0.999]",1000,0.7787596396297577,0.1203812682978136,1.0,0.2,0.221,0.997,0.197,0.218,0.003,0.012,0.005,0.986,2.4,0.997
31,0.8,0.16,"TruncNorm[0.501,0.999]",1000,0.7787596396297577,0.1203812682978136,1.0,0.2,0.221,1.0,0.2,0.221,0.0,0.002,0.0,1.0,inf,1.0
41,0.8,0.16,"TruncNorm[0.501,0.999]",1000,0.7787596396297577,0.1203812682978136,1.0,0.2,0.221,1.0,0.2,0.221,0.0,0.0,0.0,1.0,,1.0
51,0.8,0.16,"TruncNorm[0.501,0.999]",1000,0.7787596396297577,0.1203812682978136,1.0,0.2,0.221,1.0,0.2,0.221,0.0,0.0,0.0,1.0,,1.0
3,0.8,0.32,"TruncNorm[0.501,0.999]",1000,0.7592931394584671,0.1378414411663158,0.892,0.092,0.133,0.861,0.061,0.102,0.031,0.0,0.0,0.766,,0.965
5,0.8,0.32,"TruncNorm[0.501,0.999]",1000,0.7592931394584671,0.1378414411663158,0.934,0.134,0.175,0.896,0.096,0.137,0.038,0.018,0.021,0.782,0.857,0.959
7,0.8,0.32,"TruncNorm[0.501,0.999]",1000,0.7592931394584671,0.1378414411663158,0.97,0.17,0.211,0.941,0.141,0.182,0.029,0.022,0.018,0.862,1.222,0.97
9,0.8,0.32,"TruncNorm[0.501,0.999]",1000,0.7592931394584671,0.1378414411663158,0.981,0.181,0.222,0.951,0.151,0.192,0.03,0.005,0.006,0.865,0.833,0.969
11,0.8,0.32,"TruncNorm[0.501,0.999]",1000,0.7592931394584671,0.1378414411663158,0.988,0.188,0.229,0.979,0.179,0.22,0.009,0.014,0.004,0.961,3.5,0.991
21,0.8,0.32,"TruncNorm[0.501,0.999]",1000,0.7592931394584671,0.1378414411663158,0.998,0.198,0.239,0.994,0.194,0.235,0.004,0.008,0.005,0.983,1.6,0.996
31,0.8,0.32,"TruncNorm[0.501,0.999]",1000,0.7592931394584671,0.1378414411663158,1.0,0.2,0.241,0.999,0.199,0.24,0.001,0.003,0.001,0.996,3.0,0.999
41,0.8,0.32,"TruncNorm[0.501,0.999]",1000,0.7592931394584671,0.1378414411663158,1.0,0.2,0.241,1.0,0.2,0.241,0.0,0.001,0.0,1.0,inf,1.0
51,0.8,0.32,"TruncNorm[0.501,0.999]",1000,0.7592931394584671,0.1378414411663158,1.0,0.2,0.241,0.999,0.199,0.24,0.001,-0.001,0.0,0.996,-inf,0.999
3,0.8,0.64,"TruncNorm[0.501,0.999]",1000,0.7524721339118036,0.1423001020684838,0.874,0.074,0.122,0.856,0.056,0.104,0.018,0.0,0.0,0.852,,0.979
5,0.8,0.64,"TruncNorm[0.501,0.999]",1000,0.7524721339118036,0.1423001020684838,0.949,0.149,0.197,0.914,0.114,0.162,0.035,0.029,0.037,0.822,0.784,0.963
7,0.8,0.64,"TruncNorm[0.501,0.999]",1000,0.7524721339118036,0.1423001020684838,0.967,0.167,0.215,0.924,0.124,0.172,0.043,0.005,0.009,0.8,0.556,0.956
9,0.8,0.64,"TruncNorm[0.501,0.999]",1000,0.7524721339118036,0.1423001020684838,0.976,0.176,0.224,0.945,0.145,0.193,0.031,0.01,0.005,0.861,2.0,0.968
11,0.8,0.64,"TruncNorm[0.501,0.999]",1000,0.7524721339118036,0.1423001020684838,0.988,0.188,0.236,0.971,0.171,0.219,0.017,0.013,0.006,0.928,2.167,0.983
21,0.8,0.64,"TruncNorm[0.501,0.999]",1000,0.7524721339118036,0.1423001020684838,0.999,0.199,0.247,0.992,0.192,0.24,0.007,0.011,0.006,0.972,1.833,0.993
31,0.8,0.64,"TruncNorm[0.501,0.999]",1000,0.7524721339118036,0.1423001020684838,1.0,0.2,0.248,1.0,0.2,0.248,0.0,0.004,0.001,1.0,4.0,1.0
41,0.8,0.64,"TruncNorm[0.501,0.999]",1000,0.7524721339118036,0.1423001020684838,1.0,0.2,0.248,1.0,0.2,0.248,0.0,0.0,0.0,1.0,,1.0
51,0.8,0.64,"TruncNorm[0.501,0.999]",1000,0.7524721339118036,0.1423001020684838,1.0,0.2,0.248,1.0,0.2,0.248,0.0,0.0,0.0,1.0,,1.0
3,0.8,1.28,"TruncNorm[0.501,0.999]",1000,0.7506275278145933,0.1433969127796196,0.871,0.071,0.12,0.846,0.046,0.095,0.025,0.0,0.0,0.792,,0.971
5,0.8,1.28,"TruncNorm[0.501,0.999]",1000,0.7506275278145933,0.1433969127796196,0.939,0.139,0.188,0.892,0.092,0.141,0.047,0.023,0.034,0.75,0.676,0.95
7,0.8,1.28,"TruncNorm[0.501,0.999]",1000,0.7506275278145933,0.1433969127796196,0.958,0.158,0.207,0.926,0.126,0.175,0.032,0.017,0.01,0.846,1.7,0.967
9,0.8,1.28,"TruncNorm[0.501,0.999]",1000,0.7506275278145933,0.1433969127796196,0.984,0.184,0.233,0.962,0.162,0.211,0.022,0.018,0.013,0.906,1.385,0.978
11,0.8,1.28,"TruncNorm[0.501,0.999]",1000,0.7506275278145933,0.1433969127796196,0.992,0.192,0.241,0.97,0.17,0.219,0.022,0.004,0.004,0.909,1.0,0.978
21,0.8,1.28,"TruncNorm[0.501,0.999]",1000,0.7506275278145933,0.1433969127796196,0.998,0.198,0.247,0.991,0.191,0.24,0.007,0.011,0.003,0.972,3.667,0.993
31,0.8,1.28,"TruncNorm[0.501,0.999]",1000,0.7506275278145933,0.1433969127796196,1.0,0.2,0.249,0.997,0.197,0.246,0.003,0.003,0.001,0.988,3.0,0.997
41,0.8,1.28,"TruncNorm[0.501,0.999]",1000,0.7506275278145933,0.1433969127796196,1.0,0.2,0.249,1.0,0.2,0.249,0.0,0.002,0.0,1.0,inf,1.0
51,0.8,1.28,"TruncNorm[0.501,0.999]",1000,0.7506275278145933,0.1433969127796196,1.0,0.2,0.249,1.0,0.2,0.249,0.0,0.0,0.0,1.0,,1.0
3,0.8,2.56,"TruncNorm[0.501,0.999]",1000,0.7501574778531108,0.143669507043367,0.878,0.078,0.128,0.835,0.035,0.085,0.043,0.0,0.0,0.664,,0.951
5,0.8,2.56,"TruncNorm[0.501,0.999]",1000,0.7501574778531108,0.143669507043367,0.945,0.145,0.195,0.891,0.091,0.141,0.054,0.028,0.033,0.723,0.848,0.943
7,0.8,2.56,"TruncNorm[0.501,0.999]",1000,0.7501574778531108,0.143669507043367,0.976,0.176,0.226,0.922,0.122,0.172,0.054,0.016,0.016,0.761,1.0,0.945
9,0.8,2.56,"TruncNorm[0.501,0.999]",1000,0.7501574778531108,0.143669507043367,0.986,0.186,0.236,0.961,0.161,0.211,0.025,0.019,0.005,0.894,3.8,0.975
11,0.8,2.56,"TruncNorm[0.501,0.999]",1000,0.7501574778531108,0.143669507043367,0.99,0.19,0.24,0.968,0.168,0.218,0.022,0.004,0.002,0.908,2.0,0.978
21,0.8,2.56,"TruncNorm[0.501,0.999]",1000,0.7501574778531108,0.143669507043367,1.0,0.2,0.25,0.993,0.193,0.243,0.007,0.013,0.005,0.972,2.6,0.993
31,0.8,2.56,"TruncNorm[0.501,0.999]",1000,0.7501574778531108,0.143669507043367,1.0,0.2,0.25,0.999,0.199,0.249,0.001,0.003,0.0,0.996,inf,0.999
41,0.8,2.56,"TruncNorm[0.501,0.999]",1000,0.7501574778531108,0.143669507043367,1.0,0.2,0.25,0.999,0.199,0.249,0.001,0.0,0.0,0.996,,0.999
51,0.8,2.56,"TruncNorm[0.501,0.999]",1000,0.7501574778531108,0.143669507043367,1.0,0.2,0.25,1.0,0.2,0.25,0.0,0.001,0.0,1.0,inf,1.0
3,0.85,0.01,"TruncNorm[0.501,0.999]",1000,0.85,0.01,0.943,0.093,0.093,0.943,0.093,0.093,0.0,0.0,0.0,1.0,,1.0
5,0.85,0.01,"TruncNorm[0.501,0.999]",1000,0.85,0.01,0.964,0.114,0.114,0.964,0.114,0.114,0.0,0.011,0.011,1.0,1.0,1.0
7,0.85,0.01,"TruncNorm[0.501,0.999]",1000,0.85,0.01,0.991,0.141,0.141,0.991,0.141,0.141,0.0,0.014,0.014,1.0,1.0,1.0
9,0.85,0.01,"TruncNorm[0.501,0.999]",1000,0.85,0.01,0.992,0.142,0.142,0.992,0.142,0.142,0.0,0.001,0.001,1.0,1.0,1.0
11,0.85,0.01,"TruncNorm[0.501,0.999]",1000,0.85,0.01,0.998,0.148,0.148,0.998,0.148,0.148,0.0,0.003,0.003,1.0,1.0,1.0
21,0.85,0.01,"TruncNorm[0.501,0.999]",1000,0.85,0.01,1.0,0.15,0.15,1.0,0.15,0.15,0.0,0.001,0.001,1.0,1.0,1.0
31,0.85,0.01,"TruncNorm[0.501,0.999]",1000,0.85,0.01,1.0,0.15,0.15,1.0,0.15,0.15,0.0,0.0,0.0,1.0,,1.0
41,0.85,0.01,"TruncNorm[0.501,0.999]",1000,0.85,0.01,1.0,0.15,0.15,1.0,0.15,0.15,0.0,0.0,0.0,1.0,,1.0
51,0.85,0.01,"TruncNorm[0.501,0.999]",1000,0.85,0.01,1.0,0.15,0.15,1.0,0.15,0.15,0.0,0.0,0.0,1.0,,1.0
3,0.85,0.02,"TruncNorm[0.501,0.999]",1000,0.8499999999999929,0.0199999999999736,0.956,0.106,0.106,0.956,0.106,0.106,0.0,0.0,0.0,1.0,,1.0
5,0.85,0.02,"TruncNorm[0.501,0.999]",1000,0.8499999999999929,0.0199999999999736,0.974,0.124,0.124,0.974,0.124,0.124,0.0,0.009,0.009,1.0,1.0,1.0
7,0.85,0.02,"TruncNorm[0.501,0.999]",1000,0.8499999999999929,0.0199999999999736,0.987,0.137,0.137,0.987,0.137,0.137,0.0,0.007,0.007,1.0,1.0,1.0
9,0.85,0.02,"TruncNorm[0.501,0.999]",1000,0.8499999999999929,0.0199999999999736,0.995,0.145,0.145,0.995,0.145,0.145,0.0,0.004,0.004,1.0,1.0,1.0
11,0.85,0.02,"TruncNorm[0.501,0.999]",1000,0.8499999999999929,0.0199999999999736,0.999,0.149,0.149,0.999,0.149,0.149,0.0,0.002,0.002,1.0,1.0,1.0
21,0.85,0.02,"TruncNorm[0.501,0.999]",1000,0.8499999999999929,0.0199999999999736,1.0,0.15,0.15,1.0,0.15,0.15,0.0,0.001,0.001,1.0,1.0,1.0
31,0.85,0.02,"TruncNorm[0.501,0.999]",1000,0.8499999999999929,0.0199999999999736,1.0,0.15,0.15,1.0,0.15,0.15,0.0,0.0,0.0,1.0,,1.0
41,0.85,0.02,"TruncNorm[0.501,0.999]",1000,0.8499999999999929,0.0199999999999736,1.0,0.15,0.15,1.0,0.15,0.15,0.0,0.0,0.0,1.0,,1.0
51,0.85,0.02,"TruncNorm[0.501,0.999]",1000,0.8499999999999929,0.0199999999999736,1.0,0.15,0.15,1.0,0.15,0.15,0.0,0.0,0.0,1.0,,1.0
3,0.85,0.04,"TruncNorm[0.501,0.999]",1000,0.8499845133035432,0.0399711426205227,0.947,0.097,0.097,0.947,0.097,0.097,0.0,0.0,0.0,1.0,,1.0
5,0.85,0.04,"TruncNorm[0.501,0.999]",1000,0.8499845133035432,0.0399711426205227,0.977,0.127,0.127,0.976,0.126,0.126,0.001,0.015,0.015,0.992,1.0,0.999
7,0.85,0.04,"TruncNorm[0.501,0.999]",1000,0.8499845133035432,0.0399711426205227,0.99,0.14,0.14,0.99,0.14,0.14,0.0,0.007,0.007,1.0,1.0,1.0
9,0.85,0.04,"TruncNorm[0.501,0.999]",1000,0.8499845133035432,0.0399711426205227,0.996,0.146,0.146,0.996,0.146,0.146,0.0,0.003,0.003,1.0,1.0,1.0
11,0.85,0.04,"TruncNorm[0.501,0.999]",1000,0.8499845133035432,0.0399711426205227,0.996,0.146,0.146,0.997,0.147,0.147,-0.001,0.001,0.0,1.007,inf,1.001
21,0.85,0.04,"TruncNorm[0.501,0.999]",1000,0.8499845133035432,0.0399711426205227,1.0,0.15,0.15,0.999,0.149,0.149,0.001,0.001,0.002,0.993,0.5,0.999
31,0.85,0.04,"TruncNorm[0.501,0.999]",1000,0.8499845133035432,0.0399711426205227,1.0,0.15,0.15,1.0,0.15,0.15,0.0,0.001,0.0,1.0,inf,1.0
41,0.85,0.04,"TruncNorm[0.501,0.999]",1000,0.8499845133035432,0.0399711426205227,1.0,0.15,0.15,1.0,0.15,0.15,0.0,0.0,0.0,1.0,,1.0
51,0.85,0.04,"TruncNorm[0.501,0.999]",1000,0.8499845133035432,0.0399711426205227,1.0,0.15,0.15,1.0,0.15,0.15,0.0,0.0,0.0,1.0,,1.0
3,0.85,0.08,"TruncNorm[0.501,0.999]",1000,0.8441876231488713,0.0741549942245894,0.94,0.09,0.096,0.935,0.085,0.091,0.005,0.0,0.0,0.948,,0.995
5,0.85,0.08,"TruncNorm[0.501,0.999]",1000,0.8441876231488713,0.0741549942245894,0.979,0.129,0.135,0.977,0.127,0.133,0.002,0.021,0.02,0.985,1.05,0.998
7,0.85,0.08,"TruncNorm[0.501,0.999]",1000,0.8441876231488713,0.0741549942245894,0.993,0.143,0.149,0.994,0.144,0.15,-0.001,0.009,0.007,1.007,1.286,1.001
9,0.85,0.08,"TruncNorm[0.501,0.999]",1000,0.8441876231488713,0.0741549942245894,0.992,0.142,0.148,0.988,0.138,0.144,0.004,-0.003,-0.001,0.973,3.0,0.996
11,0.85,0.08,"TruncNorm[0.501,0.999]",1000,0.8441876231488713,0.0741549942245894,0.998,0.148,0.154,0.997,0.147,0.153,0.001,0.005,0.003,0.993,1.667,0.999
21,0.85,0.08,"TruncNorm[0.501,0.999]",1000,0.8441876231488713,0.0741549942245894,1.0,0.15,0.156,1.0,0.15,0.156,0.0,0.002,0.001,1.0,2.0,1.0
31,0.85,0.08,"TruncNorm[0.501,0.999]",1000,0.8441876231488713,0.0741549942245894,1.0,0.15,0.156,1.0,0.15,0.156,0.0,0.0,0.0,1.0,,1.0
41,0.85,0.08,"TruncNorm[0.501,0.999]",1000,0.8441876231488713,0.0741549942245894,1.0,0.15,0.156,1.0,0.15,0.156,0.0,0.0,0.0,1.0,,1.0
51,0.85,0.08,"TruncNorm[0.501,0.999]",1000,0.8441876231488713,0.0741549942245894,1.0,0.15,0.156,1.0,0.15,0.156,0.0,0.0,0.0,1.0,,1.0
3,0.85,0.16,"TruncNorm[0.501,0.999]",1000,0.8061996528733298,0.116263980745898,0.914,0.064,0.108,0.903,0.053,0.097,0.011,0.0,0.0,0.898,,0.988
5,0.85,0.16,"TruncNorm[0.501,0.999]",1000,0.8061996528733298,0.116263980745898,0.954,0.104,0.148,0.941,0.091,0.135,0.013,0.019,0.02,0.912,0.95,0.986
7,0.85,0.16,"TruncNorm[0.501,0.999]",1000,0.8061996528733298,0.116263980745898,0.982,0.132,0.176,0.969,0.119,0.163,0.013,0.014,0.014,0.926,1.0,0.987
9,0.85,0.16,"TruncNorm[0.501,0.999]",1000,0.8061996528733298,0.116263980745898,0.988,0.138,0.182,0.982,0.132,0.176,0.006,0.007,0.003,0.967,2.333,0.994
11,0.85,0.16,"TruncNorm[0.501,0.999]",1000,0.8061996528733298,0.116263980745898,0.996,0.146,0.19,0.99,0.14,0.184,0.006,0.004,0.004,0.968,1.0,0.994
21,0.85,0.16,"TruncNorm[0.501,0.999]",1000,0.8061996528733298,0.116263980745898,1.0,0.15,0.194,1.0,0.15,0.194,0.0,0.005,0.002,1.0,2.5,1.0
31,0.85,0.16,"TruncNorm[0.501,0.999]",1000,0.8061996528733298,0.116263980745898,1.0,0.15,0.194,1.0,0.15,0.194,0.0,0.0,0.0,1.0,,1.0
41,0.85,0.16,"TruncNorm[0.501,0.999]",1000,0.8061996528733298,0.116263980745898,1.0,0.15,0.194,1.0,0.15,0.194,0.0,0.0,0.0,1.0,,1.0
51,0.85,0.16,"TruncNorm[0.501,0.999]",1000,0.8061996528733298,0.116263980745898,1.0,0.15,0.194,1.0,0.15,0.194,0.0,0.0,0.0,1.0,,1.0
3,0.85,0.32,"TruncNorm[0.501,0.999]",1000,0.7685394489929013,0.1373207448153733,0.896,0.046,0.127,0.865,0.015,0.096,0.031,0.0,0.0,0.757,,0.965
5,0.85,0.32,"TruncNorm[0.501,0.999]",1000,0.7685394489929013,0.1373207448153733,0.95,0.1,0.181,0.917,0.067,0.148,0.033,0.026,0.027,0.818,0.963,0.965
7,0.85,0.32,"TruncNorm[0.501,0.999]",1000,0.7685394489929013,0.1373207448153733,0.974,0.124,0.205,0.945,0.095,0.176,0.029,0.014,0.012,0.859,1.167,0.97
9,0.85,0.32,"TruncNorm[0.501,0.999]",1000,0.7685394489929013,0.1373207448153733,0.987,0.137,0.218,0.961,0.111,0.192,0.026,0.008,0.007,0.881,1.143,0.974
11,0.85,0.32,"TruncNorm[0.501,0.999]",1000,0.7685394489929013,0.1373207448153733,0.995,0.145,0.226,0.976,0.126,0.207,0.019,0.008,0.004,0.916,2.0,0.981
21,0.85,0.32,"TruncNorm[0.501,0.999]",1000,0.7685394489929013,0.1373207448153733,1.0,0.15,0.231,0.996,0.146,0.227,0.004,0.01,0.003,0.983,3.333,0.996
31,0.85,0.32,"TruncNorm[0.501,0.999]",1000,0.7685394489929013,0.1373207448153733,1.0,0.15,0.231,1.0,0.15,0.231,0.0,0.002,0.0,1.0,inf,1.0
41,0.85,0.32,"TruncNorm[0.501,0.999]",1000,0.7685394489929013,0.1373207448153733,1.0,0.15,0.231,1.0,0.15,0.231,0.0,0.0,0.0,1.0,,1.0
51,0.85,0.32,"TruncNorm[0.501,0.999]",1000,0.7685394489929013,0.1373207448153733,1.0,0.15,0.231,1.0,0.15,0.231,0.0,0.0,0.0,1.0,,1.0
3,0.85,0.64,"TruncNorm[0.501,0.999]",1000,0.7549433884252273,0.1422621385524325,0.893,0.043,0.138,0.849,-0.001,0.094,0.044,0.0,0.0,0.681,,0.951
5,0.85,0.64,"TruncNorm[0.501,0.999]",1000,0.7549433884252273,0.1422621385524325,0.943,0.093,0.188,0.922,0.072,0.167,0.021,0.037,0.025,0.888,1.48,0.978
7,0.85,0.64,"TruncNorm[0.501,0.999]",1000,0.7549433884252273,0.1422621385524325,0.965,0.115,0.21,0.93,0.08,0.175,0.035,0.004,0.011,0.833,0.364,0.964
9,0.85,0.64,"TruncNorm[0.501,0.999]",1000,0.7549433884252273,0.1422621385524325,0.978,0.128,0.223,0.965,0.115,0.21,0.013,0.017,0.007,0.942,2.429,0.987
11,0.85,0.64,"TruncNorm[0.501,0.999]",1000,0.7549433884252273,0.1422621385524325,0.99,0.14,0.235,0.968,0.118,0.213,0.022,0.002,0.006,0.906,0.333,0.978
21,0.85,0.64,"TruncNorm[0.501,0.999]",1000,0.7549433884252273,0.1422621385524325,1.0,0.15,0.245,0.994,0.144,0.239,0.006,0.013,0.005,0.976,2.6,0.994
31,0.85,0.64,"TruncNorm[0.501,0.999]",1000,0.7549433884252273,0.1422621385524325,1.0,0.15,0.245,0.999,0.149,0.244,0.001,0.003,0.0,0.996,inf,0.999
41,0.85,0.64,"TruncNorm[0.501,0.999]",1000,0.7549433884252273,0.1422621385524325,1.0,0.15,0.245,1.0,0.15,0.245,0.0,0.001,0.0,1.0,inf,1.0
51,0.85,0.64,"TruncNorm[0.501,0.999]",1000,0.7549433884252273,0.1422621385524325,1.0,0.15,0.245,1.0,0.15,0.245,0.0,0.0,0.0,1.0,,1.0
3,0.85,1.28,"TruncNorm[0.501,0.999]",1000,0.7512550412708526,0.1433944520081984,0.873,0.023,0.122,0.833,-0.017,0.082,0.04,0.0,0.0,0.671,,0.954
5,0.85,1.28,"TruncNorm[0.501,0.999]",1000,0.7512550412708526,0.1433944520081984,0.931,0.081,0.18,0.895,0.045,0.144,0.036,0.031,0.029,0.8,1.069,0.961
7,0.85,1.28,"TruncNorm[0.501,0.999]",1000,0.7512550412708526,0.1433944520081984,0.966,0.116,0.215,0.933,0.083,0.182,0.033,0.019,0.017,0.846,1.118,0.966
9,0.85,1.28,"TruncNorm[0.501,0.999]",1000,0.7512550412708526,0.1433944520081984,0.984,0.134,0.233,0.958,0.108,0.207,0.026,0.012,0.009,0.888,1.333,0.974
11,0.85,1.28,"TruncNorm[0.501,0.999]",1000,0.7512550412708526,0.1433944520081984,0.995,0.145,0.244,0.969,0.119,0.218,0.026,0.006,0.006,0.893,1.0,0.974
21,0.85,1.28,"TruncNorm[0.501,0.999]",1000,0.7512550412708526,0.1433944520081984,0.999,0.149,0.248,0.995,0.145,0.244,0.004,0.013,0.002,0.984,6.5,0.996
31,0.85,1.28,"TruncNorm[0.501,0.999]",1000,0.7512550412708526,0.1433944520081984,1.0,0.15,0.249,0.999,0.149,0.248,0.001,0.002,0.001,0.996,2.0,0.999
41,0.85,1.28,"TruncNorm[0.501,0.999]",1000,0.7512550412708526,0.1433944520081984,1.0,0.15,0.249,1.0,0.15,0.249,0.0,0.001,0.0,1.0,inf,1.0
51,0.85,1.28,"TruncNorm[0.501,0.999]",1000,0.7512550412708526,0.1433944520081984,1.0,0.15,0.249,1.0,0.15,0.249,0.0,0.0,0.0,1.0,,1.0
3,0.85,2.56,"TruncNorm[0.501,0.999]",1000,0.7503149554794254,0.143669351859656,0.894,0.044,0.144,0.844,-0.006,0.094,0.05,0.0,0.0,0.652,,0.944
5,0.85,2.56,"TruncNorm[0.501,0.999]",1000,0.7503149554794254,0.143669351859656,0.93,0.08,0.18,0.884,0.034,0.134,0.046,0.02,0.018,0.744,1.111,0.951
7,0.85,2.56,"TruncNorm[0.501,0.999]",1000,0.7503149554794254,0.143669351859656,0.968,0.118,0.218,0.924,0.074,0.174,0.044,0.02,0.019,0.798,1.053,0.955
9,0.85,2.56,"TruncNorm[0.501,0.999]",1000,0.7503149554794254,0.143669351859656,0.979,0.129,0.229,0.942,0.092,0.192,0.037,0.009,0.006,0.838,1.5,0.962
11,0.85,2.56,"TruncNorm[0.501,0.999]",1000,0.7503149554794254,0.143669351859656,0.982,0.132,0.232,0.966,0.116,0.216,0.016,0.012,0.002,0.931,6.0,0.984
21,0.85,2.56,"TruncNorm[0.501,0.999]",1000,0.7503149554794254,0.143669351859656,1.0,0.15,0.25,0.995,0.145,0.245,0.005,0.015,0.009,0.98,1.667,0.995
31,0.85,2.56,"TruncNorm[0.501,0.999]",1000,0.7503149554794254,0.143669351859656,1.0,0.15,0.25,0.999,0.149,0.249,0.001,0.002,0.0,0.996,inf,0.999
41,0.85,2.56,"TruncNorm[0.501,0.999]",1000,0.7503149554794254,0.143669351859656,1.0,0.15,0.25,1.0,0.15,0.25,0.0,0.001,0.0,1.0,inf,1.0
51,0.85,2.56,"TruncNorm[0.501,0.999]",1000,0.7503149554794254,0.143669351859656,1.0,0.15,0.25,0.999,0.149,0.249,0.001,-0.001,0.0,0.996,-inf,0.999
3,0.9,0.01,"TruncNorm[0.501,0.999]",1000,0.9,0.01,0.973,0.073,0.073,0.973,0.073,0.073,0.0,0.0,0.0,1.0,,1.0
5,0.9,0.01,"TruncNorm[0.501,0.999]",1000,0.9,0.01,0.995,0.095,0.095,0.995,0.095,0.095,0.0,0.011,0.011,1.0,1.0,1.0
7,0.9,0.01,"TruncNorm[0.501,0.999]",1000,0.9,0.01,0.998,0.098,0.098,0.998,0.098,0.098,0.0,0.002,0.002,1.0,1.0,1.0
9,0.9,0.01,"TruncNorm[0.501,0.999]",1000,0.9,0.01,0.998,0.098,0.098,0.998,0.098,0.098,0.0,0.0,0.0,1.0,,1.0
11,0.9,0.01,"TruncNorm[0.501,0.999]",1000,0.9,0.01,1.0,0.1,0.1,1.0,0.1,0.1,0.0,0.001,0.001,1.0,1.0,1.0
21,0.9,0.01,"TruncNorm[0.501,0.999]",1000,0.9,0.01,1.0,0.1,0.1,1.0,0.1,0.1,0.0,0.0,0.0,1.0,,1.0
31,0.9,0.01,"TruncNorm[0.501,0.999]",1000,0.9,0.01,1.0,0.1,0.1,1.0,0.1,0.1,0.0,0.0,0.0,1.0,,1.0
41,0.9,0.01,"TruncNorm[0.501,0.999]",1000,0.9,0.01,1.0,0.1,0.1,1.0,0.1,0.1,0.0,0.0,0.0,1.0,,1.0
51,0.9,0.01,"TruncNorm[0.501,0.999]",1000,0.9,0.01,1.0,0.1,0.1,1.0,0.1,0.1,0.0,0.0,0.0,1.0,,1.0
3,0.9,0.02,"TruncNorm[0.501,0.999]",1000,0.8999999618679678,0.0199999056229612,0.981,0.081,0.081,0.981,0.081,0.081,0.0,0.0,0.0,1.0,,1.0
5,0.9,0.02,"TruncNorm[0.501,0.999]",1000,0.8999999618679678,0.0199999056229612,0.986,0.086,0.086,0.986,0.086,0.086,0.0,0.003,0.003,1.0,1.0,1.0
7,0.9,0.02,"TruncNorm[0.501,0.999]",1000,0.8999999618679678,0.0199999056229612,0.995,0.095,0.095,0.995,0.095,0.095,0.0,0.005,0.005,1.0,1.0,1.0
9,0.9,0.02,"TruncNorm[0.501,0.999]",1000,0.8999999618679678,0.0199999056229612,1.0,0.1,0.1,1.0,0.1,0.1,0.0,0.003,0.003,1.0,1.0,1.0
11,0.9,0.02,"TruncNorm[0.501,0.999]",1000,0.8999999618679678,0.0199999056229612,0.999,0.099,0.099,0.999,0.099,0.099,0.0,-0.001,-0.001,1.0,1.0,1.0
21,0.9,0.02,"TruncNorm[0.501,0.999]",1000,0.8999999618679678,0.0199999056229612,1.0,0.1,0.1,1.0,0.1,0.1,0.0,0.001,0.001,1.0,1.0,1.0
31,0.9,0.02,"TruncNorm[0.501,0.999]",1000,0.8999999618679678,0.0199999056229612,1.0,0.1,0.1,1.0,0.1,0.1,0.0,0.0,0.0,1.0,,1.0
41,0.9,0.02,"TruncNorm[0.501,0.999]",1000,0.8999999618679678,0.0199999056229612,1.0,0.1,0.1,1.0,0.1,0.1,0.0,0.0,0.0,1.0,,1.0
