voters,mean,std,distribution,iterations,true_mean,true_std,optimal_correct,optimal_correct_minus_mean,optimal_correct_minus_true_mean,majority_correct,majority_correct_minus_mean,majority_correct_minus_true_mean,optimal_correct_minus_majority_correct,d_majority_correct_d_voters,d_optimal_correct_d_voters,ratio_difference_to_mean,ratio_derivative_by_n,ratio_correct
9,0.6,0.64,"TruncNorm[0.501,0.999]",1000,0.7425871143627151,0.1421989152574676,0.983,0.383,0.24,0.947,0.347,0.204,0.036,0.021,0.015,0.85,1.4,0.963
11,0.6,0.64,"TruncNorm[0.501,0.999]",1000,0.7425871143627151,0.1421989152574676,0.988,0.388,0.245,0.961,0.361,0.218,0.027,0.007,0.003,0.89,2.333,0.973
21,0.6,0.64,"TruncNorm[0.501,0.999]",1000,0.7425871143627151,0.1421989152574676,1.0,0.4,0.257,0.994,0.394,0.251,0.006,0.017,0.006,0.977,2.833,0.994
31,0.6,0.64,"TruncNorm[0.501,0.999]",1000,0.7425871143627151,0.1421989152574676,1.0,0.4,0.257,0.998,0.398,0.255,0.002,0.002,0.0,0.992,inf,0.998
41,0.6,0.64,"TruncNorm[0.501,0.999]",1000,0.7425871143627151,0.1421989152574676,1.0,0.4,0.257,1.0,0.4,0.257,0.0,0.001,0.0,1.0,inf,1.0
51,0.6,0.64,"TruncNorm[0.501,0.999]",1000,0.7425871143627151,0.1421989152574676,1.0,0.4,0.257,1.0,0.4,0.257,0.0,0.0,0.0,1.0,,1.0
3,0.6,1.28,"TruncNorm[0.501,0.999]",1000,0.7481174739879901,0.1433903509268798,0.88,0.28,0.132,0.825,0.225,0.077,0.055,0.0,0.0,0.583,,0.938
5,0.6,1.28,"TruncNorm[0.501,0.999]",1000,0.7481174739879901,0.1433903509268798,0.927,0.327,0.179,0.879,0.279,0.131,0.048,0.027,0.024,0.732,1.125,0.948
7,0.6,1.28,"TruncNorm[0.501,0.999]",1000,0.7481174739879901,0.1433903509268798,0.97,0.37,0.222,0.936,0.336,0.188,0.034,0.029,0.021,0.847,1.381,0.965
9,0.6,1.28,"TruncNorm[0.501,0.999]",1000,0.7481174739879901,0.1433903509268798,0.972,0.372,0.224,0.944,0.344,0.196,0.028,0.004,0.001,0.875,4.0,0.971
11,0.6,1.28,"TruncNorm[0.501,0.999]",1000,0.7481174739879901,0.1433903509268798,0.991,0.391,0.243,0.957,0.357,0.209,0.034,0.007,0.01,0.86,0.7,0.966
21,0.6,1.28,"TruncNorm[0.501,0.999]",1000,0.7481174739879901,0.1433903509268798,0.998,0.398,0.25,0.994,0.394,0.246,0.004,0.019,0.004,0.984,4.75,0.996
31,0.6,1.28,"TruncNorm[0.501,0.999]",1000,0.7481174739879901,0.1433903509268798,1.0,0.4,0.252,0.998,0.398,0.25,0.002,0.002,0.001,0.992,2.0,0.998
41,0.6,1.28,"TruncNorm[0.501,0.999]",1000,0.7481174739879901,0.1433903509268798,1.0,0.4,0.252,1.0,0.4,0.252,0.0,0.001,0.0,1.0,inf,1.0
51,0.6,1.28,"TruncNorm[0.501,0.999]",1000,0.7481174739879901,0.1433903509268798,1.0,0.4,0.252,1.0,0.4,0.252,0.0,0.0,0.0,1.0,,1.0
3,0.6,2.56,"TruncNorm[0.501,0.999]",1000,0.7495275673478567,0.1436690932209757,0.876,0.276,0.126,0.831,0.231,0.081,0.045,0.0,0.0,0.644,,0.949
5,0.6,2.56,"TruncNorm[0.501,0.999]",1000,0.7495275673478567,0.1436690932209757,0.945,0.345,0.195,0.9,0.3,0.15,0.045,0.035,0.034,0.77,1.029,0.952
7,0.6,2.56,"TruncNorm[0.501,0.999]",1000,0.7495275673478567,0.1436690932209757,0.972,0.372,0.222,0.936,0.336,0.186,0.036,0.018,0.014,0.838,1.286,0.963
9,0.6,2.56,"TruncNorm[0.501,0.999]",1000,0.7495275673478567,0.1436690932209757,0.984,0.384,0.234,0.949,0.349,0.199,0.035,0.006,0.006,0.851,1.0,0.964
11,0.6,2.56,"TruncNorm[0.501,0.999]",1000,0.7495275673478567,0.1436690932209757,0.986,0.386,0.236,0.959,0.359,0.209,0.027,0.005,0.001,0.886,5.0,0.973
21,0.6,2.56,"TruncNorm[0.501,0.999]",1000,0.7495275673478567,0.1436690932209757,1.0,0.4,0.25,0.994,0.394,0.244,0.006,0.018,0.007,0.976,2.571,0.994
31,0.6,2.56,"TruncNorm[0.501,0.999]",1000,0.7495275673478567,0.1436690932209757,1.0,0.4,0.25,0.999,0.399,0.249,0.001,0.003,0.0,0.996,inf,0.999
41,0.6,2.56,"TruncNorm[0.501,0.999]",1000,0.7495275673478567,0.1436690932209757,1.0,0.4,0.25,1.0,0.4,0.25,0.0,0.001,0.0,1.0,inf,1.0
51,0.6,2.56,"TruncNorm[0.501,0.999]",1000,0.7495275673478567,0.1436690932209757,1.0,0.4,0.25,1.0,0.4,0.25,0.0,0.0,0.0,1.0,,1.0
3,0.65,0.01,"TruncNorm[0.501,0.999]",1000,0.65,0.01,0.711,0.061,0.061,0.711,0.061,0.061,0.0,0.0,0.0,1.0,,1.0
5,0.65,0.01,"TruncNorm[0.501,0.999]",1000,0.65,0.01,0.758,0.108,0.108,0.758,0.108,0.108,0.0,0.024,0.024,1.0,1.0,1.0
7,0.65,0.01,"TruncNorm[0.501,0.999]",1000,0.65,0.01,0.785,0.135,0.135,0.785,0.135,0.135,0.0,0.014,0.014,1.0,1.0,1.0
9,0.65,0.01,"TruncNorm[0.501,0.999]",1000,0.65,0.01,0.84,0.19,0.19,0.84,0.19,0.19,0.0,0.027,0.027,1.0,1.0,1.0
11,0.65,0.01,"TruncNorm[0.501,0.999]",1000,0.65,0.01,0.859,0.209,0.209,0.859,0.209,0.209,0.0,0.01,0.01,1.0,1.0,1.0
21,0.65,0.01,"TruncNorm[0.501,0.999]",1000,0.65,0.01,0.904,0.254,0.254,0.904,0.254,0.254,0.0,0.023,0.023,1.0,1.0,1.0
31,0.65,0.01,"TruncNorm[0.501,0.999]",1000,0.65,0.01,0.958,0.308,0.308,0.958,0.308,0.308,0.0,0.027,0.027,1.0,1.0,1.0
41,0.65,0.01,"TruncNorm[0.501,0.999]",1000,0.65,0.01,0.975,0.325,0.325,0.976,0.326,0.326,-0.001,0.009,0.009,1.003,1.0,1.001
51,0.65,0.01,"TruncNorm[0.501,0.999]",1000,0.65,0.01,0.988,0.338,0.338,0.988,0.338,0.338,0.0,0.006,0.007,1.0,0.857,1.0
3,0.65,0.02,"TruncNorm[0.501,0.999]",1000,0.6500000000000071,0.0199999999999736,0.71,0.06,0.06,0.71,0.06,0.06,0.0,0.0,0.0,1.0,,1.0
5,0.65,0.02,"TruncNorm[0.501,0.999]",1000,0.6500000000000071,0.0199999999999736,0.759,0.109,0.109,0.759,0.109,0.109,0.0,0.025,0.025,1.0,1.0,1.0
7,0.65,0.02,"TruncNorm[0.501,0.999]",1000,0.6500000000000071,0.0199999999999736,0.802,0.152,0.152,0.804,0.154,0.154,-0.002,0.023,0.022,1.013,1.045,1.002
9,0.65,0.02,"TruncNorm[0.501,0.999]",1000,0.6500000000000071,0.0199999999999736,0.828,0.178,0.178,0.826,0.176,0.176,0.002,0.011,0.013,0.989,0.846,0.998
11,0.65,0.02,"TruncNorm[0.501,0.999]",1000,0.6500000000000071,0.0199999999999736,0.856,0.206,0.206,0.858,0.208,0.208,-0.002,0.016,0.014,1.01,1.143,1.002
21,0.65,0.02,"TruncNorm[0.501,0.999]",1000,0.6500000000000071,0.0199999999999736,0.916,0.266,0.266,0.916,0.266,0.266,0.0,0.029,0.03,1.0,0.967,1.0
31,0.65,0.02,"TruncNorm[0.501,0.999]",1000,0.6500000000000071,0.0199999999999736,0.958,0.308,0.308,0.958,0.308,0.308,0.0,0.021,0.021,1.0,1.0,1.0
41,0.65,0.02,"TruncNorm[0.501,0.999]",1000,0.6500000000000071,0.0199999999999736,0.98,0.33,0.33,0.975,0.325,0.325,0.005,0.009,0.011,0.985,0.818,0.995
51,0.65,0.02,"TruncNorm[0.501,0.999]",1000,0.6500000000000071,0.0199999999999736,0.979,0.329,0.329,0.976,0.326,0.326,0.003,0.001,-0.001,0.991,-1.0,0.997
3,0.65,0.04,"TruncNorm[0.501,0.999]",1000,0.6500154866964568,0.0399711426205227,0.727,0.077,0.077,0.727,0.077,0.077,0.0,0.0,0.0,1.0,,1.0
5,0.65,0.04,"TruncNorm[0.501,0.999]",1000,0.6500154866964568,0.0399711426205227,0.764,0.114,0.114,0.755,0.105,0.105,0.009,0.014,0.019,0.921,0.737,0.988
7,0.65,0.04,"TruncNorm[0.501,0.999]",1000,0.6500154866964568,0.0399711426205227,0.792,0.142,0.142,0.789,0.139,0.139,0.003,0.017,0.014,0.979,1.214,0.996
9,0.65,0.04,"TruncNorm[0.501,0.999]",1000,0.6500154866964568,0.0399711426205227,0.841,0.191,0.191,0.832,0.182,0.182,0.009,0.021,0.024,0.953,0.875,0.989
11,0.65,0.04,"TruncNorm[0.501,0.999]",1000,0.6500154866964568,0.0399711426205227,0.848,0.198,0.198,0.842,0.192,0.192,0.006,0.005,0.004,0.97,1.25,0.993
21,0.65,0.04,"TruncNorm[0.501,0.999]",1000,0.6500154866964568,0.0399711426205227,0.925,0.275,0.275,0.913,0.263,0.263,0.012,0.036,0.039,0.956,0.923,0.987
31,0.65,0.04,"TruncNorm[0.501,0.999]",1000,0.6500154866964568,0.0399711426205227,0.961,0.311,0.311,0.957,0.307,0.307,0.004,0.022,0.018,0.987,1.222,0.996
41,0.65,0.04,"TruncNorm[0.501,0.999]",1000,0.6500154866964568,0.0399711426205227,0.978,0.328,0.328,0.973,0.323,0.323,0.005,0.008,0.009,0.985,0.889,0.995
51,0.65,0.04,"TruncNorm[0.501,0.999]",1000,0.6500154866964568,0.0399711426205227,0.987,0.337,0.337,0.983,0.333,0.333,0.004,0.005,0.005,0.988,1.0,0.996
3,0.65,0.08,"TruncNorm[0.501,0.999]",1000,0.6558123768511287,0.0741549942245894,0.739,0.089,0.083,0.731,0.081,0.075,0.008,0.0,0.0,0.904,,0.989
5,0.65,0.08,"TruncNorm[0.501,0.999]",1000,0.6558123768511287,0.0741549942245894,0.773,0.123,0.117,0.773,0.123,0.117,0.0,0.021,0.017,1.0,1.235,1.0
7,0.65,0.08,"TruncNorm[0.501,0.999]",1000,0.6558123768511287,0.0741549942245894,0.818,0.168,0.162,0.808,0.158,0.152,0.01,0.018,0.022,0.938,0.818,0.988
9,0.65,0.08,"TruncNorm[0.501,0.999]",1000,0.6558123768511287,0.0741549942245894,0.87,0.22,0.214,0.854,0.204,0.198,0.016,0.023,0.026,0.925,0.885,0.982
11,0.65,0.08,"TruncNorm[0.501,0.999]",1000,0.6558123768511287,0.0741549942245894,0.87,0.22,0.214,0.868,0.218,0.212,0.002,0.007,0.0,0.991,inf,0.998
21,0.65,0.08,"TruncNorm[0.501,0.999]",1000,0.6558123768511287,0.0741549942245894,0.946,0.296,0.29,0.932,0.282,0.276,0.014,0.032,0.038,0.952,0.842,0.985
31,0.65,0.08,"TruncNorm[0.501,0.999]",1000,0.6558123768511287,0.0741549942245894,0.974,0.324,0.318,0.959,0.309,0.303,0.015,0.013,0.014,0.953,0.929,0.985
41,0.65,0.08,"TruncNorm[0.501,0.999]",1000,0.6558123768511287,0.0741549942245894,0.988,0.338,0.332,0.977,0.327,0.321,0.011,0.009,0.007,0.967,1.286,0.989
51,0.65,0.08,"TruncNorm[0.501,0.999]",1000,0.6558123768511287,0.0741549942245894,0.994,0.344,0.338,0.989,0.339,0.333,0.005,0.006,0.003,0.985,2.0,0.995
3,0.65,0.16,"TruncNorm[0.501,0.999]",1000,0.6938003471266702,0.116263980745898,0.807,0.157,0.113,0.776,0.126,0.082,0.031,0.0,0.0,0.726,,0.962
5,0.65,0.16,"TruncNorm[0.501,0.999]",1000,0.6938003471266702,0.116263980745898,0.869,0.219,0.175,0.828,0.178,0.134,0.041,0.026,0.031,0.766,0.839,0.953
7,0.65,0.16,"TruncNorm[0.501,0.999]",1000,0.6938003471266702,0.116263980745898,0.89,0.24,0.196,0.863,0.213,0.169,0.027,0.018,0.011,0.862,1.636,0.97
9,0.65,0.16,"TruncNorm[0.501,0.999]",1000,0.6938003471266702,0.116263980745898,0.931,0.281,0.237,0.905,0.255,0.211,0.026,0.021,0.021,0.89,1.0,0.972
11,0.65,0.16,"TruncNorm[0.501,0.999]",1000,0.6938003471266702,0.116263980745898,0.959,0.309,0.265,0.911,0.261,0.217,0.048,0.003,0.014,0.819,0.214,0.95
21,0.65,0.16,"TruncNorm[0.501,0.999]",1000,0.6938003471266702,0.116263980745898,0.988,0.338,0.294,0.972,0.322,0.278,0.016,0.03,0.015,0.946,2.0,0.984
31,0.65,0.16,"TruncNorm[0.501,0.999]",1000,0.6938003471266702,0.116263980745898,0.995,0.345,0.301,0.99,0.34,0.296,0.005,0.009,0.004,0.983,2.25,0.995
41,0.65,0.16,"TruncNorm[0.501,0.999]",1000,0.6938003471266702,0.116263980745898,1.0,0.35,0.306,0.996,0.346,0.302,0.004,0.003,0.003,0.987,1.0,0.996
51,0.65,0.16,"TruncNorm[0.501,0.999]",1000,0.6938003471266702,0.116263980745898,1.0,0.35,0.306,1.0,0.35,0.306,0.0,0.002,0.0,1.0,inf,1.0
3,0.65,0.32,"TruncNorm[0.501,0.999]",1000,0.7314605510070987,0.1373207448153733,0.868,0.218,0.137,0.845,0.195,0.114,0.023,0.0,0.0,0.832,,0.974
5,0.65,0.32,"TruncNorm[0.501,0.999]",1000,0.7314605510070987,0.1373207448153733,0.936,0.286,0.205,0.888,0.238,0.157,0.048,0.022,0.034,0.765,0.647,0.949
7,0.65,0.32,"TruncNorm[0.501,0.999]",1000,0.7314605510070987,0.1373207448153733,0.944,0.294,0.213,0.908,0.258,0.177,0.036,0.01,0.004,0.831,2.5,0.962
9,0.65,0.32,"TruncNorm[0.501,0.999]",1000,0.7314605510070987,0.1373207448153733,0.966,0.316,0.235,0.933,0.283,0.202,0.033,0.013,0.011,0.859,1.182,0.966
11,0.65,0.32,"TruncNorm[0.501,0.999]",1000,0.7314605510070987,0.1373207448153733,0.981,0.331,0.25,0.953,0.303,0.222,0.028,0.01,0.008,0.888,1.25,0.971
21,0.65,0.32,"TruncNorm[0.501,0.999]",1000,0.7314605510070987,0.1373207448153733,1.0,0.35,0.269,0.994,0.344,0.263,0.006,0.021,0.01,0.978,2.1,0.994
31,0.65,0.32,"TruncNorm[0.501,0.999]",1000,0.7314605510070987,0.1373207448153733,1.0,0.35,0.269,0.997,0.347,0.266,0.003,0.002,0.0,0.989,inf,0.997
41,0.65,0.32,"TruncNorm[0.501,0.999]",1000,0.7314605510070987,0.1373207448153733,1.0,0.35,0.269,0.999,0.349,0.268,0.001,0.001,0.0,0.996,inf,0.999
51,0.65,0.32,"TruncNorm[0.501,0.999]",1000,0.7314605510070987,0.1373207448153733,1.0,0.35,0.269,1.0,0.35,0.269,0.0,0.001,0.0,1.0,inf,1.0
3,0.65,0.64,"TruncNorm[0.501,0.999]",1000,0.7450566115747727,0.1422621385524325,0.871,0.221,0.126,0.846,0.196,0.101,0.025,0.0,0.0,0.801,,0.971
5,0.65,0.64,"TruncNorm[0.501,0.999]",1000,0.7450566115747727,0.1422621385524325,0.935,0.285,0.19,0.89,0.24,0.145,0.045,0.022,0.032,0.763,0.688,0.952
7,0.65,0.64,"TruncNorm[0.501,0.999]",1000,0.7450566115747727,0.1422621385524325,0.973,0.323,0.228,0.937,0.287,0.192,0.036,0.024,0.019,0.842,1.263,0.963
9,0.65,0.64,"TruncNorm[0.501,0.999]",1000,0.7450566115747727,0.1422621385524325,0.987,0.337,0.242,0.945,0.295,0.2,0.042,0.004,0.007,0.826,0.571,0.957
11,0.65,0.64,"TruncNorm[0.501,0.999]",1000,0.7450566115747727,0.1422621385524325,0.982,0.332,0.237,0.959,0.309,0.214,0.023,0.007,-0.003,0.903,-2.333,0.977
21,0.65,0.64,"TruncNorm[0.501,0.999]",1000,0.7450566115747727,0.1422621385524325,0.998,0.348,0.253,0.988,0.338,0.243,0.01,0.015,0.008,0.96,1.875,0.99
31,0.65,0.64,"TruncNorm[0.501,0.999]",1000,0.7450566115747727,0.1422621385524325,1.0,0.35,0.255,0.999,0.349,0.254,0.001,0.006,0.001,0.996,6.0,0.999
41,0.65,0.64,"TruncNorm[0.501,0.999]",1000,0.7450566115747727,0.1422621385524325,1.0,0.35,0.255,0.999,0.349,0.254,0.001,0.0,0.0,0.996,,0.999
51,0.65,0.64,"TruncNorm[0.501,0.999]",1000,0.7450566115747727,0.1422621385524325,1.0,0.35,0.255,1.0,0.35,0.255,0.0,0.001,0.0,1.0,inf,1.0
3,0.65,1.28,"TruncNorm[0.501,0.999]",1000,0.7487449587291474,0.1433944520081984,0.877,0.227,0.128,0.844,0.194,0.095,0.033,0.0,0.0,0.743,,0.962
5,0.65,1.28,"TruncNorm[0.501,0.999]",1000,0.7487449587291474,0.1433944520081984,0.947,0.297,0.198,0.892,0.242,0.143,0.055,0.024,0.035,0.723,0.686,0.942
7,0.65,1.28,"TruncNorm[0.501,0.999]",1000,0.7487449587291474,0.1433944520081984,0.969,0.319,0.22,0.93,0.28,0.181,0.039,0.019,0.011,0.823,1.727,0.96
9,0.65,1.28,"TruncNorm[0.501,0.999]",1000,0.7487449587291474,0.1433944520081984,0.979,0.329,0.23,0.949,0.299,0.2,0.03,0.009,0.005,0.87,1.8,0.969
11,0.65,1.28,"TruncNorm[0.501,0.999]",1000,0.7487449587291474,0.1433944520081984,0.982,0.332,0.233,0.961,0.311,0.212,0.021,0.006,0.002,0.91,3.0,0.979
21,0.65,1.28,"TruncNorm[0.501,0.999]",1000,0.7487449587291474,0.1433944520081984,0.998,0.348,0.249,0.991,0.341,0.242,0.007,0.015,0.008,0.972,1.875,0.993
31,0.65,1.28,"TruncNorm[0.501,0.999]",1000,0.7487449587291474,0.1433944520081984,1.0,0.35,0.251,0.998,0.348,0.249,0.002,0.004,0.001,0.992,4.0,0.998
41,0.65,1.28,"TruncNorm[0.501,0.999]",1000,0.7487449587291474,0.1433944520081984,1.0,0.35,0.251,0.999,0.349,0.25,0.001,0.001,0.0,0.996,inf,0.999
51,0.65,1.28,"TruncNorm[0.501,0.999]",1000,0.7487449587291474,0.1433944520081984,1.0,0.35,0.251,1.0,0.35,0.251,0.0,0.001,0.0,1.0,inf,1.0
3,0.65,2.56,"TruncNorm[0.501,0.999]",1000,0.7496850445205746,0.143669351859656,0.888,0.238,0.138,0.838,0.188,0.088,0.05,0.0,0.0,0.639,,0.944
5,0.65,2.56,"TruncNorm[0.501,0.999]",1000,0.7496850445205746,0.143669351859656,0.943,0.293,0.193,0.919,0.269,0.169,0.024,0.041,0.027,0.876,1.519,0.975
7,0.65,2.56,"TruncNorm[0.501,0.999]",1000,0.7496850445205746,0.143669351859656,0.971,0.321,0.221,0.937,0.287,0.187,0.034,0.009,0.014,0.846,0.643,0.965
9,0.65,2.56,"TruncNorm[0.501,0.999]",1000,0.7496850445205746,0.143669351859656,0.978,0.328,0.228,0.952,0.302,0.202,0.026,0.007,0.004,0.886,1.75,0.973
11,0.65,2.56,"TruncNorm[0.501,0.999]",1000,0.7496850445205746,0.143669351859656,0.991,0.341,0.241,0.959,0.309,0.209,0.032,0.004,0.007,0.867,0.571,0.968
21,0.65,2.56,"TruncNorm[0.501,0.999]",1000,0.7496850445205746,0.143669351859656,0.999,0.349,0.249,0.992,0.342,0.242,0.007,0.017,0.004,0.972,4.25,0.993
31,0.65,2.56,"TruncNorm[0.501,0.999]",1000,0.7496850445205746,0.143669351859656,1.0,0.35,0.25,0.998,0.348,0.248,0.002,0.003,0.001,0.992,3.0,0.998
41,0.65,2.56,"TruncNorm[0.501,0.999]",1000,0.7496850445205746,0.143669351859656,1.0,0.35,0.25,1.0,0.35,0.25,0.0,0.001,0.0,1.0,inf,1.0
51,0.65,2.56,"TruncNorm[0.501,0.999]",1000,0.7496850445205746,0.143669351859656,1.0,0.35,0.25,1.0,0.35,0.25,0.0,0.0,0.0,1.0,,1.0
3,0.7,0.01,"TruncNorm[0.501,0.999]",1000,0.7,0.01,0.784,0.084,0.084,0.784,0.084,0.084,0.0,0.0,0.0,1.0,,1.0
5,0.7,0.01,"TruncNorm[0.501,0.999]",1000,0.7,0.01,0.815,0.115,0.115,0.815,0.115,0.115,0.0,0.015,0.015,1.0,1.0,1.0
7,0.7,0.01,"TruncNorm[0.501,0.999]",1000,0.7,0.01,0.897,0.197,0.197,0.897,0.197,0.197,0.0,0.041,0.041,1.0,1.0,1.0
9,0.7,0.01,"TruncNorm[0.501,0.999]",1000,0.7,0.01,0.906,0.206,0.206,0.906,0.206,0.206,0.0,0.005,0.005,1.0,1.0,1.0
11,0.7,0.01,"TruncNorm[0.501,0.999]",1000,0.7,0.01,0.913,0.213,0.213,0.913,0.213,0.213,0.0,0.004,0.004,1.0,1.0,1.0
21,0.7,0.01,"TruncNorm[0.501,0.999]",1000,0.7,0.01,0.973,0.273,0.273,0.973,0.273,0.273,0.0,0.03,0.03,1.0,1.0,1.0
31,0.7,0.01,"TruncNorm[0.501,0.999]",1000,0.7,0.01,0.988,0.288,0.288,0.988,0.288,0.288,0.0,0.008,0.008,1.0,1.0,1.0
41,0.7,0.01,"TruncNorm[0.501,0.999]",1000,0.7,0.01,0.995,0.295,0.295,0.995,0.295,0.295,0.0,0.004,0.004,1.0,1.0,1.0
51,0.7,0.01,"TruncNorm[0.501,0.999]",1000,0.7,0.01,0.999,0.299,0.299,0.999,0.299,0.299,0.0,0.002,0.002,1.0,1.0,1.0
3,0.7,0.02,"TruncNorm[0.501,0.999]",1000,0.7,0.02,0.783,0.083,0.083,0.783,0.083,0.083,0.0,0.0,0.0,1.0,,1.0
5,0.7,0.02,"TruncNorm[0.501,0.999]",1000,0.7,0.02,0.821,0.121,0.121,0.821,0.121,0.121,0.0,0.019,0.019,1.0,1.0,1.0
7,0.7,0.02,"TruncNorm[0.501,0.999]",1000,0.7,0.02,0.887,0.187,0.187,0.887,0.187,0.187,0.0,0.033,0.033,1.0,1.0,1.0
9,0.7,0.02,"TruncNorm[0.501,0.999]",1000,0.7,0.02,0.893,0.193,0.193,0.893,0.193,0.193,0.0,0.003,0.003,1.0,1.0,1.0
11,0.7,0.02,"TruncNorm[0.501,0.999]",1000,0.7,0.02,0.902,0.202,0.202,0.901,0.201,0.201,0.001,0.004,0.005,0.995,0.8,0.999
21,0.7,0.02,"TruncNorm[0.501,0.999]",1000,0.7,0.02,0.969,0.269,0.269,0.966,0.266,0.266,0.003,0.032,0.033,0.989,0.97,0.997
31,0.7,0.02,"TruncNorm[0.501,0.999]",1000,0.7,0.02,0.989,0.289,0.289,0.987,0.287,0.287,0.002,0.011,0.01,0.993,1.1,0.998
41,0.7,0.02,"TruncNorm[0.501,0.999]",1000,0.7,0.02,0.995,0.295,0.295,0.995,0.295,0.295,0.0,0.004,0.003,1.0,1.333,1.0
51,0.7,0.02,"TruncNorm[0.501,0.999]",1000,0.7,0.02,0.999,0.299,0.299,0.999,0.299,0.299,0.0,0.002,0.002,1.0,1.0,1.0
3,0.7,0.04,"TruncNorm[0.501,0.999]",1000,0.7000000673659118,0.0399998324268134,0.771,0.071,0.071,0.772,0.072,0.072,-0.001,0.0,0.0,1.014,,1.001
5,0.7,0.04,"TruncNorm[0.501,0.999]",1000,0.7000000673659118,0.0399998324268134,0.827,0.127,0.127,0.826,0.126,0.126,0.001,0.027,0.028,0.992,0.964,0.999
7,0.7,0.04,"TruncNorm[0.501,0.999]",1000,0.7000000673659118,0.0399998324268134,0.882,0.182,0.182,0.886,0.186,0.186,-0.004,0.03,0.028,1.022,1.071,1.005
9,0.7,0.04,"TruncNorm[0.501,0.999]",1000,0.7000000673659118,0.0399998324268134,0.913,0.213,0.213,0.915,0.215,0.215,-0.002,0.015,0.016,1.009,0.938,1.002
11,0.7,0.04,"TruncNorm[0.501,0.999]",1000,0.7000000673659118,0.0399998324268134,0.924,0.224,0.224,0.919,0.219,0.219,0.005,0.002,0.006,0.978,0.333,0.995
21,0.7,0.04,"TruncNorm[0.501,0.999]",1000,0.7000000673659118,0.0399998324268134,0.982,0.282,0.282,0.979,0.279,0.279,0.003,0.03,0.029,0.989,1.034,0.997
31,0.7,0.04,"TruncNorm[0.501,0.999]",1000,0.7000000673659118,0.0399998324268134,0.992,0.292,0.292,0.99,0.29,0.29,0.002,0.006,0.005,0.993,1.2,0.998
41,0.7,0.04,"TruncNorm[0.501,0.999]",1000,0.7000000673659118,0.0399998324268134,0.999,0.299,0.299,0.998,0.298,0.298,0.001,0.004,0.004,0.997,1.0,0.999
51,0.7,0.04,"TruncNorm[0.501,0.999]",1000,0.7000000673659118,0.0399998324268134,0.998,0.298,0.298,0.997,0.297,0.297,0.001,-0.001,-0.001,0.997,1.0,0.999
3,0.7,0.08,"TruncNorm[0.501,0.999]",1000,0.7014264121509118,0.0780979656281642,0.79,0.09,0.089,0.786,0.086,0.085,0.004,0.0,0.0,0.955,,0.995
5,0.7,0.08,"TruncNorm[0.501,0.999]",1000,0.7014264121509118,0.0780979656281642,0.861,0.161,0.16,0.852,0.152,0.151,0.009,0.033,0.035,0.944,0.943,0.99
7,0.7,0.08,"TruncNorm[0.501,0.999]",1000,0.7014264121509118,0.0780979656281642,0.897,0.197,0.196,0.877,0.177,0.176,0.02,0.013,0.018,0.898,0.722,0.978
9,0.7,0.08,"TruncNorm[0.501,0.999]",1000,0.7014264121509118,0.0780979656281642,0.913,0.213,0.212,0.887,0.187,0.186,0.026,0.005,0.008,0.877,0.625,0.972
11,0.7,0.08,"TruncNorm[0.501,0.999]",1000,0.7014264121509118,0.0780979656281642,0.944,0.244,0.243,0.936,0.236,0.235,0.008,0.025,0.015,0.967,1.667,0.992
21,0.7,0.08,"TruncNorm[0.501,0.999]",1000,0.7014264121509118,0.0780979656281642,0.988,0.288,0.287,0.971,0.271,0.27,0.017,0.017,0.022,0.941,0.773,0.983
31,0.7,0.08,"TruncNorm[0.501,0.999]",1000,0.7014264121509118,0.0780979656281642,0.995,0.295,0.294,0.992,0.292,0.291,0.003,0.011,0.004,0.99,2.75,0.997
41,0.7,0.08,"TruncNorm[0.501,0.999]",1000,0.7014264121509118,0.0780979656281642,0.999,0.299,0.298,0.996,0.296,0.295,0.003,0.002,0.002,0.99,1.0,0.997
51,0.7,0.08,"TruncNorm[0.501,0.999]",1000,0.7014264121509118,0.0780979656281642,1.0,0.3,0.299,0.999,0.299,0.298,0.001,0.002,0.001,0.997,2.0,0.999
3,0.7,0.16,"TruncNorm[0.501,0.999]",1000,0.7212403603702423,0.1203812682978136,0.84,0.14,0.119,0.809,0.109,0.088,0.031,0.0,0.0,0.739,,0.963
5,0.7,0.16,"TruncNorm[0.501,0.999]",1000,0.7212403603702423,0.1203812682978136,0.898,0.198,0.177,0.867,0.167,0.146,0.031,0.029,0.029,0.825,1.0,0.965
7,0.7,0.16,"TruncNorm[0.501,0.999]",1000,0.7212403603702423,0.1203812682978136,0.914,0.214,0.193,0.879,0.179,0.158,0.035,0.006,0.008,0.818,0.75,0.962
9,0.7,0.16,"TruncNorm[0.501,0.999]",1000,0.7212403603702423,0.1203812682978136,0.955,0.255,0.234,0.927,0.227,0.206,0.028,0.024,0.02,0.88,1.2,0.971
11,0.7,0.16,"TruncNorm[0.501,0.999]",1000,0.7212403603702423,0.1203812682978136,0.971,0.271,0.25,0.929,0.229,0.208,0.042,0.001,0.008,0.832,0.125,0.957
21,0.7,0.16,"TruncNorm[0.501,0.999]",1000,0.7212403603702423,0.1203812682978136,0.995,0.295,0.274,0.981,0.281,0.26,0.014,0.026,0.012,0.949,2.167,0.986
