voters,mean,std,distribution,iterations,true_mean,true_std,optimal_correct,optimal_correct_minus_mean,optimal_correct_minus_true_mean,majority_correct,majority_correct_minus_mean,majority_correct_minus_true_mean,optimal_correct_minus_majority_correct,d_majority_correct_d_voters,d_optimal_correct_d_voters,ratio_difference_to_mean,ratio_derivative_by_n,ratio_correct
3,0.75,0.16,"TruncNorm[0.001,0.999]",1000,0.7297751958636265,0.1419640790945204,0.866,0.116,0.136,0.803,0.053,0.073,0.063,0.0,0.0,0.537,,0.927
5,0.75,0.16,"TruncNorm[0.001,0.999]",1000,0.7297751958636265,0.1419640790945204,0.922,0.172,0.192,0.883,0.133,0.153,0.039,0.04,0.028,0.797,1.429,0.958
7,0.75,0.16,"TruncNorm[0.001,0.999]",1000,0.7297751958636265,0.1419640790945204,0.945,0.195,0.215,0.895,0.145,0.165,0.05,0.006,0.011,0.767,0.545,0.947
9,0.75,0.16,"TruncNorm[0.001,0.999]",1000,0.7297751958636265,0.1419640790945204,0.975,0.225,0.245,0.929,0.179,0.199,0.046,0.017,0.015,0.812,1.133,0.953
11,0.75,0.16,"TruncNorm[0.001,0.999]",1000,0.7297751958636265,0.1419640790945204,0.983,0.233,0.253,0.942,0.192,0.212,0.041,0.006,0.004,0.838,1.5,0.958
21,0.75,0.16,"TruncNorm[0.001,0.999]",1000,0.7297751958636265,0.1419640790945204,0.996,0.246,0.266,0.989,0.239,0.259,0.007,0.024,0.007,0.974,3.429,0.993
31,0.75,0.16,"TruncNorm[0.001,0.999]",1000,0.7297751958636265,0.1419640790945204,1.0,0.25,0.27,0.999,0.249,0.269,0.001,0.005,0.002,0.996,2.5,0.999
41,0.75,0.16,"TruncNorm[0.001,0.999]",1000,0.7297751958636265,0.1419640790945204,1.0,0.25,0.27,0.998,0.248,0.268,0.002,-0.001,0.0,0.993,-inf,0.998
51,0.75,0.16,"TruncNorm[0.001,0.999]",1000,0.7297751958636265,0.1419640790945204,1.0,0.25,0.27,1.0,0.25,0.27,0.0,0.001,0.0,1.0,inf,1.0
3,0.75,0.32,"TruncNorm[0.001,0.999]",1000,0.6385337571747727,0.227063364800983,0.866,0.116,0.227,0.73,-0.02,0.091,0.136,0.0,0.0,0.401,,0.843
5,0.75,0.32,"TruncNorm[0.001,0.999]",1000,0.6385337571747727,0.227063364800983,0.922,0.172,0.283,0.742,-0.008,0.103,0.18,0.006,0.028,0.364,0.214,0.805
7,0.75,0.32,"TruncNorm[0.001,0.999]",1000,0.6385337571747727,0.227063364800983,0.952,0.202,0.313,0.791,0.041,0.152,0.161,0.025,0.015,0.486,1.667,0.831
9,0.75,0.32,"TruncNorm[0.001,0.999]",1000,0.6385337571747727,0.227063364800983,0.962,0.212,0.323,0.788,0.038,0.149,0.174,-0.002,0.005,0.461,-0.4,0.819
11,0.75,0.32,"TruncNorm[0.001,0.999]",1000,0.6385337571747727,0.227063364800983,0.975,0.225,0.336,0.811,0.061,0.172,0.164,0.012,0.007,0.512,1.714,0.832
21,0.75,0.32,"TruncNorm[0.001,0.999]",1000,0.6385337571747727,0.227063364800983,0.999,0.249,0.36,0.895,0.145,0.256,0.104,0.042,0.012,0.711,3.5,0.896
31,0.75,0.32,"TruncNorm[0.001,0.999]",1000,0.6385337571747727,0.227063364800983,1.0,0.25,0.361,0.935,0.185,0.296,0.065,0.02,0.001,0.82,20.0,0.935
41,0.75,0.32,"TruncNorm[0.001,0.999]",1000,0.6385337571747727,0.227063364800983,1.0,0.25,0.361,0.966,0.216,0.327,0.034,0.015,0.0,0.906,inf,0.966
51,0.75,0.32,"TruncNorm[0.001,0.999]",1000,0.6385337571747727,0.227063364800983,1.0,0.25,0.361,0.979,0.229,0.34,0.021,0.007,0.0,0.942,inf,0.979
3,0.75,0.64,"TruncNorm[0.001,0.999]",1000,0.5464311734952103,0.274363478600564,0.876,0.126,0.33,0.579,-0.171,0.033,0.297,0.0,0.0,0.1,,0.661
5,0.75,0.64,"TruncNorm[0.001,0.999]",1000,0.5464311734952103,0.274363478600564,0.92,0.17,0.374,0.596,-0.154,0.05,0.324,0.009,0.022,0.134,0.409,0.648
7,0.75,0.64,"TruncNorm[0.001,0.999]",1000,0.5464311734952103,0.274363478600564,0.96,0.21,0.414,0.587,-0.163,0.041,0.373,-0.005,0.02,0.099,-0.25,0.611
9,0.75,0.64,"TruncNorm[0.001,0.999]",1000,0.5464311734952103,0.274363478600564,0.973,0.223,0.427,0.6,-0.15,0.054,0.373,0.007,0.007,0.126,1.0,0.617
11,0.75,0.64,"TruncNorm[0.001,0.999]",1000,0.5464311734952103,0.274363478600564,0.981,0.231,0.435,0.602,-0.148,0.056,0.379,0.001,0.004,0.129,0.25,0.614
21,0.75,0.64,"TruncNorm[0.001,0.999]",1000,0.5464311734952103,0.274363478600564,1.0,0.25,0.454,0.656,-0.094,0.11,0.344,0.027,0.01,0.242,2.7,0.656
31,0.75,0.64,"TruncNorm[0.001,0.999]",1000,0.5464311734952103,0.274363478600564,1.0,0.25,0.454,0.713,-0.037,0.167,0.287,0.028,0.0,0.368,inf,0.713
41,0.75,0.64,"TruncNorm[0.001,0.999]",1000,0.5464311734952103,0.274363478600564,1.0,0.25,0.454,0.734,-0.016,0.188,0.266,0.011,0.0,0.414,inf,0.734
51,0.75,0.64,"TruncNorm[0.001,0.999]",1000,0.5464311734952103,0.274363478600564,1.0,0.25,0.454,0.757,0.007,0.211,0.243,0.012,0.0,0.465,inf,0.757
3,0.75,1.28,"TruncNorm[0.001,0.999]",1000,0.5124054686409275,0.2850263410111577,0.875,0.125,0.363,0.503,-0.247,-0.009,0.372,0.0,0.0,-0.025,,0.575
5,0.75,1.28,"TruncNorm[0.001,0.999]",1000,0.5124054686409275,0.2850263410111577,0.931,0.181,0.419,0.525,-0.225,0.013,0.406,0.011,0.028,0.031,0.393,0.564
7,0.75,1.28,"TruncNorm[0.001,0.999]",1000,0.5124054686409275,0.2850263410111577,0.966,0.216,0.454,0.553,-0.197,0.041,0.413,0.014,0.017,0.09,0.824,0.572
9,0.75,1.28,"TruncNorm[0.001,0.999]",1000,0.5124054686409275,0.2850263410111577,0.979,0.229,0.467,0.537,-0.213,0.025,0.442,-0.008,0.007,0.054,-1.143,0.549
11,0.75,1.28,"TruncNorm[0.001,0.999]",1000,0.5124054686409275,0.2850263410111577,0.984,0.234,0.472,0.557,-0.193,0.045,0.427,0.01,0.003,0.095,3.333,0.566
21,0.75,1.28,"TruncNorm[0.001,0.999]",1000,0.5124054686409275,0.2850263410111577,0.999,0.249,0.487,0.532,-0.218,0.02,0.467,-0.013,0.008,0.041,-1.625,0.533
31,0.75,1.28,"TruncNorm[0.001,0.999]",1000,0.5124054686409275,0.2850263410111577,1.0,0.25,0.488,0.556,-0.194,0.044,0.444,0.012,0.001,0.09,12.0,0.556
41,0.75,1.28,"TruncNorm[0.001,0.999]",1000,0.5124054686409275,0.2850263410111577,1.0,0.25,0.488,0.576,-0.174,0.064,0.424,0.01,0.0,0.131,inf,0.576
51,0.75,1.28,"TruncNorm[0.001,0.999]",1000,0.5124054686409275,0.2850263410111577,1.0,0.25,0.488,0.604,-0.146,0.092,0.396,0.014,0.0,0.189,inf,0.604
3,0.75,2.56,"TruncNorm[0.001,0.999]",1000,0.5031501253270607,0.2873581274239671,0.906,0.156,0.403,0.539,-0.211,0.036,0.367,0.0,0.0,0.089,,0.595
5,0.75,2.56,"TruncNorm[0.001,0.999]",1000,0.5031501253270607,0.2873581274239671,0.928,0.178,0.425,0.508,-0.242,0.005,0.42,-0.016,0.011,0.012,-1.455,0.547
7,0.75,2.56,"TruncNorm[0.001,0.999]",1000,0.5031501253270607,0.2873581274239671,0.965,0.215,0.462,0.49,-0.26,-0.013,0.475,-0.009,0.018,-0.028,-0.5,0.508
9,0.75,2.56,"TruncNorm[0.001,0.999]",1000,0.5031501253270607,0.2873581274239671,0.984,0.234,0.481,0.506,-0.244,0.003,0.478,0.008,0.01,0.006,0.8,0.514
11,0.75,2.56,"TruncNorm[0.001,0.999]",1000,0.5031501253270607,0.2873581274239671,0.984,0.234,0.481,0.538,-0.212,0.035,0.446,0.016,0.0,0.073,inf,0.547
21,0.75,2.56,"TruncNorm[0.001,0.999]",1000,0.5031501253270607,0.2873581274239671,1.0,0.25,0.497,0.495,-0.255,-0.008,0.505,-0.022,0.008,-0.016,-2.75,0.495
31,0.75,2.56,"TruncNorm[0.001,0.999]",1000,0.5031501253270607,0.2873581274239671,0.999,0.249,0.496,0.518,-0.232,0.015,0.481,0.012,-0.001,0.03,-12.0,0.519
41,0.75,2.56,"TruncNorm[0.001,0.999]",1000,0.5031501253270607,0.2873581274239671,1.0,0.25,0.497,0.478,-0.272,-0.025,0.522,-0.02,0.001,-0.05,-20.0,0.478
51,0.75,2.56,"TruncNorm[0.001,0.999]",1000,0.5031501253270607,0.2873581274239671,1.0,0.25,0.497,0.483,-0.267,-0.02,0.517,0.003,0.0,-0.04,inf,0.483
3,0.8,0.02,"TruncNorm[0.001,0.999]",1000,0.8,0.02,0.883,0.083,0.083,0.883,0.083,0.083,0.0,0.0,0.0,1.0,,1.0
5,0.8,0.02,"TruncNorm[0.001,0.999]",1000,0.8,0.02,0.93,0.13,0.13,0.93,0.13,0.13,0.0,0.024,0.024,1.0,1.0,1.0
7,0.8,0.02,"TruncNorm[0.001,0.999]",1000,0.8,0.02,0.969,0.169,0.169,0.969,0.169,0.169,0.0,0.019,0.019,1.0,1.0,1.0
9,0.8,0.02,"TruncNorm[0.001,0.999]",1000,0.8,0.02,0.981,0.181,0.181,0.981,0.181,0.181,0.0,0.006,0.006,1.0,1.0,1.0
11,0.8,0.02,"TruncNorm[0.001,0.999]",1000,0.8,0.02,0.988,0.188,0.188,0.988,0.188,0.188,0.0,0.004,0.004,1.0,1.0,1.0
21,0.8,0.02,"TruncNorm[0.001,0.999]",1000,0.8,0.02,0.999,0.199,0.199,0.999,0.199,0.199,0.0,0.006,0.006,1.0,1.0,1.0
31,0.8,0.02,"TruncNorm[0.001,0.999]",1000,0.8,0.02,1.0,0.2,0.2,1.0,0.2,0.2,0.0,0.001,0.001,1.0,1.0,1.0
41,0.8,0.02,"TruncNorm[0.001,0.999]",1000,0.8,0.02,1.0,0.2,0.2,1.0,0.2,0.2,0.0,0.0,0.0,1.0,,1.0
51,0.8,0.02,"TruncNorm[0.001,0.999]",1000,0.8,0.02,1.0,0.2,0.2,1.0,0.2,0.2,0.0,0.0,0.0,1.0,,1.0
3,0.8,0.04,"TruncNorm[0.001,0.999]",1000,0.7999999326340764,0.0399998324268573,0.88,0.08,0.08,0.88,0.08,0.08,0.0,0.0,0.0,1.0,,1.0
5,0.8,0.04,"TruncNorm[0.001,0.999]",1000,0.7999999326340764,0.0399998324268573,0.931,0.131,0.131,0.931,0.131,0.131,0.0,0.026,0.026,1.0,1.0,1.0
7,0.8,0.04,"TruncNorm[0.001,0.999]",1000,0.7999999326340764,0.0399998324268573,0.964,0.164,0.164,0.962,0.162,0.162,0.002,0.015,0.016,0.988,0.938,0.998
9,0.8,0.04,"TruncNorm[0.001,0.999]",1000,0.7999999326340764,0.0399998324268573,0.979,0.179,0.179,0.978,0.178,0.178,0.001,0.008,0.008,0.994,1.0,0.999
11,0.8,0.04,"TruncNorm[0.001,0.999]",1000,0.7999999326340764,0.0399998324268573,0.992,0.192,0.192,0.993,0.193,0.193,-0.001,0.008,0.007,1.005,1.143,1.001
21,0.8,0.04,"TruncNorm[0.001,0.999]",1000,0.7999999326340764,0.0399998324268573,0.999,0.199,0.199,0.999,0.199,0.199,0.0,0.003,0.004,1.0,0.75,1.0
31,0.8,0.04,"TruncNorm[0.001,0.999]",1000,0.7999999326340764,0.0399998324268573,1.0,0.2,0.2,1.0,0.2,0.2,0.0,0.001,0.001,1.0,1.0,1.0
41,0.8,0.04,"TruncNorm[0.001,0.999]",1000,0.7999999326340764,0.0399998324268573,1.0,0.2,0.2,1.0,0.2,0.2,0.0,0.0,0.0,1.0,,1.0
51,0.8,0.04,"TruncNorm[0.001,0.999]",1000,0.7999999326340764,0.0399998324268573,1.0,0.2,0.2,1.0,0.2,0.2,0.0,0.0,0.0,1.0,,1.0
3,0.8,0.08,"TruncNorm[0.001,0.999]",1000,0.7985439708429357,0.0781545275517545,0.903,0.103,0.104,0.89,0.09,0.091,0.013,0.0,0.0,0.875,,0.986
5,0.8,0.08,"TruncNorm[0.001,0.999]",1000,0.7985439708429357,0.0781545275517545,0.955,0.155,0.156,0.948,0.148,0.149,0.007,0.029,0.026,0.955,1.115,0.993
7,0.8,0.08,"TruncNorm[0.001,0.999]",1000,0.7985439708429357,0.0781545275517545,0.97,0.17,0.171,0.967,0.167,0.168,0.003,0.01,0.008,0.982,1.25,0.997
9,0.8,0.08,"TruncNorm[0.001,0.999]",1000,0.7985439708429357,0.0781545275517545,0.982,0.182,0.183,0.974,0.174,0.175,0.008,0.004,0.006,0.956,0.667,0.992
11,0.8,0.08,"TruncNorm[0.001,0.999]",1000,0.7985439708429357,0.0781545275517545,0.994,0.194,0.195,0.985,0.185,0.186,0.009,0.006,0.006,0.954,1.0,0.991
21,0.8,0.08,"TruncNorm[0.001,0.999]",1000,0.7985439708429357,0.0781545275517545,0.999,0.199,0.2,0.999,0.199,0.2,0.0,0.007,0.003,1.0,2.333,1.0
31,0.8,0.08,"TruncNorm[0.001,0.999]",1000,0.7985439708429357,0.0781545275517545,1.0,0.2,0.201,1.0,0.2,0.201,0.0,0.001,0.001,1.0,1.0,1.0
41,0.8,0.08,"TruncNorm[0.001,0.999]",1000,0.7985439708429357,0.0781545275517545,1.0,0.2,0.201,1.0,0.2,0.201,0.0,0.0,0.0,1.0,,1.0
51,0.8,0.08,"TruncNorm[0.001,0.999]",1000,0.7985439708429357,0.0781545275517545,1.0,0.2,0.201,1.0,0.2,0.201,0.0,0.0,0.0,1.0,,1.0
3,0.8,0.16,"TruncNorm[0.001,0.999]",1000,0.7670262991644978,0.1339802014154996,0.903,0.103,0.136,0.875,0.075,0.108,0.028,0.0,0.0,0.794,,0.969
5,0.8,0.16,"TruncNorm[0.001,0.999]",1000,0.7670262991644978,0.1339802014154996,0.944,0.144,0.177,0.916,0.116,0.149,0.028,0.021,0.02,0.842,1.05,0.97
7,0.8,0.16,"TruncNorm[0.001,0.999]",1000,0.7670262991644978,0.1339802014154996,0.96,0.16,0.193,0.933,0.133,0.166,0.027,0.009,0.008,0.86,1.125,0.972
9,0.8,0.16,"TruncNorm[0.001,0.999]",1000,0.7670262991644978,0.1339802014154996,0.989,0.189,0.222,0.966,0.166,0.199,0.023,0.016,0.015,0.896,1.067,0.977
11,0.8,0.16,"TruncNorm[0.001,0.999]",1000,0.7670262991644978,0.1339802014154996,0.991,0.191,0.224,0.97,0.17,0.203,0.021,0.002,0.001,0.906,2.0,0.979
21,0.8,0.16,"TruncNorm[0.001,0.999]",1000,0.7670262991644978,0.1339802014154996,1.0,0.2,0.233,0.994,0.194,0.227,0.006,0.012,0.005,0.974,2.4,0.994
31,0.8,0.16,"TruncNorm[0.001,0.999]",1000,0.7670262991644978,0.1339802014154996,1.0,0.2,0.233,1.0,0.2,0.233,0.0,0.003,0.0,1.0,inf,1.0
41,0.8,0.16,"TruncNorm[0.001,0.999]",1000,0.7670262991644978,0.1339802014154996,1.0,0.2,0.233,1.0,0.2,0.233,0.0,0.0,0.0,1.0,,1.0
51,0.8,0.16,"TruncNorm[0.001,0.999]",1000,0.7670262991644978,0.1339802014154996,1.0,0.2,0.233,1.0,0.2,0.233,0.0,0.0,0.0,1.0,,1.0
3,0.8,0.32,"TruncNorm[0.001,0.999]",1000,0.662996996694915,0.2204616900085354,0.867,0.067,0.204,0.729,-0.071,0.066,0.138,0.0,0.0,0.324,,0.841
5,0.8,0.32,"TruncNorm[0.001,0.999]",1000,0.662996996694915,0.2204616900085354,0.922,0.122,0.259,0.798,-0.002,0.135,0.124,0.035,0.028,0.521,1.25,0.866
7,0.8,0.32,"TruncNorm[0.001,0.999]",1000,0.662996996694915,0.2204616900085354,0.957,0.157,0.294,0.828,0.028,0.165,0.129,0.015,0.017,0.561,0.882,0.865
9,0.8,0.32,"TruncNorm[0.001,0.999]",1000,0.662996996694915,0.2204616900085354,0.962,0.162,0.299,0.832,0.032,0.169,0.13,0.002,0.003,0.565,0.667,0.865
11,0.8,0.32,"TruncNorm[0.001,0.999]",1000,0.662996996694915,0.2204616900085354,0.989,0.189,0.326,0.881,0.081,0.218,0.108,0.025,0.014,0.669,1.786,0.891
21,0.8,0.32,"TruncNorm[0.001,0.999]",1000,0.662996996694915,0.2204616900085354,1.0,0.2,0.337,0.941,0.141,0.278,0.059,0.03,0.006,0.825,5.0,0.941
31,0.8,0.32,"TruncNorm[0.001,0.999]",1000,0.662996996694915,0.2204616900085354,1.0,0.2,0.337,0.966,0.166,0.303,0.034,0.013,0.0,0.899,inf,0.966
41,0.8,0.32,"TruncNorm[0.001,0.999]",1000,0.662996996694915,0.2204616900085354,1.0,0.2,0.337,0.984,0.184,0.321,0.016,0.009,0.0,0.953,inf,0.984
51,0.8,0.32,"TruncNorm[0.001,0.999]",1000,0.662996996694915,0.2204616900085354,1.0,0.2,0.337,0.993,0.193,0.33,0.007,0.005,0.0,0.979,inf,0.993
3,0.8,0.64,"TruncNorm[0.001,0.999]",1000,0.5555893318240682,0.273417648249734,0.886,0.086,0.33,0.623,-0.177,0.067,0.263,0.0,0.0,0.203,,0.703
5,0.8,0.64,"TruncNorm[0.001,0.999]",1000,0.5555893318240682,0.273417648249734,0.924,0.124,0.368,0.588,-0.212,0.032,0.336,-0.018,0.019,0.087,-0.947,0.636
7,0.8,0.64,"TruncNorm[0.001,0.999]",1000,0.5555893318240682,0.273417648249734,0.959,0.159,0.403,0.639,-0.161,0.083,0.32,0.026,0.017,0.206,1.529,0.666
9,0.8,0.64,"TruncNorm[0.001,0.999]",1000,0.5555893318240682,0.273417648249734,0.974,0.174,0.418,0.626,-0.174,0.07,0.348,-0.007,0.008,0.167,-0.875,0.643
11,0.8,0.64,"TruncNorm[0.001,0.999]",1000,0.5555893318240682,0.273417648249734,0.986,0.186,0.43,0.648,-0.152,0.092,0.338,0.011,0.006,0.214,1.833,0.657
21,0.8,0.64,"TruncNorm[0.001,0.999]",1000,0.5555893318240682,0.273417648249734,0.999,0.199,0.443,0.687,-0.113,0.131,0.312,0.02,0.007,0.296,2.857,0.688
31,0.8,0.64,"TruncNorm[0.001,0.999]",1000,0.5555893318240682,0.273417648249734,1.0,0.2,0.444,0.736,-0.064,0.18,0.264,0.024,0.001,0.405,24.0,0.736
41,0.8,0.64,"TruncNorm[0.001,0.999]",1000,0.5555893318240682,0.273417648249734,1.0,0.2,0.444,0.752,-0.048,0.196,0.248,0.008,0.0,0.441,inf,0.752
51,0.8,0.64,"TruncNorm[0.001,0.999]",1000,0.5555893318240682,0.273417648249734,1.0,0.2,0.444,0.791,-0.009,0.235,0.209,0.02,0.0,0.529,inf,0.791
3,0.8,1.28,"TruncNorm[0.001,0.999]",1000,0.5148841272485516,0.2849564048726705,0.884,0.084,0.369,0.516,-0.284,0.001,0.368,0.0,0.0,0.003,,0.584
5,0.8,1.28,"TruncNorm[0.001,0.999]",1000,0.5148841272485516,0.2849564048726705,0.949,0.149,0.434,0.516,-0.284,0.001,0.433,0.0,0.032,0.002,0.0,0.544
7,0.8,1.28,"TruncNorm[0.001,0.999]",1000,0.5148841272485516,0.2849564048726705,0.969,0.169,0.454,0.538,-0.262,0.023,0.431,0.011,0.01,0.051,1.1,0.555
9,0.8,1.28,"TruncNorm[0.001,0.999]",1000,0.5148841272485516,0.2849564048726705,0.98,0.18,0.465,0.529,-0.271,0.014,0.451,-0.005,0.006,0.03,-0.833,0.54
11,0.8,1.28,"TruncNorm[0.001,0.999]",1000,0.5148841272485516,0.2849564048726705,0.989,0.189,0.474,0.558,-0.242,0.043,0.431,0.015,0.005,0.091,3.0,0.564
21,0.8,1.28,"TruncNorm[0.001,0.999]",1000,0.5148841272485516,0.2849564048726705,0.999,0.199,0.484,0.571,-0.229,0.056,0.428,0.006,0.005,0.116,1.2,0.572
31,0.8,1.28,"TruncNorm[0.001,0.999]",1000,0.5148841272485516,0.2849564048726705,1.0,0.2,0.485,0.549,-0.251,0.034,0.451,-0.011,0.001,0.07,-11.0,0.549
41,0.8,1.28,"TruncNorm[0.001,0.999]",1000,0.5148841272485516,0.2849564048726705,1.0,0.2,0.485,0.583,-0.217,0.068,0.417,0.017,0.0,0.14,inf,0.583
51,0.8,1.28,"TruncNorm[0.001,0.999]",1000,0.5148841272485516,0.2849564048726705,1.0,0.2,0.485,0.581,-0.219,0.066,0.419,-0.001,0.0,0.136,-inf,0.581
3,0.8,2.56,"TruncNorm[0.001,0.999]",1000,0.5037801105934989,0.2873535892871249,0.875,0.075,0.371,0.501,-0.299,-0.003,0.374,0.0,0.0,-0.008,,0.573
5,0.8,2.56,"TruncNorm[0.001,0.999]",1000,0.5037801105934989,0.2873535892871249,0.939,0.139,0.435,0.484,-0.316,-0.02,0.455,-0.009,0.032,-0.046,-0.281,0.515
7,0.8,2.56,"TruncNorm[0.001,0.999]",1000,0.5037801105934989,0.2873535892871249,0.958,0.158,0.454,0.539,-0.261,0.035,0.419,0.028,0.01,0.077,2.8,0.563
9,0.8,2.56,"TruncNorm[0.001,0.999]",1000,0.5037801105934989,0.2873535892871249,0.979,0.179,0.475,0.511,-0.289,0.007,0.468,-0.014,0.011,0.015,-1.273,0.522
11,0.8,2.56,"TruncNorm[0.001,0.999]",1000,0.5037801105934989,0.2873535892871249,0.991,0.191,0.487,0.508,-0.292,0.004,0.483,-0.002,0.006,0.008,-0.333,0.513
21,0.8,2.56,"TruncNorm[0.001,0.999]",1000,0.5037801105934989,0.2873535892871249,1.0,0.2,0.496,0.52,-0.28,0.016,0.48,0.006,0.005,0.032,1.2,0.52
31,0.8,2.56,"TruncNorm[0.001,0.999]",1000,0.5037801105934989,0.2873535892871249,1.0,0.2,0.496,0.514,-0.286,0.01,0.486,-0.003,0.0,0.02,-inf,0.514
41,0.8,2.56,"TruncNorm[0.001,0.999]",1000,0.5037801105934989,0.2873535892871249,1.0,0.2,0.496,0.508,-0.292,0.004,0.492,-0.003,0.0,0.008,-inf,0.508
51,0.8,2.56,"TruncNorm[0.001,0.999]",1000,0.5037801105934989,0.2873535892871249,1.0,0.2,0.496,0.521,-0.279,0.017,0.479,0.007,0.0,0.034,inf,0.521
3,0.85,0.02,"TruncNorm[0.001,0.999]",1000,0.8499999999999929,0.0199999999999736,0.945,0.095,0.095,0.945,0.095,0.095,0.0,0.0,0.0,1.0,,1.0
5,0.85,0.02,"TruncNorm[0.001,0.999]",1000,0.8499999999999929,0.0199999999999736,0.965,0.115,0.115,0.965,0.115,0.115,0.0,0.01,0.01,1.0,1.0,1.0
7,0.85,0.02,"TruncNorm[0.001,0.999]",1000,0.8499999999999929,0.0199999999999736,0.997,0.147,0.147,0.997,0.147,0.147,0.0,0.016,0.016,1.0,1.0,1.0
9,0.85,0.02,"TruncNorm[0.001,0.999]",1000,0.8499999999999929,0.0199999999999736,0.995,0.145,0.145,0.995,0.145,0.145,0.0,-0.001,-0.001,1.0,1.0,1.0
11,0.85,0.02,"TruncNorm[0.001,0.999]",1000,0.8499999999999929,0.0199999999999736,0.994,0.144,0.144,0.994,0.144,0.144,0.0,-0.001,-0.001,1.0,1.0,1.0
21,0.85,0.02,"TruncNorm[0.001,0.999]",1000,0.8499999999999929,0.0199999999999736,1.0,0.15,0.15,1.0,0.15,0.15,0.0,0.003,0.003,1.0,1.0,1.0
31,0.85,0.02,"TruncNorm[0.001,0.999]",1000,0.8499999999999929,0.0199999999999736,1.0,0.15,0.15,1.0,0.15,0.15,0.0,0.0,0.0,1.0,,1.0
41,0.85,0.02,"TruncNorm[0.001,0.999]",1000,0.8499999999999929,0.0199999999999736,1.0,0.15,0.15,1.0,0.15,0.15,0.0,0.0,0.0,1.0,,1.0
51,0.85,0.02,"TruncNorm[0.001,0.999]",1000,0.8499999999999929,0.0199999999999736,1.0,0.15,0.15,1.0,0.15,0.15,0.0,0.0,0.0,1.0,,1.0
3,0.85,0.04,"TruncNorm[0.001,0.999]",1000,0.8499845133035432,0.0399711426205227,0.932,0.082,0.082,0.932,0.082,0.082,0.0,0.0,0.0,1.0,,1.0
5,0.85,0.04,"TruncNorm[0.001,0.999]",1000,0.8499845133035432,0.0399711426205227,0.979,0.129,0.129,0.979,0.129,0.129,0.0,0.023,0.023,1.0,1.0,1.0
7,0.85,0.04,"TruncNorm[0.001,0.999]",1000,0.8499845133035432,0.0399711426205227,0.988,0.138,0.138,0.986,0.136,0.136,0.002,0.004,0.005,0.986,0.8,0.998
9,0.85,0.04,"TruncNorm[0.001,0.999]",1000,0.8499845133035432,0.0399711426205227,0.993,0.143,0.143,0.993,0.143,0.143,0.0,0.004,0.003,1.0,1.333,1.0
11,0.85,0.04,"TruncNorm[0.001,0.999]",1000,0.8499845133035432,0.0399711426205227,0.998,0.148,0.148,0.998,0.148,0.148,0.0,0.003,0.003,1.0,1.0,1.0
21,0.85,0.04,"TruncNorm[0.001,0.999]",1000,0.8499845133035432,0.0399711426205227,0.999,0.149,0.149,0.999,0.149,0.149,0.0,0.001,0.001,1.0,1.0,1.0
31,0.85,0.04,"TruncNorm[0.001,0.999]",1000,0.8499845133035432,0.0399711426205227,1.0,0.15,0.15,1.0,0.15,0.15,0.0,0.001,0.001,1.0,1.0,1.0
41,0.85,0.04,"TruncNorm[0.001,0.999]",1000,0.8499845133035432,0.0399711426205227,1.0,0.15,0.15,1.0,0.15,0.15,0.0,0.0,0.0,1.0,,1.0
51,0.85,0.04,"TruncNorm[0.001,0.999]",1000,0.8499845133035432,0.0399711426205227,1.0,0.15,0.15,1.0,0.15,0.15,0.0,0.0,0.0,1.0,,1.0
3,0.85,0.08,"TruncNorm[0.001,0.999]",1000,0.844185234117554,0.0741605581238969,0.942,0.092,0.098,0.94,0.09,0.096,0.002,0.0,0.0,0.98,,0.998
5,0.85,0.08,"TruncNorm[0.001,0.999]",1000,0.844185234117554,0.0741605581238969,0.972,0.122,0.128,0.969,0.119,0.125,0.003,0.015,0.015,0.977,1.0,0.997
7,0.85,0.08,"TruncNorm[0.001,0.999]",1000,0.844185234117554,0.0741605581238969,0.986,0.136,0.142,0.981,0.131,0.137,0.005,0.006,0.007,0.965,0.857,0.995
9,0.85,0.08,"TruncNorm[0.001,0.999]",1000,0.844185234117554,0.0741605581238969,0.994,0.144,0.15,0.993,0.143,0.149,0.001,0.006,0.004,0.993,1.5,0.999
11,0.85,0.08,"TruncNorm[0.001,0.999]",1000,0.844185234117554,0.0741605581238969,0.999,0.149,0.155,0.998,0.148,0.154,0.001,0.003,0.003,0.994,1.0,0.999
21,0.85,0.08,"TruncNorm[0.001,0.999]",1000,0.844185234117554,0.0741605581238969,1.0,0.15,0.156,1.0,0.15,0.156,0.0,0.001,0.001,1.0,1.0,1.0
31,0.85,0.08,"TruncNorm[0.001,0.999]",1000,0.844185234117554,0.0741605581238969,1.0,0.15,0.156,1.0,0.15,0.156,0.0,0.0,0.0,1.0,,1.0
41,0.85,0.08,"TruncNorm[0.001,0.999]",1000,0.844185234117554,0.0741605581238969,1.0,0.15,0.156,1.0,0.15,0.156,0.0,0.0,0.0,1.0,,1.0
51,0.85,0.08,"TruncNorm[0.001,0.999]",1000,0.844185234117554,0.0741605581238969,1.0,0.15,0.156,1.0,0.15,0.156,0.0,0.0,0.0,1.0,,1.0
3,0.85,0.16,"TruncNorm[0.001,0.999]",1000,0.7997988303159214,0.1248991946991058,0.919,0.069,0.119,0.892,0.042,0.092,0.027,0.0,0.0,0.773,,0.971
