voters,mean,std,distribution,iterations,true_mean,true_std,optimal_correct,optimal_correct_minus_mean,optimal_correct_minus_true_mean,majority_correct,majority_correct_minus_mean,majority_correct_minus_true_mean,optimal_correct_minus_majority_correct,d_majority_correct_d_voters,d_optimal_correct_d_voters,ratio_difference_to_mean,ratio_derivative_by_n,ratio_correct
7,0.75,0.16,"TruncNorm[0.501,0.999]",1000,0.75,0.121831827498384,0.956,0.206,0.206,0.933,0.183,0.183,0.023,0.012,0.02,0.888,0.6,0.976
9,0.75,0.16,"TruncNorm[0.501,0.999]",1000,0.75,0.121831827498384,0.983,0.233,0.233,0.97,0.22,0.22,0.013,0.018,0.014,0.944,1.286,0.987
11,0.75,0.16,"TruncNorm[0.501,0.999]",1000,0.75,0.121831827498384,0.991,0.241,0.241,0.968,0.218,0.218,0.023,-0.001,0.004,0.905,-0.25,0.977
21,0.75,0.16,"TruncNorm[0.501,0.999]",1000,0.75,0.121831827498384,0.999,0.249,0.249,0.994,0.244,0.244,0.005,0.013,0.004,0.98,3.25,0.995
31,0.75,0.16,"TruncNorm[0.501,0.999]",1000,0.75,0.121831827498384,1.0,0.25,0.25,1.0,0.25,0.25,0.0,0.003,0.001,1.0,3.0,1.0
41,0.75,0.16,"TruncNorm[0.501,0.999]",1000,0.75,0.121831827498384,1.0,0.25,0.25,1.0,0.25,0.25,0.0,0.0,0.0,1.0,,1.0
51,0.75,0.16,"TruncNorm[0.501,0.999]",1000,0.75,0.121831827498384,1.0,0.25,0.25,1.0,0.25,0.25,0.0,0.0,0.0,1.0,,1.0
3,0.75,0.32,"TruncNorm[0.501,0.999]",1000,0.75,0.1380159869240552,0.872,0.122,0.122,0.847,0.097,0.097,0.025,0.0,0.0,0.795,,0.971
5,0.75,0.32,"TruncNorm[0.501,0.999]",1000,0.75,0.1380159869240552,0.942,0.192,0.192,0.903,0.153,0.153,0.039,0.028,0.035,0.797,0.8,0.959
7,0.75,0.32,"TruncNorm[0.501,0.999]",1000,0.75,0.1380159869240552,0.973,0.223,0.223,0.942,0.192,0.192,0.031,0.019,0.016,0.861,1.188,0.968
9,0.75,0.32,"TruncNorm[0.501,0.999]",1000,0.75,0.1380159869240552,0.985,0.235,0.235,0.952,0.202,0.202,0.033,0.005,0.006,0.86,0.833,0.966
11,0.75,0.32,"TruncNorm[0.501,0.999]",1000,0.75,0.1380159869240552,0.985,0.235,0.235,0.968,0.218,0.218,0.017,0.008,0.0,0.928,inf,0.983
21,0.75,0.32,"TruncNorm[0.501,0.999]",1000,0.75,0.1380159869240552,1.0,0.25,0.25,0.993,0.243,0.243,0.007,0.013,0.008,0.972,1.625,0.993
31,0.75,0.32,"TruncNorm[0.501,0.999]",1000,0.75,0.1380159869240552,1.0,0.25,0.25,1.0,0.25,0.25,0.0,0.004,0.0,1.0,inf,1.0
41,0.75,0.32,"TruncNorm[0.501,0.999]",1000,0.75,0.1380159869240552,1.0,0.25,0.25,1.0,0.25,0.25,0.0,0.0,0.0,1.0,,1.0
51,0.75,0.32,"TruncNorm[0.501,0.999]",1000,0.75,0.1380159869240552,1.0,0.25,0.25,0.999,0.249,0.249,0.001,-0.001,0.0,0.996,-inf,0.999
3,0.75,0.64,"TruncNorm[0.501,0.999]",1000,0.75,0.1423127615011607,0.872,0.122,0.122,0.84,0.09,0.09,0.032,0.0,0.0,0.738,,0.963
5,0.75,0.64,"TruncNorm[0.501,0.999]",1000,0.75,0.1423127615011607,0.944,0.194,0.194,0.902,0.152,0.152,0.042,0.031,0.036,0.784,0.861,0.956
7,0.75,0.64,"TruncNorm[0.501,0.999]",1000,0.75,0.1423127615011607,0.966,0.216,0.216,0.934,0.184,0.184,0.032,0.016,0.011,0.852,1.455,0.967
9,0.75,0.64,"TruncNorm[0.501,0.999]",1000,0.75,0.1423127615011607,0.979,0.229,0.229,0.949,0.199,0.199,0.03,0.007,0.007,0.869,1.0,0.969
11,0.75,0.64,"TruncNorm[0.501,0.999]",1000,0.75,0.1423127615011607,0.989,0.239,0.239,0.962,0.212,0.212,0.027,0.007,0.005,0.887,1.4,0.973
21,0.75,0.64,"TruncNorm[0.501,0.999]",1000,0.75,0.1423127615011607,0.999,0.249,0.249,0.991,0.241,0.241,0.008,0.015,0.005,0.968,3.0,0.992
31,0.75,0.64,"TruncNorm[0.501,0.999]",1000,0.75,0.1423127615011607,1.0,0.25,0.25,0.999,0.249,0.249,0.001,0.004,0.001,0.996,4.0,0.999
41,0.75,0.64,"TruncNorm[0.501,0.999]",1000,0.75,0.1423127615011607,1.0,0.25,0.25,1.0,0.25,0.25,0.0,0.001,0.0,1.0,inf,1.0
51,0.75,0.64,"TruncNorm[0.501,0.999]",1000,0.75,0.1423127615011607,1.0,0.25,0.25,1.0,0.25,0.25,0.0,0.0,0.0,1.0,,1.0
3,0.75,1.28,"TruncNorm[0.501,0.999]",1000,0.75,0.143397733057198,0.88,0.13,0.13,0.852,0.102,0.102,0.028,0.0,0.0,0.785,,0.968
5,0.75,1.28,"TruncNorm[0.501,0.999]",1000,0.75,0.143397733057198,0.94,0.19,0.19,0.89,0.14,0.14,0.05,0.019,0.03,0.737,0.633,0.947
7,0.75,1.28,"TruncNorm[0.501,0.999]",1000,0.75,0.143397733057198,0.967,0.217,0.217,0.921,0.171,0.171,0.046,0.016,0.014,0.788,1.143,0.952
9,0.75,1.28,"TruncNorm[0.501,0.999]",1000,0.75,0.143397733057198,0.982,0.232,0.232,0.958,0.208,0.208,0.024,0.018,0.008,0.897,2.25,0.976
11,0.75,1.28,"TruncNorm[0.501,0.999]",1000,0.75,0.143397733057198,0.99,0.24,0.24,0.961,0.211,0.211,0.029,0.002,0.004,0.879,0.5,0.971
21,0.75,1.28,"TruncNorm[0.501,0.999]",1000,0.75,0.143397733057198,1.0,0.25,0.25,0.992,0.242,0.242,0.008,0.016,0.005,0.968,3.2,0.992
31,0.75,1.28,"TruncNorm[0.501,0.999]",1000,0.75,0.143397733057198,1.0,0.25,0.25,0.998,0.248,0.248,0.002,0.003,0.0,0.992,inf,0.998
41,0.75,1.28,"TruncNorm[0.501,0.999]",1000,0.75,0.143397733057198,1.0,0.25,0.25,1.0,0.25,0.25,0.0,0.001,0.0,1.0,inf,1.0
51,0.75,1.28,"TruncNorm[0.501,0.999]",1000,0.75,0.143397733057198,1.0,0.25,0.25,1.0,0.25,0.25,0.0,0.0,0.0,1.0,,1.0
3,0.75,2.56,"TruncNorm[0.501,0.999]",1000,0.75,0.1436695587713499,0.884,0.134,0.134,0.852,0.102,0.102,0.032,0.0,0.0,0.761,,0.964
5,0.75,2.56,"TruncNorm[0.501,0.999]",1000,0.75,0.1436695587713499,0.94,0.19,0.19,0.897,0.147,0.147,0.043,0.023,0.028,0.774,0.821,0.954
7,0.75,2.56,"TruncNorm[0.501,0.999]",1000,0.75,0.1436695587713499,0.972,0.222,0.222,0.927,0.177,0.177,0.045,0.015,0.016,0.797,0.938,0.954
9,0.75,2.56,"TruncNorm[0.501,0.999]",1000,0.75,0.1436695587713499,0.979,0.229,0.229,0.94,0.19,0.19,0.039,0.006,0.004,0.83,1.5,0.96
11,0.75,2.56,"TruncNorm[0.501,0.999]",1000,0.75,0.1436695587713499,0.983,0.233,0.233,0.959,0.209,0.209,0.024,0.01,0.002,0.897,5.0,0.976
21,0.75,2.56,"TruncNorm[0.501,0.999]",1000,0.75,0.1436695587713499,1.0,0.25,0.25,0.991,0.241,0.241,0.009,0.016,0.009,0.964,1.778,0.991
31,0.75,2.56,"TruncNorm[0.501,0.999]",1000,0.75,0.1436695587713499,1.0,0.25,0.25,0.998,0.248,0.248,0.002,0.004,0.0,0.992,inf,0.998
41,0.75,2.56,"TruncNorm[0.501,0.999]",1000,0.75,0.1436695587713499,1.0,0.25,0.25,1.0,0.25,0.25,0.0,0.001,0.0,1.0,inf,1.0
51,0.75,2.56,"TruncNorm[0.501,0.999]",1000,0.75,0.1436695587713499,1.0,0.25,0.25,1.0,0.25,0.25,0.0,0.0,0.0,1.0,,1.0
3,0.8,0.02,"TruncNorm[0.501,0.999]",1000,0.8,0.02,0.888,0.088,0.088,0.888,0.088,0.088,0.0,0.0,0.0,1.0,,1.0
5,0.8,0.02,"TruncNorm[0.501,0.999]",1000,0.8,0.02,0.938,0.138,0.138,0.938,0.138,0.138,0.0,0.025,0.025,1.0,1.0,1.0
7,0.8,0.02,"TruncNorm[0.501,0.999]",1000,0.8,0.02,0.964,0.164,0.164,0.964,0.164,0.164,0.0,0.013,0.013,1.0,1.0,1.0
9,0.8,0.02,"TruncNorm[0.501,0.999]",1000,0.8,0.02,0.978,0.178,0.178,0.978,0.178,0.178,0.0,0.007,0.007,1.0,1.0,1.0
11,0.8,0.02,"TruncNorm[0.501,0.999]",1000,0.8,0.02,0.986,0.186,0.186,0.986,0.186,0.186,0.0,0.004,0.004,1.0,1.0,1.0
21,0.8,0.02,"TruncNorm[0.501,0.999]",1000,0.8,0.02,0.997,0.197,0.197,0.997,0.197,0.197,0.0,0.006,0.006,1.0,1.0,1.0
31,0.8,0.02,"TruncNorm[0.501,0.999]",1000,0.8,0.02,1.0,0.2,0.2,1.0,0.2,0.2,0.0,0.002,0.002,1.0,1.0,1.0
41,0.8,0.02,"TruncNorm[0.501,0.999]",1000,0.8,0.02,1.0,0.2,0.2,1.0,0.2,0.2,0.0,0.0,0.0,1.0,,1.0
51,0.8,0.02,"TruncNorm[0.501,0.999]",1000,0.8,0.02,1.0,0.2,0.2,1.0,0.2,0.2,0.0,0.0,0.0,1.0,,1.0
3,0.8,0.04,"TruncNorm[0.501,0.999]",1000,0.7999999326340882,0.0399998324268134,0.912,0.112,0.112,0.912,0.112,0.112,0.0,0.0,0.0,1.0,,1.0
5,0.8,0.04,"TruncNorm[0.501,0.999]",1000,0.7999999326340882,0.0399998324268134,0.947,0.147,0.147,0.947,0.147,0.147,0.0,0.017,0.017,1.0,1.0,1.0
7,0.8,0.04,"TruncNorm[0.501,0.999]",1000,0.7999999326340882,0.0399998324268134,0.97,0.17,0.17,0.969,0.169,0.169,0.001,0.011,0.012,0.994,0.917,0.999
9,0.8,0.04,"TruncNorm[0.501,0.999]",1000,0.7999999326340882,0.0399998324268134,0.976,0.176,0.176,0.977,0.177,0.177,-0.001,0.004,0.003,1.006,1.333,1.001
11,0.8,0.04,"TruncNorm[0.501,0.999]",1000,0.7999999326340882,0.0399998324268134,0.987,0.187,0.187,0.985,0.185,0.185,0.002,0.004,0.006,0.989,0.667,0.998
21,0.8,0.04,"TruncNorm[0.501,0.999]",1000,0.7999999326340882,0.0399998324268134,1.0,0.2,0.2,1.0,0.2,0.2,0.0,0.008,0.007,1.0,1.143,1.0
31,0.8,0.04,"TruncNorm[0.501,0.999]",1000,0.7999999326340882,0.0399998324268134,1.0,0.2,0.2,1.0,0.2,0.2,0.0,0.0,0.0,1.0,,1.0
41,0.8,0.04,"TruncNorm[0.501,0.999]",1000,0.7999999326340882,0.0399998324268134,1.0,0.2,0.2,1.0,0.2,0.2,0.0,0.0,0.0,1.0,,1.0
51,0.8,0.04,"TruncNorm[0.501,0.999]",1000,0.7999999326340882,0.0399998324268134,1.0,0.2,0.2,1.0,0.2,0.2,0.0,0.0,0.0,1.0,,1.0
3,0.8,0.08,"TruncNorm[0.501,0.999]",1000,0.7985735878490882,0.0780979656281642,0.898,0.098,0.099,0.887,0.087,0.088,0.011,0.0,0.0,0.889,,0.988
5,0.8,0.08,"TruncNorm[0.501,0.999]",1000,0.7985735878490882,0.0780979656281642,0.943,0.143,0.144,0.937,0.137,0.138,0.006,0.025,0.022,0.958,1.136,0.994
7,0.8,0.08,"TruncNorm[0.501,0.999]",1000,0.7985735878490882,0.0780979656281642,0.968,0.168,0.169,0.959,0.159,0.16,0.009,0.011,0.013,0.947,0.846,0.991
9,0.8,0.08,"TruncNorm[0.501,0.999]",1000,0.7985735878490882,0.0780979656281642,0.986,0.186,0.187,0.986,0.186,0.187,0.0,0.014,0.009,1.0,1.556,1.0
11,0.8,0.08,"TruncNorm[0.501,0.999]",1000,0.7985735878490882,0.0780979656281642,0.992,0.192,0.193,0.985,0.185,0.186,0.007,-0.001,0.003,0.964,-0.333,0.993
21,0.8,0.08,"TruncNorm[0.501,0.999]",1000,0.7985735878490882,0.0780979656281642,0.999,0.199,0.2,0.998,0.198,0.199,0.001,0.007,0.004,0.995,1.75,0.999
31,0.8,0.08,"TruncNorm[0.501,0.999]",1000,0.7985735878490882,0.0780979656281642,1.0,0.2,0.201,1.0,0.2,0.201,0.0,0.001,0.001,1.0,1.0,1.0
41,0.8,0.08,"TruncNorm[0.501,0.999]",1000,0.7985735878490882,0.0780979656281642,1.0,0.2,0.201,1.0,0.2,0.201,0.0,0.0,0.0,1.0,,1.0
51,0.8,0.08,"TruncNorm[0.501,0.999]",1000,0.7985735878490882,0.0780979656281642,1.0,0.2,0.201,1.0,0.2,0.201,0.0,0.0,0.0,1.0,,1.0
3,0.8,0.16,"TruncNorm[0.501,0.999]",1000,0.7787596396297577,0.1203812682978136,0.888,0.088,0.109,0.849,0.049,0.07,0.039,0.0,0.0,0.642,,0.956
5,0.8,0.16,"TruncNorm[0.501,0.999]",1000,0.7787596396297577,0.1203812682978136,0.942,0.142,0.163,0.916,0.116,0.137,0.026,0.034,0.027,0.84,1.259,0.972
7,0.8,0.16,"TruncNorm[0.501,0.999]",1000,0.7787596396297577,0.1203812682978136,0.973,0.173,0.194,0.959,0.159,0.18,0.014,0.021,0.016,0.928,1.312,0.986
9,0.8,0.16,"TruncNorm[0.501,0.999]",1000,0.7787596396297577,0.1203812682978136,0.992,0.192,0.213,0.975,0.175,0.196,0.017,0.008,0.01,0.92,0.8,0.983
11,0.8,0.16,"TruncNorm[0.501,0.999]",1000,0.7787596396297577,0.1203812682978136,0.994,0.194,0.215,0.98,0.18,0.201,0.014,0.003,0.001,0.935,3.0,0.986
21,0.8,0.16,"TruncNorm[0.501,0.999]",1000,0.7787596396297577,0.1203812682978136,1.0,0.2,0.221,0.998,0.198,0.219,0.002,0.009,0.003,0.991,3.0,0.998
31,0.8,0.16,"TruncNorm[0.501,0.999]",1000,0.7787596396297577,0.1203812682978136,1.0,0.2,0.221,1.0,0.2,0.221,0.0,0.001,0.0,1.0,inf,1.0
41,0.8,0.16,"TruncNorm[0.501,0.999]",1000,0.7787596396297577,0.1203812682978136,1.0,0.2,0.221,1.0,0.2,0.221,0.0,0.0,0.0,1.0,,1.0
51,0.8,0.16,"TruncNorm[0.501,0.999]",1000,0.7787596396297577,0.1203812682978136,1.0,0.2,0.221,1.0,0.2,0.221,0.0,0.0,0.0,1.0,,1.0
3,0.8,0.32,"TruncNorm[0.501,0.999]",1000,0.7592931394584671,0.1378414411663158,0.885,0.085,0.126,0.85,0.05,0.091,0.035,0.0,0.0,0.722,,0.96
5,0.8,0.32,"TruncNorm[0.501,0.999]",1000,0.7592931394584671,0.1378414411663158,0.924,0.124,0.165,0.906,0.106,0.147,0.018,0.028,0.02,0.891,1.4,0.981
7,0.8,0.32,"TruncNorm[0.501,0.999]",1000,0.7592931394584671,0.1378414411663158,0.969,0.169,0.21,0.938,0.138,0.179,0.031,0.016,0.022,0.852,0.727,0.968
9,0.8,0.32,"TruncNorm[0.501,0.999]",1000,0.7592931394584671,0.1378414411663158,0.982,0.182,0.223,0.953,0.153,0.194,0.029,0.008,0.007,0.87,1.143,0.97
11,0.8,0.32,"TruncNorm[0.501,0.999]",1000,0.7592931394584671,0.1378414411663158,0.988,0.188,0.229,0.969,0.169,0.21,0.019,0.008,0.003,0.917,2.667,0.981
21,0.8,0.32,"TruncNorm[0.501,0.999]",1000,0.7592931394584671,0.1378414411663158,0.999,0.199,0.24,0.995,0.195,0.236,0.004,0.013,0.006,0.983,2.167,0.996
31,0.8,0.32,"TruncNorm[0.501,0.999]",1000,0.7592931394584671,0.1378414411663158,1.0,0.2,0.241,0.998,0.198,0.239,0.002,0.002,0.001,0.992,2.0,0.998
41,0.8,0.32,"TruncNorm[0.501,0.999]",1000,0.7592931394584671,0.1378414411663158,1.0,0.2,0.241,1.0,0.2,0.241,0.0,0.001,0.0,1.0,inf,1.0
51,0.8,0.32,"TruncNorm[0.501,0.999]",1000,0.7592931394584671,0.1378414411663158,1.0,0.2,0.241,1.0,0.2,0.241,0.0,0.0,0.0,1.0,,1.0
3,0.8,0.64,"TruncNorm[0.501,0.999]",1000,0.7524721339118036,0.1423001020684838,0.893,0.093,0.141,0.846,0.046,0.094,0.047,0.0,0.0,0.667,,0.947
5,0.8,0.64,"TruncNorm[0.501,0.999]",1000,0.7524721339118036,0.1423001020684838,0.942,0.142,0.19,0.904,0.104,0.152,0.038,0.029,0.024,0.8,1.208,0.96
7,0.8,0.64,"TruncNorm[0.501,0.999]",1000,0.7524721339118036,0.1423001020684838,0.966,0.166,0.214,0.939,0.139,0.187,0.027,0.017,0.012,0.874,1.417,0.972
9,0.8,0.64,"TruncNorm[0.501,0.999]",1000,0.7524721339118036,0.1423001020684838,0.988,0.188,0.236,0.953,0.153,0.201,0.035,0.007,0.011,0.852,0.636,0.965
11,0.8,0.64,"TruncNorm[0.501,0.999]",1000,0.7524721339118036,0.1423001020684838,0.99,0.19,0.238,0.966,0.166,0.214,0.024,0.007,0.001,0.899,7.0,0.976
21,0.8,0.64,"TruncNorm[0.501,0.999]",1000,0.7524721339118036,0.1423001020684838,0.999,0.199,0.247,0.993,0.193,0.241,0.006,0.014,0.005,0.976,2.8,0.994
31,0.8,0.64,"TruncNorm[0.501,0.999]",1000,0.7524721339118036,0.1423001020684838,1.0,0.2,0.248,0.999,0.199,0.247,0.001,0.003,0.001,0.996,3.0,0.999
41,0.8,0.64,"TruncNorm[0.501,0.999]",1000,0.7524721339118036,0.1423001020684838,1.0,0.2,0.248,0.999,0.199,0.247,0.001,0.0,0.0,0.996,,0.999
51,0.8,0.64,"TruncNorm[0.501,0.999]",1000,0.7524721339118036,0.1423001020684838,1.0,0.2,0.248,1.0,0.2,0.248,0.0,0.001,0.0,1.0,inf,1.0
3,0.8,1.28,"TruncNorm[0.501,0.999]",1000,0.7506275278145933,0.1433969127796196,0.894,0.094,0.143,0.859,0.059,0.108,0.035,0.0,0.0,0.755,,0.961
5,0.8,1.28,"TruncNorm[0.501,0.999]",1000,0.7506275278145933,0.1433969127796196,0.938,0.138,0.187,0.907,0.107,0.156,0.031,0.024,0.022,0.834,1.091,0.967
7,0.8,1.28,"TruncNorm[0.501,0.999]",1000,0.7506275278145933,0.1433969127796196,0.959,0.159,0.208,0.918,0.118,0.167,0.041,0.006,0.011,0.803,0.545,0.957
9,0.8,1.28,"TruncNorm[0.501,0.999]",1000,0.7506275278145933,0.1433969127796196,0.978,0.178,0.227,0.942,0.142,0.191,0.036,0.012,0.01,0.841,1.2,0.963
11,0.8,1.28,"TruncNorm[0.501,0.999]",1000,0.7506275278145933,0.1433969127796196,0.989,0.189,0.238,0.957,0.157,0.206,0.032,0.008,0.006,0.866,1.333,0.968
21,0.8,1.28,"TruncNorm[0.501,0.999]",1000,0.7506275278145933,0.1433969127796196,0.998,0.198,0.247,0.994,0.194,0.243,0.004,0.019,0.005,0.984,3.8,0.996
31,0.8,1.28,"TruncNorm[0.501,0.999]",1000,0.7506275278145933,0.1433969127796196,1.0,0.2,0.249,0.998,0.198,0.247,0.002,0.002,0.001,0.992,2.0,0.998
41,0.8,1.28,"TruncNorm[0.501,0.999]",1000,0.7506275278145933,0.1433969127796196,1.0,0.2,0.249,1.0,0.2,0.249,0.0,0.001,0.0,1.0,inf,1.0
51,0.8,1.28,"TruncNorm[0.501,0.999]",1000,0.7506275278145933,0.1433969127796196,1.0,0.2,0.249,1.0,0.2,0.249,0.0,0.0,0.0,1.0,,1.0
3,0.8,2.56,"TruncNorm[0.501,0.999]",1000,0.7501574778531108,0.143669507043367,0.887,0.087,0.137,0.85,0.05,0.1,0.037,0.0,0.0,0.73,,0.958
5,0.8,2.56,"TruncNorm[0.501,0.999]",1000,0.7501574778531108,0.143669507043367,0.939,0.139,0.189,0.905,0.105,0.155,0.034,0.028,0.026,0.82,1.077,0.964
7,0.8,2.56,"TruncNorm[0.501,0.999]",1000,0.7501574778531108,0.143669507043367,0.971,0.171,0.221,0.934,0.134,0.184,0.037,0.015,0.016,0.833,0.938,0.962
9,0.8,2.56,"TruncNorm[0.501,0.999]",1000,0.7501574778531108,0.143669507043367,0.978,0.178,0.228,0.952,0.152,0.202,0.026,0.009,0.004,0.886,2.25,0.973
11,0.8,2.56,"TruncNorm[0.501,0.999]",1000,0.7501574778531108,0.143669507043367,0.989,0.189,0.239,0.967,0.167,0.217,0.022,0.008,0.006,0.908,1.333,0.978
21,0.8,2.56,"TruncNorm[0.501,0.999]",1000,0.7501574778531108,0.143669507043367,0.999,0.199,0.249,0.992,0.192,0.242,0.007,0.013,0.005,0.972,2.6,0.993
31,0.8,2.56,"TruncNorm[0.501,0.999]",1000,0.7501574778531108,0.143669507043367,1.0,0.2,0.25,1.0,0.2,0.25,0.0,0.004,0.001,1.0,4.0,1.0
41,0.8,2.56,"TruncNorm[0.501,0.999]",1000,0.7501574778531108,0.143669507043367,1.0,0.2,0.25,1.0,0.2,0.25,0.0,0.0,0.0,1.0,,1.0
51,0.8,2.56,"TruncNorm[0.501,0.999]",1000,0.7501574778531108,0.143669507043367,1.0,0.2,0.25,1.0,0.2,0.25,0.0,0.0,0.0,1.0,,1.0
3,0.85,0.02,"TruncNorm[0.501,0.999]",1000,0.8499999999999929,0.0199999999999736,0.934,0.084,0.084,0.934,0.084,0.084,0.0,0.0,0.0,1.0,,1.0
5,0.85,0.02,"TruncNorm[0.501,0.999]",1000,0.8499999999999929,0.0199999999999736,0.974,0.124,0.124,0.974,0.124,0.124,0.0,0.02,0.02,1.0,1.0,1.0
7,0.85,0.02,"TruncNorm[0.501,0.999]",1000,0.8499999999999929,0.0199999999999736,0.991,0.141,0.141,0.991,0.141,0.141,0.0,0.009,0.009,1.0,1.0,1.0
9,0.85,0.02,"TruncNorm[0.501,0.999]",1000,0.8499999999999929,0.0199999999999736,0.994,0.144,0.144,0.994,0.144,0.144,0.0,0.002,0.002,1.0,1.0,1.0
11,0.85,0.02,"TruncNorm[0.501,0.999]",1000,0.8499999999999929,0.0199999999999736,0.996,0.146,0.146,0.996,0.146,0.146,0.0,0.001,0.001,1.0,1.0,1.0
21,0.85,0.02,"TruncNorm[0.501,0.999]",1000,0.8499999999999929,0.0199999999999736,1.0,0.15,0.15,1.0,0.15,0.15,0.0,0.002,0.002,1.0,1.0,1.0
31,0.85,0.02,"TruncNorm[0.501,0.999]",1000,0.8499999999999929,0.0199999999999736,1.0,0.15,0.15,1.0,0.15,0.15,0.0,0.0,0.0,1.0,,1.0
41,0.85,0.02,"TruncNorm[0.501,0.999]",1000,0.8499999999999929,0.0199999999999736,1.0,0.15,0.15,1.0,0.15,0.15,0.0,0.0,0.0,1.0,,1.0
51,0.85,0.02,"TruncNorm[0.501,0.999]",1000,0.8499999999999929,0.0199999999999736,1.0,0.15,0.15,1.0,0.15,0.15,0.0,0.0,0.0,1.0,,1.0
3,0.85,0.04,"TruncNorm[0.501,0.999]",1000,0.8499845133035432,0.0399711426205227,0.95,0.1,0.1,0.95,0.1,0.1,0.0,0.0,0.0,1.0,,1.0
5,0.85,0.04,"TruncNorm[0.501,0.999]",1000,0.8499845133035432,0.0399711426205227,0.976,0.126,0.126,0.976,0.126,0.126,0.0,0.013,0.013,1.0,1.0,1.0
7,0.85,0.04,"TruncNorm[0.501,0.999]",1000,0.8499845133035432,0.0399711426205227,0.993,0.143,0.143,0.992,0.142,0.142,0.001,0.008,0.009,0.993,0.889,0.999
9,0.85,0.04,"TruncNorm[0.501,0.999]",1000,0.8499845133035432,0.0399711426205227,0.997,0.147,0.147,0.996,0.146,0.146,0.001,0.002,0.002,0.993,1.0,0.999
11,0.85,0.04,"TruncNorm[0.501,0.999]",1000,0.8499845133035432,0.0399711426205227,0.997,0.147,0.147,0.996,0.146,0.146,0.001,0.0,0.0,0.993,,0.999
21,0.85,0.04,"TruncNorm[0.501,0.999]",1000,0.8499845133035432,0.0399711426205227,1.0,0.15,0.15,1.0,0.15,0.15,0.0,0.002,0.002,1.0,1.0,1.0
31,0.85,0.04,"TruncNorm[0.501,0.999]",1000,0.8499845133035432,0.0399711426205227,1.0,0.15,0.15,1.0,0.15,0.15,0.0,0.0,0.0,1.0,,1.0
41,0.85,0.04,"TruncNorm[0.501,0.999]",1000,0.8499845133035432,0.0399711426205227,1.0,0.15,0.15,1.0,0.15,0.15,0.0,0.0,0.0,1.0,,1.0
51,0.85,0.04,"TruncNorm[0.501,0.999]",1000,0.8499845133035432,0.0399711426205227,1.0,0.15,0.15,1.0,0.15,0.15,0.0,0.0,0.0,1.0,,1.0
3,0.85,0.08,"TruncNorm[0.501,0.999]",1000,0.8441876231488713,0.0741549942245894,0.949,0.099,0.105,0.945,0.095,0.101,0.004,0.0,0.0,0.962,,0.996
5,0.85,0.08,"TruncNorm[0.501,0.999]",1000,0.8441876231488713,0.0741549942245894,0.967,0.117,0.123,0.966,0.116,0.122,0.001,0.011,0.009,0.992,1.222,0.999
7,0.85,0.08,"TruncNorm[0.501,0.999]",1000,0.8441876231488713,0.0741549942245894,0.993,0.143,0.149,0.985,0.135,0.141,0.008,0.01,0.013,0.946,0.769,0.992
9,0.85,0.08,"TruncNorm[0.501,0.999]",1000,0.8441876231488713,0.0741549942245894,0.994,0.144,0.15,0.992,0.142,0.148,0.002,0.004,0.001,0.987,4.0,0.998
11,0.85,0.08,"TruncNorm[0.501,0.999]",1000,0.8441876231488713,0.0741549942245894,0.998,0.148,0.154,0.996,0.146,0.152,0.002,0.002,0.002,0.987,1.0,0.998
21,0.85,0.08,"TruncNorm[0.501,0.999]",1000,0.8441876231488713,0.0741549942245894,1.0,0.15,0.156,1.0,0.15,0.156,0.0,0.002,0.001,1.0,2.0,1.0
31,0.85,0.08,"TruncNorm[0.501,0.999]",1000,0.8441876231488713,0.0741549942245894,1.0,0.15,0.156,1.0,0.15,0.156,0.0,0.0,0.0,1.0,,1.0
41,0.85,0.08,"TruncNorm[0.501,0.999]",1000,0.8441876231488713,0.0741549942245894,1.0,0.15,0.156,1.0,0.15,0.156,0.0,0.0,0.0,1.0,,1.0
51,0.85,0.08,"TruncNorm[0.501,0.999]",1000,0.8441876231488713,0.0741549942245894,1.0,0.15,0.156,1.0,0.15,0.156,0.0,0.0,0.0,1.0,,1.0
3,0.85,0.16,"TruncNorm[0.501,0.999]",1000,0.8061996528733298,0.116263980745898,0.914,0.064,0.108,0.9,0.05,0.094,0.014,0.0,0.0,0.87,,0.985
5,0.85,0.16,"TruncNorm[0.501,0.999]",1000,0.8061996528733298,0.116263980745898,0.965,0.115,0.159,0.947,0.097,0.141,0.018,0.023,0.025,0.887,0.92,0.981
7,0.85,0.16,"TruncNorm[0.501,0.999]",1000,0.8061996528733298,0.116263980745898,0.986,0.136,0.18,0.97,0.12,0.164,0.016,0.012,0.011,0.911,1.091,0.984
9,0.85,0.16,"TruncNorm[0.501,0.999]",1000,0.8061996528733298,0.116263980745898,0.983,0.133,0.177,0.969,0.119,0.163,0.014,-0.001,-0.002,0.921,0.5,0.986
11,0.85,0.16,"TruncNorm[0.501,0.999]",1000,0.8061996528733298,0.116263980745898,0.996,0.146,0.19,0.989,0.139,0.183,0.007,0.01,0.007,0.963,1.429,0.993
21,0.85,0.16,"TruncNorm[0.501,0.999]",1000,0.8061996528733298,0.116263980745898,1.0,0.15,0.194,0.997,0.147,0.191,0.003,0.004,0.002,0.985,2.0,0.997
31,0.85,0.16,"TruncNorm[0.501,0.999]",1000,0.8061996528733298,0.116263980745898,1.0,0.15,0.194,1.0,0.15,0.194,0.0,0.002,0.0,1.0,inf,1.0
