voters,mean,std,distribution,iterations,true_mean,true_std,optimal_correct,optimal_correct_minus_mean,optimal_correct_minus_true_mean,majority_correct,majority_correct_minus_mean,majority_correct_minus_true_mean,optimal_correct_minus_majority_correct,d_majority_correct_d_voters,d_optimal_correct_d_voters,ratio_difference_to_mean,ratio_derivative_by_n,ratio_correct
31,0.7,0.32,"TruncNorm[0.001,0.999]",1000,0.6126969280273624,0.2328284215085219,1.0,0.3,0.387,0.903,0.203,0.29,0.097,0.031,0.003,0.75,10.333,0.903
41,0.7,0.32,"TruncNorm[0.001,0.999]",1000,0.6126969280273624,0.2328284215085219,1.0,0.3,0.387,0.93,0.23,0.317,0.07,0.014,0.0,0.819,inf,0.93
51,0.7,0.32,"TruncNorm[0.001,0.999]",1000,0.6126969280273624,0.2328284215085219,1.0,0.3,0.387,0.95,0.25,0.337,0.05,0.01,0.0,0.871,inf,0.95
3,0.7,0.64,"TruncNorm[0.001,0.999]",1000,0.537215225993422,0.2751427950128484,0.877,0.177,0.34,0.551,-0.149,0.014,0.326,0.0,0.0,0.041,,0.628
5,0.7,0.64,"TruncNorm[0.001,0.999]",1000,0.537215225993422,0.2751427950128484,0.918,0.218,0.381,0.569,-0.131,0.032,0.349,0.009,0.021,0.083,0.429,0.62
7,0.7,0.64,"TruncNorm[0.001,0.999]",1000,0.537215225993422,0.2751427950128484,0.953,0.253,0.416,0.579,-0.121,0.042,0.374,0.005,0.017,0.1,0.294,0.608
9,0.7,0.64,"TruncNorm[0.001,0.999]",1000,0.537215225993422,0.2751427950128484,0.967,0.267,0.43,0.617,-0.083,0.08,0.35,0.019,0.007,0.186,2.714,0.638
11,0.7,0.64,"TruncNorm[0.001,0.999]",1000,0.537215225993422,0.2751427950128484,0.987,0.287,0.45,0.573,-0.127,0.036,0.414,-0.022,0.01,0.08,-2.2,0.581
21,0.7,0.64,"TruncNorm[0.001,0.999]",1000,0.537215225993422,0.2751427950128484,0.998,0.298,0.461,0.649,-0.051,0.112,0.349,0.038,0.006,0.243,6.333,0.65
31,0.7,0.64,"TruncNorm[0.001,0.999]",1000,0.537215225993422,0.2751427950128484,1.0,0.3,0.463,0.665,-0.035,0.128,0.335,0.008,0.001,0.276,8.0,0.665
41,0.7,0.64,"TruncNorm[0.001,0.999]",1000,0.537215225993422,0.2751427950128484,1.0,0.3,0.463,0.678,-0.022,0.141,0.322,0.007,0.0,0.304,inf,0.678
51,0.7,0.64,"TruncNorm[0.001,0.999]",1000,0.537215225993422,0.2751427950128484,1.0,0.3,0.463,0.691,-0.009,0.154,0.309,0.006,0.0,0.332,inf,0.691
3,0.7,1.28,"TruncNorm[0.001,0.999]",1000,0.5099257037274031,0.2850835894372168,0.878,0.178,0.368,0.515,-0.185,0.005,0.363,0.0,0.0,0.014,,0.587
5,0.7,1.28,"TruncNorm[0.001,0.999]",1000,0.5099257037274031,0.2850835894372168,0.93,0.23,0.42,0.513,-0.187,0.003,0.417,-0.001,0.026,0.007,-0.038,0.552
7,0.7,1.28,"TruncNorm[0.001,0.999]",1000,0.5099257037274031,0.2850835894372168,0.97,0.27,0.46,0.528,-0.172,0.018,0.442,0.008,0.02,0.039,0.4,0.544
9,0.7,1.28,"TruncNorm[0.001,0.999]",1000,0.5099257037274031,0.2850835894372168,0.985,0.285,0.475,0.527,-0.173,0.017,0.458,-0.001,0.008,0.036,-0.125,0.535
11,0.7,1.28,"TruncNorm[0.001,0.999]",1000,0.5099257037274031,0.2850835894372168,0.985,0.285,0.475,0.522,-0.178,0.012,0.463,-0.003,0.0,0.025,-inf,0.53
21,0.7,1.28,"TruncNorm[0.001,0.999]",1000,0.5099257037274031,0.2850835894372168,0.999,0.299,0.489,0.53,-0.17,0.02,0.469,0.004,0.007,0.041,0.571,0.531
31,0.7,1.28,"TruncNorm[0.001,0.999]",1000,0.5099257037274031,0.2850835894372168,1.0,0.3,0.49,0.541,-0.159,0.031,0.459,0.006,0.001,0.063,6.0,0.541
41,0.7,1.28,"TruncNorm[0.001,0.999]",1000,0.5099257037274031,0.2850835894372168,1.0,0.3,0.49,0.578,-0.122,0.068,0.422,0.018,0.0,0.139,inf,0.578
51,0.7,1.28,"TruncNorm[0.001,0.999]",1000,0.5099257037274031,0.2850835894372168,1.0,0.3,0.49,0.55,-0.15,0.04,0.45,-0.014,0.0,0.082,-inf,0.55
3,0.7,2.56,"TruncNorm[0.001,0.999]",1000,0.5025201219707741,0.2873618405611304,0.895,0.195,0.392,0.5,-0.2,-0.003,0.395,0.0,0.0,-0.006,,0.559
5,0.7,2.56,"TruncNorm[0.001,0.999]",1000,0.5025201219707741,0.2873618405611304,0.942,0.242,0.439,0.501,-0.199,-0.002,0.441,0.001,0.023,-0.003,0.043,0.532
7,0.7,2.56,"TruncNorm[0.001,0.999]",1000,0.5025201219707741,0.2873618405611304,0.969,0.269,0.466,0.502,-0.198,-0.001,0.467,0.001,0.014,-0.001,0.071,0.518
9,0.7,2.56,"TruncNorm[0.001,0.999]",1000,0.5025201219707741,0.2873618405611304,0.979,0.279,0.476,0.515,-0.185,0.012,0.464,0.007,0.005,0.026,1.4,0.526
11,0.7,2.56,"TruncNorm[0.001,0.999]",1000,0.5025201219707741,0.2873618405611304,0.987,0.287,0.484,0.48,-0.22,-0.023,0.507,-0.018,0.004,-0.046,-4.5,0.486
21,0.7,2.56,"TruncNorm[0.001,0.999]",1000,0.5025201219707741,0.2873618405611304,1.0,0.3,0.497,0.494,-0.206,-0.009,0.506,0.007,0.007,-0.017,1.0,0.494
31,0.7,2.56,"TruncNorm[0.001,0.999]",1000,0.5025201219707741,0.2873618405611304,1.0,0.3,0.497,0.509,-0.191,0.006,0.491,0.008,0.0,0.013,inf,0.509
41,0.7,2.56,"TruncNorm[0.001,0.999]",1000,0.5025201219707741,0.2873618405611304,1.0,0.3,0.497,0.498,-0.202,-0.005,0.502,-0.006,0.0,-0.009,-inf,0.498
51,0.7,2.56,"TruncNorm[0.001,0.999]",1000,0.5025201219707741,0.2873618405611304,1.0,0.3,0.497,0.532,-0.168,0.029,0.468,0.017,0.0,0.059,inf,0.532
3,0.75,0.01,"TruncNorm[0.001,0.999]",1000,0.75,0.01,0.861,0.111,0.111,0.861,0.111,0.111,0.0,0.0,0.0,1.0,,1.0
5,0.75,0.01,"TruncNorm[0.001,0.999]",1000,0.75,0.01,0.882,0.132,0.132,0.882,0.132,0.132,0.0,0.011,0.011,1.0,1.0,1.0
7,0.75,0.01,"TruncNorm[0.001,0.999]",1000,0.75,0.01,0.925,0.175,0.175,0.925,0.175,0.175,0.0,0.022,0.022,1.0,1.0,1.0
9,0.75,0.01,"TruncNorm[0.001,0.999]",1000,0.75,0.01,0.961,0.211,0.211,0.961,0.211,0.211,0.0,0.018,0.018,1.0,1.0,1.0
11,0.75,0.01,"TruncNorm[0.001,0.999]",1000,0.75,0.01,0.966,0.216,0.216,0.966,0.216,0.216,0.0,0.003,0.003,1.0,1.0,1.0
21,0.75,0.01,"TruncNorm[0.001,0.999]",1000,0.75,0.01,0.991,0.241,0.241,0.991,0.241,0.241,0.0,0.013,0.013,1.0,1.0,1.0
31,0.75,0.01,"TruncNorm[0.001,0.999]",1000,0.75,0.01,0.998,0.248,0.248,0.998,0.248,0.248,0.0,0.004,0.004,1.0,1.0,1.0
41,0.75,0.01,"TruncNorm[0.001,0.999]",1000,0.75,0.01,1.0,0.25,0.25,1.0,0.25,0.25,0.0,0.001,0.001,1.0,1.0,1.0
51,0.75,0.01,"TruncNorm[0.001,0.999]",1000,0.75,0.01,1.0,0.25,0.25,1.0,0.25,0.25,0.0,0.0,0.0,1.0,,1.0
3,0.75,0.02,"TruncNorm[0.001,0.999]",1000,0.75,0.02,0.84,0.09,0.09,0.84,0.09,0.09,0.0,0.0,0.0,1.0,,1.0
5,0.75,0.02,"TruncNorm[0.001,0.999]",1000,0.75,0.02,0.889,0.139,0.139,0.889,0.139,0.139,0.0,0.025,0.025,1.0,1.0,1.0
7,0.75,0.02,"TruncNorm[0.001,0.999]",1000,0.75,0.02,0.922,0.172,0.172,0.922,0.172,0.172,0.0,0.017,0.017,1.0,1.0,1.0
9,0.75,0.02,"TruncNorm[0.001,0.999]",1000,0.75,0.02,0.948,0.198,0.198,0.948,0.198,0.198,0.0,0.013,0.013,1.0,1.0,1.0
11,0.75,0.02,"TruncNorm[0.001,0.999]",1000,0.75,0.02,0.967,0.217,0.217,0.967,0.217,0.217,0.0,0.01,0.01,1.0,1.0,1.0
21,0.75,0.02,"TruncNorm[0.001,0.999]",1000,0.75,0.02,0.994,0.244,0.244,0.994,0.244,0.244,0.0,0.014,0.014,1.0,1.0,1.0
31,0.75,0.02,"TruncNorm[0.001,0.999]",1000,0.75,0.02,1.0,0.25,0.25,1.0,0.25,0.25,0.0,0.003,0.003,1.0,1.0,1.0
41,0.75,0.02,"TruncNorm[0.001,0.999]",1000,0.75,0.02,0.998,0.248,0.248,0.998,0.248,0.248,0.0,-0.001,-0.001,1.0,1.0,1.0
51,0.75,0.02,"TruncNorm[0.001,0.999]",1000,0.75,0.02,1.0,0.25,0.25,1.0,0.25,0.25,0.0,0.001,0.001,1.0,1.0,1.0
3,0.75,0.04,"TruncNorm[0.001,0.999]",1000,0.7499999999385702,0.0399999998087999,0.849,0.099,0.099,0.851,0.101,0.101,-0.002,0.0,0.0,1.02,,1.002
5,0.75,0.04,"TruncNorm[0.001,0.999]",1000,0.7499999999385702,0.0399999998087999,0.914,0.164,0.164,0.913,0.163,0.163,0.001,0.031,0.033,0.994,0.939,0.999
7,0.75,0.04,"TruncNorm[0.001,0.999]",1000,0.7499999999385702,0.0399999998087999,0.925,0.175,0.175,0.924,0.174,0.174,0.001,0.006,0.006,0.994,1.0,0.999
9,0.75,0.04,"TruncNorm[0.001,0.999]",1000,0.7499999999385702,0.0399999998087999,0.963,0.213,0.213,0.961,0.211,0.211,0.002,0.018,0.019,0.991,0.947,0.998
11,0.75,0.04,"TruncNorm[0.001,0.999]",1000,0.7499999999385702,0.0399999998087999,0.974,0.224,0.224,0.974,0.224,0.224,0.0,0.007,0.006,1.0,1.167,1.0
21,0.75,0.04,"TruncNorm[0.001,0.999]",1000,0.7499999999385702,0.0399999998087999,0.994,0.244,0.244,0.994,0.244,0.244,0.0,0.01,0.01,1.0,1.0,1.0
31,0.75,0.04,"TruncNorm[0.001,0.999]",1000,0.7499999999385702,0.0399999998087999,0.996,0.246,0.246,0.998,0.248,0.248,-0.002,0.002,0.001,1.008,2.0,1.002
41,0.75,0.04,"TruncNorm[0.001,0.999]",1000,0.7499999999385702,0.0399999998087999,0.999,0.249,0.249,0.999,0.249,0.249,0.0,0.001,0.002,1.0,0.5,1.0
51,0.75,0.04,"TruncNorm[0.001,0.999]",1000,0.7499999999385702,0.0399999998087999,1.0,0.25,0.25,1.0,0.25,0.25,0.0,0.001,0.001,1.0,1.0,1.0
3,0.75,0.08,"TruncNorm[0.001,0.999]",1000,0.7497483741565512,0.0796070464809249,0.853,0.103,0.103,0.843,0.093,0.093,0.01,0.0,0.0,0.903,,0.988
5,0.75,0.08,"TruncNorm[0.001,0.999]",1000,0.7497483741565512,0.0796070464809249,0.913,0.163,0.163,0.907,0.157,0.157,0.006,0.032,0.03,0.963,1.067,0.993
7,0.75,0.08,"TruncNorm[0.001,0.999]",1000,0.7497483741565512,0.0796070464809249,0.942,0.192,0.192,0.933,0.183,0.183,0.009,0.013,0.014,0.953,0.929,0.99
9,0.75,0.08,"TruncNorm[0.001,0.999]",1000,0.7497483741565512,0.0796070464809249,0.964,0.214,0.214,0.954,0.204,0.204,0.01,0.01,0.011,0.953,0.909,0.99
11,0.75,0.08,"TruncNorm[0.001,0.999]",1000,0.7497483741565512,0.0796070464809249,0.973,0.223,0.223,0.955,0.205,0.205,0.018,0.001,0.005,0.919,0.2,0.982
21,0.75,0.08,"TruncNorm[0.001,0.999]",1000,0.7497483741565512,0.0796070464809249,0.997,0.247,0.247,0.996,0.246,0.246,0.001,0.021,0.012,0.996,1.75,0.999
31,0.75,0.08,"TruncNorm[0.001,0.999]",1000,0.7497483741565512,0.0796070464809249,1.0,0.25,0.25,1.0,0.25,0.25,0.0,0.002,0.002,1.0,1.0,1.0
41,0.75,0.08,"TruncNorm[0.001,0.999]",1000,0.7497483741565512,0.0796070464809249,1.0,0.25,0.25,0.999,0.249,0.249,0.001,-0.001,0.0,0.996,-inf,0.999
51,0.75,0.08,"TruncNorm[0.001,0.999]",1000,0.7497483741565512,0.0796070464809249,1.0,0.25,0.25,1.0,0.25,0.25,0.0,0.001,0.0,1.0,inf,1.0
3,0.75,0.16,"TruncNorm[0.001,0.999]",1000,0.7297751958636265,0.1419640790945204,0.859,0.109,0.129,0.81,0.06,0.08,0.049,0.0,0.0,0.621,,0.943
5,0.75,0.16,"TruncNorm[0.001,0.999]",1000,0.7297751958636265,0.1419640790945204,0.901,0.151,0.171,0.858,0.108,0.128,0.043,0.024,0.021,0.749,1.143,0.952
7,0.75,0.16,"TruncNorm[0.001,0.999]",1000,0.7297751958636265,0.1419640790945204,0.952,0.202,0.222,0.905,0.155,0.175,0.047,0.024,0.025,0.789,0.96,0.951
9,0.75,0.16,"TruncNorm[0.001,0.999]",1000,0.7297751958636265,0.1419640790945204,0.978,0.228,0.248,0.938,0.188,0.208,0.04,0.016,0.013,0.839,1.231,0.959
11,0.75,0.16,"TruncNorm[0.001,0.999]",1000,0.7297751958636265,0.1419640790945204,0.976,0.226,0.246,0.939,0.189,0.209,0.037,0.001,-0.001,0.85,-1.0,0.962
21,0.75,0.16,"TruncNorm[0.001,0.999]",1000,0.7297751958636265,0.1419640790945204,0.998,0.248,0.268,0.985,0.235,0.255,0.013,0.023,0.011,0.952,2.091,0.987
31,0.75,0.16,"TruncNorm[0.001,0.999]",1000,0.7297751958636265,0.1419640790945204,1.0,0.25,0.27,0.996,0.246,0.266,0.004,0.006,0.001,0.985,6.0,0.996
41,0.75,0.16,"TruncNorm[0.001,0.999]",1000,0.7297751958636265,0.1419640790945204,1.0,0.25,0.27,0.998,0.248,0.268,0.002,0.001,0.0,0.993,inf,0.998
51,0.75,0.16,"TruncNorm[0.001,0.999]",1000,0.7297751958636265,0.1419640790945204,1.0,0.25,0.27,1.0,0.25,0.27,0.0,0.001,0.0,1.0,inf,1.0
3,0.75,0.32,"TruncNorm[0.001,0.999]",1000,0.6385337571747727,0.227063364800983,0.865,0.115,0.226,0.692,-0.058,0.053,0.173,0.0,0.0,0.236,,0.8
5,0.75,0.32,"TruncNorm[0.001,0.999]",1000,0.6385337571747727,0.227063364800983,0.912,0.162,0.273,0.748,-0.002,0.109,0.164,0.028,0.024,0.4,1.167,0.82
7,0.75,0.32,"TruncNorm[0.001,0.999]",1000,0.6385337571747727,0.227063364800983,0.956,0.206,0.317,0.779,0.029,0.14,0.177,0.016,0.022,0.442,0.727,0.815
9,0.75,0.32,"TruncNorm[0.001,0.999]",1000,0.6385337571747727,0.227063364800983,0.964,0.214,0.325,0.827,0.077,0.188,0.137,0.024,0.004,0.579,6.0,0.858
11,0.75,0.32,"TruncNorm[0.001,0.999]",1000,0.6385337571747727,0.227063364800983,0.979,0.229,0.34,0.833,0.083,0.194,0.146,0.003,0.008,0.571,0.375,0.851
21,0.75,0.32,"TruncNorm[0.001,0.999]",1000,0.6385337571747727,0.227063364800983,1.0,0.25,0.361,0.902,0.152,0.263,0.098,0.035,0.011,0.729,3.182,0.902
31,0.75,0.32,"TruncNorm[0.001,0.999]",1000,0.6385337571747727,0.227063364800983,1.0,0.25,0.361,0.94,0.19,0.301,0.06,0.019,0.0,0.834,inf,0.94
41,0.75,0.32,"TruncNorm[0.001,0.999]",1000,0.6385337571747727,0.227063364800983,1.0,0.25,0.361,0.971,0.221,0.332,0.029,0.016,0.0,0.92,inf,0.971
51,0.75,0.32,"TruncNorm[0.001,0.999]",1000,0.6385337571747727,0.227063364800983,1.0,0.25,0.361,0.984,0.234,0.345,0.016,0.007,0.0,0.956,inf,0.984
3,0.75,0.64,"TruncNorm[0.001,0.999]",1000,0.5464311734952103,0.274363478600564,0.868,0.118,0.322,0.563,-0.187,0.017,0.305,0.0,0.0,0.052,,0.649
5,0.75,0.64,"TruncNorm[0.001,0.999]",1000,0.5464311734952103,0.274363478600564,0.947,0.197,0.401,0.598,-0.152,0.052,0.349,0.018,0.039,0.129,0.462,0.631
7,0.75,0.64,"TruncNorm[0.001,0.999]",1000,0.5464311734952103,0.274363478600564,0.957,0.207,0.411,0.606,-0.144,0.06,0.351,0.004,0.005,0.145,0.8,0.633
9,0.75,0.64,"TruncNorm[0.001,0.999]",1000,0.5464311734952103,0.274363478600564,0.975,0.225,0.429,0.638,-0.112,0.092,0.337,0.016,0.009,0.214,1.778,0.654
11,0.75,0.64,"TruncNorm[0.001,0.999]",1000,0.5464311734952103,0.274363478600564,0.978,0.228,0.432,0.611,-0.139,0.065,0.367,-0.014,0.002,0.15,-7.0,0.625
21,0.75,0.64,"TruncNorm[0.001,0.999]",1000,0.5464311734952103,0.274363478600564,0.999,0.249,0.453,0.679,-0.071,0.133,0.32,0.034,0.011,0.293,3.091,0.68
31,0.75,0.64,"TruncNorm[0.001,0.999]",1000,0.5464311734952103,0.274363478600564,0.999,0.249,0.453,0.696,-0.054,0.15,0.303,0.008,0.0,0.33,inf,0.697
41,0.75,0.64,"TruncNorm[0.001,0.999]",1000,0.5464311734952103,0.274363478600564,1.0,0.25,0.454,0.756,0.006,0.21,0.244,0.03,0.001,0.462,30.0,0.756
51,0.75,0.64,"TruncNorm[0.001,0.999]",1000,0.5464311734952103,0.274363478600564,1.0,0.25,0.454,0.741,-0.009,0.195,0.259,-0.008,0.0,0.429,-inf,0.741
3,0.75,1.28,"TruncNorm[0.001,0.999]",1000,0.5124054686409275,0.2850263410111577,0.885,0.135,0.373,0.534,-0.216,0.022,0.351,0.0,0.0,0.058,,0.603
5,0.75,1.28,"TruncNorm[0.001,0.999]",1000,0.5124054686409275,0.2850263410111577,0.939,0.189,0.427,0.524,-0.226,0.012,0.415,-0.005,0.027,0.027,-0.185,0.558
7,0.75,1.28,"TruncNorm[0.001,0.999]",1000,0.5124054686409275,0.2850263410111577,0.953,0.203,0.441,0.527,-0.223,0.015,0.426,0.002,0.007,0.033,0.286,0.553
9,0.75,1.28,"TruncNorm[0.001,0.999]",1000,0.5124054686409275,0.2850263410111577,0.986,0.236,0.474,0.525,-0.225,0.013,0.461,-0.001,0.017,0.027,-0.059,0.532
11,0.75,1.28,"TruncNorm[0.001,0.999]",1000,0.5124054686409275,0.2850263410111577,0.985,0.235,0.473,0.533,-0.217,0.021,0.452,0.004,-0.001,0.044,-4.0,0.541
21,0.75,1.28,"TruncNorm[0.001,0.999]",1000,0.5124054686409275,0.2850263410111577,0.998,0.248,0.486,0.531,-0.219,0.019,0.467,-0.001,0.007,0.038,-0.143,0.532
31,0.75,1.28,"TruncNorm[0.001,0.999]",1000,0.5124054686409275,0.2850263410111577,1.0,0.25,0.488,0.557,-0.193,0.045,0.443,0.013,0.001,0.091,13.0,0.557
41,0.75,1.28,"TruncNorm[0.001,0.999]",1000,0.5124054686409275,0.2850263410111577,1.0,0.25,0.488,0.55,-0.2,0.038,0.45,-0.004,0.0,0.077,-inf,0.55
51,0.75,1.28,"TruncNorm[0.001,0.999]",1000,0.5124054686409275,0.2850263410111577,1.0,0.25,0.488,0.554,-0.196,0.042,0.446,0.002,0.0,0.085,inf,0.554
3,0.75,2.56,"TruncNorm[0.001,0.999]",1000,0.5031501253270607,0.2873581274239671,0.877,0.127,0.374,0.497,-0.253,-0.006,0.38,0.0,0.0,-0.016,,0.567
5,0.75,2.56,"TruncNorm[0.001,0.999]",1000,0.5031501253270607,0.2873581274239671,0.949,0.199,0.446,0.505,-0.245,0.002,0.444,0.004,0.036,0.004,0.111,0.532
7,0.75,2.56,"TruncNorm[0.001,0.999]",1000,0.5031501253270607,0.2873581274239671,0.961,0.211,0.458,0.493,-0.257,-0.01,0.468,-0.006,0.006,-0.022,-1.0,0.513
9,0.75,2.56,"TruncNorm[0.001,0.999]",1000,0.5031501253270607,0.2873581274239671,0.979,0.229,0.476,0.502,-0.248,-0.001,0.477,0.005,0.009,-0.002,0.556,0.513
11,0.75,2.56,"TruncNorm[0.001,0.999]",1000,0.5031501253270607,0.2873581274239671,0.989,0.239,0.486,0.515,-0.235,0.012,0.474,0.007,0.005,0.024,1.4,0.521
21,0.75,2.56,"TruncNorm[0.001,0.999]",1000,0.5031501253270607,0.2873581274239671,0.999,0.249,0.496,0.517,-0.233,0.014,0.482,0.001,0.005,0.028,0.2,0.518
31,0.75,2.56,"TruncNorm[0.001,0.999]",1000,0.5031501253270607,0.2873581274239671,1.0,0.25,0.497,0.501,-0.249,-0.002,0.499,-0.008,0.001,-0.004,-8.0,0.501
41,0.75,2.56,"TruncNorm[0.001,0.999]",1000,0.5031501253270607,0.2873581274239671,1.0,0.25,0.497,0.519,-0.231,0.016,0.481,0.009,0.0,0.032,inf,0.519
51,0.75,2.56,"TruncNorm[0.001,0.999]",1000,0.5031501253270607,0.2873581274239671,1.0,0.25,0.497,0.54,-0.21,0.037,0.46,0.011,0.0,0.074,inf,0.54
3,0.8,0.01,"TruncNorm[0.001,0.999]",1000,0.8,0.01,0.889,0.089,0.089,0.889,0.089,0.089,0.0,0.0,0.0,1.0,,1.0
5,0.8,0.01,"TruncNorm[0.001,0.999]",1000,0.8,0.01,0.939,0.139,0.139,0.939,0.139,0.139,0.0,0.025,0.025,1.0,1.0,1.0
7,0.8,0.01,"TruncNorm[0.001,0.999]",1000,0.8,0.01,0.97,0.17,0.17,0.97,0.17,0.17,0.0,0.016,0.016,1.0,1.0,1.0
9,0.8,0.01,"TruncNorm[0.001,0.999]",1000,0.8,0.01,0.977,0.177,0.177,0.977,0.177,0.177,0.0,0.004,0.004,1.0,1.0,1.0
11,0.8,0.01,"TruncNorm[0.001,0.999]",1000,0.8,0.01,0.988,0.188,0.188,0.988,0.188,0.188,0.0,0.006,0.006,1.0,1.0,1.0
21,0.8,0.01,"TruncNorm[0.001,0.999]",1000,0.8,0.01,1.0,0.2,0.2,1.0,0.2,0.2,0.0,0.006,0.006,1.0,1.0,1.0
31,0.8,0.01,"TruncNorm[0.001,0.999]",1000,0.8,0.01,1.0,0.2,0.2,1.0,0.2,0.2,0.0,0.0,0.0,1.0,,1.0
41,0.8,0.01,"TruncNorm[0.001,0.999]",1000,0.8,0.01,1.0,0.2,0.2,1.0,0.2,0.2,0.0,0.0,0.0,1.0,,1.0
51,0.8,0.01,"TruncNorm[0.001,0.999]",1000,0.8,0.01,1.0,0.2,0.2,1.0,0.2,0.2,0.0,0.0,0.0,1.0,,1.0
3,0.8,0.02,"TruncNorm[0.001,0.999]",1000,0.8,0.02,0.897,0.097,0.097,0.897,0.097,0.097,0.0,0.0,0.0,1.0,,1.0
5,0.8,0.02,"TruncNorm[0.001,0.999]",1000,0.8,0.02,0.957,0.157,0.157,0.957,0.157,0.157,0.0,0.03,0.03,1.0,1.0,1.0
7,0.8,0.02,"TruncNorm[0.001,0.999]",1000,0.8,0.02,0.96,0.16,0.16,0.96,0.16,0.16,0.0,0.002,0.002,1.0,1.0,1.0
9,0.8,0.02,"TruncNorm[0.001,0.999]",1000,0.8,0.02,0.977,0.177,0.177,0.977,0.177,0.177,0.0,0.009,0.009,1.0,1.0,1.0
11,0.8,0.02,"TruncNorm[0.001,0.999]",1000,0.8,0.02,0.988,0.188,0.188,0.988,0.188,0.188,0.0,0.006,0.006,1.0,1.0,1.0
21,0.8,0.02,"TruncNorm[0.001,0.999]",1000,0.8,0.02,0.999,0.199,0.199,0.999,0.199,0.199,0.0,0.006,0.006,1.0,1.0,1.0
31,0.8,0.02,"TruncNorm[0.001,0.999]",1000,0.8,0.02,1.0,0.2,0.2,1.0,0.2,0.2,0.0,0.001,0.001,1.0,1.0,1.0
41,0.8,0.02,"TruncNorm[0.001,0.999]",1000,0.8,0.02,1.0,0.2,0.2,1.0,0.2,0.2,0.0,0.0,0.0,1.0,,1.0
51,0.8,0.02,"TruncNorm[0.001,0.999]",1000,0.8,0.02,1.0,0.2,0.2,1.0,0.2,0.2,0.0,0.0,0.0,1.0,,1.0
3,0.8,0.04,"TruncNorm[0.001,0.999]",1000,0.7999999326340764,0.0399998324268573,0.884,0.084,0.084,0.884,0.084,0.084,0.0,0.0,0.0,1.0,,1.0
5,0.8,0.04,"TruncNorm[0.001,0.999]",1000,0.7999999326340764,0.0399998324268573,0.929,0.129,0.129,0.928,0.128,0.128,0.001,0.022,0.023,0.992,0.957,0.999
7,0.8,0.04,"TruncNorm[0.001,0.999]",1000,0.7999999326340764,0.0399998324268573,0.961,0.161,0.161,0.959,0.159,0.159,0.002,0.015,0.016,0.988,0.938,0.998
9,0.8,0.04,"TruncNorm[0.001,0.999]",1000,0.7999999326340764,0.0399998324268573,0.985,0.185,0.185,0.986,0.186,0.186,-0.001,0.014,0.012,1.005,1.167,1.001
11,0.8,0.04,"TruncNorm[0.001,0.999]",1000,0.7999999326340764,0.0399998324268573,0.989,0.189,0.189,0.99,0.19,0.19,-0.001,0.002,0.002,1.005,1.0,1.001
21,0.8,0.04,"TruncNorm[0.001,0.999]",1000,0.7999999326340764,0.0399998324268573,0.999,0.199,0.199,0.999,0.199,0.199,0.0,0.005,0.005,1.0,1.0,1.0
31,0.8,0.04,"TruncNorm[0.001,0.999]",1000,0.7999999326340764,0.0399998324268573,1.0,0.2,0.2,1.0,0.2,0.2,0.0,0.001,0.001,1.0,1.0,1.0
41,0.8,0.04,"TruncNorm[0.001,0.999]",1000,0.7999999326340764,0.0399998324268573,1.0,0.2,0.2,1.0,0.2,0.2,0.0,0.0,0.0,1.0,,1.0
51,0.8,0.04,"TruncNorm[0.001,0.999]",1000,0.7999999326340764,0.0399998324268573,1.0,0.2,0.2,1.0,0.2,0.2,0.0,0.0,0.0,1.0,,1.0
3,0.8,0.08,"TruncNorm[0.001,0.999]",1000,0.7985439708429357,0.0781545275517545,0.905,0.105,0.106,0.907,0.107,0.108,-0.002,0.0,0.0,1.019,,1.002
5,0.8,0.08,"TruncNorm[0.001,0.999]",1000,0.7985439708429357,0.0781545275517545,0.936,0.136,0.137,0.931,0.131,0.132,0.005,0.012,0.016,0.964,0.75,0.995
7,0.8,0.08,"TruncNorm[0.001,0.999]",1000,0.7985439708429357,0.0781545275517545,0.976,0.176,0.177,0.974,0.174,0.175,0.002,0.021,0.02,0.989,1.05,0.998
9,0.8,0.08,"TruncNorm[0.001,0.999]",1000,0.7985439708429357,0.0781545275517545,0.983,0.183,0.184,0.973,0.173,0.174,0.01,-0.001,0.004,0.946,-0.25,0.99
11,0.8,0.08,"TruncNorm[0.001,0.999]",1000,0.7985439708429357,0.0781545275517545,0.992,0.192,0.193,0.987,0.187,0.188,0.005,0.007,0.005,0.974,1.4,0.995
21,0.8,0.08,"TruncNorm[0.001,0.999]",1000,0.7985439708429357,0.0781545275517545,0.999,0.199,0.2,0.999,0.199,0.2,0.0,0.006,0.004,1.0,1.5,1.0
31,0.8,0.08,"TruncNorm[0.001,0.999]",1000,0.7985439708429357,0.0781545275517545,1.0,0.2,0.201,1.0,0.2,0.201,0.0,0.001,0.001,1.0,1.0,1.0
41,0.8,0.08,"TruncNorm[0.001,0.999]",1000,0.7985439708429357,0.0781545275517545,1.0,0.2,0.201,1.0,0.2,0.201,0.0,0.0,0.0,1.0,,1.0
51,0.8,0.08,"TruncNorm[0.001,0.999]",1000,0.7985439708429357,0.0781545275517545,1.0,0.2,0.201,1.0,0.2,0.201,0.0,0.0,0.0,1.0,,1.0
