distribution,voters,mean,std,iterations,true_mean,optimal_correct,optimal_correct_minus_mean,optimal_correct_minus_true_mean,majority_correct,majority_correct_minus_mean,majority_correct_minus_true_mean,optimal_correct_minus_majority_correct,d_majority_correct_d_voters,d_optimal_correct_d_voters,ratio_difference_to_mean,ratio_derivative_by_n,ratio_correct
truncnorm,3.0,0.6,0.13,1000.0,0.6494238373590417,0.735,0.135,0.0855761626409582,0.715,0.1149999999999999,0.0655761626409582,0.02,0.0,0.0,0.766,,0.973
truncnorm,5.0,0.6,0.13,1000.0,0.6494238373590417,0.792,0.192,0.1425761626409583,0.751,0.151,0.1015761626409582,0.041,0.018,0.029,0.712,0.621,0.948
truncnorm,7.0,0.6,0.13,1000.0,0.6494238373590417,0.847,0.247,0.1975761626409582,0.8,0.2,0.1505761626409583,0.047,0.025,0.027,0.762,0.926,0.945
truncnorm,9.0,0.6,0.13,1000.0,0.6494238373590417,0.866,0.266,0.2165761626409582,0.82,0.2199999999999999,0.1705761626409582,0.046,0.01,0.01,0.788,1.0,0.947
truncnorm,11.0,0.6,0.13,1000.0,0.6494238373590417,0.875,0.275,0.2255761626409582,0.835,0.235,0.1855761626409582,0.04,0.008,0.005,0.823,1.6,0.954
truncnorm,21.0,0.6,0.13,1000.0,0.6494238373590417,0.958,0.358,0.3085761626409582,0.925,0.325,0.2755761626409583,0.033,0.045,0.041,0.893,1.098,0.966
truncnorm,31.0,0.6,0.13,1000.0,0.6494238373590417,0.988,0.388,0.3385761626409582,0.964,0.364,0.3145761626409582,0.024,0.019,0.015,0.929,1.267,0.976
truncnorm,41.0,0.6,0.13,1000.0,0.6494238373590417,0.994,0.394,0.3445761626409582,0.97,0.37,0.3205761626409582,0.024,0.003,0.003,0.93,1.0,0.976
truncnorm,51.0,0.6,0.13,1000.0,0.6494238373590417,0.997,0.397,0.3475761626409582,0.988,0.388,0.3385761626409582,0.009,0.009,0.002,0.974,4.5,0.991
truncnorm,3.0,0.6,0.14,1000.0,0.6561081833122446,0.761,0.161,0.1048918166877553,0.748,0.148,0.0918918166877553,0.013,0.0,0.0,0.876,,0.983
truncnorm,5.0,0.6,0.14,1000.0,0.6561081833122446,0.83,0.2299999999999999,0.1738918166877553,0.774,0.174,0.1178918166877553,0.056,0.013,0.034,0.678,0.382,0.933
truncnorm,7.0,0.6,0.14,1000.0,0.6561081833122446,0.861,0.261,0.2048918166877553,0.826,0.2259999999999999,0.1698918166877553,0.035,0.026,0.016,0.829,1.625,0.959
truncnorm,9.0,0.6,0.14,1000.0,0.6561081833122446,0.895,0.295,0.2388918166877554,0.836,0.236,0.1798918166877553,0.059,0.005,0.017,0.753,0.294,0.934
truncnorm,11.0,0.6,0.14,1000.0,0.6561081833122446,0.912,0.312,0.2558918166877554,0.867,0.267,0.2108918166877553,0.045,0.016,0.009,0.824,1.778,0.951
truncnorm,21.0,0.6,0.14,1000.0,0.6561081833122446,0.966,0.366,0.3098918166877553,0.937,0.3370000000000001,0.2808918166877554,0.029,0.035,0.027,0.906,1.296,0.97
truncnorm,31.0,0.6,0.14,1000.0,0.6561081833122446,0.989,0.389,0.3328918166877553,0.965,0.365,0.3088918166877553,0.024,0.014,0.012,0.928,1.167,0.976
truncnorm,41.0,0.6,0.14,1000.0,0.6561081833122446,0.996,0.396,0.3398918166877553,0.976,0.376,0.3198918166877553,0.02,0.006,0.004,0.941,1.5,0.98
truncnorm,51.0,0.6,0.14,1000.0,0.6561081833122446,0.997,0.397,0.3408918166877553,0.991,0.391,0.3348918166877553,0.006,0.008,0.001,0.982,8.0,0.994
truncnorm,3.0,0.65,0.02,1000.0,0.6500000000000071,0.69,0.0399999999999999,0.0399999999999928,0.69,0.0399999999999999,0.0399999999999928,0.0,0.0,0.0,1.0,,1.0
truncnorm,5.0,0.65,0.02,1000.0,0.6500000000000071,0.758,0.1079999999999999,0.1079999999999928,0.758,0.1079999999999999,0.1079999999999928,0.0,0.034,0.034,1.0,1.0,1.0
truncnorm,7.0,0.65,0.02,1000.0,0.6500000000000071,0.803,0.153,0.1529999999999929,0.805,0.155,0.1549999999999929,-0.002,0.024,0.023,1.013,1.043,1.002
truncnorm,9.0,0.65,0.02,1000.0,0.6500000000000071,0.824,0.1739999999999999,0.1739999999999928,0.823,0.1729999999999999,0.1729999999999928,0.001,0.009,0.01,0.994,0.9,0.999
truncnorm,11.0,0.65,0.02,1000.0,0.6500000000000071,0.831,0.1809999999999999,0.1809999999999928,0.833,0.1829999999999999,0.1829999999999928,-0.002,0.005,0.004,1.011,1.25,1.002
truncnorm,21.0,0.65,0.02,1000.0,0.6500000000000071,0.926,0.276,0.2759999999999929,0.925,0.275,0.2749999999999929,0.001,0.046,0.048,0.996,0.958,0.999
truncnorm,31.0,0.65,0.02,1000.0,0.6500000000000071,0.962,0.3119999999999999,0.3119999999999928,0.962,0.3119999999999999,0.3119999999999928,0.0,0.018,0.018,1.0,1.0,1.0
truncnorm,41.0,0.65,0.02,1000.0,0.6500000000000071,0.977,0.3269999999999999,0.3269999999999928,0.976,0.3259999999999999,0.3259999999999928,0.001,0.007,0.008,0.997,0.875,0.999
truncnorm,51.0,0.65,0.02,1000.0,0.6500000000000071,0.987,0.3369999999999999,0.3369999999999928,0.988,0.3379999999999999,0.3379999999999928,-0.001,0.006,0.005,1.003,1.2,1.001
truncnorm,3.0,0.65,0.03,1000.0,0.6500000526613009,0.727,0.0769999999999999,0.076999947338699,0.729,0.0789999999999999,0.078999947338699,-0.002,0.0,0.0,1.026,,1.003
truncnorm,5.0,0.65,0.03,1000.0,0.6500000526613009,0.749,0.0989999999999999,0.0989999473386991,0.749,0.0989999999999999,0.0989999473386991,0.0,0.01,0.011,1.0,0.909,1.0
truncnorm,7.0,0.65,0.03,1000.0,0.6500000526613009,0.794,0.144,0.1439999473386991,0.792,0.142,0.1419999473386991,0.002,0.022,0.023,0.986,0.957,0.997
truncnorm,9.0,0.65,0.03,1000.0,0.6500000526613009,0.822,0.1719999999999999,0.171999947338699,0.814,0.1639999999999999,0.163999947338699,0.008,0.011,0.014,0.953,0.786,0.99
truncnorm,11.0,0.65,0.03,1000.0,0.6500000526613009,0.827,0.1769999999999999,0.176999947338699,0.83,0.1799999999999999,0.179999947338699,-0.003,0.008,0.003,1.017,2.667,1.004
truncnorm,21.0,0.65,0.03,1000.0,0.6500000526613009,0.928,0.278,0.2779999473386991,0.92,0.27,0.2699999473386991,0.008,0.045,0.051,0.971,0.882,0.991
truncnorm,31.0,0.65,0.03,1000.0,0.6500000526613009,0.956,0.3059999999999999,0.305999947338699,0.953,0.3029999999999999,0.302999947338699,0.003,0.016,0.014,0.99,1.143,0.997
truncnorm,41.0,0.65,0.03,1000.0,0.6500000526613009,0.985,0.3349999999999999,0.3349999473386991,0.982,0.3319999999999999,0.3319999473386991,0.003,0.015,0.015,0.991,1.0,0.997
truncnorm,51.0,0.65,0.03,1000.0,0.6500000526613009,0.987,0.3369999999999999,0.3369999473386991,0.984,0.3339999999999999,0.3339999473386991,0.003,0.001,0.001,0.991,1.0,0.997
truncnorm,3.0,0.65,0.04,1000.0,0.6500154866964568,0.694,0.0439999999999999,0.0439845133035431,0.698,0.0479999999999999,0.0479845133035431,-0.004,0.0,0.0,1.091,,1.006
truncnorm,5.0,0.65,0.04,1000.0,0.6500154866964568,0.77,0.12,0.1199845133035432,0.768,0.118,0.1179845133035432,0.002,0.035,0.038,0.983,0.921,0.997
truncnorm,7.0,0.65,0.04,1000.0,0.6500154866964568,0.785,0.135,0.1349845133035432,0.79,0.14,0.1399845133035432,-0.005,0.011,0.008,1.037,1.375,1.006
truncnorm,9.0,0.65,0.04,1000.0,0.6500154866964568,0.82,0.1699999999999999,0.1699845133035431,0.824,0.1739999999999999,0.1739845133035431,-0.004,0.017,0.017,1.024,1.0,1.005
truncnorm,11.0,0.65,0.04,1000.0,0.6500154866964568,0.86,0.2099999999999999,0.2099845133035431,0.864,0.2139999999999999,0.2139845133035431,-0.004,0.02,0.02,1.019,1.0,1.005
truncnorm,21.0,0.65,0.04,1000.0,0.6500154866964568,0.933,0.283,0.2829845133035432,0.931,0.281,0.2809845133035432,0.002,0.034,0.037,0.993,0.919,0.998
truncnorm,31.0,0.65,0.04,1000.0,0.6500154866964568,0.971,0.3209999999999999,0.3209845133035431,0.963,0.3129999999999999,0.3129845133035431,0.008,0.016,0.019,0.975,0.842,0.992
truncnorm,41.0,0.65,0.04,1000.0,0.6500154866964568,0.977,0.3269999999999999,0.3269845133035431,0.974,0.3239999999999999,0.3239845133035431,0.003,0.006,0.003,0.991,2.0,0.997
truncnorm,51.0,0.65,0.04,1000.0,0.6500154866964568,0.99,0.3399999999999999,0.3399845133035432,0.99,0.3399999999999999,0.3399845133035432,0.0,0.008,0.007,1.0,1.143,1.0
truncnorm,3.0,0.65,0.07,1000.0,0.6529473169476452,0.731,0.0809999999999999,0.0780526830523548,0.726,0.0759999999999999,0.0730526830523548,0.005,0.0,0.0,0.936,,0.993
truncnorm,5.0,0.65,0.07,1000.0,0.6529473169476452,0.77,0.12,0.1170526830523548,0.76,0.1099999999999999,0.1070526830523548,0.01,0.017,0.02,0.915,0.85,0.987
truncnorm,7.0,0.65,0.07,1000.0,0.6529473169476452,0.828,0.1779999999999999,0.1750526830523547,0.818,0.1679999999999999,0.1650526830523547,0.01,0.029,0.029,0.943,1.0,0.988
truncnorm,9.0,0.65,0.07,1000.0,0.6529473169476452,0.862,0.2119999999999999,0.2090526830523548,0.846,0.1959999999999999,0.1930526830523548,0.016,0.014,0.017,0.923,0.824,0.981
truncnorm,11.0,0.65,0.07,1000.0,0.6529473169476452,0.873,0.2229999999999999,0.2200526830523548,0.852,0.2019999999999999,0.1990526830523548,0.021,0.003,0.006,0.905,0.5,0.976
truncnorm,21.0,0.65,0.07,1000.0,0.6529473169476452,0.952,0.3019999999999999,0.2990526830523548,0.932,0.282,0.2790526830523548,0.02,0.04,0.039,0.933,1.026,0.979
truncnorm,31.0,0.65,0.07,1000.0,0.6529473169476452,0.976,0.3259999999999999,0.3230526830523548,0.966,0.3159999999999999,0.3130526830523548,0.01,0.017,0.012,0.969,1.417,0.99
truncnorm,41.0,0.65,0.07,1000.0,0.6529473169476452,0.989,0.3389999999999999,0.3360526830523548,0.979,0.3289999999999999,0.3260526830523548,0.01,0.007,0.007,0.97,1.0,0.99
truncnorm,51.0,0.65,0.07,1000.0,0.6529473169476452,0.994,0.344,0.3410526830523548,0.994,0.344,0.3410526830523548,0.0,0.008,0.003,1.0,2.667,1.0
truncnorm,3.0,0.65,0.08,1000.0,0.6558123768511287,0.726,0.0759999999999999,0.0701876231488712,0.705,0.0549999999999999,0.0491876231488712,0.021,0.0,0.0,0.701,,0.971
truncnorm,5.0,0.65,0.08,1000.0,0.6558123768511287,0.784,0.134,0.1281876231488713,0.788,0.138,0.1321876231488713,-0.004,0.042,0.029,1.031,1.448,1.005
truncnorm,7.0,0.65,0.08,1000.0,0.6558123768511287,0.842,0.1919999999999999,0.1861876231488712,0.81,0.16,0.1541876231488713,0.032,0.011,0.029,0.828,0.379,0.962
truncnorm,9.0,0.65,0.08,1000.0,0.6558123768511287,0.876,0.2259999999999999,0.2201876231488713,0.846,0.1959999999999999,0.1901876231488712,0.03,0.018,0.017,0.864,1.059,0.966
truncnorm,11.0,0.65,0.08,1000.0,0.6558123768511287,0.892,0.242,0.2361876231488713,0.867,0.2169999999999999,0.2111876231488713,0.025,0.011,0.008,0.894,1.375,0.972
truncnorm,21.0,0.65,0.08,1000.0,0.6558123768511287,0.946,0.2959999999999999,0.2901876231488712,0.936,0.286,0.2801876231488713,0.01,0.035,0.027,0.966,1.296,0.989
truncnorm,31.0,0.65,0.08,1000.0,0.6558123768511287,0.98,0.3299999999999999,0.3241876231488713,0.972,0.3219999999999999,0.3161876231488713,0.008,0.018,0.017,0.975,1.059,0.992
truncnorm,41.0,0.65,0.08,1000.0,0.6558123768511287,0.993,0.3429999999999999,0.3371876231488713,0.985,0.3349999999999999,0.3291876231488713,0.008,0.007,0.007,0.976,1.0,0.992
truncnorm,51.0,0.65,0.08,1000.0,0.6558123768511287,0.995,0.345,0.3391876231488713,0.991,0.3409999999999999,0.3351876231488713,0.004,0.003,0.001,0.988,3.0,0.996
truncnorm,3.0,0.65,0.09,1000.0,0.6595686969520812,0.764,0.1139999999999999,0.1044313030479188,0.728,0.0779999999999999,0.0684313030479187,0.036,0.0,0.0,0.655,,0.953
truncnorm,5.0,0.65,0.09,1000.0,0.6595686969520812,0.809,0.159,0.1494313030479188,0.778,0.128,0.1184313030479188,0.031,0.025,0.023,0.793,1.087,0.962
truncnorm,7.0,0.65,0.09,1000.0,0.6595686969520812,0.829,0.1789999999999999,0.1694313030479187,0.796,0.146,0.1364313030479188,0.033,0.009,0.01,0.805,0.9,0.96
truncnorm,9.0,0.65,0.09,1000.0,0.6595686969520812,0.87,0.2199999999999999,0.2104313030479188,0.839,0.1889999999999999,0.1794313030479187,0.031,0.021,0.021,0.853,1.0,0.964
truncnorm,11.0,0.65,0.09,1000.0,0.6595686969520812,0.883,0.2329999999999999,0.2234313030479188,0.865,0.2149999999999999,0.2054313030479188,0.018,0.013,0.007,0.919,1.857,0.98
truncnorm,21.0,0.65,0.09,1000.0,0.6595686969520812,0.978,0.3279999999999999,0.3184313030479188,0.946,0.2959999999999999,0.2864313030479187,0.032,0.04,0.047,0.9,0.851,0.967
truncnorm,31.0,0.65,0.09,1000.0,0.6595686969520812,0.981,0.3309999999999999,0.3214313030479188,0.966,0.3159999999999999,0.3064313030479187,0.015,0.01,0.002,0.953,5.0,0.985
truncnorm,41.0,0.65,0.09,1000.0,0.6595686969520812,0.994,0.344,0.3344313030479188,0.982,0.3319999999999999,0.3224313030479188,0.012,0.008,0.007,0.964,1.143,0.988
truncnorm,51.0,0.65,0.09,1000.0,0.6595686969520812,0.997,0.347,0.3374313030479188,0.989,0.3389999999999999,0.3294313030479188,0.008,0.004,0.002,0.976,2.0,0.992
truncnorm,3.0,0.65,0.12,1000.0,0.6740733103763064,0.78,0.13,0.1059266896236936,0.757,0.1069999999999999,0.0829266896236936,0.023,0.0,0.0,0.783,,0.971
truncnorm,5.0,0.65,0.12,1000.0,0.6740733103763064,0.807,0.157,0.1329266896236937,0.777,0.127,0.1029266896236936,0.03,0.01,0.014,0.774,0.714,0.963
truncnorm,7.0,0.65,0.12,1000.0,0.6740733103763064,0.85,0.1999999999999999,0.1759266896236936,0.819,0.1689999999999999,0.1449266896236936,0.031,0.021,0.021,0.824,1.0,0.964
truncnorm,9.0,0.65,0.12,1000.0,0.6740733103763064,0.912,0.262,0.2379266896236936,0.862,0.2119999999999999,0.1879266896236936,0.05,0.022,0.031,0.79,0.71,0.945
truncnorm,11.0,0.65,0.12,1000.0,0.6740733103763064,0.917,0.267,0.2429266896236936,0.866,0.2159999999999999,0.1919266896236936,0.051,0.002,0.003,0.79,0.667,0.944
truncnorm,21.0,0.65,0.12,1000.0,0.6740733103763064,0.971,0.3209999999999999,0.2969266896236936,0.947,0.2969999999999999,0.2729266896236936,0.024,0.04,0.027,0.919,1.481,0.975
truncnorm,31.0,0.65,0.12,1000.0,0.6740733103763064,0.996,0.346,0.3219266896236936,0.982,0.3319999999999999,0.3079266896236936,0.014,0.018,0.013,0.957,1.385,0.986
truncnorm,41.0,0.65,0.12,1000.0,0.6740733103763064,0.998,0.348,0.3239266896236936,0.993,0.3429999999999999,0.3189266896236936,0.005,0.006,0.001,0.985,6.0,0.995
truncnorm,51.0,0.65,0.12,1000.0,0.6740733103763064,1.0,0.35,0.3259266896236936,0.994,0.344,0.3199266896236936,0.006,0.001,0.001,0.982,1.0,0.994
truncnorm,3.0,0.65,0.13,1000.0,0.6792683218890445,0.79,0.14,0.1107316781109555,0.775,0.125,0.0957316781109555,0.015,0.0,0.0,0.865,,0.981
truncnorm,5.0,0.65,0.13,1000.0,0.6792683218890445,0.835,0.1849999999999999,0.1557316781109554,0.814,0.1639999999999999,0.1347316781109554,0.021,0.019,0.022,0.865,0.864,0.975
truncnorm,7.0,0.65,0.13,1000.0,0.6792683218890445,0.878,0.2279999999999999,0.1987316781109555,0.847,0.1969999999999999,0.1677316781109554,0.031,0.017,0.022,0.844,0.773,0.965
truncnorm,9.0,0.65,0.13,1000.0,0.6792683218890445,0.899,0.249,0.2197316781109555,0.872,0.2219999999999999,0.1927316781109554,0.027,0.013,0.011,0.877,1.182,0.97
truncnorm,11.0,0.65,0.13,1000.0,0.6792683218890445,0.928,0.278,0.2487316781109555,0.898,0.248,0.2187316781109555,0.03,0.013,0.015,0.879,0.867,0.968
truncnorm,21.0,0.65,0.13,1000.0,0.6792683218890445,0.985,0.3349999999999999,0.3057316781109555,0.974,0.3239999999999999,0.2947316781109554,0.011,0.038,0.028,0.964,1.357,0.989
truncnorm,31.0,0.65,0.13,1000.0,0.6792683218890445,0.992,0.3419999999999999,0.3127316781109555,0.979,0.3289999999999999,0.2997316781109554,0.013,0.003,0.004,0.958,0.75,0.987
truncnorm,41.0,0.65,0.13,1000.0,0.6792683218890445,0.998,0.348,0.3187316781109555,0.993,0.3429999999999999,0.3137316781109555,0.005,0.007,0.003,0.984,2.333,0.995
truncnorm,51.0,0.65,0.13,1000.0,0.6792683218890445,0.999,0.349,0.3197316781109555,0.994,0.344,0.3147316781109555,0.005,0.001,0.001,0.984,1.0,0.995
truncnorm,3.0,0.65,0.14,1000.0,0.6843538717077884,0.812,0.162,0.1276461282922116,0.765,0.1149999999999999,0.0806461282922116,0.047,0.0,0.0,0.632,,0.942
truncnorm,5.0,0.65,0.14,1000.0,0.6843538717077884,0.846,0.1959999999999999,0.1616461282922116,0.814,0.1639999999999999,0.1296461282922115,0.032,0.024,0.017,0.802,1.412,0.962
truncnorm,7.0,0.65,0.14,1000.0,0.6843538717077884,0.905,0.255,0.2206461282922116,0.861,0.2109999999999999,0.1766461282922116,0.044,0.024,0.03,0.801,0.8,0.951
truncnorm,9.0,0.65,0.14,1000.0,0.6843538717077884,0.932,0.282,0.2476461282922116,0.89,0.24,0.2056461282922116,0.042,0.015,0.014,0.83,1.071,0.955
truncnorm,11.0,0.65,0.14,1000.0,0.6843538717077884,0.928,0.278,0.2436461282922116,0.902,0.252,0.2176461282922116,0.026,0.006,-0.002,0.893,-3.0,0.972
truncnorm,21.0,0.65,0.14,1000.0,0.6843538717077884,0.987,0.3369999999999999,0.3026461282922116,0.961,0.3109999999999999,0.2766461282922116,0.026,0.029,0.029,0.914,1.0,0.974
truncnorm,31.0,0.65,0.14,1000.0,0.6843538717077884,0.998,0.348,0.3136461282922116,0.986,0.3359999999999999,0.3016461282922116,0.012,0.013,0.006,0.962,2.167,0.988
truncnorm,41.0,0.65,0.14,1000.0,0.6843538717077884,1.0,0.35,0.3156461282922116,0.991,0.3409999999999999,0.3066461282922116,0.009,0.003,0.001,0.971,3.0,0.991
truncnorm,51.0,0.65,0.14,1000.0,0.6843538717077884,1.0,0.35,0.3156461282922116,0.997,0.347,0.3126461282922116,0.003,0.003,0.0,0.99,inf,0.997
truncnorm,3.0,0.7,0.02,1000.0,0.7,0.769,0.069,0.069,0.769,0.069,0.069,0.0,0.0,0.0,1.0,,1.0
truncnorm,5.0,0.7,0.02,1000.0,0.7,0.833,0.133,0.133,0.833,0.133,0.133,0.0,0.032,0.032,1.0,1.0,1.0
truncnorm,7.0,0.7,0.02,1000.0,0.7,0.861,0.161,0.161,0.861,0.161,0.161,0.0,0.014,0.014,1.0,1.0,1.0
truncnorm,9.0,0.7,0.02,1000.0,0.7,0.887,0.187,0.187,0.887,0.187,0.187,0.0,0.013,0.013,1.0,1.0,1.0
truncnorm,11.0,0.7,0.02,1000.0,0.7,0.913,0.213,0.213,0.913,0.213,0.213,0.0,0.013,0.013,1.0,1.0,1.0
truncnorm,21.0,0.7,0.02,1000.0,0.7,0.972,0.272,0.272,0.972,0.272,0.272,0.0,0.029,0.029,1.0,1.0,1.0
truncnorm,31.0,0.7,0.02,1000.0,0.7,0.989,0.289,0.289,0.988,0.288,0.288,0.001,0.008,0.009,0.997,0.889,0.999
truncnorm,41.0,0.7,0.02,1000.0,0.7,1.0,0.3,0.3,1.0,0.3,0.3,0.0,0.006,0.006,1.0,1.0,1.0
truncnorm,51.0,0.7,0.02,1000.0,0.7,0.998,0.298,0.298,0.998,0.298,0.298,0.0,-0.001,-0.001,1.0,1.0,1.0
truncnorm,3.0,0.7,0.03,1000.0,0.7000000000033366,0.766,0.066,0.0659999999966634,0.766,0.066,0.0659999999966634,0.0,0.0,0.0,1.0,,1.0
truncnorm,5.0,0.7,0.03,1000.0,0.7000000000033366,0.838,0.138,0.1379999999966633,0.837,0.137,0.1369999999966633,0.001,0.035,0.036,0.993,0.972,0.999
truncnorm,7.0,0.7,0.03,1000.0,0.7000000000033366,0.868,0.168,0.1679999999966633,0.867,0.167,0.1669999999966633,0.001,0.015,0.015,0.994,1.0,0.999
truncnorm,9.0,0.7,0.03,1000.0,0.7000000000033366,0.894,0.194,0.1939999999966634,0.894,0.194,0.1939999999966634,0.0,0.014,0.013,1.0,1.077,1.0
truncnorm,11.0,0.7,0.03,1000.0,0.7000000000033366,0.905,0.205,0.2049999999966634,0.909,0.209,0.2089999999966634,-0.004,0.008,0.006,1.02,1.333,1.004
truncnorm,21.0,0.7,0.03,1000.0,0.7000000000033366,0.975,0.275,0.2749999999966633,0.977,0.277,0.2769999999966633,-0.002,0.034,0.035,1.007,0.971,1.002
truncnorm,31.0,0.7,0.03,1000.0,0.7000000000033366,0.984,0.284,0.2839999999966633,0.982,0.282,0.2819999999966633,0.002,0.003,0.005,0.993,0.6,0.998
truncnorm,41.0,0.7,0.03,1000.0,0.7000000000033366,0.994,0.294,0.2939999999966634,0.993,0.293,0.2929999999966634,0.001,0.006,0.005,0.997,1.2,0.999
truncnorm,51.0,0.7,0.03,1000.0,0.7000000000033366,0.998,0.298,0.2979999999966634,0.999,0.299,0.2989999999966634,-0.001,0.003,0.002,1.003,1.5,1.001
truncnorm,3.0,0.7,0.04,1000.0,0.7000000673659118,0.79,0.09,0.0899999326340882,0.79,0.09,0.0899999326340882,0.0,0.0,0.0,1.0,,1.0
truncnorm,5.0,0.7,0.04,1000.0,0.7000000673659118,0.842,0.142,0.1419999326340881,0.839,0.139,0.1389999326340881,0.003,0.024,0.026,0.979,0.923,0.996
truncnorm,7.0,0.7,0.04,1000.0,0.7000000673659118,0.872,0.172,0.1719999326340882,0.864,0.164,0.1639999326340881,0.008,0.013,0.015,0.953,0.867,0.991
truncnorm,9.0,0.7,0.04,1000.0,0.7000000673659118,0.904,0.204,0.2039999326340882,0.905,0.205,0.2049999326340882,-0.001,0.021,0.016,1.005,1.312,1.001
truncnorm,11.0,0.7,0.04,1000.0,0.7000000673659118,0.923,0.2230000000000001,0.2229999326340882,0.93,0.2300000000000001,0.2299999326340882,-0.007,0.013,0.01,1.031,1.3,1.008
truncnorm,21.0,0.7,0.04,1000.0,0.7000000673659118,0.973,0.273,0.2729999326340881,0.975,0.275,0.2749999326340882,-0.002,0.022,0.025,1.007,0.88,1.002
truncnorm,31.0,0.7,0.04,1000.0,0.7000000673659118,0.995,0.295,0.2949999326340882,0.996,0.296,0.2959999326340882,-0.001,0.011,0.011,1.003,1.0,1.001
truncnorm,41.0,0.7,0.04,1000.0,0.7000000673659118,0.998,0.298,0.2979999326340882,0.997,0.297,0.2969999326340882,0.001,0.001,0.002,0.997,0.5,0.999
truncnorm,51.0,0.7,0.04,1000.0,0.7000000673659118,1.0,0.3,0.2999999326340882,0.999,0.299,0.2989999326340882,0.001,0.001,0.001,0.997,1.0,0.999
truncnorm,3.0,0.7,0.07,1000.0,0.7004890243522323,0.784,0.084,0.0835109756477677,0.78,0.08,0.0795109756477677,0.004,0.0,0.0,0.952,,0.995
truncnorm,5.0,0.7,0.07,1000.0,0.7004890243522323,0.831,0.131,0.1305109756477677,0.832,0.132,0.1315109756477677,-0.001,0.026,0.023,1.008,1.13,1.001
truncnorm,7.0,0.7,0.07,1000.0,0.7004890243522323,0.892,0.192,0.1915109756477677,0.89,0.19,0.1895109756477677,0.002,0.029,0.031,0.99,0.935,0.998
truncnorm,9.0,0.7,0.07,1000.0,0.7004890243522323,0.913,0.213,0.2125109756477677,0.903,0.203,0.2025109756477677,0.01,0.007,0.011,0.953,0.636,0.989
truncnorm,11.0,0.7,0.07,1000.0,0.7004890243522323,0.925,0.2250000000000001,0.2245109756477677,0.913,0.213,0.2125109756477677,0.012,0.005,0.006,0.947,0.833,0.987
truncnorm,21.0,0.7,0.07,1000.0,0.7004890243522323,0.985,0.285,0.2845109756477677,0.979,0.279,0.2785109756477677,0.006,0.033,0.03,0.979,1.1,0.994
truncnorm,31.0,0.7,0.07,1000.0,0.7004890243522323,0.998,0.298,0.2975109756477677,0.993,0.293,0.2925109756477677,0.005,0.007,0.007,0.983,1.0,0.995
truncnorm,41.0,0.7,0.07,1000.0,0.7004890243522323,0.998,0.298,0.2975109756477677,0.997,0.297,0.2965109756477677,0.001,0.002,0.0,0.997,inf,0.999
truncnorm,51.0,0.7,0.07,1000.0,0.7004890243522323,0.998,0.298,0.2975109756477677,0.998,0.298,0.2975109756477677,0.0,0.001,0.0,1.0,inf,1.0
truncnorm,3.0,0.7,0.08,1000.0,0.7014264121509118,0.801,0.101,0.0995735878490882,0.792,0.092,0.0905735878490882,0.009,0.0,0.0,0.91,,0.989
truncnorm,5.0,0.7,0.08,1000.0,0.7014264121509118,0.837,0.137,0.1355735878490881,0.823,0.123,0.1215735878490881,0.014,0.015,0.018,0.897,0.833,0.983
truncnorm,7.0,0.7,0.08,1000.0,0.7014264121509118,0.899,0.199,0.1975735878490881,0.89,0.19,0.1885735878490881,0.009,0.034,0.031,0.954,1.097,0.99
truncnorm,9.0,0.7,0.08,1000.0,0.7014264121509118,0.902,0.202,0.2005735878490882,0.9,0.2,0.1985735878490881,0.002,0.005,0.002,0.99,2.5,0.998
truncnorm,11.0,0.7,0.08,1000.0,0.7014264121509118,0.944,0.244,0.2425735878490881,0.93,0.2300000000000001,0.2285735878490882,0.014,0.015,0.021,0.942,0.714,0.985
truncnorm,21.0,0.7,0.08,1000.0,0.7014264121509118,0.991,0.291,0.2895735878490881,0.979,0.279,0.2775735878490881,0.012,0.024,0.024,0.959,1.0,0.988
truncnorm,31.0,0.7,0.08,1000.0,0.7014264121509118,0.995,0.295,0.2935735878490881,0.991,0.291,0.2895735878490881,0.004,0.006,0.002,0.986,3.0,0.996
truncnorm,41.0,0.7,0.08,1000.0,0.7014264121509118,0.998,0.298,0.2965735878490881,0.996,0.296,0.2945735878490881,0.002,0.003,0.002,0.993,1.5,0.998
truncnorm,51.0,0.7,0.08,1000.0,0.7014264121509118,1.0,0.3,0.2985735878490881,1.0,0.3,0.2985735878490881,0.0,0.002,0.001,1.0,2.0,1.0
truncnorm,3.0,0.7,0.09,1000.0,0.7030134592133441,0.814,0.1139999999999999,0.1109865407866558,0.812,0.1120000000000001,0.1089865407866559,0.002,0.0,0.0,0.982,,0.998
truncnorm,5.0,0.7,0.09,1000.0,0.7030134592133441,0.873,0.173,0.1699865407866558,0.842,0.142,0.1389865407866558,0.031,0.015,0.03,0.818,0.5,0.964
truncnorm,7.0,0.7,0.09,1000.0,0.7030134592133441,0.908,0.208,0.2049865407866559,0.893,0.193,0.1899865407866559,0.015,0.026,0.018,0.927,1.444,0.983
truncnorm,9.0,0.7,0.09,1000.0,0.7030134592133441,0.928,0.2280000000000001,0.2249865407866559,0.905,0.205,0.2019865407866559,0.023,0.006,0.01,0.898,0.6,0.975
truncnorm,11.0,0.7,0.09,1000.0,0.7030134592133441,0.953,0.253,0.2499865407866558,0.932,0.2320000000000001,0.2289865407866559,0.021,0.014,0.012,0.916,1.167,0.978
