voters,mean,std,true_mean,true_std,majority_correct,d_majority_correct_d_voters,majority_correct_minus_true_mean,optimal_correct,optimal_correct_minus_majority_correct
5,0.7,1.28,0.5099257037274031,0.2850835894372168,0.513,-0.001,0.003,0.93,0.417
7,0.7,1.28,0.5099257037274031,0.2850835894372168,0.528,0.008,0.018,0.97,0.442
9,0.7,1.28,0.5099257037274031,0.2850835894372168,0.527,-0.001,0.017,0.985,0.458
11,0.7,1.28,0.5099257037274031,0.2850835894372168,0.522,-0.003,0.012,0.985,0.463
21,0.7,1.28,0.5099257037274031,0.2850835894372168,0.53,0.004,0.02,0.999,0.469
31,0.7,1.28,0.5099257037274031,0.2850835894372168,0.541,0.006,0.031,1.0,0.459
41,0.7,1.28,0.5099257037274031,0.2850835894372168,0.578,0.018,0.068,1.0,0.422
51,0.7,1.28,0.5099257037274031,0.2850835894372168,0.55,-0.014,0.04,1.0,0.45
3,0.7,2.56,0.5025201219707741,0.2873618405611304,0.5,0.0,-0.003,0.895,0.395
5,0.7,2.56,0.5025201219707741,0.2873618405611304,0.501,0.001,-0.002,0.942,0.441
7,0.7,2.56,0.5025201219707741,0.2873618405611304,0.502,0.001,-0.001,0.969,0.467
9,0.7,2.56,0.5025201219707741,0.2873618405611304,0.515,0.007,0.012,0.979,0.464
11,0.7,2.56,0.5025201219707741,0.2873618405611304,0.48,-0.018,-0.023,0.987,0.507
21,0.7,2.56,0.5025201219707741,0.2873618405611304,0.494,0.007,-0.009,1.0,0.506
31,0.7,2.56,0.5025201219707741,0.2873618405611304,0.509,0.008,0.006,1.0,0.491
41,0.7,2.56,0.5025201219707741,0.2873618405611304,0.498,-0.006,-0.005,1.0,0.502
51,0.7,2.56,0.5025201219707741,0.2873618405611304,0.532,0.017,0.029,1.0,0.468
3,0.75,0.01,0.75,0.01,0.861,0.0,0.111,0.861,0.0
5,0.75,0.01,0.75,0.01,0.882,0.011,0.132,0.882,0.0
7,0.75,0.01,0.75,0.01,0.925,0.022,0.175,0.925,0.0
9,0.75,0.01,0.75,0.01,0.961,0.018,0.211,0.961,0.0
11,0.75,0.01,0.75,0.01,0.966,0.003,0.216,0.966,0.0
21,0.75,0.01,0.75,0.01,0.991,0.013,0.241,0.991,0.0
31,0.75,0.01,0.75,0.01,0.998,0.004,0.248,0.998,0.0
41,0.75,0.01,0.75,0.01,1.0,0.001,0.25,1.0,0.0
51,0.75,0.01,0.75,0.01,1.0,0.0,0.25,1.0,0.0
3,0.75,0.02,0.75,0.02,0.84,0.0,0.09,0.84,0.0
5,0.75,0.02,0.75,0.02,0.889,0.025,0.139,0.889,0.0
7,0.75,0.02,0.75,0.02,0.922,0.017,0.172,0.922,0.0
9,0.75,0.02,0.75,0.02,0.948,0.013,0.198,0.948,0.0
11,0.75,0.02,0.75,0.02,0.967,0.01,0.217,0.967,0.0
21,0.75,0.02,0.75,0.02,0.994,0.014,0.244,0.994,0.0
31,0.75,0.02,0.75,0.02,1.0,0.003,0.25,1.0,0.0
41,0.75,0.02,0.75,0.02,0.998,-0.001,0.248,0.998,0.0
51,0.75,0.02,0.75,0.02,1.0,0.001,0.25,1.0,0.0
3,0.75,0.04,0.7499999999385702,0.0399999998087999,0.851,0.0,0.101,0.849,-0.002
5,0.75,0.04,0.7499999999385702,0.0399999998087999,0.913,0.031,0.163,0.914,0.001
7,0.75,0.04,0.7499999999385702,0.0399999998087999,0.924,0.006,0.174,0.925,0.001
9,0.75,0.04,0.7499999999385702,0.0399999998087999,0.961,0.018,0.211,0.963,0.002
11,0.75,0.04,0.7499999999385702,0.0399999998087999,0.974,0.007,0.224,0.974,0.0
21,0.75,0.04,0.7499999999385702,0.0399999998087999,0.994,0.01,0.244,0.994,0.0
31,0.75,0.04,0.7499999999385702,0.0399999998087999,0.998,0.002,0.248,0.996,-0.002
41,0.75,0.04,0.7499999999385702,0.0399999998087999,0.999,0.001,0.249,0.999,0.0
51,0.75,0.04,0.7499999999385702,0.0399999998087999,1.0,0.001,0.25,1.0,0.0
3,0.75,0.08,0.7497483741565512,0.0796070464809249,0.843,0.0,0.093,0.853,0.01
5,0.75,0.08,0.7497483741565512,0.0796070464809249,0.907,0.032,0.157,0.913,0.006
7,0.75,0.08,0.7497483741565512,0.0796070464809249,0.933,0.013,0.183,0.942,0.009
9,0.75,0.08,0.7497483741565512,0.0796070464809249,0.954,0.01,0.204,0.964,0.01
11,0.75,0.08,0.7497483741565512,0.0796070464809249,0.955,0.001,0.205,0.973,0.018
21,0.75,0.08,0.7497483741565512,0.0796070464809249,0.996,0.021,0.246,0.997,0.001
31,0.75,0.08,0.7497483741565512,0.0796070464809249,1.0,0.002,0.25,1.0,0.0
41,0.75,0.08,0.7497483741565512,0.0796070464809249,0.999,-0.001,0.249,1.0,0.001
51,0.75,0.08,0.7497483741565512,0.0796070464809249,1.0,0.001,0.25,1.0,0.0
3,0.75,0.16,0.7297751958636265,0.1419640790945204,0.81,0.0,0.08,0.859,0.049
5,0.75,0.16,0.7297751958636265,0.1419640790945204,0.858,0.024,0.128,0.901,0.043
7,0.75,0.16,0.7297751958636265,0.1419640790945204,0.905,0.024,0.175,0.952,0.047
9,0.75,0.16,0.7297751958636265,0.1419640790945204,0.938,0.016,0.208,0.978,0.04
11,0.75,0.16,0.7297751958636265,0.1419640790945204,0.939,0.001,0.209,0.976,0.037
21,0.75,0.16,0.7297751958636265,0.1419640790945204,0.985,0.023,0.255,0.998,0.013
31,0.75,0.16,0.7297751958636265,0.1419640790945204,0.996,0.006,0.266,1.0,0.004
41,0.75,0.16,0.7297751958636265,0.1419640790945204,0.998,0.001,0.268,1.0,0.002
51,0.75,0.16,0.7297751958636265,0.1419640790945204,1.0,0.001,0.27,1.0,0.0
3,0.75,0.32,0.6385337571747727,0.227063364800983,0.692,0.0,0.053,0.865,0.173
5,0.75,0.32,0.6385337571747727,0.227063364800983,0.748,0.028,0.109,0.912,0.164
7,0.75,0.32,0.6385337571747727,0.227063364800983,0.779,0.016,0.14,0.956,0.177
9,0.75,0.32,0.6385337571747727,0.227063364800983,0.827,0.024,0.188,0.964,0.137
11,0.75,0.32,0.6385337571747727,0.227063364800983,0.833,0.003,0.194,0.979,0.146
21,0.75,0.32,0.6385337571747727,0.227063364800983,0.902,0.035,0.263,1.0,0.098
31,0.75,0.32,0.6385337571747727,0.227063364800983,0.94,0.019,0.301,1.0,0.06
41,0.75,0.32,0.6385337571747727,0.227063364800983,0.971,0.016,0.332,1.0,0.029
51,0.75,0.32,0.6385337571747727,0.227063364800983,0.984,0.007,0.345,1.0,0.016
3,0.75,0.64,0.5464311734952103,0.274363478600564,0.563,0.0,0.017,0.868,0.305
5,0.75,0.64,0.5464311734952103,0.274363478600564,0.598,0.018,0.052,0.947,0.349
7,0.75,0.64,0.5464311734952103,0.274363478600564,0.606,0.004,0.06,0.957,0.351
9,0.75,0.64,0.5464311734952103,0.274363478600564,0.638,0.016,0.092,0.975,0.337
11,0.75,0.64,0.5464311734952103,0.274363478600564,0.611,-0.014,0.065,0.978,0.367
21,0.75,0.64,0.5464311734952103,0.274363478600564,0.679,0.034,0.133,0.999,0.32
31,0.75,0.64,0.5464311734952103,0.274363478600564,0.696,0.008,0.15,0.999,0.303
41,0.75,0.64,0.5464311734952103,0.274363478600564,0.756,0.03,0.21,1.0,0.244
51,0.75,0.64,0.5464311734952103,0.274363478600564,0.741,-0.008,0.195,1.0,0.259
3,0.75,1.28,0.5124054686409275,0.2850263410111577,0.534,0.0,0.022,0.885,0.351
5,0.75,1.28,0.5124054686409275,0.2850263410111577,0.524,-0.005,0.012,0.939,0.415
7,0.75,1.28,0.5124054686409275,0.2850263410111577,0.527,0.002,0.015,0.953,0.426
9,0.75,1.28,0.5124054686409275,0.2850263410111577,0.525,-0.001,0.013,0.986,0.461
11,0.75,1.28,0.5124054686409275,0.2850263410111577,0.533,0.004,0.021,0.985,0.452
21,0.75,1.28,0.5124054686409275,0.2850263410111577,0.531,-0.001,0.019,0.998,0.467
31,0.75,1.28,0.5124054686409275,0.2850263410111577,0.557,0.013,0.045,1.0,0.443
41,0.75,1.28,0.5124054686409275,0.2850263410111577,0.55,-0.004,0.038,1.0,0.45
51,0.75,1.28,0.5124054686409275,0.2850263410111577,0.554,0.002,0.042,1.0,0.446
3,0.75,2.56,0.5031501253270607,0.2873581274239671,0.497,0.0,-0.006,0.877,0.38
5,0.75,2.56,0.5031501253270607,0.2873581274239671,0.505,0.004,0.002,0.949,0.444
7,0.75,2.56,0.5031501253270607,0.2873581274239671,0.493,-0.006,-0.01,0.961,0.468
9,0.75,2.56,0.5031501253270607,0.2873581274239671,0.502,0.005,-0.001,0.979,0.477
11,0.75,2.56,0.5031501253270607,0.2873581274239671,0.515,0.007,0.012,0.989,0.474
21,0.75,2.56,0.5031501253270607,0.2873581274239671,0.517,0.001,0.014,0.999,0.482
31,0.75,2.56,0.5031501253270607,0.2873581274239671,0.501,-0.008,-0.002,1.0,0.499
41,0.75,2.56,0.5031501253270607,0.2873581274239671,0.519,0.009,0.016,1.0,0.481
51,0.75,2.56,0.5031501253270607,0.2873581274239671,0.54,0.011,0.037,1.0,0.46
3,0.8,0.01,0.8,0.01,0.889,0.0,0.089,0.889,0.0
5,0.8,0.01,0.8,0.01,0.939,0.025,0.139,0.939,0.0
7,0.8,0.01,0.8,0.01,0.97,0.016,0.17,0.97,0.0
9,0.8,0.01,0.8,0.01,0.977,0.004,0.177,0.977,0.0
11,0.8,0.01,0.8,0.01,0.988,0.006,0.188,0.988,0.0
21,0.8,0.01,0.8,0.01,1.0,0.006,0.2,1.0,0.0
31,0.8,0.01,0.8,0.01,1.0,0.0,0.2,1.0,0.0
41,0.8,0.01,0.8,0.01,1.0,0.0,0.2,1.0,0.0
51,0.8,0.01,0.8,0.01,1.0,0.0,0.2,1.0,0.0
3,0.8,0.02,0.8,0.02,0.897,0.0,0.097,0.897,0.0
5,0.8,0.02,0.8,0.02,0.957,0.03,0.157,0.957,0.0
7,0.8,0.02,0.8,0.02,0.96,0.002,0.16,0.96,0.0
9,0.8,0.02,0.8,0.02,0.977,0.009,0.177,0.977,0.0
11,0.8,0.02,0.8,0.02,0.988,0.006,0.188,0.988,0.0
21,0.8,0.02,0.8,0.02,0.999,0.006,0.199,0.999,0.0
31,0.8,0.02,0.8,0.02,1.0,0.001,0.2,1.0,0.0
41,0.8,0.02,0.8,0.02,1.0,0.0,0.2,1.0,0.0
51,0.8,0.02,0.8,0.02,1.0,0.0,0.2,1.0,0.0
3,0.8,0.04,0.7999999326340764,0.0399998324268573,0.884,0.0,0.084,0.884,0.0
5,0.8,0.04,0.7999999326340764,0.0399998324268573,0.928,0.022,0.128,0.929,0.001
7,0.8,0.04,0.7999999326340764,0.0399998324268573,0.959,0.015,0.159,0.961,0.002
9,0.8,0.04,0.7999999326340764,0.0399998324268573,0.986,0.014,0.186,0.985,-0.001
11,0.8,0.04,0.7999999326340764,0.0399998324268573,0.99,0.002,0.19,0.989,-0.001
21,0.8,0.04,0.7999999326340764,0.0399998324268573,0.999,0.005,0.199,0.999,0.0
31,0.8,0.04,0.7999999326340764,0.0399998324268573,1.0,0.001,0.2,1.0,0.0
41,0.8,0.04,0.7999999326340764,0.0399998324268573,1.0,0.0,0.2,1.0,0.0
51,0.8,0.04,0.7999999326340764,0.0399998324268573,1.0,0.0,0.2,1.0,0.0
3,0.8,0.08,0.7985439708429357,0.0781545275517545,0.907,0.0,0.108,0.905,-0.002
5,0.8,0.08,0.7985439708429357,0.0781545275517545,0.931,0.012,0.132,0.936,0.005
7,0.8,0.08,0.7985439708429357,0.0781545275517545,0.974,0.021,0.175,0.976,0.002
9,0.8,0.08,0.7985439708429357,0.0781545275517545,0.973,-0.001,0.174,0.983,0.01
11,0.8,0.08,0.7985439708429357,0.0781545275517545,0.987,0.007,0.188,0.992,0.005
21,0.8,0.08,0.7985439708429357,0.0781545275517545,0.999,0.006,0.2,0.999,0.0
31,0.8,0.08,0.7985439708429357,0.0781545275517545,1.0,0.001,0.201,1.0,0.0
41,0.8,0.08,0.7985439708429357,0.0781545275517545,1.0,0.0,0.201,1.0,0.0
51,0.8,0.08,0.7985439708429357,0.0781545275517545,1.0,0.0,0.201,1.0,0.0
3,0.8,0.16,0.7670262991644978,0.1339802014154996,0.864,0.0,0.097,0.898,0.034
5,0.8,0.16,0.7670262991644978,0.1339802014154996,0.907,0.022,0.14,0.936,0.029
7,0.8,0.16,0.7670262991644978,0.1339802014154996,0.943,0.018,0.176,0.971,0.028
9,0.8,0.16,0.7670262991644978,0.1339802014154996,0.965,0.011,0.198,0.978,0.013
11,0.8,0.16,0.7670262991644978,0.1339802014154996,0.966,0.001,0.199,0.987,0.021
21,0.8,0.16,0.7670262991644978,0.1339802014154996,0.996,0.015,0.229,1.0,0.004
31,0.8,0.16,0.7670262991644978,0.1339802014154996,1.0,0.002,0.233,1.0,0.0
41,0.8,0.16,0.7670262991644978,0.1339802014154996,1.0,0.0,0.233,1.0,0.0
51,0.8,0.16,0.7670262991644978,0.1339802014154996,1.0,0.0,0.233,1.0,0.0
3,0.8,0.32,0.662996996694915,0.2204616900085354,0.718,0.0,0.055,0.874,0.156
5,0.8,0.32,0.662996996694915,0.2204616900085354,0.776,0.029,0.113,0.929,0.153
7,0.8,0.32,0.662996996694915,0.2204616900085354,0.808,0.016,0.145,0.955,0.147
9,0.8,0.32,0.662996996694915,0.2204616900085354,0.844,0.018,0.181,0.975,0.131
11,0.8,0.32,0.662996996694915,0.2204616900085354,0.875,0.016,0.212,0.991,0.116
21,0.8,0.32,0.662996996694915,0.2204616900085354,0.933,0.029,0.27,0.997,0.064
31,0.8,0.32,0.662996996694915,0.2204616900085354,0.97,0.018,0.307,1.0,0.03
41,0.8,0.32,0.662996996694915,0.2204616900085354,0.986,0.008,0.323,1.0,0.014
51,0.8,0.32,0.662996996694915,0.2204616900085354,0.992,0.003,0.329,1.0,0.008
3,0.8,0.64,0.5555893318240682,0.273417648249734,0.609,0.0,0.053,0.873,0.264
5,0.8,0.64,0.5555893318240682,0.273417648249734,0.605,-0.002,0.049,0.954,0.349
7,0.8,0.64,0.5555893318240682,0.273417648249734,0.615,0.005,0.059,0.958,0.343
9,0.8,0.64,0.5555893318240682,0.273417648249734,0.643,0.014,0.087,0.974,0.331
11,0.8,0.64,0.5555893318240682,0.273417648249734,0.639,-0.002,0.083,0.985,0.346
21,0.8,0.64,0.5555893318240682,0.273417648249734,0.69,0.025,0.134,0.998,0.308
31,0.8,0.64,0.5555893318240682,0.273417648249734,0.738,0.024,0.182,1.0,0.262
41,0.8,0.64,0.5555893318240682,0.273417648249734,0.788,0.025,0.232,1.0,0.212
51,0.8,0.64,0.5555893318240682,0.273417648249734,0.789,0.001,0.233,1.0,0.211
3,0.8,1.28,0.5148841272485516,0.2849564048726705,0.526,0.0,0.011,0.883,0.357
5,0.8,1.28,0.5148841272485516,0.2849564048726705,0.538,0.006,0.023,0.935,0.397
7,0.8,1.28,0.5148841272485516,0.2849564048726705,0.53,-0.004,0.015,0.976,0.446
9,0.8,1.28,0.5148841272485516,0.2849564048726705,0.526,-0.002,0.011,0.979,0.453
11,0.8,1.28,0.5148841272485516,0.2849564048726705,0.571,0.022,0.056,0.982,0.411
21,0.8,1.28,0.5148841272485516,0.2849564048726705,0.543,-0.014,0.028,0.999,0.456
31,0.8,1.28,0.5148841272485516,0.2849564048726705,0.578,0.017,0.063,1.0,0.422
41,0.8,1.28,0.5148841272485516,0.2849564048726705,0.573,-0.003,0.058,1.0,0.427
51,0.8,1.28,0.5148841272485516,0.2849564048726705,0.591,0.009,0.076,1.0,0.409
3,0.8,2.56,0.5037801105934989,0.2873535892871249,0.516,0.0,0.012,0.89,0.374
5,0.8,2.56,0.5037801105934989,0.2873535892871249,0.512,-0.002,0.008,0.945,0.433
7,0.8,2.56,0.5037801105934989,0.2873535892871249,0.524,0.006,0.02,0.971,0.447
9,0.8,2.56,0.5037801105934989,0.2873535892871249,0.531,0.004,0.027,0.979,0.448
11,0.8,2.56,0.5037801105934989,0.2873535892871249,0.543,0.006,0.039,0.987,0.444
21,0.8,2.56,0.5037801105934989,0.2873535892871249,0.505,-0.019,0.001,0.999,0.494
31,0.8,2.56,0.5037801105934989,0.2873535892871249,0.528,0.012,0.024,1.0,0.472
41,0.8,2.56,0.5037801105934989,0.2873535892871249,0.532,0.002,0.028,1.0,0.468
51,0.8,2.56,0.5037801105934989,0.2873535892871249,0.523,-0.005,0.019,1.0,0.477
3,0.85,0.01,0.85,0.01,0.934,0.0,0.084,0.934,0.0
5,0.85,0.01,0.85,0.01,0.968,0.017,0.118,0.968,0.0
7,0.85,0.01,0.85,0.01,0.994,0.013,0.144,0.994,0.0
9,0.85,0.01,0.85,0.01,0.993,-0.001,0.143,0.993,0.0
11,0.85,0.01,0.85,0.01,0.995,0.001,0.145,0.995,0.0
21,0.85,0.01,0.85,0.01,1.0,0.003,0.15,1.0,0.0
31,0.85,0.01,0.85,0.01,1.0,0.0,0.15,1.0,0.0
41,0.85,0.01,0.85,0.01,1.0,0.0,0.15,1.0,0.0
51,0.85,0.01,0.85,0.01,1.0,0.0,0.15,1.0,0.0
3,0.85,0.02,0.8499999999999929,0.0199999999999736,0.923,0.0,0.073,0.923,0.0
5,0.85,0.02,0.8499999999999929,0.0199999999999736,0.977,0.027,0.127,0.977,0.0
7,0.85,0.02,0.8499999999999929,0.0199999999999736,0.988,0.006,0.138,0.988,0.0
9,0.85,0.02,0.8499999999999929,0.0199999999999736,0.994,0.003,0.144,0.994,0.0
11,0.85,0.02,0.8499999999999929,0.0199999999999736,0.998,0.002,0.148,0.998,0.0
21,0.85,0.02,0.8499999999999929,0.0199999999999736,1.0,0.001,0.15,1.0,0.0
31,0.85,0.02,0.8499999999999929,0.0199999999999736,1.0,0.0,0.15,1.0,0.0
41,0.85,0.02,0.8499999999999929,0.0199999999999736,1.0,0.0,0.15,1.0,0.0
51,0.85,0.02,0.8499999999999929,0.0199999999999736,1.0,0.0,0.15,1.0,0.0
3,0.85,0.04,0.8499845133035432,0.0399711426205227,0.927,0.0,0.077,0.928,0.001
5,0.85,0.04,0.8499845133035432,0.0399711426205227,0.971,0.022,0.121,0.97,-0.001
7,0.85,0.04,0.8499845133035432,0.0399711426205227,0.992,0.011,0.142,0.991,-0.001
9,0.85,0.04,0.8499845133035432,0.0399711426205227,0.997,0.003,0.147,0.997,0.0
11,0.85,0.04,0.8499845133035432,0.0399711426205227,0.998,0.001,0.148,0.998,0.0
21,0.85,0.04,0.8499845133035432,0.0399711426205227,1.0,0.001,0.15,1.0,0.0
31,0.85,0.04,0.8499845133035432,0.0399711426205227,1.0,0.0,0.15,1.0,0.0
41,0.85,0.04,0.8499845133035432,0.0399711426205227,1.0,0.0,0.15,1.0,0.0
51,0.85,0.04,0.8499845133035432,0.0399711426205227,1.0,0.0,0.15,1.0,0.0
3,0.85,0.08,0.844185234117554,0.0741605581238969,0.923,0.0,0.079,0.931,0.008
5,0.85,0.08,0.844185234117554,0.0741605581238969,0.96,0.018,0.116,0.966,0.006
7,0.85,0.08,0.844185234117554,0.0741605581238969,0.991,0.016,0.147,0.99,-0.001
9,0.85,0.08,0.844185234117554,0.0741605581238969,0.993,0.001,0.149,0.992,-0.001
11,0.85,0.08,0.844185234117554,0.0741605581238969,0.998,0.003,0.154,0.996,-0.002
21,0.85,0.08,0.844185234117554,0.0741605581238969,1.0,0.001,0.156,1.0,0.0
31,0.85,0.08,0.844185234117554,0.0741605581238969,1.0,0.0,0.156,1.0,0.0
41,0.85,0.08,0.844185234117554,0.0741605581238969,1.0,0.0,0.156,1.0,0.0
51,0.85,0.08,0.844185234117554,0.0741605581238969,1.0,0.0,0.156,1.0,0.0
3,0.85,0.16,0.7997988303159214,0.1248991946991058,0.893,0.0,0.093,0.913,0.02
5,0.85,0.16,0.7997988303159214,0.1248991946991058,0.948,0.027,0.148,0.965,0.017
7,0.85,0.16,0.7997988303159214,0.1248991946991058,0.96,0.006,0.16,0.984,0.024
9,0.85,0.16,0.7997988303159214,0.1248991946991058,0.982,0.011,0.182,0.99,0.008
11,0.85,0.16,0.7997988303159214,0.1248991946991058,0.99,0.004,0.19,0.997,0.007
21,0.85,0.16,0.7997988303159214,0.1248991946991058,1.0,0.005,0.2,0.999,-0.001
31,0.85,0.16,0.7997988303159214,0.1248991946991058,1.0,0.0,0.2,1.0,0.0
41,0.85,0.16,0.7997988303159214,0.1248991946991058,1.0,0.0,0.2,1.0,0.0
51,0.85,0.16,0.7997988303159214,0.1248991946991058,1.0,0.0,0.2,1.0,0.0
3,0.85,0.32,0.6859681938940367,0.213226599978182,0.766,0.0,0.08,0.893,0.127
5,0.85,0.32,0.6859681938940367,0.213226599978182,0.791,0.013,0.105,0.916,0.125
7,0.85,0.32,0.6859681938940367,0.213226599978182,0.843,0.026,0.157,0.945,0.102
9,0.85,0.32,0.6859681938940367,0.213226599978182,0.872,0.015,0.186,0.98,0.108
11,0.85,0.32,0.6859681938940367,0.213226599978182,0.901,0.015,0.215,0.994,0.093
21,0.85,0.32,0.6859681938940367,0.213226599978182,0.976,0.037,0.29,0.999,0.023
31,0.85,0.32,0.6859681938940367,0.213226599978182,0.987,0.006,0.301,0.999,0.012
41,0.85,0.32,0.6859681938940367,0.213226599978182,0.993,0.003,0.307,1.0,0.007
51,0.85,0.32,0.6859681938940367,0.213226599978182,0.997,0.002,0.311,1.0,0.003
3,0.85,0.64,0.5646789129374159,0.2723091992651656,0.593,0.0,0.028,0.88,0.287
5,0.85,0.64,0.5646789129374159,0.2723091992651656,0.628,0.018,0.063,0.942,0.314
7,0.85,0.64,0.5646789129374159,0.2723091992651656,0.623,-0.003,0.058,0.945,0.322
9,0.85,0.64,0.5646789129374159,0.2723091992651656,0.669,0.023,0.104,0.982,0.313
11,0.85,0.64,0.5646789129374159,0.2723091992651656,0.688,0.009,0.123,0.985,0.297
21,0.85,0.64,0.5646789129374159,0.2723091992651656,0.702,0.007,0.137,1.0,0.298
31,0.85,0.64,0.5646789129374159,0.2723091992651656,0.757,0.028,0.192,1.0,0.243
41,0.85,0.64,0.5646789129374159,0.2723091992651656,0.809,0.026,0.244,1.0,0.191
51,0.85,0.64,0.5646789129374159,0.2723091992651656,0.816,0.003,0.251,1.0,0.184
3,0.85,1.28,0.5173614593274731,0.2848738014802637,0.512,0.0,-0.005,0.888,0.376
5,0.85,1.28,0.5173614593274731,0.2848738014802637,0.514,0.001,-0.003,0.944,0.43
7,0.85,1.28,0.5173614593274731,0.2848738014802637,0.535,0.011,0.018,0.972,0.437
9,0.85,1.28,0.5173614593274731,0.2848738014802637,0.565,0.015,0.048,0.98,0.415
11,0.85,1.28,0.5173614593274731,0.2848738014802637,0.582,0.009,0.065,0.987,0.405
21,0.85,1.28,0.5173614593274731,0.2848738014802637,0.584,0.001,0.067,0.999,0.415
31,0.85,1.28,0.5173614593274731,0.2848738014802637,0.591,0.004,0.074,1.0,0.409
41,0.85,1.28,0.5173614593274731,0.2848738014802637,0.584,-0.004,0.067,1.0,0.416
51,0.85,1.28,0.5173614593274731,0.2848738014802637,0.6,0.008,0.083,1.0,0.4
3,0.85,2.56,0.5044100741532065,0.2873482262357409,0.51,0.0,0.006,0.871,0.361
5,0.85,2.56,0.5044100741532065,0.2873482262357409,0.507,-0.002,0.003,0.941,0.434
7,0.85,2.56,0.5044100741532065,0.2873482262357409,0.487,-0.01,-0.017,0.962,0.475
9,0.85,2.56,0.5044100741532065,0.2873482262357409,0.483,-0.002,-0.021,0.977,0.494
11,0.85,2.56,0.5044100741532065,0.2873482262357409,0.49,0.004,-0.014,0.991,0.501
21,0.85,2.56,0.5044100741532065,0.2873482262357409,0.529,0.02,0.025,1.0,0.471
31,0.85,2.56,0.5044100741532065,0.2873482262357409,0.528,-0.001,0.024,1.0,0.472
41,0.85,2.56,0.5044100741532065,0.2873482262357409,0.555,0.014,0.051,1.0,0.445
51,0.85,2.56,0.5044100741532065,0.2873482262357409,0.539,-0.008,0.035,1.0,0.461
3,0.9,0.01,0.9,0.01,0.973,0.0,0.073,0.973,0.0
5,0.9,0.01,0.9,0.01,0.991,0.009,0.091,0.991,0.0
7,0.9,0.01,0.9,0.01,0.997,0.003,0.097,0.997,0.0
9,0.9,0.01,0.9,0.01,0.999,0.001,0.099,0.999,0.0
11,0.9,0.01,0.9,0.01,1.0,0.001,0.1,1.0,0.0
21,0.9,0.01,0.9,0.01,1.0,0.0,0.1,1.0,0.0
31,0.9,0.01,0.9,0.01,1.0,0.0,0.1,1.0,0.0
41,0.9,0.01,0.9,0.01,1.0,0.0,0.1,1.0,0.0
51,0.9,0.01,0.9,0.01,1.0,0.0,0.1,1.0,0.0
3,0.9,0.02,0.8999999618679678,0.0199999056229612,0.971,0.0,0.071,0.971,0.0
5,0.9,0.02,0.8999999618679678,0.0199999056229612,0.992,0.011,0.092,0.992,0.0
7,0.9,0.02,0.8999999618679678,0.0199999056229612,1.0,0.004,0.1,1.0,0.0
9,0.9,0.02,0.8999999618679678,0.0199999056229612,0.998,-0.001,0.098,0.998,0.0
11,0.9,0.02,0.8999999618679678,0.0199999056229612,1.0,0.001,0.1,1.0,0.0
21,0.9,0.02,0.8999999618679678,0.0199999056229612,1.0,0.0,0.1,1.0,0.0
31,0.9,0.02,0.8999999618679678,0.0199999056229612,1.0,0.0,0.1,1.0,0.0
41,0.9,0.02,0.8999999618679678,0.0199999056229612,1.0,0.0,0.1,1.0,0.0
51,0.9,0.02,0.8999999618679678,0.0199999056229612,1.0,0.0,0.1,1.0,0.0
3,0.9,0.04,0.8992488782186222,0.0390522055678438,0.972,0.0,0.073,0.972,0.0
5,0.9,0.04,0.8992488782186222,0.0390522055678438,0.991,0.01,0.092,0.991,0.0
7,0.9,0.04,0.8992488782186222,0.0390522055678438,0.999,0.004,0.1,0.999,0.0
9,0.9,0.04,0.8992488782186222,0.0390522055678438,1.0,0.001,0.101,1.0,0.0
11,0.9,0.04,0.8992488782186222,0.0390522055678438,1.0,0.0,0.101,1.0,0.0
21,0.9,0.04,0.8992488782186222,0.0390522055678438,1.0,0.0,0.101,1.0,0.0
31,0.9,0.04,0.8992488782186222,0.0390522055678438,1.0,0.0,0.101,1.0,0.0
41,0.9,0.04,0.8992488782186222,0.0390522055678438,1.0,0.0,0.101,1.0,0.0
51,0.9,0.04,0.8992488782186222,0.0390522055678438,1.0,0.0,0.101,1.0,0.0
3,0.9,0.08,0.8833631698837304,0.0669041829945759,0.964,0.0,0.081,0.966,0.002
5,0.9,0.08,0.8833631698837304,0.0669041829945759,0.986,0.011,0.103,0.989,0.003
7,0.9,0.08,0.8833631698837304,0.0669041829945759,0.997,0.006,0.114,0.998,0.001
9,0.9,0.08,0.8833631698837304,0.0669041829945759,0.999,0.001,0.116,0.999,0.0
11,0.9,0.08,0.8833631698837304,0.0669041829945759,0.998,-0.001,0.115,1.0,0.002
21,0.9,0.08,0.8833631698837304,0.0669041829945759,1.0,0.001,0.117,1.0,0.0
31,0.9,0.08,0.8833631698837304,0.0669041829945759,1.0,0.0,0.117,1.0,0.0
41,0.9,0.08,0.8833631698837304,0.0669041829945759,1.0,0.0,0.117,1.0,0.0
51,0.9,0.08,0.8833631698837304,0.0669041829945759,1.0,0.0,0.117,1.0,0.0
3,0.9,0.16,0.8279875166234255,0.1152603758563003,0.91,0.0,0.082,0.937,0.027
5,0.9,0.16,0.8279875166234255,0.1152603758563003,0.966,0.028,0.138,0.981,0.015
7,0.9,0.16,0.8279875166234255,0.1152603758563003,0.978,0.006,0.15,0.992,0.014
9,0.9,0.16,0.8279875166234255,0.1152603758563003,0.992,0.007,0.164,0.996,0.004
11,0.9,0.16,0.8279875166234255,0.1152603758563003,0.996,0.002,0.168,0.997,0.001
