voters,mean,std,true_mean,true_std,majority_correct,d_majority_correct_d_voters,majority_correct_minus_true_mean,optimal_correct,optimal_correct_minus_majority_correct
9,0.7,0.32,0.7407068605415329,0.1378414411663158,0.937,0.005,0.196,0.98,0.043
11,0.7,0.32,0.7407068605415329,0.1378414411663158,0.964,0.013,0.223,0.978,0.014
21,0.7,0.32,0.7407068605415329,0.1378414411663158,0.991,0.014,0.25,0.999,0.008
31,0.7,0.32,0.7407068605415329,0.1378414411663158,0.999,0.004,0.258,1.0,0.001
41,0.7,0.32,0.7407068605415329,0.1378414411663158,1.0,0.001,0.259,1.0,0.0
51,0.7,0.32,0.7407068605415329,0.1378414411663158,1.0,0.0,0.259,1.0,0.0
3,0.7,0.64,0.7475278660881964,0.1423001020684838,0.844,0.0,0.096,0.877,0.033
5,0.7,0.64,0.7475278660881964,0.1423001020684838,0.888,0.022,0.14,0.932,0.044
7,0.7,0.64,0.7475278660881964,0.1423001020684838,0.93,0.021,0.182,0.967,0.037
9,0.7,0.64,0.7475278660881964,0.1423001020684838,0.948,0.009,0.2,0.98,0.032
11,0.7,0.64,0.7475278660881964,0.1423001020684838,0.961,0.007,0.213,0.99,0.029
21,0.7,0.64,0.7475278660881964,0.1423001020684838,0.995,0.017,0.247,1.0,0.005
31,0.7,0.64,0.7475278660881964,0.1423001020684838,0.996,0.001,0.248,1.0,0.004
41,0.7,0.64,0.7475278660881964,0.1423001020684838,1.0,0.002,0.252,1.0,0.0
51,0.7,0.64,0.7475278660881964,0.1423001020684838,1.0,0.0,0.252,1.0,0.0
3,0.7,1.28,0.7493724721854067,0.1433969127796196,0.842,0.0,0.093,0.881,0.039
5,0.7,1.28,0.7493724721854067,0.1433969127796196,0.897,0.028,0.148,0.946,0.049
7,0.7,1.28,0.7493724721854067,0.1433969127796196,0.941,0.022,0.192,0.971,0.03
9,0.7,1.28,0.7493724721854067,0.1433969127796196,0.951,0.005,0.202,0.982,0.031
11,0.7,1.28,0.7493724721854067,0.1433969127796196,0.969,0.009,0.22,0.987,0.018
21,0.7,1.28,0.7493724721854067,0.1433969127796196,0.997,0.014,0.248,0.999,0.002
31,0.7,1.28,0.7493724721854067,0.1433969127796196,0.998,0.001,0.249,1.0,0.002
41,0.7,1.28,0.7493724721854067,0.1433969127796196,1.0,0.001,0.251,1.0,0.0
51,0.7,1.28,0.7493724721854067,0.1433969127796196,1.0,0.0,0.251,1.0,0.0
3,0.7,2.56,0.7498425221468892,0.143669507043367,0.839,0.0,0.089,0.876,0.037
5,0.7,2.56,0.7498425221468892,0.143669507043367,0.897,0.029,0.147,0.943,0.046
7,0.7,2.56,0.7498425221468892,0.143669507043367,0.946,0.024,0.196,0.971,0.025
9,0.7,2.56,0.7498425221468892,0.143669507043367,0.952,0.003,0.202,0.982,0.03
11,0.7,2.56,0.7498425221468892,0.143669507043367,0.962,0.005,0.212,0.991,0.029
21,0.7,2.56,0.7498425221468892,0.143669507043367,0.996,0.017,0.246,1.0,0.004
31,0.7,2.56,0.7498425221468892,0.143669507043367,0.999,0.002,0.249,1.0,0.001
41,0.7,2.56,0.7498425221468892,0.143669507043367,1.0,0.001,0.25,1.0,0.0
51,0.7,2.56,0.7498425221468892,0.143669507043367,1.0,0.0,0.25,1.0,0.0
3,0.75,0.01,0.75,0.01,0.849,0.0,0.099,0.849,0.0
5,0.75,0.01,0.75,0.01,0.888,0.02,0.138,0.888,0.0
7,0.75,0.01,0.75,0.01,0.929,0.021,0.179,0.929,0.0
9,0.75,0.01,0.75,0.01,0.944,0.007,0.194,0.944,0.0
11,0.75,0.01,0.75,0.01,0.97,0.013,0.22,0.97,0.0
21,0.75,0.01,0.75,0.01,0.994,0.012,0.244,0.994,0.0
31,0.75,0.01,0.75,0.01,0.999,0.003,0.249,0.999,0.0
41,0.75,0.01,0.75,0.01,1.0,0.001,0.25,1.0,0.0
51,0.75,0.01,0.75,0.01,1.0,0.0,0.25,1.0,0.0
3,0.75,0.02,0.75,0.02,0.82,0.0,0.07,0.82,0.0
5,0.75,0.02,0.75,0.02,0.882,0.031,0.132,0.882,0.0
7,0.75,0.02,0.75,0.02,0.934,0.026,0.184,0.934,0.0
9,0.75,0.02,0.75,0.02,0.947,0.006,0.197,0.947,0.0
11,0.75,0.02,0.75,0.02,0.969,0.011,0.219,0.969,0.0
21,0.75,0.02,0.75,0.02,0.992,0.012,0.242,0.991,-0.001
31,0.75,0.02,0.75,0.02,0.998,0.003,0.248,0.998,0.0
41,0.75,0.02,0.75,0.02,0.999,0.001,0.249,0.999,0.0
51,0.75,0.02,0.75,0.02,1.0,0.001,0.25,1.0,0.0
3,0.75,0.04,0.75,0.0399999996175998,0.835,0.0,0.085,0.836,0.001
5,0.75,0.04,0.75,0.0399999996175998,0.893,0.029,0.143,0.894,0.001
7,0.75,0.04,0.75,0.0399999996175998,0.92,0.014,0.17,0.921,0.001
9,0.75,0.04,0.75,0.0399999996175998,0.937,0.009,0.187,0.938,0.001
11,0.75,0.04,0.75,0.0399999996175998,0.974,0.018,0.224,0.976,0.002
21,0.75,0.04,0.75,0.0399999996175998,0.994,0.01,0.244,0.993,-0.001
31,0.75,0.04,0.75,0.0399999996175998,0.999,0.003,0.249,1.0,0.001
41,0.75,0.04,0.75,0.0399999996175998,1.0,0.001,0.25,1.0,0.0
51,0.75,0.04,0.75,0.0399999996175998,1.0,0.0,0.25,1.0,0.0
3,0.75,0.08,0.75,0.0792122079161315,0.846,0.0,0.096,0.86,0.014
5,0.75,0.08,0.75,0.0792122079161315,0.887,0.021,0.137,0.894,0.007
7,0.75,0.08,0.75,0.0792122079161315,0.916,0.015,0.166,0.927,0.011
9,0.75,0.08,0.75,0.0792122079161315,0.956,0.02,0.206,0.967,0.011
11,0.75,0.08,0.75,0.0792122079161315,0.962,0.003,0.212,0.97,0.008
21,0.75,0.08,0.75,0.0792122079161315,0.992,0.015,0.242,0.992,0.0
31,0.75,0.08,0.75,0.0792122079161315,0.998,0.003,0.248,1.0,0.002
41,0.75,0.08,0.75,0.0792122079161315,1.0,0.001,0.25,1.0,0.0
51,0.75,0.08,0.75,0.0792122079161315,1.0,0.0,0.25,1.0,0.0
3,0.75,0.16,0.75,0.121831827498384,0.848,0.0,0.098,0.862,0.014
5,0.75,0.16,0.75,0.121831827498384,0.898,0.025,0.148,0.933,0.035
7,0.75,0.16,0.75,0.121831827498384,0.918,0.01,0.168,0.958,0.04
9,0.75,0.16,0.75,0.121831827498384,0.937,0.01,0.187,0.972,0.035
11,0.75,0.16,0.75,0.121831827498384,0.955,0.009,0.205,0.975,0.02
21,0.75,0.16,0.75,0.121831827498384,0.991,0.018,0.241,0.997,0.006
31,0.75,0.16,0.75,0.121831827498384,1.0,0.005,0.25,1.0,0.0
41,0.75,0.16,0.75,0.121831827498384,1.0,0.0,0.25,1.0,0.0
51,0.75,0.16,0.75,0.121831827498384,1.0,0.0,0.25,1.0,0.0
3,0.75,0.32,0.75,0.1380159869240552,0.839,0.0,0.089,0.865,0.026
5,0.75,0.32,0.75,0.1380159869240552,0.896,0.029,0.146,0.928,0.032
7,0.75,0.32,0.75,0.1380159869240552,0.928,0.016,0.178,0.971,0.043
9,0.75,0.32,0.75,0.1380159869240552,0.937,0.005,0.187,0.982,0.045
11,0.75,0.32,0.75,0.1380159869240552,0.966,0.014,0.216,0.987,0.021
21,0.75,0.32,0.75,0.1380159869240552,0.994,0.014,0.244,0.999,0.005
31,0.75,0.32,0.75,0.1380159869240552,0.999,0.003,0.249,1.0,0.001
41,0.75,0.32,0.75,0.1380159869240552,1.0,0.001,0.25,1.0,0.0
51,0.75,0.32,0.75,0.1380159869240552,0.999,-0.001,0.249,1.0,0.001
3,0.75,0.64,0.75,0.1423127615011607,0.851,0.0,0.101,0.89,0.039
5,0.75,0.64,0.75,0.1423127615011607,0.9,0.025,0.15,0.945,0.045
7,0.75,0.64,0.75,0.1423127615011607,0.919,0.01,0.169,0.956,0.037
9,0.75,0.64,0.75,0.1423127615011607,0.952,0.016,0.202,0.979,0.027
11,0.75,0.64,0.75,0.1423127615011607,0.969,0.009,0.219,0.989,0.02
21,0.75,0.64,0.75,0.1423127615011607,0.993,0.012,0.243,1.0,0.007
31,0.75,0.64,0.75,0.1423127615011607,1.0,0.004,0.25,1.0,0.0
41,0.75,0.64,0.75,0.1423127615011607,1.0,0.0,0.25,1.0,0.0
51,0.75,0.64,0.75,0.1423127615011607,1.0,0.0,0.25,1.0,0.0
3,0.75,1.28,0.75,0.143397733057198,0.854,0.0,0.104,0.895,0.041
5,0.75,1.28,0.75,0.143397733057198,0.89,0.018,0.14,0.933,0.043
7,0.75,1.28,0.75,0.143397733057198,0.934,0.022,0.184,0.966,0.032
9,0.75,1.28,0.75,0.143397733057198,0.952,0.009,0.202,0.986,0.034
11,0.75,1.28,0.75,0.143397733057198,0.967,0.008,0.217,0.987,0.02
21,0.75,1.28,0.75,0.143397733057198,0.994,0.014,0.244,0.999,0.005
31,0.75,1.28,0.75,0.143397733057198,0.998,0.002,0.248,1.0,0.002
41,0.75,1.28,0.75,0.143397733057198,1.0,0.001,0.25,1.0,0.0
51,0.75,1.28,0.75,0.143397733057198,1.0,0.0,0.25,1.0,0.0
3,0.75,2.56,0.75,0.1436695587713499,0.845,0.0,0.095,0.889,0.044
5,0.75,2.56,0.75,0.1436695587713499,0.887,0.021,0.137,0.944,0.057
7,0.75,2.56,0.75,0.1436695587713499,0.933,0.023,0.183,0.959,0.026
9,0.75,2.56,0.75,0.1436695587713499,0.956,0.011,0.206,0.978,0.022
11,0.75,2.56,0.75,0.1436695587713499,0.969,0.007,0.219,0.989,0.02
21,0.75,2.56,0.75,0.1436695587713499,0.994,0.013,0.244,1.0,0.006
31,0.75,2.56,0.75,0.1436695587713499,0.997,0.002,0.247,1.0,0.003
41,0.75,2.56,0.75,0.1436695587713499,0.999,0.001,0.249,1.0,0.001
51,0.75,2.56,0.75,0.1436695587713499,1.0,0.001,0.25,1.0,0.0
3,0.8,0.01,0.8,0.01,0.923,0.0,0.123,0.923,0.0
5,0.8,0.01,0.8,0.01,0.933,0.005,0.133,0.933,0.0
7,0.8,0.01,0.8,0.01,0.965,0.016,0.165,0.965,0.0
9,0.8,0.01,0.8,0.01,0.979,0.007,0.179,0.979,0.0
11,0.8,0.01,0.8,0.01,0.985,0.003,0.185,0.985,0.0
21,0.8,0.01,0.8,0.01,1.0,0.008,0.2,1.0,0.0
31,0.8,0.01,0.8,0.01,1.0,0.0,0.2,1.0,0.0
41,0.8,0.01,0.8,0.01,1.0,0.0,0.2,1.0,0.0
51,0.8,0.01,0.8,0.01,1.0,0.0,0.2,1.0,0.0
3,0.8,0.02,0.8,0.02,0.888,0.0,0.088,0.888,0.0
5,0.8,0.02,0.8,0.02,0.956,0.034,0.156,0.956,0.0
7,0.8,0.02,0.8,0.02,0.971,0.008,0.171,0.971,0.0
9,0.8,0.02,0.8,0.02,0.975,0.002,0.175,0.975,0.0
11,0.8,0.02,0.8,0.02,0.993,0.009,0.193,0.993,0.0
21,0.8,0.02,0.8,0.02,1.0,0.004,0.2,1.0,0.0
31,0.8,0.02,0.8,0.02,1.0,0.0,0.2,1.0,0.0
41,0.8,0.02,0.8,0.02,1.0,0.0,0.2,1.0,0.0
51,0.8,0.02,0.8,0.02,1.0,0.0,0.2,1.0,0.0
3,0.8,0.04,0.7999999326340882,0.0399998324268134,0.903,0.0,0.103,0.903,0.0
5,0.8,0.04,0.7999999326340882,0.0399998324268134,0.939,0.018,0.139,0.94,0.001
7,0.8,0.04,0.7999999326340882,0.0399998324268134,0.967,0.014,0.167,0.967,0.0
9,0.8,0.04,0.7999999326340882,0.0399998324268134,0.982,0.008,0.182,0.982,0.0
11,0.8,0.04,0.7999999326340882,0.0399998324268134,0.983,0.001,0.183,0.987,0.004
21,0.8,0.04,0.7999999326340882,0.0399998324268134,1.0,0.009,0.2,1.0,0.0
31,0.8,0.04,0.7999999326340882,0.0399998324268134,1.0,0.0,0.2,1.0,0.0
41,0.8,0.04,0.7999999326340882,0.0399998324268134,1.0,0.0,0.2,1.0,0.0
51,0.8,0.04,0.7999999326340882,0.0399998324268134,1.0,0.0,0.2,1.0,0.0
3,0.8,0.08,0.7985735878490882,0.0780979656281642,0.893,0.0,0.094,0.896,0.003
5,0.8,0.08,0.7985735878490882,0.0780979656281642,0.943,0.025,0.144,0.956,0.013
7,0.8,0.08,0.7985735878490882,0.0780979656281642,0.968,0.013,0.169,0.976,0.008
9,0.8,0.08,0.7985735878490882,0.0780979656281642,0.983,0.008,0.184,0.987,0.004
11,0.8,0.08,0.7985735878490882,0.0780979656281642,0.984,0.001,0.185,0.986,0.002
21,0.8,0.08,0.7985735878490882,0.0780979656281642,0.999,0.008,0.2,1.0,0.001
31,0.8,0.08,0.7985735878490882,0.0780979656281642,1.0,0.001,0.201,1.0,0.0
41,0.8,0.08,0.7985735878490882,0.0780979656281642,1.0,0.0,0.201,1.0,0.0
51,0.8,0.08,0.7985735878490882,0.0780979656281642,1.0,0.0,0.201,1.0,0.0
3,0.8,0.16,0.7787596396297577,0.1203812682978136,0.876,0.0,0.097,0.907,0.031
5,0.8,0.16,0.7787596396297577,0.1203812682978136,0.914,0.019,0.135,0.942,0.028
7,0.8,0.16,0.7787596396297577,0.1203812682978136,0.95,0.018,0.171,0.967,0.017
9,0.8,0.16,0.7787596396297577,0.1203812682978136,0.967,0.009,0.188,0.979,0.012
11,0.8,0.16,0.7787596396297577,0.1203812682978136,0.973,0.003,0.194,0.991,0.018
21,0.8,0.16,0.7787596396297577,0.1203812682978136,0.997,0.012,0.218,1.0,0.003
31,0.8,0.16,0.7787596396297577,0.1203812682978136,1.0,0.002,0.221,1.0,0.0
41,0.8,0.16,0.7787596396297577,0.1203812682978136,1.0,0.0,0.221,1.0,0.0
51,0.8,0.16,0.7787596396297577,0.1203812682978136,1.0,0.0,0.221,1.0,0.0
3,0.8,0.32,0.7592931394584671,0.1378414411663158,0.861,0.0,0.102,0.892,0.031
5,0.8,0.32,0.7592931394584671,0.1378414411663158,0.896,0.018,0.137,0.934,0.038
7,0.8,0.32,0.7592931394584671,0.1378414411663158,0.941,0.022,0.182,0.97,0.029
9,0.8,0.32,0.7592931394584671,0.1378414411663158,0.951,0.005,0.192,0.981,0.03
11,0.8,0.32,0.7592931394584671,0.1378414411663158,0.979,0.014,0.22,0.988,0.009
21,0.8,0.32,0.7592931394584671,0.1378414411663158,0.994,0.008,0.235,0.998,0.004
31,0.8,0.32,0.7592931394584671,0.1378414411663158,0.999,0.003,0.24,1.0,0.001
41,0.8,0.32,0.7592931394584671,0.1378414411663158,1.0,0.001,0.241,1.0,0.0
51,0.8,0.32,0.7592931394584671,0.1378414411663158,0.999,-0.001,0.24,1.0,0.001
3,0.8,0.64,0.7524721339118036,0.1423001020684838,0.856,0.0,0.104,0.874,0.018
5,0.8,0.64,0.7524721339118036,0.1423001020684838,0.914,0.029,0.162,0.949,0.035
7,0.8,0.64,0.7524721339118036,0.1423001020684838,0.924,0.005,0.172,0.967,0.043
9,0.8,0.64,0.7524721339118036,0.1423001020684838,0.945,0.01,0.193,0.976,0.031
11,0.8,0.64,0.7524721339118036,0.1423001020684838,0.971,0.013,0.219,0.988,0.017
21,0.8,0.64,0.7524721339118036,0.1423001020684838,0.992,0.011,0.24,0.999,0.007
31,0.8,0.64,0.7524721339118036,0.1423001020684838,1.0,0.004,0.248,1.0,0.0
41,0.8,0.64,0.7524721339118036,0.1423001020684838,1.0,0.0,0.248,1.0,0.0
51,0.8,0.64,0.7524721339118036,0.1423001020684838,1.0,0.0,0.248,1.0,0.0
3,0.8,1.28,0.7506275278145933,0.1433969127796196,0.846,0.0,0.095,0.871,0.025
5,0.8,1.28,0.7506275278145933,0.1433969127796196,0.892,0.023,0.141,0.939,0.047
7,0.8,1.28,0.7506275278145933,0.1433969127796196,0.926,0.017,0.175,0.958,0.032
9,0.8,1.28,0.7506275278145933,0.1433969127796196,0.962,0.018,0.211,0.984,0.022
11,0.8,1.28,0.7506275278145933,0.1433969127796196,0.97,0.004,0.219,0.992,0.022
21,0.8,1.28,0.7506275278145933,0.1433969127796196,0.991,0.011,0.24,0.998,0.007
31,0.8,1.28,0.7506275278145933,0.1433969127796196,0.997,0.003,0.246,1.0,0.003
41,0.8,1.28,0.7506275278145933,0.1433969127796196,1.0,0.002,0.249,1.0,0.0
51,0.8,1.28,0.7506275278145933,0.1433969127796196,1.0,0.0,0.249,1.0,0.0
3,0.8,2.56,0.7501574778531108,0.143669507043367,0.835,0.0,0.085,0.878,0.043
5,0.8,2.56,0.7501574778531108,0.143669507043367,0.891,0.028,0.141,0.945,0.054
7,0.8,2.56,0.7501574778531108,0.143669507043367,0.922,0.016,0.172,0.976,0.054
9,0.8,2.56,0.7501574778531108,0.143669507043367,0.961,0.019,0.211,0.986,0.025
11,0.8,2.56,0.7501574778531108,0.143669507043367,0.968,0.004,0.218,0.99,0.022
21,0.8,2.56,0.7501574778531108,0.143669507043367,0.993,0.013,0.243,1.0,0.007
31,0.8,2.56,0.7501574778531108,0.143669507043367,0.999,0.003,0.249,1.0,0.001
41,0.8,2.56,0.7501574778531108,0.143669507043367,0.999,0.0,0.249,1.0,0.001
51,0.8,2.56,0.7501574778531108,0.143669507043367,1.0,0.001,0.25,1.0,0.0
3,0.85,0.01,0.85,0.01,0.943,0.0,0.093,0.943,0.0
5,0.85,0.01,0.85,0.01,0.964,0.011,0.114,0.964,0.0
7,0.85,0.01,0.85,0.01,0.991,0.014,0.141,0.991,0.0
9,0.85,0.01,0.85,0.01,0.992,0.001,0.142,0.992,0.0
11,0.85,0.01,0.85,0.01,0.998,0.003,0.148,0.998,0.0
21,0.85,0.01,0.85,0.01,1.0,0.001,0.15,1.0,0.0
31,0.85,0.01,0.85,0.01,1.0,0.0,0.15,1.0,0.0
41,0.85,0.01,0.85,0.01,1.0,0.0,0.15,1.0,0.0
51,0.85,0.01,0.85,0.01,1.0,0.0,0.15,1.0,0.0
3,0.85,0.02,0.8499999999999929,0.0199999999999736,0.956,0.0,0.106,0.956,0.0
5,0.85,0.02,0.8499999999999929,0.0199999999999736,0.974,0.009,0.124,0.974,0.0
7,0.85,0.02,0.8499999999999929,0.0199999999999736,0.987,0.007,0.137,0.987,0.0
9,0.85,0.02,0.8499999999999929,0.0199999999999736,0.995,0.004,0.145,0.995,0.0
11,0.85,0.02,0.8499999999999929,0.0199999999999736,0.999,0.002,0.149,0.999,0.0
21,0.85,0.02,0.8499999999999929,0.0199999999999736,1.0,0.001,0.15,1.0,0.0
31,0.85,0.02,0.8499999999999929,0.0199999999999736,1.0,0.0,0.15,1.0,0.0
41,0.85,0.02,0.8499999999999929,0.0199999999999736,1.0,0.0,0.15,1.0,0.0
51,0.85,0.02,0.8499999999999929,0.0199999999999736,1.0,0.0,0.15,1.0,0.0
3,0.85,0.04,0.8499845133035432,0.0399711426205227,0.947,0.0,0.097,0.947,0.0
5,0.85,0.04,0.8499845133035432,0.0399711426205227,0.976,0.015,0.126,0.977,0.001
7,0.85,0.04,0.8499845133035432,0.0399711426205227,0.99,0.007,0.14,0.99,0.0
9,0.85,0.04,0.8499845133035432,0.0399711426205227,0.996,0.003,0.146,0.996,0.0
11,0.85,0.04,0.8499845133035432,0.0399711426205227,0.997,0.001,0.147,0.996,-0.001
21,0.85,0.04,0.8499845133035432,0.0399711426205227,0.999,0.001,0.149,1.0,0.001
31,0.85,0.04,0.8499845133035432,0.0399711426205227,1.0,0.001,0.15,1.0,0.0
41,0.85,0.04,0.8499845133035432,0.0399711426205227,1.0,0.0,0.15,1.0,0.0
51,0.85,0.04,0.8499845133035432,0.0399711426205227,1.0,0.0,0.15,1.0,0.0
3,0.85,0.08,0.8441876231488713,0.0741549942245894,0.935,0.0,0.091,0.94,0.005
5,0.85,0.08,0.8441876231488713,0.0741549942245894,0.977,0.021,0.133,0.979,0.002
7,0.85,0.08,0.8441876231488713,0.0741549942245894,0.994,0.009,0.15,0.993,-0.001
9,0.85,0.08,0.8441876231488713,0.0741549942245894,0.988,-0.003,0.144,0.992,0.004
11,0.85,0.08,0.8441876231488713,0.0741549942245894,0.997,0.005,0.153,0.998,0.001
21,0.85,0.08,0.8441876231488713,0.0741549942245894,1.0,0.002,0.156,1.0,0.0
31,0.85,0.08,0.8441876231488713,0.0741549942245894,1.0,0.0,0.156,1.0,0.0
41,0.85,0.08,0.8441876231488713,0.0741549942245894,1.0,0.0,0.156,1.0,0.0
51,0.85,0.08,0.8441876231488713,0.0741549942245894,1.0,0.0,0.156,1.0,0.0
3,0.85,0.16,0.8061996528733298,0.116263980745898,0.903,0.0,0.097,0.914,0.011
5,0.85,0.16,0.8061996528733298,0.116263980745898,0.941,0.019,0.135,0.954,0.013
7,0.85,0.16,0.8061996528733298,0.116263980745898,0.969,0.014,0.163,0.982,0.013
9,0.85,0.16,0.8061996528733298,0.116263980745898,0.982,0.007,0.176,0.988,0.006
11,0.85,0.16,0.8061996528733298,0.116263980745898,0.99,0.004,0.184,0.996,0.006
21,0.85,0.16,0.8061996528733298,0.116263980745898,1.0,0.005,0.194,1.0,0.0
31,0.85,0.16,0.8061996528733298,0.116263980745898,1.0,0.0,0.194,1.0,0.0
41,0.85,0.16,0.8061996528733298,0.116263980745898,1.0,0.0,0.194,1.0,0.0
51,0.85,0.16,0.8061996528733298,0.116263980745898,1.0,0.0,0.194,1.0,0.0
3,0.85,0.32,0.7685394489929013,0.1373207448153733,0.865,0.0,0.096,0.896,0.031
5,0.85,0.32,0.7685394489929013,0.1373207448153733,0.917,0.026,0.148,0.95,0.033
7,0.85,0.32,0.7685394489929013,0.1373207448153733,0.945,0.014,0.176,0.974,0.029
9,0.85,0.32,0.7685394489929013,0.1373207448153733,0.961,0.008,0.192,0.987,0.026
11,0.85,0.32,0.7685394489929013,0.1373207448153733,0.976,0.008,0.207,0.995,0.019
21,0.85,0.32,0.7685394489929013,0.1373207448153733,0.996,0.01,0.227,1.0,0.004
31,0.85,0.32,0.7685394489929013,0.1373207448153733,1.0,0.002,0.231,1.0,0.0
41,0.85,0.32,0.7685394489929013,0.1373207448153733,1.0,0.0,0.231,1.0,0.0
51,0.85,0.32,0.7685394489929013,0.1373207448153733,1.0,0.0,0.231,1.0,0.0
3,0.85,0.64,0.7549433884252273,0.1422621385524325,0.849,0.0,0.094,0.893,0.044
5,0.85,0.64,0.7549433884252273,0.1422621385524325,0.922,0.037,0.167,0.943,0.021
7,0.85,0.64,0.7549433884252273,0.1422621385524325,0.93,0.004,0.175,0.965,0.035
9,0.85,0.64,0.7549433884252273,0.1422621385524325,0.965,0.017,0.21,0.978,0.013
11,0.85,0.64,0.7549433884252273,0.1422621385524325,0.968,0.002,0.213,0.99,0.022
21,0.85,0.64,0.7549433884252273,0.1422621385524325,0.994,0.013,0.239,1.0,0.006
31,0.85,0.64,0.7549433884252273,0.1422621385524325,0.999,0.003,0.244,1.0,0.001
41,0.85,0.64,0.7549433884252273,0.1422621385524325,1.0,0.001,0.245,1.0,0.0
51,0.85,0.64,0.7549433884252273,0.1422621385524325,1.0,0.0,0.245,1.0,0.0
3,0.85,1.28,0.7512550412708526,0.1433944520081984,0.833,0.0,0.082,0.873,0.04
5,0.85,1.28,0.7512550412708526,0.1433944520081984,0.895,0.031,0.144,0.931,0.036
7,0.85,1.28,0.7512550412708526,0.1433944520081984,0.933,0.019,0.182,0.966,0.033
9,0.85,1.28,0.7512550412708526,0.1433944520081984,0.958,0.012,0.207,0.984,0.026
11,0.85,1.28,0.7512550412708526,0.1433944520081984,0.969,0.006,0.218,0.995,0.026
21,0.85,1.28,0.7512550412708526,0.1433944520081984,0.995,0.013,0.244,0.999,0.004
31,0.85,1.28,0.7512550412708526,0.1433944520081984,0.999,0.002,0.248,1.0,0.001
41,0.85,1.28,0.7512550412708526,0.1433944520081984,1.0,0.001,0.249,1.0,0.0
51,0.85,1.28,0.7512550412708526,0.1433944520081984,1.0,0.0,0.249,1.0,0.0
3,0.85,2.56,0.7503149554794254,0.143669351859656,0.844,0.0,0.094,0.894,0.05
5,0.85,2.56,0.7503149554794254,0.143669351859656,0.884,0.02,0.134,0.93,0.046
7,0.85,2.56,0.7503149554794254,0.143669351859656,0.924,0.02,0.174,0.968,0.044
9,0.85,2.56,0.7503149554794254,0.143669351859656,0.942,0.009,0.192,0.979,0.037
11,0.85,2.56,0.7503149554794254,0.143669351859656,0.966,0.012,0.216,0.982,0.016
21,0.85,2.56,0.7503149554794254,0.143669351859656,0.995,0.015,0.245,1.0,0.005
31,0.85,2.56,0.7503149554794254,0.143669351859656,0.999,0.002,0.249,1.0,0.001
41,0.85,2.56,0.7503149554794254,0.143669351859656,1.0,0.001,0.25,1.0,0.0
51,0.85,2.56,0.7503149554794254,0.143669351859656,0.999,-0.001,0.249,1.0,0.001
3,0.9,0.01,0.9,0.01,0.973,0.0,0.073,0.973,0.0
5,0.9,0.01,0.9,0.01,0.995,0.011,0.095,0.995,0.0
7,0.9,0.01,0.9,0.01,0.998,0.002,0.098,0.998,0.0
9,0.9,0.01,0.9,0.01,0.998,0.0,0.098,0.998,0.0
11,0.9,0.01,0.9,0.01,1.0,0.001,0.1,1.0,0.0
21,0.9,0.01,0.9,0.01,1.0,0.0,0.1,1.0,0.0
31,0.9,0.01,0.9,0.01,1.0,0.0,0.1,1.0,0.0
41,0.9,0.01,0.9,0.01,1.0,0.0,0.1,1.0,0.0
51,0.9,0.01,0.9,0.01,1.0,0.0,0.1,1.0,0.0
3,0.9,0.02,0.8999999618679678,0.0199999056229612,0.981,0.0,0.081,0.981,0.0
5,0.9,0.02,0.8999999618679678,0.0199999056229612,0.986,0.003,0.086,0.986,0.0
7,0.9,0.02,0.8999999618679678,0.0199999056229612,0.995,0.005,0.095,0.995,0.0
9,0.9,0.02,0.8999999618679678,0.0199999056229612,1.0,0.003,0.1,1.0,0.0
11,0.9,0.02,0.8999999618679678,0.0199999056229612,0.999,-0.001,0.099,0.999,0.0
21,0.9,0.02,0.8999999618679678,0.0199999056229612,1.0,0.001,0.1,1.0,0.0
31,0.9,0.02,0.8999999618679678,0.0199999056229612,1.0,0.0,0.1,1.0,0.0
41,0.9,0.02,0.8999999618679678,0.0199999056229612,1.0,0.0,0.1,1.0,0.0
51,0.9,0.02,0.8999999618679678,0.0199999056229612,1.0,0.0,0.1,1.0,0.0
3,0.9,0.04,0.8992488782186222,0.0390522055678438,0.974,0.0,0.075,0.974,0.0
5,0.9,0.04,0.8992488782186222,0.0390522055678438,0.995,0.011,0.096,0.996,0.001
7,0.9,0.04,0.8992488782186222,0.0390522055678438,0.999,0.002,0.1,0.999,0.0
9,0.9,0.04,0.8992488782186222,0.0390522055678438,0.999,0.0,0.1,1.0,0.001
11,0.9,0.04,0.8992488782186222,0.0390522055678438,1.0,0.001,0.101,1.0,0.0
21,0.9,0.04,0.8992488782186222,0.0390522055678438,1.0,0.0,0.101,1.0,0.0
31,0.9,0.04,0.8992488782186222,0.0390522055678438,1.0,0.0,0.101,1.0,0.0
41,0.9,0.04,0.8992488782186222,0.0390522055678438,1.0,0.0,0.101,1.0,0.0
51,0.9,0.04,0.8992488782186222,0.0390522055678438,1.0,0.0,0.101,1.0,0.0
3,0.9,0.08,0.8833633060987617,0.0669037894612007,0.947,0.0,0.064,0.951,0.004
5,0.9,0.08,0.8833633060987617,0.0669037894612007,0.987,0.02,0.104,0.989,0.002
7,0.9,0.08,0.8833633060987617,0.0669037894612007,0.998,0.006,0.115,0.999,0.001
9,0.9,0.08,0.8833633060987617,0.0669037894612007,0.999,0.001,0.116,1.0,0.001
11,0.9,0.08,0.8833633060987617,0.0669037894612007,0.999,0.0,0.116,1.0,0.001
