voters,mean,std,true_mean,true_std,majority_correct,d_majority_correct_d_voters,majority_correct_minus_true_mean,optimal_correct,optimal_correct_minus_majority_correct
3,0.5714285714285714,0.0785714285714285,0.5714285714285714,0.0785714285714285,0.616,0.0,0.045,0.636,0.02
5,0.5714285714285714,0.0785714285714285,0.5714285714285714,0.0785714285714285,0.648,0.016,0.077,0.682,0.034
7,0.5714285714285714,0.0785714285714285,0.5714285714285714,0.0785714285714285,0.644,-0.002,0.073,0.712,0.068
9,0.5714285714285714,0.0785714285714285,0.5714285714285714,0.0785714285714285,0.672,0.014,0.101,0.731,0.059
11,0.5714285714285714,0.0785714285714285,0.5714285714285714,0.0785714285714285,0.705,0.016,0.134,0.748,0.043
21,0.5714285714285714,0.0785714285714285,0.5714285714285714,0.0785714285714285,0.728,0.012,0.157,0.828,0.1
31,0.5714285714285714,0.0785714285714285,0.5714285714285714,0.0785714285714285,0.788,0.03,0.217,0.882,0.094
41,0.5714285714285714,0.0785714285714285,0.5714285714285714,0.0785714285714285,0.821,0.016,0.25,0.919,0.098
51,0.5714285714285714,0.0785714285714285,0.5714285714285714,0.0785714285714285,0.847,0.013,0.276,0.947,0.1
3,0.6428571428571429,0.0785714285714285,0.6428571428571429,0.0785714285714285,0.699,0.0,0.056,0.703,0.004
5,0.6428571428571429,0.0785714285714285,0.6428571428571429,0.0785714285714285,0.757,0.029,0.114,0.794,0.037
7,0.6428571428571429,0.0785714285714285,0.6428571428571429,0.0785714285714285,0.765,0.004,0.122,0.795,0.03
9,0.6428571428571429,0.0785714285714285,0.6428571428571429,0.0785714285714285,0.806,0.021,0.163,0.859,0.053
11,0.6428571428571429,0.0785714285714285,0.6428571428571429,0.0785714285714285,0.872,0.033,0.229,0.885,0.013
21,0.6428571428571429,0.0785714285714285,0.6428571428571429,0.0785714285714285,0.903,0.016,0.26,0.94,0.037
31,0.6428571428571429,0.0785714285714285,0.6428571428571429,0.0785714285714285,0.961,0.029,0.318,0.974,0.013
41,0.6428571428571429,0.0785714285714285,0.6428571428571429,0.0785714285714285,0.971,0.005,0.328,0.988,0.017
51,0.6428571428571429,0.0785714285714285,0.6428571428571429,0.0785714285714285,0.988,0.009,0.345,0.995,0.007
3,0.7142857142857143,0.0785714285714285,0.7142857142857143,0.0785714285714285,0.806,0.0,0.092,0.812,0.006
5,0.7142857142857143,0.0785714285714285,0.7142857142857143,0.0785714285714285,0.861,0.027,0.147,0.878,0.017
7,0.7142857142857143,0.0785714285714285,0.7142857142857143,0.0785714285714285,0.876,0.008,0.162,0.897,0.021
9,0.7142857142857143,0.0785714285714285,0.7142857142857143,0.0785714285714285,0.923,0.024,0.209,0.944,0.021
11,0.7142857142857143,0.0785714285714285,0.7142857142857143,0.0785714285714285,0.939,0.008,0.225,0.945,0.006
21,0.7142857142857143,0.0785714285714285,0.7142857142857143,0.0785714285714285,0.979,0.02,0.265,0.989,0.01
31,0.7142857142857143,0.0785714285714285,0.7142857142857143,0.0785714285714285,0.999,0.01,0.285,0.998,-0.001
41,0.7142857142857143,0.0785714285714285,0.7142857142857143,0.0785714285714285,0.995,-0.002,0.281,0.998,0.003
51,0.7142857142857143,0.0785714285714285,0.7142857142857143,0.0785714285714285,0.999,0.002,0.285,1.0,0.001
