iterations,voters,mean,mean_bucket,std,std_bucket,simple_majority_optimal,minority_decisiveness_optimal,non_tyrannic_minority_decisiveness_optimal,minority_tyranny_optimal,expert_tyranny_optimal,minority_colluding,optimal_correct,majority_correct,expert_correct,compromise_minority_correct,compromose_strongmajority_correct,optimal_agrees_majority,compromise_minority_agrees_majority,compromise_minority_agrees_optimal,compromose_strongmajority_agrees_majority,compromose_strongmajority_agrees_optimal
1000.0,31.0,0.55,,0.03,,0.0,1.0,1.0,0.0,0.0,0.0,0.75,0.744,0.592,0.744,0.75,0.876,1.0,0.876,0.926,0.95
1000.0,31.0,0.55,,0.04,,0.0,1.0,1.0,0.0,0.0,0.0,0.77,0.758,0.639,0.758,0.776,0.874,1.0,0.874,0.92,0.954
1000.0,31.0,0.55,,0.06,,0.0,1.0,1.0,0.0,0.0,0.0,0.832,0.799,0.686,0.799,0.807,0.873,1.0,0.873,0.926,0.947
1000.0,31.0,0.55,,0.07,,0.0,1.0,1.0,0.0,0.0,0.003,0.857,0.824,0.734,0.824,0.837,0.881,1.0,0.881,0.929,0.952
1000.0,31.0,0.55,,0.08,,0.0,1.0,1.0,0.0,0.0,0.001,0.893,0.854,0.741,0.854,0.891,0.897,1.0,0.897,0.935,0.962
1000.0,31.0,0.55,,0.1,,0.0,1.0,1.0,0.0,0.0,0.003,0.922,0.867,0.772,0.867,0.901,0.899,1.0,0.899,0.946,0.953
1000.0,31.0,0.55,,0.11,,0.0,1.0,1.0,0.0,0.0,0.002,0.949,0.892,0.777,0.892,0.927,0.915,1.0,0.915,0.949,0.966
1000.0,31.0,0.55,,0.12,,0.0,1.0,1.0,0.0,0.0,0.004,0.954,0.91,0.825,0.91,0.94,0.928,1.0,0.928,0.954,0.974
1000.0,31.0,0.6,,0.02,,0.0,1.0,1.0,0.0,0.0,0.0,0.881,0.882,0.657,0.882,0.881,0.973,1.0,0.973,0.973,1.0
1000.0,31.0,0.6,,0.03,,0.0,1.0,1.0,0.0,0.0,0.0,0.888,0.877,0.664,0.877,0.887,0.955,1.0,0.955,0.958,0.997
1000.0,31.0,0.6,,0.04,,0.0,1.0,1.0,0.0,0.0,0.0,0.893,0.861,0.66,0.861,0.887,0.934,1.0,0.934,0.944,0.99
1000.0,31.0,0.6,,0.06,,0.0,1.0,1.0,0.0,0.0,0.001,0.926,0.89,0.731,0.89,0.913,0.928,1.0,0.928,0.951,0.977
1000.0,31.0,0.6,,0.07,,0.0,1.0,1.0,0.0,0.0,0.001,0.938,0.901,0.748,0.901,0.926,0.925,1.0,0.925,0.955,0.97
1000.0,31.0,0.6,,0.08,,0.0,1.0,1.0,0.0,0.0,0.002,0.944,0.889,0.753,0.889,0.926,0.921,1.0,0.921,0.943,0.978
1000.0,31.0,0.6,,0.1,,0.0,1.0,1.0,0.0,0.0,0.002,0.961,0.926,0.824,0.926,0.938,0.949,1.0,0.949,0.974,0.975
1000.0,31.0,0.6,,0.11,,0.0,1.0,1.0,0.0,0.0,0.005,0.973,0.936,0.81,0.936,0.964,0.953,1.0,0.953,0.966,0.987
1000.0,31.0,0.6,,0.12,,0.0,1.0,1.0,0.0,0.0,0.003,0.98,0.945,0.873,0.945,0.965,0.949,1.0,0.949,0.972,0.977
1000.0,31.0,0.7,,0.02,,0.0,1.0,1.0,0.0,0.0,0.004,0.988,0.989,0.725,0.989,0.988,0.999,1.0,0.999,0.999,1.0
1000.0,31.0,0.7,,0.03,,0.0,1.0,1.0,0.0,0.0,0.012,0.989,0.99,0.762,0.99,0.989,0.997,1.0,0.997,0.997,1.0
1000.0,31.0,0.7,,0.04,,0.0,1.0,1.0,0.0,0.0,0.012,0.992,0.991,0.791,0.991,0.992,0.999,1.0,0.999,0.999,1.0
1000.0,31.0,0.7,,0.06,,0.0,1.0,1.0,0.0,0.0,0.015,0.986,0.983,0.814,0.983,0.985,0.987,1.0,0.987,0.992,0.995
1000.0,31.0,0.7,,0.07,,0.0,1.0,1.0,0.0,0.0,0.014,0.994,0.989,0.834,0.989,0.994,0.993,1.0,0.993,0.995,0.998
1000.0,31.0,0.7,,0.08,,0.0,1.0,1.0,0.0,0.0,0.027,0.999,0.997,0.875,0.997,0.999,0.998,1.0,0.998,0.998,1.0
1000.0,31.0,0.7,,0.1,,0.0,1.0,1.0,0.0,0.0,0.031,0.996,0.988,0.909,0.988,0.99,0.99,1.0,0.99,0.996,0.994
1000.0,31.0,0.7,,0.11,,0.0,1.0,1.0,0.0,0.0,0.026,0.999,0.993,0.921,0.993,0.998,0.992,1.0,0.992,0.995,0.997
1000.0,31.0,0.7,,0.12,,0.0,1.0,1.0,0.0,0.0,0.032,0.999,0.993,0.92,0.993,0.996,0.992,1.0,0.992,0.995,0.997
1000.0,31.0,0.75,,0.02,,0.0,1.0,1.0,0.0,0.0,0.013,0.998,0.998,0.805,0.998,0.998,1.0,1.0,1.0,1.0,1.0
1000.0,31.0,0.75,,0.03,,0.0,1.0,1.0,0.0,0.0,0.02,0.998,0.998,0.815,0.998,0.998,1.0,1.0,1.0,1.0,1.0
1000.0,31.0,0.75,,0.04,,0.0,1.0,1.0,0.0,0.0,0.027,0.999,0.999,0.844,0.999,0.999,1.0,1.0,1.0,1.0,1.0
1000.0,31.0,0.75,,0.06,,0.0,1.0,1.0,0.0,0.0,0.033,0.998,0.999,0.854,0.999,0.998,0.999,1.0,0.999,0.999,1.0
1000.0,31.0,0.75,,0.07,,0.0,1.0,1.0,0.0,0.0,0.03,1.0,0.999,0.901,0.999,1.0,0.999,1.0,0.999,0.999,1.0
1000.0,31.0,0.75,,0.08,,0.0,1.0,1.0,0.0,0.0,0.044,0.999,0.998,0.915,0.998,0.998,0.997,1.0,0.997,0.998,0.999
1000.0,31.0,0.75,,0.1,,0.0,1.0,1.0,0.0,0.0,0.067,1.0,0.999,0.933,0.999,1.0,0.999,1.0,0.999,0.999,1.0
1000.0,31.0,0.75,,0.11,,0.0,1.0,1.0,0.0,0.0,0.052,0.999,0.997,0.953,0.997,0.998,0.998,1.0,0.998,0.999,0.999
1000.0,31.0,0.75,,0.12,,0.0,1.0,1.0,0.0,0.0,0.076,1.0,1.0,0.955,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,31.0,0.8,,0.02,,0.0,1.0,1.0,0.0,0.0,0.031,1.0,1.0,0.834,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,31.0,0.8,,0.03,,0.0,1.0,1.0,0.0,0.0,0.047,0.999,0.999,0.863,0.999,0.999,1.0,1.0,1.0,1.0,1.0
1000.0,31.0,0.8,,0.04,,0.0,1.0,1.0,0.0,0.0,0.073,1.0,1.0,0.861,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,31.0,0.8,,0.06,,0.0,1.0,1.0,0.0,0.0,0.088,1.0,1.0,0.925,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,31.0,0.8,,0.07,,0.0,1.0,1.0,0.0,0.0,0.086,1.0,1.0,0.945,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,31.0,0.8,,0.08,,0.0,1.0,1.0,0.0,0.0,0.113,1.0,1.0,0.943,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,31.0,0.8,,0.1,,0.0,1.0,1.0,0.0,0.0,0.128,1.0,1.0,0.958,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,31.0,0.8,,0.11,,0.0,1.0,1.0,0.0,0.0,0.156,1.0,1.0,0.977,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,31.0,0.8,,0.12,,0.0,1.0,1.0,0.0,0.0,0.134,1.0,1.0,0.974,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,31.0,0.9,,0.02,,0.0,1.0,1.0,0.0,0.0,0.261,1.0,1.0,0.949,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,31.0,0.9,,0.03,,0.0,1.0,1.0,0.0,0.0,0.32,1.0,1.0,0.959,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,31.0,0.9,,0.04,,0.0,1.0,1.0,0.0,0.0,0.331,1.0,1.0,0.975,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,31.0,0.9,,0.06,,0.0,1.0,1.0,0.0,0.0,0.402,1.0,1.0,0.982,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,31.0,0.9,,0.07,,0.0,1.0,1.0,0.0,0.0,0.397,1.0,1.0,0.989,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,31.0,0.9,,0.08,,0.0,1.0,1.0,0.0,0.0,0.391,1.0,1.0,0.989,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,31.0,0.9,,0.1,,0.0,1.0,1.0,0.0,0.0,0.38,1.0,1.0,0.989,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,31.0,0.9,,0.11,,0.0,1.0,1.0,0.0,0.0,0.344,1.0,1.0,0.989,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,31.0,0.9,,0.12,,0.0,1.0,1.0,0.0,0.0,0.356,1.0,1.0,0.989,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,31.0,0.95,,0.02,,0.0,1.0,1.0,0.0,0.0,0.607,1.0,1.0,0.986,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,31.0,0.95,,0.03,,0.0,1.0,1.0,0.0,0.0,0.624,1.0,1.0,0.996,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,31.0,0.95,,0.04,,0.0,1.0,1.0,0.0,0.0,0.62,1.0,1.0,0.998,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,31.0,0.95,,0.06,,0.0,1.0,1.0,0.0,0.0,0.591,1.0,1.0,0.996,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,31.0,0.95,,0.07,,0.0,1.0,1.0,0.0,0.0,0.565,1.0,1.0,0.992,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,31.0,0.95,,0.08,,0.0,1.0,1.0,0.0,0.0,0.541,1.0,1.0,0.991,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,31.0,0.95,,0.1,,0.0,1.0,1.0,0.0,0.0,0.521,1.0,1.0,0.997,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,31.0,0.95,,0.11,,0.0,1.0,1.0,0.0,0.0,0.503,1.0,1.0,0.993,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,31.0,0.95,,0.12,,0.0,1.0,1.0,0.0,0.0,0.446,1.0,1.0,0.998,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,31.0,1.0,,0.02,,0.0,1.0,1.0,0.0,0.0,0.924,1.0,1.0,0.999,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,31.0,1.0,,0.03,,0.0,1.0,1.0,0.0,0.0,0.877,1.0,1.0,0.998,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,31.0,1.0,,0.04,,0.0,1.0,1.0,0.0,0.0,0.827,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,31.0,1.0,,0.06,,0.0,1.0,1.0,0.0,0.0,0.728,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,31.0,1.0,,0.07,,0.0,1.0,1.0,0.0,0.0,0.716,1.0,1.0,0.998,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,31.0,1.0,,0.08,,0.0,1.0,1.0,0.0,0.0,0.656,1.0,1.0,0.998,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,31.0,1.0,,0.1,,0.0,1.0,1.0,0.0,0.0,0.613,1.0,1.0,0.994,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,31.0,1.0,,0.11,,0.0,1.0,1.0,0.0,0.0,0.588,1.0,1.0,0.997,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,31.0,1.0,,0.12,,0.0,1.0,1.0,0.0,0.0,0.567,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,41.0,0.5,,0.02,,0.0,1.0,1.0,0.0,0.0,0.0,0.602,0.575,0.552,0.575,0.591,0.807,1.0,0.807,0.894,0.913
1000.0,41.0,0.5,,0.03,,0.0,1.0,1.0,0.0,0.0,0.0,0.659,0.615,0.569,0.615,0.635,0.826,1.0,0.826,0.91,0.916
1000.0,41.0,0.5,,0.04,,0.0,1.0,1.0,0.0,0.0,0.0,0.692,0.643,0.616,0.643,0.677,0.793,1.0,0.793,0.892,0.901
1000.0,41.0,0.5,,0.06,,0.0,1.0,1.0,0.0,0.0,0.0,0.768,0.724,0.617,0.724,0.747,0.824,1.0,0.824,0.909,0.915
1000.0,41.0,0.5,,0.07,,0.0,1.0,1.0,0.0,0.0,0.0,0.834,0.771,0.691,0.771,0.807,0.853,1.0,0.853,0.928,0.925
1000.0,41.0,0.5,,0.08,,0.0,1.0,1.0,0.0,0.0,0.0,0.855,0.793,0.698,0.793,0.831,0.862,1.0,0.862,0.936,0.926
1000.0,41.0,0.5,,0.1,,0.0,1.0,1.0,0.0,0.0,0.0,0.912,0.856,0.737,0.856,0.891,0.878,1.0,0.878,0.933,0.945
1000.0,41.0,0.5,,0.11,,0.0,1.0,1.0,0.0,0.0,0.0,0.923,0.859,0.741,0.859,0.901,0.878,1.0,0.878,0.93,0.948
1000.0,41.0,0.5,,0.12,,0.0,1.0,1.0,0.0,0.0,0.0,0.95,0.888,0.802,0.888,0.913,0.916,1.0,0.916,0.955,0.961
1000.0,41.0,0.55,,0.02,,0.0,1.0,1.0,0.0,0.0,0.0,0.76,0.749,0.574,0.749,0.753,0.895,1.0,0.895,0.924,0.971
1000.0,41.0,0.55,,0.03,,0.0,1.0,1.0,0.0,0.0,0.0,0.776,0.723,0.614,0.723,0.758,0.891,1.0,0.891,0.929,0.962
1000.0,41.0,0.55,,0.04,,0.0,1.0,1.0,0.0,0.0,0.0,0.8,0.766,0.634,0.766,0.783,0.872,1.0,0.872,0.917,0.955
1000.0,41.0,0.55,,0.06,,0.0,1.0,1.0,0.0,0.0,0.0,0.866,0.829,0.721,0.829,0.851,0.879,1.0,0.879,0.936,0.943
1000.0,41.0,0.55,,0.07,,0.0,1.0,1.0,0.0,0.0,0.0,0.896,0.846,0.706,0.846,0.879,0.896,1.0,0.896,0.935,0.961
1000.0,41.0,0.55,,0.08,,0.0,1.0,1.0,0.0,0.0,0.0,0.917,0.872,0.729,0.872,0.901,0.923,1.0,0.923,0.955,0.968
1000.0,41.0,0.55,,0.1,,0.0,1.0,1.0,0.0,0.0,0.002,0.943,0.897,0.802,0.897,0.921,0.918,1.0,0.918,0.958,0.96
1000.0,41.0,0.55,,0.11,,0.0,1.0,1.0,0.0,0.0,0.0,0.955,0.913,0.83,0.913,0.938,0.938,1.0,0.938,0.967,0.971
1000.0,41.0,0.55,,0.12,,0.0,1.0,1.0,0.0,0.0,0.001,0.971,0.92,0.824,0.92,0.946,0.937,1.0,0.937,0.97,0.967
1000.0,41.0,0.6,,0.02,,0.0,1.0,1.0,0.0,0.0,0.0,0.9,0.896,0.619,0.896,0.9,0.978,1.0,0.978,0.978,1.0
1000.0,41.0,0.6,,0.03,,0.0,1.0,1.0,0.0,0.0,0.0,0.928,0.918,0.647,0.918,0.927,0.96,1.0,0.96,0.965,0.995
1000.0,41.0,0.6,,0.04,,0.0,1.0,1.0,0.0,0.0,0.0,0.916,0.902,0.685,0.902,0.916,0.944,1.0,0.944,0.96,0.984
1000.0,41.0,0.6,,0.06,,0.0,1.0,1.0,0.0,0.0,0.0,0.938,0.919,0.693,0.919,0.937,0.943,1.0,0.943,0.96,0.983
1000.0,41.0,0.6,,0.07,,0.0,1.0,1.0,0.0,0.0,0.001,0.945,0.919,0.745,0.919,0.936,0.95,1.0,0.95,0.967,0.983
1000.0,41.0,0.6,,0.08,,0.0,1.0,1.0,0.0,0.0,0.0,0.958,0.949,0.764,0.949,0.963,0.963,1.0,0.963,0.972,0.991
1000.0,41.0,0.6,,0.1,,0.0,1.0,1.0,0.0,0.0,0.001,0.978,0.943,0.821,0.943,0.969,0.959,1.0,0.959,0.974,0.985
1000.0,41.0,0.6,,0.11,,0.0,1.0,1.0,0.0,0.0,0.0,0.989,0.962,0.818,0.962,0.978,0.969,1.0,0.969,0.98,0.989
1000.0,41.0,0.6,,0.12,,0.0,1.0,1.0,0.0,0.0,0.001,0.993,0.972,0.869,0.972,0.988,0.969,1.0,0.969,0.98,0.989
1000.0,41.0,0.7,,0.02,,0.0,1.0,1.0,0.0,0.0,0.0,0.998,0.998,0.741,0.998,0.998,1.0,1.0,1.0,1.0,1.0
1000.0,41.0,0.7,,0.03,,0.0,1.0,1.0,0.0,0.0,0.001,0.994,0.995,0.771,0.995,0.994,0.999,1.0,0.999,0.999,1.0
1000.0,41.0,0.7,,0.04,,0.0,1.0,1.0,0.0,0.0,0.001,0.999,0.998,0.796,0.998,0.999,0.997,1.0,0.997,0.997,1.0
1000.0,41.0,0.7,,0.06,,0.0,1.0,1.0,0.0,0.0,0.003,0.998,0.996,0.822,0.996,0.996,0.998,1.0,0.998,1.0,0.998
1000.0,41.0,0.7,,0.07,,0.0,1.0,1.0,0.0,0.0,0.007,0.999,0.998,0.841,0.998,0.999,0.999,1.0,0.999,0.999,1.0
1000.0,41.0,0.7,,0.08,,0.0,1.0,1.0,0.0,0.0,0.004,1.0,1.0,0.866,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,41.0,0.7,,0.1,,0.0,1.0,1.0,0.0,0.0,0.011,1.0,0.999,0.915,0.999,1.0,0.999,1.0,0.999,0.999,1.0
1000.0,41.0,0.7,,0.11,,0.0,1.0,1.0,0.0,0.0,0.005,0.999,0.995,0.929,0.995,0.999,0.996,1.0,0.996,0.996,1.0
1000.0,41.0,0.7,,0.12,,0.0,1.0,1.0,0.0,0.0,0.013,1.0,0.999,0.944,0.999,1.0,0.999,1.0,0.999,0.999,1.0
1000.0,41.0,0.75,,0.02,,0.0,1.0,1.0,0.0,0.0,0.002,1.0,1.0,0.79,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,41.0,0.75,,0.03,,0.0,1.0,1.0,0.0,0.0,0.008,1.0,1.0,0.817,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,41.0,0.75,,0.04,,0.0,1.0,1.0,0.0,0.0,0.009,1.0,1.0,0.829,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,41.0,0.75,,0.06,,0.0,1.0,1.0,0.0,0.0,0.01,1.0,1.0,0.872,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,41.0,0.75,,0.07,,0.0,1.0,1.0,0.0,0.0,0.011,0.999,0.998,0.909,0.998,0.999,0.997,1.0,0.997,0.997,1.0
1000.0,41.0,0.75,,0.08,,0.0,1.0,1.0,0.0,0.0,0.019,1.0,1.0,0.91,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,41.0,0.75,,0.1,,0.0,1.0,1.0,0.0,0.0,0.03,1.0,1.0,0.947,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,41.0,0.75,,0.11,,0.0,1.0,1.0,0.0,0.0,0.03,1.0,1.0,0.946,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,41.0,0.75,,0.12,,0.0,1.0,1.0,0.0,0.0,0.033,1.0,0.998,0.965,0.998,0.999,0.998,1.0,0.998,0.999,0.999
1000.0,41.0,0.8,,0.02,,0.0,1.0,1.0,0.0,0.0,0.028,1.0,1.0,0.834,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,41.0,0.8,,0.03,,0.0,1.0,1.0,0.0,0.0,0.017,1.0,1.0,0.864,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,41.0,0.8,,0.04,,0.0,1.0,1.0,0.0,0.0,0.026,1.0,1.0,0.87,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,41.0,0.8,,0.06,,0.0,1.0,1.0,0.0,0.0,0.04,1.0,1.0,0.92,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,41.0,0.8,,0.07,,0.0,1.0,1.0,0.0,0.0,0.04,1.0,1.0,0.949,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,41.0,0.8,,0.08,,0.0,1.0,1.0,0.0,0.0,0.04,1.0,1.0,0.956,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,41.0,0.8,,0.1,,0.0,1.0,1.0,0.0,0.0,0.066,1.0,1.0,0.979,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,41.0,0.8,,0.11,,0.0,1.0,1.0,0.0,0.0,0.076,1.0,1.0,0.975,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,41.0,0.8,,0.12,,0.0,1.0,1.0,0.0,0.0,0.062,1.0,1.0,0.976,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,41.0,0.9,,0.02,,0.0,1.0,1.0,0.0,0.0,0.196,1.0,1.0,0.938,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,41.0,0.9,,0.03,,0.0,1.0,1.0,0.0,0.0,0.198,1.0,1.0,0.97,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,41.0,0.9,,0.04,,0.0,1.0,1.0,0.0,0.0,0.229,1.0,1.0,0.982,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,41.0,0.9,,0.06,,0.0,1.0,1.0,0.0,0.0,0.256,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,41.0,0.9,,0.07,,0.0,1.0,1.0,0.0,0.0,0.31,1.0,1.0,0.986,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,41.0,0.9,,0.08,,0.0,1.0,1.0,0.0,0.0,0.298,1.0,1.0,0.994,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,41.0,0.9,,0.1,,0.0,1.0,1.0,0.0,0.0,0.258,1.0,1.0,0.992,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,41.0,0.9,,0.11,,0.0,1.0,1.0,0.0,0.0,0.275,1.0,1.0,0.987,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,41.0,0.9,,0.12,,0.0,1.0,1.0,0.0,0.0,0.245,1.0,1.0,0.993,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,41.0,0.95,,0.02,,0.0,1.0,1.0,0.0,0.0,0.481,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,41.0,0.95,,0.03,,0.0,1.0,1.0,0.0,0.0,0.572,1.0,1.0,0.995,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,41.0,0.95,,0.04,,0.0,1.0,1.0,0.0,0.0,0.537,1.0,1.0,0.993,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,41.0,0.95,,0.06,,0.0,1.0,1.0,0.0,0.0,0.52,1.0,1.0,0.997,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,41.0,0.95,,0.07,,0.0,1.0,1.0,0.0,0.0,0.426,1.0,1.0,0.994,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,41.0,0.95,,0.08,,0.0,1.0,1.0,0.0,0.0,0.428,1.0,1.0,0.994,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,41.0,0.95,,0.1,,0.0,1.0,1.0,0.0,0.0,0.404,1.0,1.0,0.994,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,41.0,0.95,,0.11,,0.0,1.0,1.0,0.0,0.0,0.346,1.0,1.0,0.998,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,41.0,0.95,,0.12,,0.0,1.0,1.0,0.0,0.0,0.336,1.0,1.0,0.996,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,41.0,1.0,,0.02,,0.0,1.0,1.0,0.0,0.0,0.889,1.0,1.0,0.998,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,41.0,1.0,,0.03,,0.0,1.0,1.0,0.0,0.0,0.815,1.0,1.0,0.999,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,41.0,1.0,,0.04,,0.0,1.0,1.0,0.0,0.0,0.764,1.0,1.0,0.999,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,41.0,1.0,,0.06,,0.0,1.0,1.0,0.0,0.0,0.703,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,41.0,1.0,,0.07,,0.0,1.0,1.0,0.0,0.0,0.643,1.0,1.0,0.997,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,41.0,1.0,,0.08,,0.0,1.0,1.0,0.0,0.0,0.615,1.0,1.0,0.995,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,41.0,1.0,,0.1,,0.0,1.0,1.0,0.0,0.0,0.504,1.0,1.0,0.997,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,41.0,1.0,,0.11,,0.0,1.0,1.0,0.0,0.0,0.485,1.0,1.0,0.997,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,41.0,1.0,,0.12,,0.0,1.0,1.0,0.0,0.0,0.457,1.0,1.0,0.994,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,51.0,0.5,,0.02,,0.0,1.0,1.0,0.0,0.0,0.0,0.616,0.583,0.522,0.583,0.611,0.811,1.0,0.811,0.914,0.897
1000.0,51.0,0.5,,0.03,,0.0,1.0,1.0,0.0,0.0,0.0,0.717,0.666,0.6,0.666,0.695,0.815,1.0,0.815,0.911,0.904
1000.0,51.0,0.5,,0.04,,0.0,1.0,1.0,0.0,0.0,0.0,0.732,0.665,0.608,0.665,0.697,0.801,1.0,0.801,0.896,0.905
1000.0,51.0,0.5,,0.06,,0.0,1.0,1.0,0.0,0.0,0.0,0.817,0.755,0.652,0.755,0.795,0.838,1.0,0.838,0.92,0.918
1000.0,51.0,0.5,,0.07,,0.0,1.0,1.0,0.0,0.0,0.0,0.858,0.786,0.692,0.786,0.815,0.872,1.0,0.872,0.941,0.931
1000.0,51.0,0.5,,0.08,,0.0,1.0,1.0,0.0,0.0,0.0,0.878,0.831,0.685,0.831,0.851,0.869,1.0,0.869,0.946,0.923
1000.0,51.0,0.5,,0.1,,0.0,1.0,1.0,0.0,0.0,0.0,0.924,0.86,0.745,0.86,0.896,0.9,1.0,0.9,0.948,0.952
1000.0,51.0,0.5,,0.11,,0.0,1.0,1.0,0.0,0.0,0.0,0.944,0.884,0.765,0.884,0.912,0.908,1.0,0.908,0.952,0.956
1000.0,51.0,0.5,,0.12,,0.0,1.0,1.0,0.0,0.0,0.0,0.954,0.916,0.806,0.916,0.924,0.932,1.0,0.932,0.978,0.954
1000.0,51.0,0.55,,0.02,,0.0,1.0,1.0,0.0,0.0,0.0,0.791,0.79,0.605,0.79,0.793,0.907,1.0,0.907,0.933,0.974
1000.0,51.0,0.55,,0.03,,0.0,1.0,1.0,0.0,0.0,0.0,0.817,0.807,0.595,0.807,0.82,0.918,1.0,0.918,0.949,0.969
1000.0,51.0,0.55,,0.04,,0.0,1.0,1.0,0.0,0.0,0.0,0.842,0.796,0.651,0.796,0.812,0.884,1.0,0.884,0.932,0.952
1000.0,51.0,0.55,,0.06,,0.0,1.0,1.0,0.0,0.0,0.0,0.886,0.826,0.697,0.826,0.853,0.88,1.0,0.88,0.939,0.941
1000.0,51.0,0.55,,0.07,,0.0,1.0,1.0,0.0,0.0,0.0,0.92,0.865,0.721,0.865,0.892,0.909,1.0,0.909,0.947,0.962
