Unnamed: 0.1,Unnamed: 0,voters,mean,std,iterations,true_mean,optimal_correct,optimal_correct_minus_mean,optimal_correct_minus_true_mean,majority_correct,majority_correct_minus_mean,majority_correct_minus_true_mean,optimal_correct_minus_majority_correct,d_majority_correct_d_voters,d_optimal_correct_d_voters,ratio_difference_to_mean,ratio_derivative_by_n,ratio_correct
88.0,51.0,3.0,0.8,0.12,1000.0,0.7894645495748632,0.887,0.0869999999999999,0.0975354504251367,0.877,0.0769999999999999,0.0875354504251367,0.01,0.0,0.0,0.8850574712643677,,0.9887260428410372
89.0,52.0,3.0,0.8,0.13,1000.0,0.7866275716976086,0.911,0.1109999999999999,0.1243724283023914,0.891,0.0909999999999999,0.1043724283023914,0.02,0.0,0.0,0.8198198198198197,,0.978046103183315
90.0,53.0,3.0,0.8,0.14,1000.0,0.7838546536945905,0.904,0.1039999999999999,0.1201453463054095,0.872,0.0719999999999999,0.0881453463054094,0.032,0.0,0.0,0.692307692307692,,0.9646017699115044
91.0,54.0,3.0,0.85,0.02,1000.0,0.8499999999999929,0.938,0.0879999999999999,0.088000000000007,0.938,0.0879999999999999,0.088000000000007,0.0,0.0,0.0,1.0,,1.0
92.0,55.0,3.0,0.85,0.03,1000.0,0.8499999473386991,0.936,0.086,0.0860000526613009,0.936,0.086,0.0860000526613009,0.0,0.0,0.0,1.0,,1.0
93.0,56.0,3.0,0.85,0.04,1000.0,0.8499845133035432,0.954,0.1039999999999999,0.1040154866964567,0.954,0.1039999999999999,0.1040154866964567,0.0,0.0,0.0,1.0,,1.0
94.0,57.0,3.0,0.85,0.07,1000.0,0.8470526830523548,0.924,0.074,0.0769473169476452,0.926,0.076,0.0789473169476452,-0.002,0.0,0.0,1.027027027027027,,1.0021645021645025
95.0,58.0,3.0,0.85,0.08,1000.0,0.8441876231488713,0.938,0.0879999999999999,0.0938123768511286,0.937,0.087,0.0928123768511287,0.001,0.0,0.0,0.9886363636363648,,0.9989339019189768
96.0,59.0,3.0,0.85,0.09,1000.0,0.8404313030479188,0.934,0.084,0.0935686969520812,0.928,0.078,0.0875686969520812,0.006,0.0,0.0,0.9285714285714284,,0.9935760171306208
97.0,60.0,3.0,0.85,0.12,1000.0,0.8259266896236936,0.935,0.085,0.1090733103763064,0.929,0.079,0.1030733103763064,0.006,0.0,0.0,0.9294117647058824,,0.9935828877005348
98.0,61.0,3.0,0.85,0.13,1000.0,0.8207316781109555,0.932,0.082,0.1112683218890445,0.918,0.068,0.0972683218890445,0.014,0.0,0.0,0.8292682926829269,,0.9849785407725322
99.0,62.0,3.0,0.85,0.14,1000.0,0.8156461282922116,0.91,0.06,0.0943538717077884,0.892,0.042,0.0763538717077884,0.018,0.0,0.0,0.7000000000000001,,0.9802197802197802
100.0,63.0,3.0,0.9,0.02,1000.0,0.8999999618679678,0.975,0.0749999999999999,0.0750000381320321,0.975,0.0749999999999999,0.0750000381320321,0.0,0.0,0.0,1.0,,1.0
101.0,64.0,3.0,0.9,0.03,1000.0,0.8999482979378033,0.972,0.0719999999999999,0.0720517020621966,0.972,0.0719999999999999,0.0720517020621966,0.0,0.0,0.0,1.0,,1.0
102.0,65.0,3.0,0.9,0.04,1000.0,0.8992488782186222,0.971,0.0709999999999999,0.0717511217813777,0.972,0.0719999999999999,0.0727511217813777,-0.001,0.0,0.0,1.0140845070422535,,1.0010298661174046
103.0,66.0,3.0,0.9,0.07,1000.0,0.8888509108334456,0.958,0.0579999999999999,0.0691490891665543,0.959,0.0589999999999999,0.0701490891665543,-0.001,0.0,0.0,1.017241379310345,,1.001043841336117
104.0,67.0,3.0,0.9,0.08,1000.0,0.8833633060987617,0.962,0.0619999999999999,0.0786366939012382,0.958,0.0579999999999999,0.0746366939012382,0.004,0.0,0.0,0.9354838709677418,,0.9958419958419958
105.0,68.0,3.0,0.9,0.09,1000.0,0.8773179522794626,0.958,0.0579999999999999,0.0806820477205373,0.953,0.0529999999999999,0.0756820477205373,0.005,0.0,0.0,0.9137931034482758,,0.9947807933194156
106.0,69.0,3.0,0.9,0.12,1000.0,0.8573847087568932,0.946,0.0459999999999999,0.0886152912431067,0.94,0.0399999999999999,0.0826152912431067,0.006,0.0,0.0,0.869565217391304,,0.9936575052854124
107.0,70.0,3.0,0.9,0.13,1000.0,0.8505761626409583,0.94,0.0399999999999999,0.0894238373590416,0.933,0.033,0.0824238373590418,0.007,0.0,0.0,0.8250000000000022,,0.9925531914893618
108.0,71.0,3.0,0.9,0.14,1000.0,0.8438918166877554,0.944,0.0439999999999999,0.1001081833122445,0.932,0.032,0.0881081833122446,0.012,0.0,0.0,0.727272727272729,,0.9872881355932204
109.0,72.0,3.0,0.95,0.02,1000.0,0.949600398635246,0.996,0.046,0.0463996013647539,0.996,0.046,0.0463996013647539,0.0,0.0,0.0,1.0,,1.0
110.0,73.0,3.0,0.95,0.03,1000.0,0.9466768051121724,0.994,0.044,0.0473231948878276,0.993,0.043,0.0463231948878276,0.001,0.0,0.0,0.9772727272727272,,0.9989939637826962
111.0,74.0,3.0,0.95,0.04,1000.0,0.9415303816638694,0.991,0.041,0.0494696183361306,0.991,0.041,0.0494696183361306,0.0,0.0,0.0,1.0,,1.0
112.0,75.0,3.0,0.95,0.07,1000.0,0.9211652675108348,0.977,0.027,0.0558347324891651,0.976,0.026,0.0548347324891651,0.001,0.0,0.0,0.9629629629629628,,0.9989764585465712
113.0,76.0,3.0,0.95,0.08,1000.0,0.9137527922706667,0.983,0.033,0.0692472077293332,0.981,0.031,0.0672472077293332,0.002,0.0,0.0,0.9393939393939392,,0.9979654120040692
114.0,77.0,3.0,0.95,0.09,1000.0,0.9062068380249838,0.978,0.028,0.0717931619750161,0.979,0.029,0.0727931619750161,-0.001,0.0,0.0,1.0357142857142858,,1.0010224948875257
115.0,78.0,3.0,0.95,0.12,1000.0,0.8831704662041437,0.972,0.022,0.0888295337958562,0.967,0.017,0.0838295337958562,0.005,0.0,0.0,0.7727272727272728,,0.9948559670781892
116.0,79.0,3.0,0.95,0.13,1000.0,0.8754989016716525,0.972,0.022,0.0965010983283475,0.968,0.018,0.0925010983283475,0.004,0.0,0.0,0.8181818181818181,,0.9958847736625516
117.0,80.0,3.0,0.95,0.14,1000.0,0.8679335411816869,0.959,0.009,0.0910664588183131,0.948,-0.002,0.080066458818313,0.011,0.0,0.0,-0.2222222222222222,,0.9885297184567258
,,5.0,0.75,0.03,1000.0,0.75,0.897,0.14700000000000002,0.14700000000000002,0.897,0.14700000000000002,0.14700000000000002,0.0,,,,,
,,5.0,0.75,0.04,1000.0,0.75,0.887,0.137,0.137,0.886,0.136,0.136,0.001,,,,,
,,5.0,0.75,0.07,1000.0,0.75,0.887,0.137,0.137,0.88,0.13,0.13,0.007,,,,,
,,5.0,0.75,0.08,1000.0,0.75,0.892,0.14200000000000002,0.14200000000000002,0.886,0.136,0.136,0.006,,,,,
,,5.0,0.75,0.09,1000.0,0.75,0.918,0.16800000000000004,0.16800000000000004,0.891,0.14100000000000001,0.14100000000000001,0.027,,,,,
,,5.0,0.75,0.12,1000.0,0.75,0.912,0.16200000000000003,0.16200000000000003,0.898,0.14800000000000002,0.14800000000000002,0.014,,,,,
,,5.0,0.75,0.13,1000.0,0.75,0.917,0.16700000000000004,0.16700000000000004,0.897,0.14700000000000002,0.14700000000000002,0.02,,,,,
,,5.0,0.75,0.14,1000.0,0.75,0.913,0.16300000000000003,0.16300000000000003,0.889,0.139,0.139,0.024,,,,,
,,5.0,0.8,0.02,1000.0,0.8,0.92,0.12,0.12,0.92,0.12,0.12,0.0,,,,,
,,5.0,0.8,0.03,1000.0,0.7999999999966634,0.928,0.128,0.12800000000333667,0.928,0.128,0.12800000000333667,0.0,,,,,
,,5.0,0.8,0.04,1000.0,0.7999999326340882,0.932,0.132,0.13200006736591186,0.931,0.131,0.13100006736591185,0.001,,,,,
,,5.0,0.8,0.07,1000.0,0.7995109756477677,0.944,0.1439999999999999,0.1444890243522322,0.94,0.1399999999999999,0.1404890243522322,0.004,,,,,
,,5.0,0.8,0.08,1000.0,0.7985735878490882,0.945,0.1449999999999999,0.1464264121509118,0.939,0.1389999999999999,0.14042641215091178,0.006,,,,,
