Unnamed: 0.1,Unnamed: 0,voters,mean,std,iterations,true_mean,optimal_correct,optimal_correct_minus_mean,optimal_correct_minus_true_mean,majority_correct,majority_correct_minus_mean,majority_correct_minus_true_mean,optimal_correct_minus_majority_correct,d_majority_correct_d_voters,d_optimal_correct_d_voters,ratio_difference_to_mean,ratio_derivative_by_n,ratio_correct
,,5.0,0.8,0.09,1000.0,0.7969865407866559,0.942,0.1419999999999999,0.14501345921334408,0.932,0.132,0.13501345921334418,0.01,,,,,
,,5.0,0.8,0.12,1000.0,0.7894645495748632,0.952,0.1519999999999999,0.16253545042513673,0.937,0.137,0.14753545042513683,0.015,,,,,
,,5.0,0.8,0.13,1000.0,0.7866275716976086,0.957,0.15699999999999992,0.1703724283023914,0.929,0.129,0.1423724283023915,0.028,,,,,
,,5.0,0.8,0.14,1000.0,0.7838546536945905,0.955,0.15499999999999992,0.17114534630540945,0.926,0.126,0.14214534630540954,0.029,,,,,
,,5.0,0.85,0.02,1000.0,0.8499999999999929,0.974,0.124,0.1240000000000071,0.974,0.124,0.1240000000000071,0.0,,,,,
,,5.0,0.85,0.03,1000.0,0.8499999473386991,0.976,0.126,0.12600005266130088,0.976,0.126,0.12600005266130088,0.0,,,,,
,,5.0,0.85,0.04,1000.0,0.8499845133035432,0.973,0.123,0.12301548669645679,0.973,0.123,0.12301548669645679,0.0,,,,,
,,5.0,0.85,0.07,1000.0,0.8470526830523548,0.983,0.133,0.13594731694764517,0.975,0.125,0.12794731694764516,0.008,,,,,
,,5.0,0.85,0.08,1000.0,0.8441876231488713,0.974,0.124,0.12981237685112867,0.974,0.124,0.12981237685112867,0.0,,,,,
,,5.0,0.85,0.09,1000.0,0.8404313030479188,0.981,0.131,0.14056869695208118,0.975,0.125,0.13456869695208118,0.006,,,,,
,,5.0,0.85,0.12,1000.0,0.8259266896236936,0.971,0.121,0.14507331037630633,0.953,0.10299999999999998,0.12707331037630631,0.018,,,,,
,,5.0,0.85,0.13,1000.0,0.8207316781109555,0.979,0.129,0.1582683218890445,0.964,0.11399999999999999,0.14326832188904448,0.015,,,,,
,,5.0,0.85,0.14,1000.0,0.8156461282922116,0.974,0.124,0.15835387170778836,0.955,0.10499999999999998,0.13935387170778835,0.019,,,,,
,,5.0,0.9,0.02,1000.0,0.8999999618679678,0.994,0.09399999999999997,0.09400003813203217,0.994,0.09399999999999997,0.09400003813203217,0.0,,,,,
,,5.0,0.9,0.03,1000.0,0.8999482979378033,0.99,0.08999999999999997,0.0900517020621967,0.99,0.08999999999999997,0.0900517020621967,0.0,,,,,
,,5.0,0.9,0.04,1000.0,0.8992488782186222,0.992,0.09199999999999997,0.09275112178137779,0.991,0.09099999999999997,0.09175112178137779,0.001,,,,,
,,5.0,0.9,0.07,1000.0,0.8888509108334456,0.994,0.09399999999999997,0.10514908916655441,0.993,0.09299999999999997,0.10414908916655441,0.001,,,,,
,,5.0,0.9,0.08,1000.0,0.8833633060987617,0.997,0.09699999999999998,0.11363669390123832,0.995,0.09499999999999997,0.11163669390123832,0.002,,,,,
,,5.0,0.9,0.09,1000.0,0.8773179522794626,0.984,0.08399999999999996,0.10668204772053735,0.978,0.07799999999999996,0.10068204772053735,0.006,,,,,
,,5.0,0.9,0.12,1000.0,0.8573847087568932,0.982,0.08199999999999996,0.12461529124310677,0.975,0.07499999999999996,0.11761529124310677,0.007,,,,,
,,5.0,0.9,0.13,1000.0,0.8505761626409583,0.975,0.07499999999999996,0.12442383735904172,0.967,0.06699999999999995,0.11642383735904172,0.008,,,,,
,,5.0,0.9,0.14,1000.0,0.8438918166877554,0.988,0.08799999999999997,0.14410818331224462,0.975,0.07499999999999996,0.1311081833122446,0.013,,,,,
,,5.0,0.95,0.02,1000.0,0.949600398635246,1.0,0.050000000000000044,0.050399601364753965,1.0,0.050000000000000044,0.050399601364753965,0.0,,,,,
,,5.0,0.95,0.03,1000.0,0.9466768051121723,0.998,0.04800000000000004,0.05132319488782766,0.998,0.04800000000000004,0.05132319488782766,0.0,,,,,
,,5.0,0.95,0.04,1000.0,0.9415303816638694,1.0,0.050000000000000044,0.058469618336130624,1.0,0.050000000000000044,0.058469618336130624,0.0,,,,,
,,5.0,0.95,0.07,1000.0,0.9211652675108348,0.994,0.04400000000000004,0.07283473248916517,0.993,0.04300000000000004,0.07183473248916517,0.001,,,,,
,,5.0,0.95,0.08,1000.0,0.9137527922706667,0.998,0.04800000000000004,0.08424720772933325,0.996,0.04600000000000004,0.08224720772933325,0.002,,,,,
,,5.0,0.95,0.09,1000.0,0.9062068380249838,0.994,0.04400000000000004,0.08779316197501619,0.993,0.04300000000000004,0.08679316197501619,0.001,,,,,
,,5.0,0.95,0.12,1000.0,0.8831704662041437,0.988,0.038000000000000034,0.10482953379585624,0.985,0.03500000000000003,0.10182953379585624,0.003,,,,,
,,5.0,0.95,0.13,1000.0,0.8754989016716525,0.993,0.04300000000000004,0.11750109832834754,0.993,0.04300000000000004,0.11750109832834754,0.0,,,,,
,,5.0,0.95,0.14,1000.0,0.8679335411816869,0.995,0.04500000000000004,0.12706645881831313,0.987,0.03700000000000003,0.11906645881831313,0.008,,,,,
,,7.0,0.55,0.02,1000.0,0.550399601364754,0.623,0.07299999999999995,0.07260039863524603,0.634,0.08399999999999996,0.08360039863524604,-0.011,,,,,
,,7.0,0.55,0.03,1000.0,0.5533231948878277,0.629,0.07899999999999996,0.07567680511217234,0.613,0.06299999999999994,0.059676805112172326,0.016,,,,,
,,7.0,0.55,0.04,1000.0,0.5584696183361306,0.642,0.09199999999999997,0.08353038166386939,0.626,0.07599999999999996,0.06753038166386938,0.016,,,,,
,,7.0,0.55,0.07,1000.0,0.5788347324891652,0.71,0.15999999999999992,0.1311652675108348,0.68,0.13,0.10116526751083488,0.03,,,,,
,,7.0,0.55,0.08,1000.0,0.5862472077293333,0.701,0.1509999999999999,0.1147527922706667,0.667,0.11699999999999999,0.08075279227066678,0.034,,,,,
,,7.0,0.55,0.09,1000.0,0.5937931619750162,0.726,0.17599999999999993,0.13220683802498379,0.701,0.1509999999999999,0.10720683802498376,0.025,,,,,
,,7.0,0.55,0.12,1000.0,0.6168295337958563,0.763,0.21299999999999997,0.14617046620414376,0.741,0.19099999999999995,0.12417046620414374,0.022,,,,,
,,7.0,0.55,0.13,1000.0,0.6245010983283475,0.799,0.249,0.1744989016716525,0.748,0.19799999999999995,0.12349890167165245,0.051,,,,,
,,7.0,0.55,0.14,1000.0,0.6320664588183131,0.798,0.248,0.1659335411816869,0.759,0.20899999999999996,0.12693354118168687,0.039,,,,,
,,7.0,0.6,0.02,1000.0,0.6000000381320322,0.72,0.12,0.1199999618679678,0.72,0.12,0.1199999618679678,0.0,,,,,
,,7.0,0.6,0.03,1000.0,0.6000517020621967,0.686,0.08600000000000008,0.08594829793780334,0.682,0.08200000000000007,0.08194829793780334,0.004,,,,,
,,7.0,0.6,0.04,1000.0,0.6007511217813778,0.718,0.118,0.11724887821862218,0.717,0.11699999999999999,0.11624887821862218,0.001,,,,,
,,7.0,0.6,0.07,1000.0,0.6111490891665544,0.747,0.14700000000000002,0.13585091083344558,0.728,0.128,0.11685091083344556,0.019,,,,,
,,7.0,0.6,0.08,1000.0,0.6166366939012383,0.779,0.17900000000000005,0.1623633060987617,0.762,0.16200000000000003,0.1453633060987617,0.017,,,,,
,,7.0,0.6,0.09,1000.0,0.6226820477205374,0.782,0.18200000000000005,0.15931795227946266,0.734,0.134,0.11131795227946262,0.048,,,,,
,,7.0,0.6,0.12,1000.0,0.6426152912431068,0.823,0.22299999999999998,0.18038470875689316,0.774,0.17400000000000004,0.13138470875689323,0.049,,,,,
,,7.0,0.6,0.13,1000.0,0.6494238373590417,0.847,0.247,0.19757616264095823,0.8,0.20000000000000007,0.1505761626409583,0.047,,,,,
,,7.0,0.6,0.14,1000.0,0.6561081833122446,0.861,0.261,0.20489181668775536,0.826,0.22599999999999998,0.16989181668775533,0.035,,,,,
,,7.0,0.65,0.02,1000.0,0.6500000000000071,0.803,0.15300000000000002,0.15299999999999292,0.805,0.15500000000000003,0.15499999999999292,-0.002,,,,,
,,7.0,0.65,0.03,1000.0,0.6500000526613009,0.794,0.14400000000000002,0.14399994733869914,0.792,0.14200000000000002,0.14199994733869914,0.002,,,,,
,,7.0,0.65,0.04,1000.0,0.6500154866964568,0.785,0.135,0.13498451330354322,0.79,0.14,0.13998451330354322,-0.005,,,,,
,,7.0,0.65,0.07,1000.0,0.6529473169476452,0.828,0.17799999999999994,0.17505268305235477,0.818,0.16799999999999993,0.16505268305235477,0.01,,,,,
,,7.0,0.65,0.08,1000.0,0.6558123768511287,0.842,0.19199999999999995,0.18618762314887127,0.81,0.16000000000000003,0.15418762314887136,0.032,,,,,
,,7.0,0.65,0.09,1000.0,0.6595686969520812,0.829,0.17899999999999994,0.16943130304791876,0.796,0.14600000000000002,0.13643130304791884,0.033,,,,,
,,7.0,0.65,0.12,1000.0,0.6740733103763064,0.85,0.19999999999999996,0.17592668962369362,0.819,0.16899999999999993,0.1449266896236936,0.031,,,,,
,,7.0,0.65,0.13,1000.0,0.6792683218890445,0.878,0.22799999999999998,0.1987316781109555,0.847,0.19699999999999995,0.16773167811095546,0.031,,,,,
,,7.0,0.65,0.14,1000.0,0.6843538717077884,0.905,0.255,0.22064612829221164,0.861,0.21099999999999997,0.1766461282922116,0.044,,,,,
,,7.0,0.7,0.02,1000.0,0.7,0.861,0.16100000000000003,0.16100000000000003,0.861,0.16100000000000003,0.16100000000000003,0.0,,,,,
,,7.0,0.7,0.03,1000.0,0.7000000000033366,0.868,0.16800000000000004,0.16799999999666337,0.867,0.16700000000000004,0.16699999999666337,0.001,,,,,
,,7.0,0.7,0.04,1000.0,0.7000000673659118,0.872,0.17200000000000004,0.1719999326340882,0.864,0.16400000000000003,0.16399993263408819,0.008,,,,,
,,7.0,0.7,0.07,1000.0,0.7004890243522323,0.892,0.19200000000000006,0.19151097564776776,0.89,0.19000000000000006,0.18951097564776775,0.002,,,,,
,,7.0,0.7,0.08,1000.0,0.7014264121509118,0.899,0.19900000000000007,0.19757358784908818,0.89,0.19000000000000006,0.18857358784908818,0.009,,,,,
,,7.0,0.7,0.09,1000.0,0.7030134592133441,0.908,0.20800000000000007,0.2049865407866559,0.893,0.19300000000000006,0.1899865407866559,0.015,,,,,
,,7.0,0.7,0.12,1000.0,0.7105354504251368,0.934,0.2340000000000001,0.22346454957486328,0.896,0.19600000000000006,0.18546454957486325,0.038,,,,,
,,7.0,0.7,0.13,1000.0,0.7133724283023914,0.912,0.21200000000000008,0.19862757169760858,0.887,0.18700000000000006,0.17362757169760856,0.025,,,,,
,,7.0,0.7,0.14,1000.0,0.7161453463054095,0.93,0.2300000000000001,0.21385465369459056,0.889,0.18900000000000006,0.17285465369459052,0.041,,,,,
,,7.0,0.75,0.02,1000.0,0.75,0.923,0.17300000000000004,0.17300000000000004,0.923,0.17300000000000004,0.17300000000000004,0.0,,,,,
,,7.0,0.75,0.03,1000.0,0.75,0.931,0.18100000000000005,0.18100000000000005,0.929,0.17900000000000005,0.17900000000000005,0.002,,,,,
,,7.0,0.75,0.04,1000.0,0.75,0.939,0.18899999999999995,0.18899999999999995,0.937,0.18700000000000006,0.18700000000000006,0.002,,,,,
,,7.0,0.75,0.07,1000.0,0.75,0.945,0.19499999999999995,0.19499999999999995,0.933,0.18300000000000005,0.18300000000000005,0.012,,,,,
,,7.0,0.75,0.08,1000.0,0.75,0.948,0.19799999999999995,0.19799999999999995,0.944,0.19399999999999995,0.19399999999999995,0.004,,,,,
,,7.0,0.75,0.09,1000.0,0.75,0.943,0.19299999999999995,0.19299999999999995,0.924,0.17400000000000004,0.17400000000000004,0.019,,,,,
,,7.0,0.75,0.12,1000.0,0.75,0.948,0.19799999999999995,0.19799999999999995,0.929,0.17900000000000005,0.17900000000000005,0.019,,,,,
,,7.0,0.75,0.13,1000.0,0.75,0.97,0.21999999999999997,0.21999999999999997,0.95,0.19999999999999996,0.19999999999999996,0.02,,,,,
,,7.0,0.75,0.14,1000.0,0.75,0.948,0.19799999999999995,0.19799999999999995,0.928,0.17800000000000005,0.17800000000000005,0.02,,,,,
,,7.0,0.8,0.02,1000.0,0.8,0.964,0.16399999999999992,0.16399999999999992,0.964,0.16399999999999992,0.16399999999999992,0.0,,,,,
,,7.0,0.8,0.03,1000.0,0.7999999999966634,0.954,0.15399999999999991,0.15400000000333658,0.953,0.1529999999999999,0.15300000000333658,0.001,,,,,
,,7.0,0.8,0.04,1000.0,0.7999999326340882,0.961,0.16099999999999992,0.16100006736591177,0.963,0.16299999999999992,0.16300006736591177,-0.002,,,,,
,,7.0,0.8,0.07,1000.0,0.7995109756477677,0.977,0.17699999999999994,0.17748902435223224,0.98,0.17999999999999994,0.18048902435223224,-0.003,,,,,
,,7.0,0.8,0.08,1000.0,0.7985735878490882,0.982,0.18199999999999994,0.18342641215091182,0.975,0.17499999999999993,0.17642641215091182,0.007,,,,,
,,7.0,0.8,0.09,1000.0,0.7969865407866559,0.976,0.17599999999999993,0.1790134592133441,0.967,0.16699999999999993,0.1700134592133441,0.009,,,,,
,,7.0,0.8,0.12,1000.0,0.7894645495748632,0.963,0.16299999999999992,0.17353545042513674,0.944,0.1439999999999999,0.15453545042513672,0.019,,,,,
,,7.0,0.8,0.13,1000.0,0.7866275716976086,0.971,0.17099999999999993,0.18437242830239142,0.96,0.15999999999999992,0.1733724283023914,0.011,,,,,
,,7.0,0.8,0.14,1000.0,0.7838546536945905,0.972,0.17199999999999993,0.18814534630540947,0.954,0.15399999999999991,0.17014534630540945,0.018,,,,,
,,7.0,0.85,0.02,1000.0,0.8499999999999929,0.991,0.14100000000000001,0.14100000000000712,0.991,0.14100000000000001,0.14100000000000712,0.0,,,,,
,,7.0,0.85,0.03,1000.0,0.8499999473386991,0.991,0.14100000000000001,0.1410000526613009,0.99,0.14,0.1400000526613009,0.001,,,,,
,,7.0,0.85,0.04,1000.0,0.8499845133035432,0.987,0.137,0.1370154866964568,0.985,0.135,0.1350154866964568,0.002,,,,,
,,7.0,0.85,0.07,1000.0,0.8470526830523548,0.988,0.138,0.14094731694764517,0.985,0.135,0.13794731694764517,0.003,,,,,
,,7.0,0.85,0.08,1000.0,0.8441876231488713,0.996,0.14600000000000002,0.1518123768511287,0.993,0.14300000000000002,0.1488123768511287,0.003,,,,,
,,7.0,0.85,0.09,1000.0,0.8404313030479188,0.99,0.14,0.1495686969520812,0.989,0.139,0.1485686969520812,0.001,,,,,
,,7.0,0.85,0.12,1000.0,0.8259266896236936,0.993,0.14300000000000002,0.16707331037630635,0.985,0.135,0.15907331037630634,0.008,,,,,
,,7.0,0.85,0.13,1000.0,0.8207316781109555,0.986,0.136,0.1652683218890445,0.973,0.123,0.1522683218890445,0.013,,,,,
,,7.0,0.85,0.14,1000.0,0.8156461282922116,0.991,0.14100000000000001,0.17535387170778838,0.973,0.123,0.15735387170778836,0.018,,,,,
,,7.0,0.9,0.02,1000.0,0.8999999618679678,0.995,0.09499999999999997,0.09500003813203217,0.995,0.09499999999999997,0.09500003813203217,0.0,,,,,
,,7.0,0.9,0.03,1000.0,0.8999482979378033,1.0,0.09999999999999998,0.10005170206219671,1.0,0.09999999999999998,0.10005170206219671,0.0,,,,,
,,7.0,0.9,0.04,1000.0,0.8992488782186222,0.996,0.09599999999999997,0.09675112178137779,0.997,0.09699999999999998,0.09775112178137779,-0.001,,,,,
,,7.0,0.9,0.07,1000.0,0.8888509108334456,0.998,0.09799999999999998,0.10914908916655441,0.999,0.09899999999999998,0.11014908916655441,-0.001,,,,,
,,7.0,0.9,0.08,1000.0,0.8833633060987617,0.998,0.09799999999999998,0.11463669390123832,0.996,0.09599999999999997,0.11263669390123832,0.002,,,,,
,,7.0,0.9,0.09,1000.0,0.8773179522794626,0.998,0.09799999999999998,0.12068204772053737,0.996,0.09599999999999997,0.11868204772053736,0.002,,,,,
,,7.0,0.9,0.12,1000.0,0.8573847087568932,0.991,0.09099999999999997,0.13361529124310678,0.987,0.08699999999999997,0.12961529124310678,0.004,,,,,
,,7.0,0.9,0.13,1000.0,0.8505761626409583,0.992,0.09199999999999997,0.14142383735904174,0.987,0.08699999999999997,0.13642383735904173,0.005,,,,,
,,7.0,0.9,0.14,1000.0,0.8438918166877554,0.99,0.08999999999999997,0.14610818331224462,0.983,0.08299999999999996,0.13910818331224462,0.007,,,,,
,,7.0,0.95,0.02,1000.0,0.949600398635246,1.0,0.050000000000000044,0.050399601364753965,1.0,0.050000000000000044,0.050399601364753965,0.0,,,,,
,,7.0,0.95,0.03,1000.0,0.9466768051121723,1.0,0.050000000000000044,0.05332319488782766,1.0,0.050000000000000044,0.05332319488782766,0.0,,,,,
,,7.0,0.95,0.04,1000.0,0.9415303816638694,1.0,0.050000000000000044,0.058469618336130624,1.0,0.050000000000000044,0.058469618336130624,0.0,,,,,
,,7.0,0.95,0.07,1000.0,0.9211652675108348,1.0,0.050000000000000044,0.07883473248916517,1.0,0.050000000000000044,0.07883473248916517,0.0,,,,,
,,7.0,0.95,0.08,1000.0,0.9137527922706667,1.0,0.050000000000000044,0.08624720772933325,0.999,0.049000000000000044,0.08524720772933325,0.001,,,,,
,,7.0,0.95,0.09,1000.0,0.9062068380249838,0.999,0.049000000000000044,0.09279316197501619,0.999,0.049000000000000044,0.09279316197501619,0.0,,,,,
,,7.0,0.95,0.12,1000.0,0.8831704662041437,0.999,0.049000000000000044,0.11582953379585625,0.998,0.04800000000000004,0.11482953379585625,0.001,,,,,
,,7.0,0.95,0.13,1000.0,0.8754989016716525,0.992,0.04200000000000004,0.11650109832834754,0.993,0.04300000000000004,0.11750109832834754,-0.001,,,,,
,,7.0,0.95,0.14,1000.0,0.8679335411816869,0.998,0.04800000000000004,0.13006645881831314,0.992,0.04200000000000004,0.12406645881831313,0.006,,,,,
,,9.0,0.55,0.02,1000.0,0.550399601364754,0.651,0.10099999999999998,0.10060039863524606,0.637,0.08699999999999997,0.08660039863524605,0.014,,,,,
,,9.0,0.55,0.03,1000.0,0.5533231948878277,0.639,0.08899999999999997,0.08567680511217235,0.642,0.09199999999999997,0.08867680511217235,-0.003,,,,,
,,9.0,0.55,0.04,1000.0,0.5584696183361306,0.642,0.09199999999999997,0.08353038166386939,0.609,0.05899999999999994,0.05053038166386936,0.033,,,,,
,,9.0,0.55,0.07,1000.0,0.5788347324891652,0.702,0.1519999999999999,0.12316526751083479,0.691,0.1409999999999999,0.11216526751083478,0.011,,,,,
,,9.0,0.55,0.08,1000.0,0.5862472077293333,0.736,0.18599999999999994,0.14975279227066673,0.704,0.15399999999999991,0.1177527922706667,0.032,,,,,
,,9.0,0.55,0.09,1000.0,0.5937931619750162,0.762,0.21199999999999997,0.16820683802498382,0.731,0.18099999999999994,0.1372068380249838,0.031,,,,,
,,9.0,0.55,0.12,1000.0,0.6168295337958563,0.821,0.2709999999999999,0.2041704662041437,0.773,0.22299999999999998,0.15617046620414377,0.048,,,,,
,,9.0,0.55,0.13,1000.0,0.6245010983283475,0.851,0.30099999999999993,0.22649890167165243,0.801,0.251,0.1764989016716525,0.05,,,,,
,,9.0,0.55,0.14,1000.0,0.6320664588183131,0.826,0.2759999999999999,0.19393354118168682,0.778,0.22799999999999998,0.1459335411816869,0.048,,,,,
,,9.0,0.6,0.02,1000.0,0.6000000381320322,0.733,0.133,0.1329999618679678,0.728,0.128,0.1279999618679678,0.005,,,,,
,,9.0,0.6,0.03,1000.0,0.6000517020621967,0.754,0.15400000000000003,0.1539482979378033,0.743,0.14300000000000002,0.14294829793780328,0.011,,,,,
,,9.0,0.6,0.04,1000.0,0.6007511217813778,0.744,0.14400000000000002,0.1432488782186222,0.751,0.15100000000000002,0.1502488782186222,-0.007,,,,,
,,9.0,0.6,0.07,1000.0,0.6111490891665544,0.795,0.19500000000000006,0.18385091083344562,0.754,0.15400000000000003,0.1428509108334456,0.041,,,,,
,,9.0,0.6,0.08,1000.0,0.6166366939012383,0.8,0.20000000000000007,0.18336330609876172,0.774,0.17400000000000004,0.1573633060987617,0.026,,,,,
,,9.0,0.6,0.09,1000.0,0.6226820477205374,0.805,0.20500000000000007,0.18231795227946268,0.773,0.17300000000000004,0.15031795227946265,0.032,,,,,
,,9.0,0.6,0.12,1000.0,0.6426152912431068,0.872,0.272,0.2293847087568932,0.804,0.20400000000000007,0.16138470875689326,0.068,,,,,
,,9.0,0.6,0.13,1000.0,0.6494238373590417,0.866,0.266,0.21657616264095825,0.82,0.21999999999999997,0.1705761626409582,0.046,,,,,
,,9.0,0.6,0.14,1000.0,0.6561081833122446,0.895,0.29500000000000004,0.2388918166877554,0.836,0.236,0.17989181668775533,0.059,,,,,
,,9.0,0.65,0.02,1000.0,0.6500000000000071,0.824,0.17399999999999993,0.17399999999999283,0.823,0.17299999999999993,0.17299999999999283,0.001,,,,,
,,9.0,0.65,0.03,1000.0,0.6500000526613009,0.822,0.17199999999999993,0.17199994733869906,0.814,0.16399999999999992,0.16399994733869905,0.008,,,,,
,,9.0,0.65,0.04,1000.0,0.6500154866964568,0.82,0.16999999999999993,0.16998451330354314,0.824,0.17399999999999993,0.17398451330354314,-0.004,,,,,
,,9.0,0.65,0.07,1000.0,0.6529473169476452,0.862,0.21199999999999997,0.2090526830523548,0.846,0.19599999999999995,0.1930526830523548,0.016,,,,,
,,9.0,0.65,0.08,1000.0,0.6558123768511287,0.876,0.22599999999999998,0.2201876231488713,0.846,0.19599999999999995,0.19018762314887128,0.03,,,,,
,,9.0,0.65,0.09,1000.0,0.6595686969520812,0.87,0.21999999999999997,0.2104313030479188,0.839,0.18899999999999995,0.17943130304791877,0.031,,,,,
,,9.0,0.65,0.12,1000.0,0.6740733103763064,0.912,0.262,0.23792668962369368,0.862,0.21199999999999997,0.18792668962369363,0.05,,,,,
,,9.0,0.65,0.13,1000.0,0.6792683218890445,0.899,0.249,0.2197316781109555,0.872,0.22199999999999998,0.19273167811095548,0.027,,,,,
,,9.0,0.65,0.14,1000.0,0.6843538717077884,0.932,0.28200000000000003,0.24764612829221166,0.89,0.24,0.20564612829221163,0.042,,,,,
,,9.0,0.7,0.02,1000.0,0.7,0.887,0.18700000000000006,0.18700000000000006,0.887,0.18700000000000006,0.18700000000000006,0.0,,,,,
,,9.0,0.7,0.03,1000.0,0.7000000000033366,0.894,0.19400000000000006,0.1939999999966634,0.894,0.19400000000000006,0.1939999999966634,0.0,,,,,
,,9.0,0.7,0.04,1000.0,0.7000000673659118,0.904,0.20400000000000007,0.20399993263408822,0.905,0.20500000000000007,0.20499993263408822,-0.001,,,,,
,,9.0,0.7,0.07,1000.0,0.7004890243522323,0.913,0.21300000000000008,0.21251097564776777,0.903,0.20300000000000007,0.20251097564776777,0.01,,,,,
,,9.0,0.7,0.08,1000.0,0.7014264121509118,0.902,0.20200000000000007,0.2005735878490882,0.9,0.20000000000000007,0.19857358784908818,0.002,,,,,
,,9.0,0.7,0.09,1000.0,0.7030134592133441,0.928,0.2280000000000001,0.22498654078665592,0.905,0.20500000000000007,0.2019865407866559,0.023,,,,,
,,9.0,0.7,0.12,1000.0,0.7105354504251368,0.937,0.2370000000000001,0.22646454957486328,0.919,0.21900000000000008,0.20846454957486327,0.018,,,,,
,,9.0,0.7,0.13,1000.0,0.7133724283023914,0.951,0.251,0.2376275716976085,0.926,0.2260000000000001,0.2126275716976086,0.025,,,,,
,,9.0,0.7,0.14,1000.0,0.7161453463054095,0.944,0.244,0.22785465369459046,0.924,0.2240000000000001,0.20785465369459055,0.02,,,,,
,,9.0,0.75,0.02,1000.0,0.75,0.952,0.20199999999999996,0.20199999999999996,0.952,0.20199999999999996,0.20199999999999996,0.0,,,,,
,,9.0,0.75,0.03,1000.0,0.75,0.962,0.21199999999999997,0.21199999999999997,0.96,0.20999999999999996,0.20999999999999996,0.002,,,,,
,,9.0,0.75,0.04,1000.0,0.75,0.939,0.18899999999999995,0.18899999999999995,0.938,0.18799999999999994,0.18799999999999994,0.001,,,,,
,,9.0,0.75,0.07,1000.0,0.75,0.96,0.20999999999999996,0.20999999999999996,0.954,0.20399999999999996,0.20399999999999996,0.006,,,,,
,,9.0,0.75,0.08,1000.0,0.75,0.957,0.20699999999999996,0.20699999999999996,0.949,0.19899999999999995,0.19899999999999995,0.008,,,,,
,,9.0,0.75,0.09,1000.0,0.75,0.971,0.22099999999999997,0.22099999999999997,0.956,0.20599999999999996,0.20599999999999996,0.015,,,,,
,,9.0,0.75,0.12,1000.0,0.75,0.973,0.22299999999999998,0.22299999999999998,0.951,0.20099999999999996,0.20099999999999996,0.022,,,,,
,,9.0,0.75,0.13,1000.0,0.75,0.977,0.22699999999999998,0.22699999999999998,0.952,0.20199999999999996,0.20199999999999996,0.025,,,,,
,,9.0,0.75,0.14,1000.0,0.75,0.972,0.22199999999999998,0.22199999999999998,0.957,0.20699999999999996,0.20699999999999996,0.015,,,,,
,,9.0,0.8,0.02,1000.0,0.8,0.98,0.17999999999999994,0.17999999999999994,0.98,0.17999999999999994,0.17999999999999994,0.0,,,,,
,,9.0,0.8,0.03,1000.0,0.7999999999966634,0.978,0.17799999999999994,0.1780000000033366,0.977,0.17699999999999994,0.1770000000033366,0.001,,,,,
,,9.0,0.8,0.04,1000.0,0.7999999326340882,0.978,0.17799999999999994,0.17800006736591178,0.979,0.17899999999999994,0.17900006736591179,-0.001,,,,,
,,9.0,0.8,0.07,1000.0,0.7995109756477677,0.98,0.17999999999999994,0.18048902435223224,0.977,0.17699999999999994,0.17748902435223224,0.003,,,,,
,,9.0,0.8,0.08,1000.0,0.7985735878490882,0.985,0.18499999999999994,0.18642641215091182,0.98,0.17999999999999994,0.18142641215091182,0.005,,,,,
,,9.0,0.8,0.09,1000.0,0.7969865407866559,0.971,0.17099999999999993,0.1740134592133441,0.974,0.17399999999999993,0.1770134592133441,-0.003,,,,,
,,9.0,0.8,0.12,1000.0,0.7894645495748632,0.984,0.18399999999999994,0.19453545042513676,0.978,0.17799999999999994,0.18853545042513675,0.006,,,,,
,,9.0,0.8,0.13,1000.0,0.7866275716976086,0.985,0.18499999999999994,0.19837242830239143,0.981,0.18099999999999994,0.19437242830239143,0.004,,,,,
,,9.0,0.8,0.14,1000.0,0.7838546536945905,0.982,0.18199999999999994,0.19814534630540948,0.967,0.16699999999999993,0.18314534630540946,0.015,,,,,
,,9.0,0.85,0.02,1000.0,0.8499999999999929,0.99,0.14,0.14000000000000712,0.99,0.14,0.14000000000000712,0.0,,,,,
,,9.0,0.85,0.03,1000.0,0.8499999473386991,0.99,0.14,0.1400000526613009,0.99,0.14,0.1400000526613009,0.0,,,,,
,,9.0,0.85,0.04,1000.0,0.8499845133035432,0.998,0.14800000000000002,0.1480154866964568,0.998,0.14800000000000002,0.1480154866964568,0.0,,,,,
,,9.0,0.85,0.07,1000.0,0.8470526830523548,0.993,0.14300000000000002,0.14594731694764518,0.99,0.14,0.14294731694764518,0.003,,,,,
,,9.0,0.85,0.08,1000.0,0.8441876231488713,0.993,0.14300000000000002,0.1488123768511287,0.995,0.14500000000000002,0.1508123768511287,-0.002,,,,,
,,9.0,0.85,0.09,1000.0,0.8404313030479188,0.998,0.14800000000000002,0.1575686969520812,0.996,0.14600000000000002,0.1555686969520812,0.002,,,,,
,,9.0,0.85,0.12,1000.0,0.8259266896236936,0.992,0.14200000000000002,0.16607331037630635,0.986,0.136,0.16007331037630634,0.006,,,,,
,,9.0,0.85,0.13,1000.0,0.8207316781109555,0.995,0.14500000000000002,0.1742683218890445,0.985,0.135,0.1642683218890445,0.01,,,,,
,,9.0,0.85,0.14,1000.0,0.8156461282922116,0.991,0.14100000000000001,0.17535387170778838,0.983,0.133,0.16735387170778837,0.008,,,,,
