distribution,voters,mean,std,iterations,true_mean,optimal_correct,optimal_correct_minus_mean,optimal_correct_minus_true_mean,majority_correct,majority_correct_minus_mean,majority_correct_minus_true_mean,optimal_correct_minus_majority_correct,d_majority_correct_d_voters,d_optimal_correct_d_voters,ratio_difference_to_mean,ratio_derivative_by_n,ratio_correct
truncnorm,3.0,0.55,0.02,1000.0,0.550399601364754,0.558,0.008,0.007600398635246,0.56,0.01,0.009600398635246,-0.002,0.0,0.0,1.26314409230132,,1.003584229390681
truncnorm,5.0,0.55,0.02,1000.0,0.550399601364754,0.6,0.0499999999999999,0.049600398635246,0.594,0.0439999999999999,0.043600398635246,0.006,0.0169999999999999,0.0209999999999999,0.8790332302745566,0.8095238095238086,0.99
truncnorm,7.0,0.55,0.02,1000.0,0.550399601364754,0.623,0.0729999999999999,0.072600398635246,0.634,0.0839999999999999,0.083600398635246,-0.011,0.02,0.0115,1.151514319573718,1.7391304347826089,1.0176565008025682
truncnorm,9.0,0.55,0.02,1000.0,0.550399601364754,0.651,0.1009999999999999,0.100600398635246,0.637,0.0869999999999999,0.086600398635246,0.014,0.0015,0.014,0.8608355415095243,0.1071428571428571,0.978494623655914
truncnorm,11.0,0.55,0.02,1000.0,0.550399601364754,0.636,0.0859999999999999,0.085600398635246,0.638,0.0879999999999999,0.087600398635246,-0.002,0.0005,-0.0075,1.0233643771744831,-0.0666666666666666,1.0031446540880504
truncnorm,21.0,0.55,0.02,1000.0,0.550399601364754,0.688,0.1379999999999999,0.1376003986352459,0.69,0.1399999999999999,0.1396003986352459,-0.002,0.0259999999999999,0.0259999999999999,1.0145348416126443,1.0,1.002906976744186
truncnorm,31.0,0.55,0.02,1000.0,0.550399601364754,0.713,0.1629999999999999,0.162600398635246,0.678,0.128,0.127600398635246,0.035,-0.0059999999999999,0.0125,0.7847483751960911,-0.479999999999992,0.9509116409537168
truncnorm,41.0,0.55,0.02,1000.0,0.550399601364754,0.771,0.2209999999999999,0.220600398635246,0.756,0.2059999999999999,0.205600398635246,0.015,0.0389999999999999,0.029,0.9320037493458844,1.344827586206893,0.980544747081712
truncnorm,51.0,0.55,0.02,1000.0,0.550399601364754,0.791,0.241,0.240600398635246,0.774,0.2239999999999999,0.223600398635246,0.017,0.009,0.01,0.929343425462182,0.8999999999999999,0.9785082174462704
truncnorm,3.0,0.55,0.03,1000.0,0.5533231948878277,0.621,0.0709999999999999,0.0676768051121723,0.598,0.0479999999999999,0.0446768051121723,0.023,0.0,0.0,0.6601494417196825,,0.9629629629629628
truncnorm,5.0,0.55,0.03,1000.0,0.5533231948878277,0.591,0.0409999999999999,0.0376768051121723,0.597,0.0469999999999999,0.0436768051121723,-0.006,-0.0005,-0.015,1.1592491715297155,0.0333333333333333,1.0101522842639594
truncnorm,7.0,0.55,0.03,1000.0,0.5533231948878277,0.629,0.0789999999999999,0.0756768051121723,0.613,0.0629999999999999,0.0596768051121723,0.016,0.008,0.019,0.7885745840316075,0.4210526315789474,0.9745627980922098
truncnorm,9.0,0.55,0.03,1000.0,0.5533231948878277,0.639,0.0889999999999999,0.0856768051121723,0.642,0.0919999999999999,0.0886768051121723,-0.003,0.0145,0.005,1.0350153112744138,2.9,1.0046948356807512
truncnorm,11.0,0.55,0.03,1000.0,0.5533231948878277,0.674,0.124,0.1206768051121723,0.656,0.1059999999999999,0.1026768051121723,0.018,0.007,0.0175,0.850841261638734,0.3999999999999999,0.973293768545994
truncnorm,21.0,0.55,0.03,1000.0,0.5533231948878277,0.725,0.1749999999999999,0.1716768051121723,0.703,0.1529999999999999,0.1496768051121723,0.022,0.0234999999999999,0.0254999999999999,0.87185222846135,0.92156862745098,0.9696551724137932
truncnorm,31.0,0.55,0.03,1000.0,0.5533231948878277,0.754,0.2039999999999999,0.2006768051121723,0.72,0.1699999999999999,0.1666768051121723,0.034,0.0085,0.0145,0.8305733441341413,0.5862068965517242,0.9549071618037136
