voters,distribution,mean,std,iterations,true_mean,optimal_correct,optimal_correct_minus_mean,optimal_correct_minus_true_mean,majority_correct,majority_correct_minus_mean,majority_correct_minus_true_mean,optimal_correct_minus_majority_correct
3,uniform,0.7,0.058,1000,0.7,0.804,0.10400000000000009,0.10400000000000009,0.804,0.10400000000000009,0.10400000000000009,0.0
5,uniform,0.7,0.058,1000,0.7,0.848,0.14800000000000002,0.14800000000000002,0.841,0.14100000000000001,0.14100000000000001,0.007
7,uniform,0.7,0.058,1000,0.7,0.887,0.18700000000000006,0.18700000000000006,0.883,0.18300000000000005,0.18300000000000005,0.004
9,uniform,0.7,0.058,1000,0.7,0.906,0.20600000000000007,0.20600000000000007,0.896,0.19600000000000006,0.19600000000000006,0.01
11,uniform,0.7,0.058,1000,0.7,0.928,0.2280000000000001,0.2280000000000001,0.916,0.21600000000000008,0.21600000000000008,0.012
21,uniform,0.7,0.058,1000,0.7,0.982,0.28200000000000003,0.28200000000000003,0.972,0.272,0.272,0.01
31,uniform,0.7,0.058,1000,0.7,0.993,0.29300000000000004,0.29300000000000004,0.99,0.29000000000000004,0.29000000000000004,0.003
41,uniform,0.7,0.058,1000,0.7,0.999,0.29900000000000004,0.29900000000000004,0.998,0.29800000000000004,0.29800000000000004,0.001
51,uniform,0.7,0.058,1000,0.7,1.0,0.30000000000000004,0.30000000000000004,1.0,0.30000000000000004,0.30000000000000004,0.0
3,uniform,0.75,0.087,1000,0.75,0.858,0.10799999999999998,0.10799999999999998,0.842,0.09199999999999997,0.09199999999999997,0.016
5,uniform,0.75,0.087,1000,0.75,0.903,0.15300000000000002,0.15300000000000002,0.892,0.14200000000000002,0.14200000000000002,0.011
7,uniform,0.75,0.087,1000,0.75,0.943,0.19299999999999995,0.19299999999999995,0.929,0.17900000000000005,0.17900000000000005,0.014
9,uniform,0.75,0.087,1000,0.75,0.957,0.20699999999999996,0.20699999999999996,0.952,0.20199999999999996,0.20199999999999996,0.005
11,uniform,0.75,0.087,1000,0.75,0.975,0.22499999999999998,0.22499999999999998,0.96,0.20999999999999996,0.20999999999999996,0.015
21,uniform,0.75,0.087,1000,0.75,0.994,0.244,0.244,0.991,0.241,0.241,0.003
31,uniform,0.75,0.087,1000,0.75,1.0,0.25,0.25,0.998,0.248,0.248,0.002
41,uniform,0.75,0.087,1000,0.75,1.0,0.25,0.25,1.0,0.25,0.25,0.0
51,uniform,0.75,0.087,1000,0.75,1.0,0.25,0.25,1.0,0.25,0.25,0.0
3,uniform,0.8,0.113,1000,0.8,0.913,0.11299999999999999,0.11299999999999999,0.889,0.08899999999999997,0.08899999999999997,0.024
5,uniform,0.8,0.113,1000,0.8,0.975,0.17499999999999993,0.17499999999999993,0.967,0.16699999999999993,0.16699999999999993,0.008
7,uniform,0.8,0.113,1000,0.8,0.978,0.17799999999999994,0.17799999999999994,0.962,0.16199999999999992,0.16199999999999992,0.016
9,uniform,0.8,0.113,1000,0.8,0.989,0.18899999999999995,0.18899999999999995,0.981,0.18099999999999994,0.18099999999999994,0.008
11,uniform,0.8,0.113,1000,0.8,0.995,0.19499999999999995,0.19499999999999995,0.987,0.18699999999999994,0.18699999999999994,0.008
21,uniform,0.8,0.113,1000,0.8,0.998,0.19799999999999995,0.19799999999999995,0.999,0.19899999999999995,0.19899999999999995,-0.001
31,uniform,0.8,0.113,1000,0.8,1.0,0.19999999999999996,0.19999999999999996,1.0,0.19999999999999996,0.19999999999999996,0.0
41,uniform,0.8,0.113,1000,0.8,1.0,0.19999999999999996,0.19999999999999996,1.0,0.19999999999999996,0.19999999999999996,0.0
51,uniform,0.8,0.113,1000,0.8,1.0,0.19999999999999996,0.19999999999999996,1.0,0.19999999999999996,0.19999999999999996,0.0
3,uniform,0.75,0.029,1000,0.75,0.828,0.07799999999999996,0.07799999999999996,0.828,0.07799999999999996,0.07799999999999996,0.0
5,uniform,0.75,0.029,1000,0.75,0.903,0.15300000000000002,0.15300000000000002,0.903,0.15300000000000002,0.15300000000000002,0.0
7,uniform,0.75,0.029,1000,0.75,0.91,0.16000000000000003,0.16000000000000003,0.91,0.16000000000000003,0.16000000000000003,0.0
9,uniform,0.75,0.029,1000,0.75,0.95,0.19999999999999996,0.19999999999999996,0.95,0.19999999999999996,0.19999999999999996,0.0
11,uniform,0.75,0.029,1000,0.75,0.971,0.22099999999999997,0.22099999999999997,0.97,0.21999999999999997,0.21999999999999997,0.001
21,uniform,0.75,0.029,1000,0.75,0.994,0.244,0.244,0.994,0.244,0.244,0.0
31,uniform,0.75,0.029,1000,0.75,0.999,0.249,0.249,0.999,0.249,0.249,0.0
41,uniform,0.75,0.029,1000,0.75,1.0,0.25,0.25,1.0,0.25,0.25,0.0
51,uniform,0.75,0.029,1000,0.75,1.0,0.25,0.25,1.0,0.25,0.25,0.0
3,uniform,0.8,0.058,1000,0.8,0.904,0.10399999999999998,0.10399999999999998,0.906,0.10599999999999998,0.10599999999999998,-0.002
5,uniform,0.8,0.058,1000,0.8,0.948,0.1479999999999999,0.1479999999999999,0.951,0.1509999999999999,0.1509999999999999,-0.003
7,uniform,0.8,0.058,1000,0.8,0.966,0.16599999999999993,0.16599999999999993,0.969,0.16899999999999993,0.16899999999999993,-0.003
9,uniform,0.8,0.058,1000,0.8,0.977,0.17699999999999994,0.17699999999999994,0.978,0.17799999999999994,0.17799999999999994,-0.001
11,uniform,0.8,0.058,1000,0.8,0.986,0.18599999999999994,0.18599999999999994,0.986,0.18599999999999994,0.18599999999999994,0.0
21,uniform,0.8,0.058,1000,0.8,0.998,0.19799999999999995,0.19799999999999995,0.998,0.19799999999999995,0.19799999999999995,0.0
31,uniform,0.8,0.058,1000,0.8,1.0,0.19999999999999996,0.19999999999999996,1.0,0.19999999999999996,0.19999999999999996,0.0
41,uniform,0.8,0.058,1000,0.8,1.0,0.19999999999999996,0.19999999999999996,1.0,0.19999999999999996,0.19999999999999996,0.0
51,uniform,0.8,0.058,1000,0.8,1.0,0.19999999999999996,0.19999999999999996,1.0,0.19999999999999996,0.19999999999999996,0.0
3,uniform,0.84,0.084,1000,0.84,0.946,0.10599999999999998,0.10599999999999998,0.942,0.10199999999999998,0.10199999999999998,0.004
5,uniform,0.84,0.084,1000,0.84,0.973,0.133,0.133,0.96,0.12,0.12,0.013
7,uniform,0.84,0.084,1000,0.84,0.989,0.14900000000000002,0.14900000000000002,0.986,0.14600000000000002,0.14600000000000002,0.003
9,uniform,0.84,0.084,1000,0.84,0.999,0.15900000000000003,0.15900000000000003,0.997,0.15700000000000003,0.15700000000000003,0.002
11,uniform,0.84,0.084,1000,0.84,0.998,0.15800000000000003,0.15800000000000003,0.992,0.15200000000000002,0.15200000000000002,0.006
21,uniform,0.84,0.084,1000,0.84,1.0,0.16000000000000003,0.16000000000000003,1.0,0.16000000000000003,0.16000000000000003,0.0
31,uniform,0.84,0.084,1000,0.84,1.0,0.16000000000000003,0.16000000000000003,1.0,0.16000000000000003,0.16000000000000003,0.0
41,uniform,0.84,0.084,1000,0.84,1.0,0.16000000000000003,0.16000000000000003,1.0,0.16000000000000003,0.16000000000000003,0.0
51,uniform,0.84,0.084,1000,0.84,1.0,0.16000000000000003,0.16000000000000003,1.0,0.16000000000000003,0.16000000000000003,0.0
3,uniform,0.85,0.029,1000,0.85,0.947,0.09699999999999998,0.09699999999999998,0.947,0.09699999999999998,0.09699999999999998,0.0
5,uniform,0.85,0.029,1000,0.85,0.983,0.133,0.133,0.983,0.133,0.133,0.0
7,uniform,0.85,0.029,1000,0.85,0.981,0.131,0.131,0.981,0.131,0.131,0.0
9,uniform,0.85,0.029,1000,0.85,0.996,0.14600000000000002,0.14600000000000002,0.996,0.14600000000000002,0.14600000000000002,0.0
11,uniform,0.85,0.029,1000,0.85,1.0,0.15000000000000002,0.15000000000000002,1.0,0.15000000000000002,0.15000000000000002,0.0
21,uniform,0.85,0.029,1000,0.85,1.0,0.15000000000000002,0.15000000000000002,1.0,0.15000000000000002,0.15000000000000002,0.0
31,uniform,0.85,0.029,1000,0.85,1.0,0.15000000000000002,0.15000000000000002,1.0,0.15000000000000002,0.15000000000000002,0.0
41,uniform,0.85,0.029,1000,0.85,1.0,0.15000000000000002,0.15000000000000002,1.0,0.15000000000000002,0.15000000000000002,0.0
51,uniform,0.85,0.029,1000,0.85,1.0,0.15000000000000002,0.15000000000000002,1.0,0.15000000000000002,0.15000000000000002,0.0
3,uniform,0.9,0.055,1000,0.9,0.982,0.08199999999999996,0.08199999999999996,0.983,0.08299999999999996,0.08299999999999996,-0.001
5,uniform,0.9,0.055,1000,0.9,0.996,0.09599999999999997,0.09599999999999997,0.996,0.09599999999999997,0.09599999999999997,0.0
7,uniform,0.9,0.055,1000,0.9,0.997,0.09699999999999998,0.09699999999999998,0.998,0.09799999999999998,0.09799999999999998,-0.001
9,uniform,0.9,0.055,1000,0.9,1.0,0.09999999999999998,0.09999999999999998,0.999,0.09899999999999998,0.09899999999999998,0.001
11,uniform,0.9,0.055,1000,0.9,1.0,0.09999999999999998,0.09999999999999998,1.0,0.09999999999999998,0.09999999999999998,0.0
21,uniform,0.9,0.055,1000,0.9,1.0,0.09999999999999998,0.09999999999999998,1.0,0.09999999999999998,0.09999999999999998,0.0
31,uniform,0.9,0.055,1000,0.9,1.0,0.09999999999999998,0.09999999999999998,1.0,0.09999999999999998,0.09999999999999998,0.0
41,uniform,0.9,0.055,1000,0.9,1.0,0.09999999999999998,0.09999999999999998,1.0,0.09999999999999998,0.09999999999999998,0.0
51,uniform,0.9,0.055,1000,0.9,1.0,0.09999999999999998,0.09999999999999998,1.0,0.09999999999999998,0.09999999999999998,0.0
3,uniform,0.94,0.026,1000,0.94,0.981,0.041000000000000036,0.041000000000000036,0.981,0.041000000000000036,0.041000000000000036,0.0
5,uniform,0.94,0.026,1000,0.94,0.999,0.05900000000000005,0.05900000000000005,0.999,0.05900000000000005,0.05900000000000005,0.0
7,uniform,0.94,0.026,1000,0.94,0.999,0.05900000000000005,0.05900000000000005,0.999,0.05900000000000005,0.05900000000000005,0.0
9,uniform,0.94,0.026,1000,0.94,1.0,0.06000000000000005,0.06000000000000005,1.0,0.06000000000000005,0.06000000000000005,0.0
11,uniform,0.94,0.026,1000,0.94,1.0,0.06000000000000005,0.06000000000000005,1.0,0.06000000000000005,0.06000000000000005,0.0
21,uniform,0.94,0.026,1000,0.94,1.0,0.06000000000000005,0.06000000000000005,1.0,0.06000000000000005,0.06000000000000005,0.0
31,uniform,0.94,0.026,1000,0.94,1.0,0.06000000000000005,0.06000000000000005,1.0,0.06000000000000005,0.06000000000000005,0.0
41,uniform,0.94,0.026,1000,0.94,1.0,0.06000000000000005,0.06000000000000005,1.0,0.06000000000000005,0.06000000000000005,0.0
51,uniform,0.94,0.026,1000,0.94,1.0,0.06000000000000005,0.06000000000000005,1.0,0.06000000000000005,0.06000000000000005,0.0
