voters,distribution,mean,std,iterations,true_mean,optimal_correct,optimal_correct_minus_mean,optimal_correct_minus_true_mean,majority_correct,majority_correct_minus_mean,majority_correct_minus_true_mean,optimal_correct_minus_majority_correct
3,uniform,0.55,0.025980762113533153,1000,0.55,0.584,0.03399999999999992,0.03399999999999992,0.565,0.014999999999999902,0.014999999999999902,0.019
3,uniform,0.6,0.054848275573014436,1000,0.6,0.653,0.05300000000000005,0.05300000000000005,0.635,0.03500000000000003,0.03500000000000003,0.018
3,uniform,0.66,0.08371578903249575,1000,0.66,0.769,0.10899999999999999,0.10899999999999999,0.741,0.08099999999999996,0.08099999999999996,0.028
3,uniform,0.7,0.11258330249197704,1000,0.7,0.836,0.136,0.136,0.81,0.1100000000000001,0.1100000000000001,0.026
3,uniform,0.75,0.13856406460551018,1000,0.75,0.874,0.124,0.124,0.85,0.09999999999999998,0.09999999999999998,0.024
3,uniform,0.65,0.028867513459481284,1000,0.65,0.716,0.06599999999999995,0.06599999999999995,0.716,0.06599999999999995,0.06599999999999995,0.0
3,uniform,0.7,0.0577350269189626,1000,0.7,0.809,0.1090000000000001,0.1090000000000001,0.806,0.1060000000000001,0.1060000000000001,0.003
3,uniform,0.75,0.08660254037844388,1000,0.75,0.854,0.10399999999999998,0.10399999999999998,0.848,0.09799999999999998,0.09799999999999998,0.006
3,uniform,0.8,0.11258330249197704,1000,0.8,0.907,0.10699999999999998,0.10699999999999998,0.89,0.08999999999999997,0.08999999999999997,0.017
3,uniform,0.75,0.028867513459481315,1000,0.75,0.862,0.11199999999999999,0.11199999999999999,0.862,0.11199999999999999,0.11199999999999999,0.0
3,uniform,0.8,0.0577350269189626,1000,0.8,0.894,0.09399999999999997,0.09399999999999997,0.893,0.09299999999999997,0.09299999999999997,0.001
3,uniform,0.84,0.08371578903249575,1000,0.84,0.935,0.09500000000000008,0.09500000000000008,0.922,0.08200000000000007,0.08200000000000007,0.013
3,uniform,0.85,0.028867513459481284,1000,0.85,0.942,0.09199999999999997,0.09199999999999997,0.942,0.09199999999999997,0.09199999999999997,0.0
3,uniform,0.9,0.054848275573014436,1000,0.9,0.975,0.07499999999999996,0.07499999999999996,0.97,0.06999999999999995,0.06999999999999995,0.005
3,uniform,0.94,0.025980762113533153,1000,0.94,0.993,0.05300000000000005,0.05300000000000005,0.993,0.05300000000000005,0.05300000000000005,0.0
