iterations,voters,mean,mean_bucket,std,std_bucket,optimal_is_strong_democracy,optimal_is_weak_democracy,optimal_is_weak_epistocracy,optimal_is_strong_epistocracy,optimal_is_expert_rule,optimal_agrees_majority
1000.0,3.0,0.55,,0.02,,0.781,0.0,0.0,0.219,0.219,0.936
1000.0,3.0,0.55,,0.03,,0.526,0.0,0.0,0.474,0.474,0.888
1000.0,3.0,0.55,,0.04,,0.331,0.0,0.0,0.669,0.669,0.834
1000.0,3.0,0.55,,0.07,,0.103,0.0,0.0,0.897,0.897,0.777
1000.0,3.0,0.55,,0.08,,0.083,0.0,0.0,0.917,0.917,0.768
1000.0,3.0,0.55,,0.09,,0.105,0.0,0.0,0.895,0.895,0.785
1000.0,3.0,0.55,,0.12,,0.33,0.0,0.0,0.67,0.67,0.815
1000.0,3.0,0.55,,0.13,,0.462,0.0,0.0,0.538,0.538,0.843
1000.0,3.0,0.55,,0.14,,0.582,0.0,0.0,0.418,0.418,0.907
1000.0,3.0,0.6,,0.02,,0.988,0.0,0.0,0.012,0.012,1.0
1000.0,3.0,0.6,,0.03,,0.914,0.0,0.0,0.086,0.086,0.978
1000.0,3.0,0.6,,0.04,,0.787,0.0,0.0,0.213,0.213,0.964
1000.0,3.0,0.6,,0.07,,0.413,0.0,0.0,0.587,0.587,0.866
1000.0,3.0,0.6,,0.08,,0.301,0.0,0.0,0.699,0.699,0.863
1000.0,3.0,0.6,,0.09,,0.239,0.0,0.0,0.761,0.761,0.827
1000.0,3.0,0.6,,0.12,,0.109,0.0,0.0,0.891,0.891,0.797
1000.0,3.0,0.6,,0.13,,0.086,0.0,0.0,0.914,0.914,0.786
1000.0,3.0,0.6,,0.14,,0.071,0.0,0.0,0.929,0.929,0.778
1000.0,3.0,0.65,,0.02,,1.0,0.0,0.0,0.0,0.0,1.0
1000.0,3.0,0.65,,0.03,,0.989,0.0,0.0,0.011,0.011,0.999
1000.0,3.0,0.65,,0.04,,0.944,0.0,0.0,0.056,0.056,0.988
1000.0,3.0,0.65,,0.07,,0.627,0.0,0.0,0.373,0.373,0.909
1000.0,3.0,0.65,,0.08,,0.517,0.0,0.0,0.483,0.483,0.889
1000.0,3.0,0.65,,0.09,,0.416,0.0,0.0,0.584,0.584,0.891
1000.0,3.0,0.65,,0.12,,0.235,0.0,0.0,0.765,0.765,0.825
1000.0,3.0,0.65,,0.13,,0.176,0.0,0.0,0.824,0.824,0.832
1000.0,3.0,0.65,,0.14,,0.151,0.0,0.0,0.849,0.849,0.834
1000.0,3.0,0.7,,0.02,,1.0,0.0,0.0,0.0,0.0,1.0
1000.0,3.0,0.7,,0.03,,1.0,0.0,0.0,0.0,0.0,1.0
1000.0,3.0,0.7,,0.04,,0.978,0.0,0.0,0.022,0.022,0.995
1000.0,3.0,0.7,,0.07,,0.785,0.0,0.0,0.215,0.215,0.96
1000.0,3.0,0.7,,0.08,,0.694,0.0,0.0,0.306,0.306,0.95
1000.0,3.0,0.7,,0.09,,0.635,0.0,0.0,0.365,0.365,0.937
1000.0,3.0,0.7,,0.12,,0.373,0.0,0.0,0.627,0.627,0.894
1000.0,3.0,0.7,,0.13,,0.321,0.0,0.0,0.679,0.679,0.872
1000.0,3.0,0.7,,0.14,,0.26,0.0,0.0,0.74,0.74,0.857
1000.0,3.0,0.75,,0.02,,1.0,0.0,0.0,0.0,0.0,1.0
1000.0,3.0,0.75,,0.03,,1.0,0.0,0.0,0.0,0.0,1.0
1000.0,3.0,0.75,,0.04,,0.996,0.0,0.0,0.004,0.004,1.0
1000.0,3.0,0.75,,0.07,,0.855,0.0,0.0,0.145,0.145,0.972
1000.0,3.0,0.75,,0.08,,0.785,0.0,0.0,0.215,0.215,0.968
1000.0,3.0,0.75,,0.09,,0.701,0.0,0.0,0.299,0.299,0.963
1000.0,3.0,0.75,,0.12,,0.475,0.0,0.0,0.525,0.525,0.915
1000.0,3.0,0.75,,0.13,,0.426,0.0,0.0,0.574,0.574,0.931
1000.0,3.0,0.75,,0.14,,0.328,0.0,0.0,0.672,0.672,0.913
1000.0,3.0,0.8,,0.02,,1.0,0.0,0.0,0.0,0.0,1.0
1000.0,3.0,0.8,,0.03,,1.0,0.0,0.0,0.0,0.0,1.0
1000.0,3.0,0.8,,0.04,,0.999,0.0,0.0,0.001,0.001,1.0
1000.0,3.0,0.8,,0.07,,0.897,0.0,0.0,0.103,0.103,0.984
1000.0,3.0,0.8,,0.08,,0.8,0.0,0.0,0.2,0.2,0.976
1000.0,3.0,0.8,,0.09,,0.731,0.0,0.0,0.269,0.269,0.972
1000.0,3.0,0.8,,0.12,,0.535,0.0,0.0,0.465,0.465,0.95
1000.0,3.0,0.8,,0.13,,0.43,0.0,0.0,0.57,0.57,0.949
1000.0,3.0,0.8,,0.14,,0.372,0.0,0.0,0.628,0.628,0.928
1000.0,3.0,0.85,,0.02,,1.0,0.0,0.0,0.0,0.0,1.0
1000.0,3.0,0.85,,0.03,,1.0,0.0,0.0,0.0,0.0,1.0
1000.0,3.0,0.85,,0.04,,0.997,0.0,0.0,0.003,0.003,0.998
1000.0,3.0,0.85,,0.07,,0.87,0.0,0.0,0.13,0.13,0.99
1000.0,3.0,0.85,,0.08,,0.808,0.0,0.0,0.192,0.192,0.985
1000.0,3.0,0.85,,0.09,,0.706,0.0,0.0,0.294,0.294,0.975
1000.0,3.0,0.85,,0.12,,0.515,0.0,0.0,0.485,0.485,0.968
1000.0,3.0,0.85,,0.13,,0.451,0.0,0.0,0.549,0.549,0.955
1000.0,3.0,0.85,,0.14,,0.412,0.0,0.0,0.588,0.588,0.951
1000.0,3.0,0.9,,0.02,,1.0,0.0,0.0,0.0,0.0,1.0
1000.0,3.0,0.9,,0.03,,1.0,0.0,0.0,0.0,0.0,1.0
1000.0,3.0,0.9,,0.04,,0.99,0.0,0.0,0.01,0.01,1.0
1000.0,3.0,0.9,,0.07,,0.816,0.0,0.0,0.184,0.184,0.996
1000.0,3.0,0.9,,0.08,,0.746,0.0,0.0,0.254,0.254,0.989
1000.0,3.0,0.9,,0.09,,0.658,0.0,0.0,0.342,0.342,0.985
1000.0,3.0,0.9,,0.12,,0.485,0.0,0.0,0.515,0.515,0.985
1000.0,3.0,0.9,,0.13,,0.461,0.0,0.0,0.539,0.539,0.98
1000.0,3.0,0.9,,0.14,,0.468,0.0,0.0,0.532,0.532,0.973
1000.0,3.0,0.95,,0.02,,1.0,0.0,0.0,0.0,0.0,1.0
1000.0,3.0,0.95,,0.03,,0.993,0.0,0.0,0.007,0.007,1.0
1000.0,3.0,0.95,,0.04,,0.92,0.0,0.0,0.08,0.08,0.999
1000.0,3.0,0.95,,0.07,,0.698,0.0,0.0,0.302,0.302,0.993
1000.0,3.0,0.95,,0.08,,0.722,0.0,0.0,0.278,0.278,0.993
1000.0,3.0,0.95,,0.09,,0.724,0.0,0.0,0.276,0.276,0.992
1000.0,3.0,0.95,,0.12,,0.81,0.0,0.0,0.19,0.19,0.996
1000.0,3.0,0.95,,0.13,,0.85,0.0,0.0,0.15,0.15,0.992
1000.0,3.0,0.95,,0.14,,0.912,0.0,0.0,0.088,0.088,0.993
1000.0,5.0,0.55,,0.02,,0.275,0.615,0.109,0.001,0.001,0.905
1000.0,5.0,0.55,,0.03,,0.068,0.605,0.285,0.042,0.042,0.871
1000.0,5.0,0.55,,0.04,,0.021,0.427,0.363,0.189,0.189,0.8
1000.0,5.0,0.55,,0.07,,0.0,0.112,0.243,0.645,0.645,0.762
1000.0,5.0,0.55,,0.08,,0.003,0.065,0.194,0.738,0.738,0.746
1000.0,5.0,0.55,,0.09,,0.005,0.063,0.109,0.823,0.823,0.729
1000.0,5.0,0.55,,0.12,,0.147,0.071,0.013,0.769,0.769,0.756
1000.0,5.0,0.55,,0.13,,0.254,0.055,0.011,0.68,0.68,0.788
1000.0,5.0,0.55,,0.14,,0.399,0.045,0.008,0.548,0.548,0.832
1000.0,5.0,0.6,,0.02,,0.853,0.147,0.0,0.0,0.0,0.991
1000.0,5.0,0.6,,0.03,,0.499,0.469,0.032,0.0,0.0,0.956
1000.0,5.0,0.6,,0.04,,0.283,0.595,0.12,0.002,0.002,0.928
1000.0,5.0,0.6,,0.07,,0.027,0.469,0.371,0.133,0.133,0.836
1000.0,5.0,0.6,,0.08,,0.014,0.376,0.384,0.226,0.226,0.821
1000.0,5.0,0.6,,0.09,,0.005,0.285,0.36,0.35,0.35,0.816
1000.0,5.0,0.6,,0.12,,0.0,0.089,0.277,0.634,0.634,0.81
1000.0,5.0,0.6,,0.13,,0.0,0.06,0.201,0.739,0.739,0.759
1000.0,5.0,0.6,,0.14,,0.0,0.037,0.176,0.787,0.787,0.749
1000.0,5.0,0.65,,0.02,,0.993,0.007,0.0,0.0,0.0,0.999
1000.0,5.0,0.65,,0.03,,0.851,0.146,0.003,0.0,0.0,0.993
1000.0,5.0,0.65,,0.04,,0.575,0.407,0.018,0.0,0.0,0.974
1000.0,5.0,0.65,,0.07,,0.118,0.657,0.216,0.009,0.009,0.907
1000.0,5.0,0.65,,0.08,,0.088,0.567,0.317,0.028,0.028,0.883
1000.0,5.0,0.65,,0.09,,0.046,0.545,0.325,0.084,0.084,0.887
1000.0,5.0,0.65,,0.12,,0.013,0.329,0.364,0.294,0.294,0.844
1000.0,5.0,0.65,,0.13,,0.003,0.195,0.367,0.435,0.435,0.846
1000.0,5.0,0.65,,0.14,,0.004,0.162,0.354,0.48,0.48,0.834
1000.0,5.0,0.7,,0.02,,1.0,0.0,0.0,0.0,0.0,1.0
1000.0,5.0,0.7,,0.03,,0.964,0.036,0.0,0.0,0.0,1.0
1000.0,5.0,0.7,,0.04,,0.832,0.165,0.003,0.0,0.0,0.99
1000.0,5.0,0.7,,0.07,,0.279,0.602,0.118,0.001,0.001,0.952
1000.0,5.0,0.7,,0.08,,0.174,0.668,0.152,0.006,0.006,0.937
1000.0,5.0,0.7,,0.09,,0.102,0.633,0.25,0.015,0.015,0.93
1000.0,5.0,0.7,,0.12,,0.031,0.493,0.346,0.13,0.13,0.893
1000.0,5.0,0.7,,0.13,,0.014,0.409,0.376,0.201,0.201,0.894
1000.0,5.0,0.7,,0.14,,0.022,0.31,0.411,0.257,0.257,0.895
1000.0,5.0,0.75,,0.02,,1.0,0.0,0.0,0.0,0.0,1.0
1000.0,5.0,0.75,,0.03,,0.988,0.012,0.0,0.0,0.0,1.0
1000.0,5.0,0.75,,0.04,,0.902,0.096,0.002,0.0,0.0,0.997
1000.0,5.0,0.75,,0.07,,0.357,0.582,0.06,0.001,0.001,0.973
1000.0,5.0,0.75,,0.08,,0.237,0.651,0.109,0.003,0.003,0.971
1000.0,5.0,0.75,,0.09,,0.206,0.633,0.155,0.006,0.006,0.961
1000.0,5.0,0.75,,0.12,,0.05,0.528,0.347,0.075,0.075,0.937
1000.0,5.0,0.75,,0.13,,0.04,0.483,0.346,0.131,0.131,0.942
1000.0,5.0,0.75,,0.14,,0.017,0.421,0.387,0.175,0.175,0.921
1000.0,5.0,0.8,,0.02,,1.0,0.0,0.0,0.0,0.0,1.0
1000.0,5.0,0.8,,0.03,,0.998,0.002,0.0,0.0,0.0,1.0
1000.0,5.0,0.8,,0.04,,0.938,0.062,0.0,0.0,0.0,1.0
1000.0,5.0,0.8,,0.07,,0.428,0.513,0.059,0.0,0.0,0.98
1000.0,5.0,0.8,,0.08,,0.302,0.606,0.092,0.0,0.0,0.98
1000.0,5.0,0.8,,0.09,,0.191,0.645,0.162,0.002,0.002,0.971
1000.0,5.0,0.8,,0.12,,0.063,0.594,0.287,0.056,0.056,0.962
1000.0,5.0,0.8,,0.13,,0.043,0.529,0.343,0.085,0.085,0.965
1000.0,5.0,0.8,,0.14,,0.036,0.46,0.375,0.129,0.129,0.959
1000.0,5.0,0.85,,0.02,,1.0,0.0,0.0,0.0,0.0,1.0
1000.0,5.0,0.85,,0.03,,0.995,0.005,0.0,0.0,0.0,1.0
1000.0,5.0,0.85,,0.04,,0.924,0.073,0.003,0.0,0.0,1.0
1000.0,5.0,0.85,,0.07,,0.418,0.522,0.06,0.0,0.0,0.986
1000.0,5.0,0.85,,0.08,,0.282,0.621,0.097,0.0,0.0,0.985
1000.0,5.0,0.85,,0.09,,0.207,0.648,0.143,0.002,0.002,0.979
1000.0,5.0,0.85,,0.12,,0.065,0.584,0.317,0.034,0.034,0.984
1000.0,5.0,0.85,,0.13,,0.036,0.538,0.351,0.075,0.075,0.977
1000.0,5.0,0.85,,0.14,,0.026,0.481,0.405,0.088,0.088,0.977
1000.0,5.0,0.9,,0.02,,1.0,0.0,0.0,0.0,0.0,1.0
1000.0,5.0,0.9,,0.03,,0.98,0.02,0.0,0.0,0.0,1.0
1000.0,5.0,0.9,,0.04,,0.882,0.117,0.001,0.0,0.0,1.0
1000.0,5.0,0.9,,0.07,,0.31,0.597,0.093,0.0,0.0,0.995
1000.0,5.0,0.9,,0.08,,0.203,0.649,0.144,0.004,0.004,0.996
1000.0,5.0,0.9,,0.09,,0.141,0.637,0.212,0.01,0.01,0.993
1000.0,5.0,0.9,,0.12,,0.057,0.546,0.351,0.046,0.046,0.996
1000.0,5.0,0.9,,0.13,,0.05,0.47,0.426,0.054,0.054,0.989
1000.0,5.0,0.9,,0.14,,0.075,0.367,0.494,0.064,0.064,0.993
1000.0,5.0,0.95,,0.02,,0.985,0.015,0.0,0.0,0.0,1.0
1000.0,5.0,0.95,,0.03,,0.801,0.197,0.002,0.0,0.0,1.0
1000.0,5.0,0.95,,0.04,,0.508,0.458,0.034,0.0,0.0,1.0
1000.0,5.0,0.95,,0.07,,0.172,0.642,0.184,0.002,0.002,0.999
1000.0,5.0,0.95,,0.08,,0.191,0.559,0.244,0.006,0.006,0.998
1000.0,5.0,0.95,,0.09,,0.235,0.451,0.309,0.005,0.005,1.0
1000.0,5.0,0.95,,0.12,,0.536,0.075,0.382,0.007,0.007,0.998
1000.0,5.0,0.95,,0.13,,0.668,0.026,0.304,0.002,0.002,0.999
1000.0,5.0,0.95,,0.14,,0.797,0.007,0.195,0.001,0.001,0.997
1000.0,7.0,0.55,,0.02,,0.025,0.964,0.011,0.0,0.0,0.897
1000.0,7.0,0.55,,0.03,,0.008,0.907,0.084,0.001,0.0,0.855
1000.0,7.0,0.55,,0.04,,0.0,0.719,0.23,0.051,0.039,0.804
1000.0,7.0,0.55,,0.07,,0.0,0.18,0.281,0.539,0.448,0.694
1000.0,7.0,0.55,,0.08,,0.0,0.123,0.195,0.682,0.591,0.712
1000.0,7.0,0.55,,0.09,,0.003,0.109,0.122,0.766,0.676,0.715
1000.0,7.0,0.55,,0.12,,0.06,0.08,0.008,0.852,0.821,0.717
1000.0,7.0,0.55,,0.13,,0.139,0.061,0.006,0.794,0.78,0.733
1000.0,7.0,0.55,,0.14,,0.301,0.064,0.002,0.633,0.609,0.78
1000.0,7.0,0.6,,0.02,,0.483,0.517,0.0,0.0,0.0,0.985
1000.0,7.0,0.6,,0.03,,0.116,0.881,0.003,0.0,0.0,0.955
1000.0,7.0,0.6,,0.04,,0.029,0.949,0.022,0.0,0.0,0.921
1000.0,7.0,0.6,,0.07,,0.001,0.743,0.225,0.031,0.021,0.858
1000.0,7.0,0.6,,0.08,,0.0,0.611,0.298,0.091,0.056,0.828
1000.0,7.0,0.6,,0.09,,0.001,0.473,0.366,0.16,0.115,0.781
1000.0,7.0,0.6,,0.12,,0.0,0.144,0.386,0.47,0.351,0.768
1000.0,7.0,0.6,,0.13,,0.0,0.094,0.277,0.629,0.511,0.749
1000.0,7.0,0.6,,0.14,,0.0,0.057,0.227,0.716,0.604,0.782
1000.0,7.0,0.65,,0.02,,0.904,0.096,0.0,0.0,0.0,0.999
1000.0,7.0,0.65,,0.03,,0.447,0.552,0.001,0.0,0.0,0.984
1000.0,7.0,0.65,,0.04,,0.167,0.832,0.001,0.0,0.0,0.961
1000.0,7.0,0.65,,0.07,,0.008,0.939,0.053,0.0,0.0,0.916
1000.0,7.0,0.65,,0.08,,0.005,0.909,0.082,0.004,0.001,0.898
1000.0,7.0,0.65,,0.09,,0.003,0.815,0.166,0.016,0.011,0.892
1000.0,7.0,0.65,,0.12,,0.001,0.461,0.385,0.153,0.11,0.835
1000.0,7.0,0.65,,0.13,,0.0,0.35,0.42,0.23,0.149,0.845
1000.0,7.0,0.65,,0.14,,0.0,0.256,0.425,0.319,0.229,0.856
1000.0,7.0,0.7,,0.02,,0.983,0.017,0.0,0.0,0.0,1.0
1000.0,7.0,0.7,,0.03,,0.743,0.257,0.0,0.0,0.0,0.996
1000.0,7.0,0.7,,0.04,,0.372,0.628,0.0,0.0,0.0,0.991
1000.0,7.0,0.7,,0.07,,0.034,0.943,0.023,0.0,0.0,0.94
1000.0,7.0,0.7,,0.08,,0.015,0.95,0.035,0.0,0.0,0.945
1000.0,7.0,0.7,,0.09,,0.009,0.913,0.078,0.0,0.0,0.936
1000.0,7.0,0.7,,0.12,,0.0,0.729,0.241,0.03,0.019,0.913
1000.0,7.0,0.7,,0.13,,0.001,0.642,0.289,0.068,0.045,0.905
1000.0,7.0,0.7,,0.14,,0.0,0.507,0.365,0.128,0.089,0.907
1000.0,7.0,0.75,,0.02,,0.997,0.003,0.0,0.0,0.0,1.0
1000.0,7.0,0.75,,0.03,,0.884,0.116,0.0,0.0,0.0,0.999
1000.0,7.0,0.75,,0.04,,0.577,0.423,0.0,0.0,0.0,0.995
1000.0,7.0,0.75,,0.07,,0.065,0.925,0.01,0.0,0.0,0.975
1000.0,7.0,0.75,,0.08,,0.043,0.934,0.023,0.0,0.0,0.974
1000.0,7.0,0.75,,0.09,,0.015,0.945,0.04,0.0,0.0,0.973
1000.0,7.0,0.75,,0.12,,0.004,0.843,0.147,0.006,0.005,0.948
1000.0,7.0,0.75,,0.13,,0.002,0.754,0.225,0.019,0.013,0.943
1000.0,7.0,0.75,,0.14,,0.0,0.671,0.282,0.047,0.023,0.933
1000.0,7.0,0.8,,0.02,,1.0,0.0,0.0,0.0,0.0,1.0
1000.0,7.0,0.8,,0.03,,0.917,0.083,0.0,0.0,0.0,1.0
1000.0,7.0,0.8,,0.04,,0.667,0.333,0.0,0.0,0.0,0.999
1000.0,7.0,0.8,,0.07,,0.104,0.893,0.003,0.0,0.0,0.99
1000.0,7.0,0.8,,0.08,,0.053,0.94,0.007,0.0,0.0,0.986
1000.0,7.0,0.8,,0.09,,0.02,0.961,0.019,0.0,0.0,0.987
1000.0,7.0,0.8,,0.12,,0.004,0.885,0.108,0.003,0.001,0.978
1000.0,7.0,0.8,,0.13,,0.001,0.803,0.186,0.01,0.005,0.969
1000.0,7.0,0.8,,0.14,,0.001,0.719,0.247,0.033,0.021,0.974
1000.0,7.0,0.85,,0.02,,1.0,0.0,0.0,0.0,0.0,1.0
1000.0,7.0,0.85,,0.03,,0.932,0.068,0.0,0.0,0.0,1.0
1000.0,7.0,0.85,,0.04,,0.658,0.342,0.0,0.0,0.0,1.0
1000.0,7.0,0.85,,0.07,,0.082,0.908,0.01,0.0,0.0,0.997
1000.0,7.0,0.85,,0.08,,0.029,0.954,0.017,0.0,0.0,0.991
1000.0,7.0,0.85,,0.09,,0.022,0.956,0.022,0.0,0.0,0.993
1000.0,7.0,0.85,,0.12,,0.002,0.87,0.121,0.007,0.002,0.994
1000.0,7.0,0.85,,0.13,,0.004,0.802,0.182,0.012,0.004,0.984
1000.0,7.0,0.85,,0.14,,0.001,0.723,0.256,0.02,0.008,0.988
1000.0,7.0,0.9,,0.02,,1.0,0.0,0.0,0.0,0.0,1.0
1000.0,7.0,0.9,,0.03,,0.857,0.143,0.0,0.0,0.0,1.0
1000.0,7.0,0.9,,0.04,,0.507,0.492,0.001,0.0,0.0,0.999
1000.0,7.0,0.9,,0.07,,0.05,0.941,0.009,0.0,0.0,0.998
1000.0,7.0,0.9,,0.08,,0.022,0.957,0.021,0.0,0.0,1.0
1000.0,7.0,0.9,,0.09,,0.015,0.934,0.051,0.0,0.0,0.999
1000.0,7.0,0.9,,0.12,,0.003,0.82,0.169,0.008,0.0,0.998
1000.0,7.0,0.9,,0.13,,0.004,0.729,0.241,0.026,0.002,1.0
