iterations,voters,mean,mean_bucket,std,std_bucket,optimal_is_strong_democracy,optimal_is_weak_democracy,optimal_is_weak_epistocracy,optimal_is_strong_epistocracy,optimal_is_expert_rule,optimal_agrees_majority
1000.0,7.0,0.9,,0.14,,0.007,0.606,0.334,0.053,0.001,0.996
1000.0,7.0,0.95,,0.02,,0.892,0.108,0.0,0.0,0.0,1.0
1000.0,7.0,0.95,,0.03,,0.382,0.618,0.0,0.0,0.0,1.0
1000.0,7.0,0.95,,0.04,,0.145,0.853,0.002,0.0,0.0,1.0
1000.0,7.0,0.95,,0.07,,0.014,0.932,0.054,0.0,0.0,0.999
1000.0,7.0,0.95,,0.08,,0.032,0.858,0.104,0.006,0.0,1.0
1000.0,7.0,0.95,,0.09,,0.074,0.717,0.205,0.004,0.0,1.0
1000.0,7.0,0.95,,0.12,,0.358,0.16,0.459,0.023,0.0,1.0
1000.0,7.0,0.95,,0.13,,0.521,0.053,0.408,0.018,0.0,1.0
1000.0,7.0,0.95,,0.14,,0.64,0.004,0.349,0.007,0.0,1.0
1000.0,9.0,0.55,,0.02,,0.0,0.998,0.002,0.0,0.0,0.893
1000.0,9.0,0.55,,0.03,,0.0,0.982,0.018,0.0,0.0,0.858
1000.0,9.0,0.55,,0.04,,0.0,0.904,0.087,0.009,0.007,0.81
1000.0,9.0,0.55,,0.07,,0.0,0.365,0.278,0.357,0.253,0.751
1000.0,9.0,0.55,,0.08,,0.0,0.259,0.211,0.53,0.404,0.727
1000.0,9.0,0.55,,0.09,,0.0,0.181,0.12,0.699,0.55,0.701
1000.0,9.0,0.55,,0.12,,0.023,0.091,0.008,0.878,0.806,0.673
1000.0,9.0,0.55,,0.13,,0.087,0.087,0.001,0.825,0.784,0.718
1000.0,9.0,0.55,,0.14,,0.194,0.065,0.001,0.74,0.684,0.748
1000.0,9.0,0.6,,0.02,,0.167,0.833,0.0,0.0,0.0,0.983
1000.0,9.0,0.6,,0.03,,0.018,0.982,0.0,0.0,0.0,0.957
1000.0,9.0,0.6,,0.04,,0.002,0.995,0.003,0.0,0.0,0.905
1000.0,9.0,0.6,,0.07,,0.0,0.923,0.074,0.003,0.003,0.846
1000.0,9.0,0.6,,0.08,,0.0,0.808,0.183,0.009,0.006,0.832
1000.0,9.0,0.6,,0.09,,0.0,0.685,0.261,0.054,0.036,0.823
1000.0,9.0,0.6,,0.12,,0.0,0.256,0.397,0.347,0.231,0.783
1000.0,9.0,0.6,,0.13,,0.0,0.175,0.334,0.491,0.333,0.781
1000.0,9.0,0.6,,0.14,,0.0,0.11,0.26,0.63,0.464,0.773
1000.0,9.0,0.65,,0.02,,0.614,0.386,0.0,0.0,0.0,0.996
1000.0,9.0,0.65,,0.03,,0.153,0.847,0.0,0.0,0.0,0.979
1000.0,9.0,0.65,,0.04,,0.039,0.96,0.001,0.0,0.0,0.973
1000.0,9.0,0.65,,0.07,,0.002,0.992,0.006,0.0,0.0,0.921
1000.0,9.0,0.65,,0.08,,0.0,0.983,0.017,0.0,0.0,0.907
1000.0,9.0,0.65,,0.09,,0.0,0.954,0.046,0.0,0.0,0.892
1000.0,9.0,0.65,,0.12,,0.0,0.68,0.28,0.04,0.026,0.853
1000.0,9.0,0.65,,0.13,,0.0,0.545,0.379,0.076,0.045,0.876
1000.0,9.0,0.65,,0.14,,0.0,0.393,0.451,0.156,0.102,0.864
1000.0,9.0,0.7,,0.02,,0.919,0.081,0.0,0.0,0.0,1.0
1000.0,9.0,0.7,,0.03,,0.373,0.627,0.0,0.0,0.0,0.994
1000.0,9.0,0.7,,0.04,,0.102,0.898,0.0,0.0,0.0,0.979
1000.0,9.0,0.7,,0.07,,0.005,0.993,0.002,0.0,0.0,0.946
1000.0,9.0,0.7,,0.08,,0.0,0.998,0.002,0.0,0.0,0.946
1000.0,9.0,0.7,,0.09,,0.001,0.99,0.009,0.0,0.0,0.942
1000.0,9.0,0.7,,0.12,,0.0,0.889,0.109,0.002,0.001,0.925
1000.0,9.0,0.7,,0.13,,0.0,0.823,0.159,0.018,0.011,0.928
1000.0,9.0,0.7,,0.14,,0.0,0.705,0.267,0.028,0.019,0.918
1000.0,9.0,0.75,,0.02,,0.968,0.032,0.0,0.0,0.0,1.0
1000.0,9.0,0.75,,0.03,,0.596,0.404,0.0,0.0,0.0,0.999
1000.0,9.0,0.75,,0.04,,0.21,0.79,0.0,0.0,0.0,0.993
1000.0,9.0,0.75,,0.07,,0.007,0.993,0.0,0.0,0.0,0.984
1000.0,9.0,0.75,,0.08,,0.003,0.996,0.001,0.0,0.0,0.971
1000.0,9.0,0.75,,0.09,,0.003,0.995,0.002,0.0,0.0,0.968
1000.0,9.0,0.75,,0.12,,0.0,0.962,0.037,0.001,0.0,0.965
1000.0,9.0,0.75,,0.13,,0.0,0.907,0.093,0.0,0.0,0.959
1000.0,9.0,0.75,,0.14,,0.0,0.86,0.131,0.009,0.005,0.948
1000.0,9.0,0.8,,0.02,,0.988,0.012,0.0,0.0,0.0,1.0
1000.0,9.0,0.8,,0.03,,0.706,0.294,0.0,0.0,0.0,1.0
1000.0,9.0,0.8,,0.04,,0.296,0.704,0.0,0.0,0.0,0.997
1000.0,9.0,0.8,,0.07,,0.009,0.991,0.0,0.0,0.0,0.987
1000.0,9.0,0.8,,0.08,,0.004,0.994,0.002,0.0,0.0,0.991
1000.0,9.0,0.8,,0.09,,0.0,0.998,0.002,0.0,0.0,0.986
1000.0,9.0,0.8,,0.12,,0.0,0.979,0.021,0.0,0.0,0.979
1000.0,9.0,0.8,,0.13,,0.0,0.959,0.041,0.0,0.0,0.98
1000.0,9.0,0.8,,0.14,,0.0,0.906,0.093,0.001,0.001,0.981
1000.0,9.0,0.85,,0.02,,0.98,0.02,0.0,0.0,0.0,1.0
1000.0,9.0,0.85,,0.03,,0.672,0.328,0.0,0.0,0.0,1.0
1000.0,9.0,0.85,,0.04,,0.277,0.723,0.0,0.0,0.0,0.998
1000.0,9.0,0.85,,0.07,,0.01,0.988,0.002,0.0,0.0,0.996
1000.0,9.0,0.85,,0.08,,0.003,0.997,0.0,0.0,0.0,0.997
1000.0,9.0,0.85,,0.09,,0.001,0.997,0.002,0.0,0.0,0.994
1000.0,9.0,0.85,,0.12,,0.0,0.971,0.029,0.0,0.0,0.997
1000.0,9.0,0.85,,0.13,,0.0,0.958,0.04,0.002,0.001,0.984
1000.0,9.0,0.85,,0.14,,0.0,0.895,0.104,0.001,0.0,0.996
1000.0,9.0,0.9,,0.02,,0.963,0.037,0.0,0.0,0.0,1.0
1000.0,9.0,0.9,,0.03,,0.517,0.483,0.0,0.0,0.0,1.0
1000.0,9.0,0.9,,0.04,,0.157,0.843,0.0,0.0,0.0,1.0
1000.0,9.0,0.9,,0.07,,0.011,0.988,0.001,0.0,0.0,1.0
1000.0,9.0,0.9,,0.08,,0.0,0.999,0.001,0.0,0.0,0.997
1000.0,9.0,0.9,,0.09,,0.0,0.995,0.005,0.0,0.0,0.999
1000.0,9.0,0.9,,0.12,,0.0,0.947,0.053,0.0,0.0,0.999
1000.0,9.0,0.9,,0.13,,0.0,0.873,0.126,0.001,0.0,0.998
1000.0,9.0,0.9,,0.14,,0.001,0.759,0.236,0.004,0.0,1.0
1000.0,9.0,0.95,,0.02,,0.569,0.431,0.0,0.0,0.0,1.0
1000.0,9.0,0.95,,0.03,,0.096,0.904,0.0,0.0,0.0,1.0
1000.0,9.0,0.95,,0.04,,0.014,0.986,0.0,0.0,0.0,1.0
1000.0,9.0,0.95,,0.07,,0.001,0.994,0.005,0.0,0.0,1.0
1000.0,9.0,0.95,,0.08,,0.007,0.956,0.037,0.0,0.0,1.0
